Subject,List,Nominal SP,word,Freq,Trialtype,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,OUTPUT ORDER,Correct,Rehearsals,Last RS,item-item,Kahana lag,Last R lag,GroupLastR,Group #R,fSP,Kahana lag+/-5,
5,1,15,HUE,LOW,l,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,12,,
5,1,16,BARB,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,15,,
5,2,9,DEATH,HIGH,h,,,,,,,,,1,1,1,1,,,1,1,1,1,6,16,,,,15-16,5+,12,,
5,2,3,FIELD,HIGH,h,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,14,16,HIGHHIGH,-6,0,15-16,5+,15,,
5,2,2,NIGHT,HIGH,h,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,15,16,HIGHHIGH,-1,0,15-16,5+,16,-1,
5,2,1,CLAY,HIGH,h,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,16,16,HIGHHIGH,-1,0,15-16,5+,13,-1,
5,2,4,SUN,HIGH,h,,,,1,1,,,1,,,,,1,1,,,5,1,5,14,HIGHHIGH,3,-2,13-14,5+,10,3,
5,2,14,DAY,HIGH,h,,,,,,,,,,,,,,1,,,6,1,1,14,HIGHHIGH,10,0,13-14,1-2,9,,
5,2,7,FACT,HIGH,h,,,,,,,1,,1,1,,,,,,,7,1,3,10,HIGHHIGH,-7,-4,9-10,3-4,5,,
5,2,5,PEACE,HIGH,h,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,1,,
5,2,6,TOP,HIGH,h,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,2,,
5,2,8,TAX,HIGH,h,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,3,,
5,2,10,FLOOR,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,4,,
5,2,11,BOY,HIGH,h,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
5,2,12,AIR,HIGH,h,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,7,,
5,2,13,COURT,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,2,15,CHIEF,HIGH,h,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
5,2,16,BLACK,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
5,3,5,CASTE,LOW,m,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,12,16,HIGHLOW,-11,0,15-16,5+,12,,
5,3,2,WEEK,HIGH,m,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,15,16,LOWHIGH,-3,0,15-16,5+,15,-3,
5,3,1,AGE,HIGH,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,16,16,HIGHHIGH,-1,0,15-16,5+,13,-1,
5,3,3,END,HIGH,m,,,1,1,,,,,,,,,,,,,,0,2,4,,,,1-8,1-2,1,,
5,3,4,SCAB,LOW,m,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,2,,
5,3,6,MASS,HIGH,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
5,3,7,ACHE,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,4,,
5,3,8,CHINK,LOW,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,5,,
5,3,9,PLANE,HIGH,m,,,,,,,,,1,1,,,,,,,,0,2,10,,,,9-10,1-2,7,,
5,3,10,HUMP,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,3,11,SLANG,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,8,,
5,3,12,ART,HIGH,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,9,,
5,3,13,MANE,LOW,m,,,,,,,,,,,,,1,1,1,1,,0,4,16,,,,15-16,3-4,16,,
5,3,14,VET,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
5,3,15,LEFT,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
5,3,16,LOVE,HIGH,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
5,4,10,PEST,LOW,l,,,,,,,,,,1,1,1,1,,1,1,1,1,6,16,,,,15-16,5+,13,,
5,4,4,WATT,LOW,l,,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,12,15,LOWLOW,-6,-1,15-16,5+,11,,
5,4,2,SHALE,LOW,l,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,15,16,LOWLOW,-2,1,15-16,5+,15,-2,
5,4,1,FROCK,LOW,l,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,16,16,LOWLOW,-1,0,15-16,5+,16,-1,
5,4,8,BARD,LOW,l,,,,,,,,1,1,1,1,1,,,,,5,1,5,12,LOWLOW,7,-4,11-12,5+,7,,
5,4,13,SPREE,LOW,l,,,,,,,,,,,,,1,1,1,,6,1,3,15,LOWLOW,5,3,15-16,3-4,12,5,
5,4,3,SWARM,LOW,l,,,1,1,1,,,,,,,,,,,,,0,3,5,,,,1-8,3-4,1,,
5,4,5,MASH,LOW,l,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,2,,
5,4,6,SLEAVE,LOW,l,,,,,,1,1,,,,,,,,,,,0,2,7,,,,1-8,1-2,4,,
5,4,7,PANE,LOW,l,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,3,,
5,4,9,SCROLL,LOW,l,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,5,,
5,4,11,CRANK,LOW,l,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
5,4,12,PSALM,LOW,l,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,8,,
5,4,14,CRUMB,LOW,l,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
5,4,15,VALE,LOW,l,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,10,,
5,4,16,LAIR,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
5,5,1,THONG,LOW,m,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,14,16,,,,15-16,5+,13,,
5,5,3,RAM,LOW,m,,,1,1,1,,1,1,1,1,1,,1,1,1,1,2,1,12,16,LOWLOW,2,0,15-16,5+,14,2,
5,5,2,TROUPE,LOW,m,,1,1,1,1,,1,,1,1,1,,1,1,1,,3,1,11,15,LOWLOW,-1,-1,15-16,5+,12,-1,
5,5,10,POOL,HIGH,m,,,,,,,,,,1,1,,,,,1,4,1,3,16,LOWHIGH,8,1,15-16,3-4,15,,
5,5,9,CYST,LOW,m,,,,,,,,,1,1,1,,,,,,5,1,3,11,HIGHLOW,-1,-5,11-12,3-4,7,-1,
5,5,16,BALL,HIGH,m,,,,,,,,,,,,,,,,1,6,1,1,16,LOWHIGH,7,5,15-16,1-2,16,,
5,5,4,FRIEND,HIGH,m,,,,1,1,1,,,,,,,,,,,,0,3,6,,,,1-8,3-4,1,,
5,5,5,LOON,LOW,m,,,,,1,1,,,,,,,,,,,,0,2,6,,,,1-8,1-2,2,,
5,5,6,ROAD,HIGH,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
5,5,7,STEP,HIGH,m,,,,,,,1,1,,,,,,,,,,0,2,8,,,,1-8,1-2,5,,
5,5,8,GROUND,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,4,,
5,5,11,BOOK,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
5,5,12,LISP,LOW,m,,,,,,,,,,,,1,1,,,,,0,2,13,,,,13-14,1-2,8,,
5,5,13,SCORN,LOW,m,,,,,,,,,,,,,1,1,1,,,0,3,15,,,,15-16,3-4,11,,
5,5,14,FORM,HIGH,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
5,5,15,WOMB,LOW,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,10,,
5,6,14,GIRL,HIGH,m,,,,,,,,,,,,,,1,,1,1,1,2,16,,,,15-16,1-2,16,,
5,6,4,TRANCE,LOW,m,,,,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,12,16,HIGHLOW,-10,0,15-16,5+,15,,
5,6,3,FOOD,HIGH,m,,,1,1,1,,,1,1,1,1,1,1,1,1,,3,1,11,15,LOWHIGH,-1,-1,15-16,5+,10,-1,
5,6,2,FEAST,LOW,m,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,15,16,HIGHLOW,-1,1,15-16,5+,14,-1,
5,6,1,SCHOOL,HIGH,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,1,15,15,LOWHIGH,-1,-1,15-16,5+,11,-1,
5,6,5,STOCK,HIGH,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,1,,
5,6,6,BOAR,LOW,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,2,,
5,6,7,PLAIT,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,3,,
5,6,8,PUP,LOW,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,4,,
5,6,9,RED,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,5,,
5,6,10,DENT,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,6,11,STRIPE,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
5,6,12,LIGHT,HIGH,m,,,,,,,,,,,,1,1,1,,,,0,3,14,,,,13-14,3-4,9,,
5,6,13,ARK,LOW,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,6,15,SOUTH,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,12,,
5,6,16,DOOR,HIGH,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,13,,
5,7,3,EARTH,HIGH,m,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,16,,,,15-16,5+,14,,
5,7,2,CUE,LOW,m,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,15,16,HIGHLOW,-1,0,15-16,5+,15,-1,
5,7,1,BEAK,LOW,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,16,16,LOWLOW,-1,0,15-16,5+,13,-1,
5,7,4,THOUGHT,HIGH,m,,,,1,1,1,1,1,,,,,,,,,,0,5,8,,,,1-8,5+,5,,
5,7,5,GUN,HIGH,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,1,,
5,7,6,BELLE,LOW,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,2,,
5,7,7,ROGUE,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,3,,
5,7,8,BACK,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,4,,
5,7,9,FLAX,LOW,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,6,,
5,7,10,HOPE,HIGH,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,7,,
5,7,11,SAGE,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,8,,
5,7,12,GREED,LOW,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,9,,
5,7,13,STAGE,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,10,,
5,7,14,TRADE,HIGH,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,11,,
5,7,15,CROOK,LOW,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,12,,
5,7,16,HAIR,HIGH,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,16,,
5,8,15,DIRGE,LOW,m,,,,,,,,,,,,,,,1,1,1,1,2,16,,,,15-16,1-2,16,,
5,8,3,VOICE,HIGH,m,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,14,16,LOWHIGH,-12,0,15-16,5+,14,,
5,8,2,EAST,HIGH,m,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,1,14,15,HIGHHIGH,-1,-1,15-16,5+,12,-1,
5,8,1,SCIENCE,HIGH,m,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,4,1,15,16,HIGHHIGH,-1,1,15-16,5+,15,-1,
5,8,8,RUNG,LOW,m,,,,,,,,1,1,1,1,1,,1,,,5,1,6,14,HIGHLOW,7,-2,13-14,5+,10,,
5,8,12,SOW,LOW,m,,,,,,,,,,,,1,1,,,,6,1,2,13,LOWLOW,4,-1,13-14,1-2,9,4,
5,8,4,SKULL,LOW,m,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,1,,
5,8,5,RIGHT,HIGH,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,2,,
5,8,6,HOME,HIGH,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
5,8,7,GROWTH,HIGH,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,4,,
5,8,9,MOTH,LOW,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,5,,
5,8,10,LINE,HIGH,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,8,11,SLIME,LOW,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
5,8,13,YEAR,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,8,14,FOAL,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,11,,
5,8,16,HOE,LOW,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,13,,
5,9,11,FRONT,HIGH,h,,,,,,,,,,,1,1,1,1,1,1,1,1,6,16,,,,15-16,5+,15,,
5,9,4,NEWS,HIGH,h,,,,1,1,,,,,,1,1,,,1,1,2,1,6,16,HIGHHIGH,-7,0,15-16,5+,16,,
5,9,3,BILL,HIGH,h,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,14,16,HIGHHIGH,-1,0,15-16,5+,11,-1,
5,9,2,WORK,HIGH,h,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,15,16,HIGHHIGH,-1,0,15-16,5+,14,-1,
5,9,1,STAFF,HIGH,h,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,16,16,HIGHHIGH,-1,0,15-16,5+,12,-1,
5,9,9,HORSE,HIGH,h,,,,,,,,,1,1,,,,,,,6,1,2,10,HIGHHIGH,8,-6,9-10,1-2,5,,
5,9,5,SIZE,HIGH,h,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,1,,
5,9,6,NOTE,HIGH,h,,,,,,1,1,,1,,,,,,,,,0,3,9,,,,9-10,3-4,4,,
5,9,7,WEST,HIGH,h,,,,,,,1,1,,,,,,,,,,0,2,8,,,,1-8,1-2,3,,
5,9,8,ROOM,HIGH,h,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,2,,
5,9,10,CASE,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,9,12,THING,HIGH,h,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,7,,
5,9,13,HEART,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,9,14,CLUB,HIGH,h,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
5,9,15,SPACE,HIGH,h,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,10,,
5,9,16,TOWN,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,13,,
5,10,5,WHITE,HIGH,h,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,11,16,,,,15-16,5+,13,,
5,10,3,CAR,HIGH,h,,,1,1,1,1,1,1,,1,1,,1,1,1,1,2,1,12,16,HIGHHIGH,-2,0,15-16,5+,14,-2,
5,10,1,CARE,HIGH,h,1,2,,1,1,1,1,1,1,1,,,1,1,1,1,3,1,14,16,HIGHHIGH,-2,0,15-16,5+,15,-2,
5,10,8,FEAR,HIGH,h,,,,,,,,1,1,,,1,,,,,4,1,3,12,HIGHHIGH,7,-4,11-12,3-4,9,,
5,10,2,OLD,HIGH,h,,1,,,,,,,,,,,,,,,,0,1,2,,,,1-8,1-2,1,,
5,10,4,BED,HIGH,h,,,,1,1,1,,,,,,,,,,,,0,3,6,,,,1-8,3-4,2,,
5,10,6,TRUTH,HIGH,h,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
5,10,7,FARM,HIGH,h,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,4,,
5,10,9,WAR,HIGH,h,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,5,,
5,10,10,CENT,HIGH,h,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,10,11,VIEW,HIGH,h,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
5,10,12,NAME,HIGH,h,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,8,,
5,10,13,HEAD,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,10,,
5,10,14,CHANCE,HIGH,h,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,11,,
5,10,15,PLAN,HIGH,h,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,12,,
5,10,16,WALL,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,16,,
5,11,1,SQUINT,LOW,l,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,14,16,,,,15-16,5+,15,,
5,11,2,SOOT,LOW,l,,1,1,1,1,,,,,,,,,,,1,2,1,5,16,LOWLOW,1,0,15-16,5+,14,1,
5,11,13,CHUTE,LOW,l,,,,,,,,,,,,,1,1,2,1,3,1,5,16,LOWLOW,11,0,15-16,5+,13,,
5,11,4,MINCE,LOW,l,,,,1,1,1,,1,,,1,,1,1,1,,4,1,8,15,LOWLOW,-9,-1,15-16,5+,12,,
5,11,3,BRAWL,LOW,l,,,1,1,,,,,,,,,,,,,,0,2,4,,,,1-8,1-2,1,,
5,11,5,COWL,LOW,l,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,2,,
5,11,6,GERM,LOW,l,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
5,11,7,BLEACH,LOW,l,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,4,,
5,11,8,WAND,LOW,l,,,,,,,,1,1,1,,,,,,,,0,3,10,,,,9-10,3-4,7,,
5,11,9,EWE,LOW,l,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,5,,
5,11,10,CHROME,LOW,l,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,11,11,FLARE,LOW,l,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,8,,
5,11,12,SPOOL,LOW,l,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,9,,
5,11,14,NOUN,LOW,l,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
5,11,15,PEG,LOW,l,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
5,11,16,VANE,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,16,,
5,12,16,MITE,LOW,m,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,13,,
5,12,1,BLOOD,HIGH,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16,16,LOWHIGH,-15,0,15-16,5+,16,,
5,12,3,SCENE,HIGH,m,,,1,1,,,,1,1,,1,1,1,1,,1,3,1,9,16,HIGHHIGH,2,0,15-16,5+,15,2,
5,12,2,STAIR,LOW,m,,1,1,1,1,1,1,,1,,1,1,,,,1,4,1,10,16,HIGHLOW,-1,0,15-16,5+,14,-1,
5,12,12,CLOAK,LOW,m,,,,,,,,,,,,1,1,1,,,5,1,3,14,LOWLOW,10,-2,13-14,3-4,10,,
5,12,4,FRILL,LOW,m,,,,1,1,,,,,,,,,,,,,0,2,5,,,,1-8,1-2,1,,
5,12,5,STREET,HIGH,m,,,,,1,,,,,,,,,,,,,0,1,5,,,,1-8,1-2,2,,
5,12,6,LENGTH,HIGH,m,,,,,,1,1,1,1,1,,,,,,,,0,5,10,,,,9-10,5+,6,,
5,12,7,TRIBE,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,3,,
5,12,8,VAULT,LOW,m,,,,,,,,1,,,,,,,1,,,0,2,15,,,,15-16,1-2,12,,
5,12,9,JOB,HIGH,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,4,,
5,12,10,PALL,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,5,,
5,12,11,HALL,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
5,12,13,MOUTH,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,12,14,CRYPT,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
5,12,15,ROLE,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
5,13,5,LARD,LOW,m,,,,,1,1,1,1,1,1,,,,1,,1,1,1,8,16,,,,15-16,5+,16,,
5,13,4,WIFE,HIGH,m,,,,1,1,,,,,,1,1,1,,1,1,2,1,7,16,LOWHIGH,-1,0,15-16,5+,14,-1,
5,13,3,HOUSE,HIGH,m,,,1,1,,,1,1,,1,1,1,1,,1,,3,1,9,15,HIGHHIGH,-1,-1,15-16,5+,10,-1,
5,13,2,SQUARE,HIGH,m,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,15,16,HIGHHIGH,-1,1,15-16,5+,12,-1,
5,13,1,SLUSH,LOW,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,1,15,15,HIGHLOW,-1,-1,15-16,5+,11,-1,
5,13,15,FILTH,LOW,m,,,,,,,,,,,,,,,1,1,6,1,2,16,LOWLOW,14,1,15-16,1-2,15,,
5,13,6,HUSH,LOW,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,1,,
5,13,7,WORLD,HIGH,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,2,,
5,13,8,CHURCH,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,3,,
5,13,9,BERTH,LOW,m,,,,,,,,,1,,,,,,,,,0,1,9,,,,9-10,1-2,4,,
5,13,10,PRONG,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,5,,
5,13,11,TIME,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,6,,
5,13,12,GOD,HIGH,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,7,,
5,13,13,MONTH,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,13,14,VERB,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
5,13,16,GIST,LOW,m,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,13,,
5,14,16,SOUND,HIGH,m,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,15,,
5,14,3,REEL,LOW,m,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,13,16,HIGHLOW,-13,0,15-16,5+,12,,
5,14,1,STILE,LOW,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,16,16,LOWLOW,-2,0,15-16,5+,16,-2,
5,14,2,EIGHT,HIGH,m,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,4,1,14,16,LOWHIGH,1,0,15-16,5+,13,1,
5,14,4,PART,HIGH,m,,,,1,1,1,,1,1,1,1,1,1,1,,1,5,1,11,16,HIGHHIGH,2,0,15-16,5+,14,2,
5,14,5,WAD,LOW,m,,,,,1,1,,,,,,,,,,,,0,2,6,,,,1-8,1-2,2,,
5,14,6,RACE,HIGH,m,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,1,,
5,14,7,FOWL,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,3,,
5,14,8,WAY,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,4,,
5,14,9,RASH,LOW,m,,,,,,,,,1,1,,,,,,,,0,2,10,,,,9-10,1-2,6,,
5,14,10,CUBE,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,5,,
5,14,11,LIFE,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
5,14,12,MALL,LOW,m,,,,,,,,,,,,1,1,1,,,,0,3,14,,,,13-14,3-4,9,,
5,14,13,PLANT,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,8,,
5,14,14,ROE,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
5,14,15,PLACE,HIGH,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,11,,
5,15,15,GROIN,LOW,l,,,,,,,,,,,,,,,1,1,1,1,2,16,,,,15-16,1-2,12,,
5,15,2,KINK,LOW,l,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,14,16,LOWLOW,-13,0,15-16,5+,16,,
5,15,3,BIB,LOW,l,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,3,1,13,16,LOWLOW,1,0,15-16,5+,15,1,
5,15,1,SASH,LOW,l,1,1,1,1,1,,1,1,,,1,1,1,1,1,1,4,1,13,16,LOWLOW,-2,0,15-16,5+,14,-2,
5,15,9,CACHE,LOW,l,,,,,,,,,1,1,1,1,,,,,5,1,4,12,LOWLOW,8,-4,11-12,3-4,8,,
5,15,5,STARCH,LOW,l,,,,,1,1,,,,,,,,,,,6,1,2,6,LOWLOW,-4,-6,1-8,1-2,2,-4,
5,15,4,GIG,LOW,l,,,,1,,,,,,,,,,,,,,0,1,4,,,,1-8,1-2,1,,
5,15,6,SAP,LOW,l,,,,,,1,,,,,,,,,,,,0,1,6,,,,1-8,1-2,3,,
5,15,7,MAIZE,LOW,l,,,,,,,1,1,,,,,,,,,,0,2,8,,,,1-8,1-2,4,,
5,15,8,BEAU,LOW,l,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,5,,
5,15,10,STUMP,LOW,l,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,6,,
5,15,11,OUNCE,LOW,l,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
