Subject,List,Nominal SP,word,Freq,Trialtype,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,OUTPUT ORDER,Correct,Rehearsals,Last RS,item-item,Kahana lag,Last R lag,GroupLastR,Group #R,fSP,Kahana lag+/-5,
1,1,1,BACK,HIGH,h,3,1,3,2,1,1,1,1,,1,,1,,1,,1,1,1,17,16,,,,15-16,5+,11,,
1,1,3,STAGE,HIGH,h,,,4,2,1,1,,,,1,,,,1,,1,2,1,11,16,HIGHHIGH,2,0,15-16,5+,13,2,
1,1,5,ROAD,HIGH,h,,,,,2,1,,1,,,,1,,,,1,3,1,6,16,HIGHHIGH,2,0,15-16,5+,16,2,
1,1,4,STREET,HIGH,h,,,,3,1,1,,1,,,,1,,1,,1,4,1,9,16,HIGHHIGH,-1,0,15-16,5+,15,-1,
1,1,2,RIGHT,HIGH,h,,2,3,2,1,1,1,,,,,,,,,,5,1,10,7,HIGHHIGH,-2,-9,1-8,5+,1,-2,
1,1,6,GROUP,HIGH,h,,,,,,2,1,,,,,,,,,,6,1,3,7,HIGHHIGH,4,0,1-8,3-4,2,4,
1,1,15,RATE,HIGH,h,,,,,,,,,,,,,,,2,1,7,1,3,16,HIGHHIGH,9,9,15-16,3-4,12,,
1,1,7,RANGE,HIGH,h,,,,,,,2,1,,,,,,,,,,0,3,8,,,,1-8,3-4,4,,
1,1,8,WEST,HIGH,h,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,3,,
1,1,9,BILL,HIGH,h,,,,,,,,,1,1,,,,,,,,0,2,10,,,,9-10,1-2,5,,
1,1,10,MASS,HIGH,h,,,,,,,,,,2,,,,,,,,0,2,10,,,,9-10,1-2,6,,
1,1,11,WAY,HIGH,h,,,,,,,,,,,2,,,,,,,0,2,11,,,,11-12,1-2,7,,
1,1,12,THOUGHT,HIGH,h,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,8,,
1,1,13,LOVE,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,9,,
1,1,14,JUST,HIGH,h,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,10,,
1,1,16,FOOD,HIGH,h,,,,,,,,,,,,,,,,2,,0,2,16,,,,15-16,1-2,14,,
1,2,1,COWL,LOW,m,1,2,3,2,1,1,1,1,,1,,1,,1,,1,1,1,16,16,,,,15-16,5+,12,,
1,2,2,PRONG,LOW,m,,3,2,2,1,1,1,1,,1,,1,,1,,1,2,1,15,16,LOWLOW,1,0,15-16,5+,13,1,
1,2,5,CRYPT,LOW,m,,,,,2,1,1,1,,1,,1,,1,,1,3,1,9,16,LOWLOW,3,0,15-16,5+,15,3,
1,2,3,DEATH,HIGH,m,,,4,2,1,1,1,1,,1,,1,,1,,,4,1,13,14,LOWHIGH,-2,-2,13-14,5+,10,-2,
1,2,4,DENT,LOW,m,,,,4,1,1,1,1,2,1,,1,,1,,,5,1,13,14,HIGHLOW,1,0,13-14,5+,8,1,
1,2,12,CENT,HIGH,m,,,,,,,,,,,,2,,,1,,6,1,3,15,LOWHIGH,8,1,15-16,3-4,11,,
1,2,8,HAND,HIGH,m,,,,,,,,1,,,,,1,,,,7,1,2,13,HIGHHIGH,-4,-2,13-14,1-2,5,-4,
1,2,7,MOUTH,HIGH,m,,,,,,,2,,,,,,1,,,,8,1,3,13,HIGHHIGH,-1,0,13-14,3-4,6,-1,
1,2,16,DAY,HIGH,m,,,,,,,,,,,,,,,,2,9,1,2,16,HIGHHIGH,9,3,15-16,1-2,16,,
1,2,6,CROOK,LOW,m,,,,,,2,1,,,,,,,,,,,0,3,7,,,,1-8,3-4,1,,
1,2,9,WISH,HIGH,m,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,2,,
1,2,10,GNAT,LOW,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,3,,
1,2,11,BLUE,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,4,,
1,2,13,SCHOOL,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,7,,
1,2,14,NOUN,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,9,,
1,2,15,REEL,LOW,m,,,,,,,,,,,,,,,1,1,,0,2,16,,,,15-16,1-2,14,,
1,3,14,GIG,LOW,m,,,,,,,,,,,,,,1,1,1,1,1,3,16,,,,15-16,3-4,16,,
1,3,16,WOMB,LOW,m,,,,,,,,,,,,,,,,2,2,1,2,16,LOWLOW,2,0,15-16,1-2,14,2,
1,3,3,SCIENCE,HIGH,m,,,2,2,2,1,1,1,1,,1,1,,,1,1,3,1,14,16,LOWHIGH,-13,0,15-16,5+,15,,
1,3,1,LICE,LOW,m,2,1,1,2,2,1,1,1,1,,,,1,,,,4,1,13,13,HIGHLOW,-2,-3,13-14,5+,12,-2,
1,3,2,PORE,LOW,m,,2,1,2,2,1,1,1,1,,1,,,,,,5,1,12,11,LOWLOW,1,-2,11-12,5+,6,1,
1,3,12,PEG,LOW,m,,,,,,,,,,,,1,,,,,6,1,1,12,LOWLOW,10,1,11-12,1-2,7,,
1,3,4,NOTE,HIGH,m,,,,3,2,1,,,,,,,,,,,,0,6,6,,,,1-8,5+,2,,
1,3,5,TEETH,HIGH,m,,,,,3,1,,1,,,,,,,,,,0,5,8,,,,1-8,5+,5,,
1,3,6,SLANG,LOW,m,,,,,,2,,,,,,,,,,,,0,2,6,,,,1-8,1-2,1,,
1,3,7,EIGHT,HIGH,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,3,,
1,3,8,SKULL,LOW,m,,,,,,,,2,,,,,,,,,,0,2,8,,,,1-8,1-2,4,,
1,3,9,GERM,LOW,m,,,,,,,,,1,1,1,1,,,,,,0,4,12,,,,11-12,3-4,9,,
1,3,10,CARE,HIGH,m,,,,,,,,,,2,1,1,,,,,,0,4,12,,,,11-12,3-4,8,,
1,3,11,BLOOD,HIGH,m,,,,,,,,,,,1,1,,,,,,0,2,12,,,,11-12,1-2,10,,
1,3,13,WHITE,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,11,,
1,3,15,SPRING,HIGH,m,,,,,,,,,,,,,,,2,1,,0,3,16,,,,15-16,3-4,13,,
1,4,2,SPREE,LOW,m,,3,2,2,2,,1,1,1,1,,,1,1,2,,1,1,17,15,,,,15-16,5+,13,,
1,4,3,COST,HIGH,m,,,3,1,2,,,1,,1,,1,,1,1,1,2,1,12,16,LOWHIGH,1,1,15-16,5+,14,1,
1,4,16,FACE,HIGH,m,,,,,,,,,,,,,,,,2,3,1,2,16,HIGHHIGH,13,0,15-16,1-2,16,,
1,4,15,BELLE,LOW,m,,,,,,,,,,,,,,,2,1,4,1,3,16,HIGHLOW,-1,0,15-16,3-4,15,-1,
1,4,11,PALL,LOW,m,,,,,,,,,,,1,1,1,,,,5,1,3,13,LOWLOW,-4,-3,13-14,3-4,10,-4,
1,4,6,WATT,LOW,m,,,,,,1,,,2,,,,,,,,6,1,3,9,LOWLOW,-5,-4,9-10,3-4,7,-5,
1,4,1,ROLE,HIGH,m,2,2,2,2,2,,,,,,,,,,,,,0,10,5,,,,1-8,5+,3,,
1,4,4,AIR,HIGH,m,,,,2,2,,,,,,,,,,,,,0,4,5,,,,1-8,3-4,2,,
1,4,5,BRAWL,LOW,m,,,,,3,,,,,,,,,,,,,0,3,5,,,,1-8,3-4,1,,
1,4,7,GROIN,LOW,m,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,4,,
1,4,8,GAME,HIGH,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,5,,
1,4,9,HOME,HIGH,m,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,6,,
1,4,10,SOUND,HIGH,m,,,,,,,,,,1,,,,,,,,0,1,10,,,,9-10,1-2,8,,
1,4,12,SHALE,LOW,m,,,,,,,,,,,,2,,,,,,0,2,12,,,,11-12,1-2,9,,
1,4,13,TRUTH,HIGH,m,,,,,,,,,,,,,2,,,,,0,2,13,,,,13-14,1-2,11,,
1,4,14,SLUSH,LOW,m,,,,,,,,,,,,,,1,,,,0,1,14,,,,13-14,1-2,12,,
1,5,1,CHURCH,HIGH,m,3,3,2,3,2,1,1,1,1,,1,1,,1,,,1,1,20,14,,,,13-14,5+,11,,
1,5,2,LIFE,HIGH,m,,3,2,3,2,1,1,,1,,1,1,,1,,,2,1,16,14,HIGHHIGH,1,0,13-14,5+,9,1,
1,5,11,RAM,LOW,m,,,,,,,,,,,2,,1,1,1,,3,1,5,15,HIGHLOW,9,1,15-16,5+,14,,
1,5,4,FROCK,LOW,m,,,,4,1,1,1,1,1,1,,1,,1,,,4,1,12,14,LOWLOW,-7,-1,13-14,5+,8,,
1,5,16,SPOOL,LOW,m,,,,,,,,,,,,,,,,2,5,1,2,16,LOWLOW,12,2,15-16,1-2,16,,
1,5,10,STRIPE,LOW,m,,,,,,,,,,1,1,1,,,1,1,6,1,5,16,LOWLOW,-6,0,15-16,5+,15,,
1,5,3,RUNG,LOW,m,,,3,3,1,1,1,1,1,,1,1,,,,,,0,13,12,,,,11-12,5+,6,,
1,5,5,BOARD,HIGH,m,,,,,2,1,1,,,,,,,,,,,0,4,7,,,,1-8,3-4,1,,
1,5,6,LIGHT,HIGH,m,,,,,,2,,1,,,,,,,,,,0,3,8,,,,1-8,3-4,3,,
1,5,7,MOTH,LOW,m,,,,,,,2,,,,,,,,,,,0,2,7,,,,1-8,1-2,2,,
1,5,8,ACHE,LOW,m,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,4,,
1,5,9,TIME,HIGH,m,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,5,,
1,5,12,NOOSE,LOW,m,,,,,,,,,,,,2,,1,,,,0,3,14,,,,13-14,3-4,10,,
1,5,13,PEACE,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,7,,
1,5,14,ART,HIGH,m,,,,,,,,,,,,,,2,,,,0,2,14,,,,13-14,1-2,12,,
1,5,15,COURT,HIGH,m,,,,,,,,,,,,,,,2,,,0,2,15,,,,15-16,1-2,13,,
1,6,7,CUE,LOW,l,,,,,,,3,,1,2,1,,1,,,1,1,1,9,16,,,,15-16,5+,15,,
1,6,2,FLUE,LOW,l,,2,1,2,2,,,,1,,1,,1,,,1,2,1,11,16,LOWLOW,-5,0,15-16,5+,16,-5,
1,6,3,PLAICE,LOW,l,,,2,2,2,,1,1,1,,,1,,,,1,3,1,11,16,LOWLOW,1,0,15-16,5+,13,1,
1,6,1,BARD,LOW,l,3,1,1,2,,,,,,,2,,1,,1,,4,1,11,15,LOWLOW,-2,-1,15-16,5+,11,-2,
1,6,11,BARB,LOW,l,,,,,,,,,,,3,,,,2,,5,1,5,15,LOWLOW,10,0,15-16,5+,12,,
1,6,15,SAP,LOW,l,,,,,,,,,,,,,,,2,,6,1,2,15,LOWLOW,4,0,15-16,1-2,9,4,
1,6,4,TRANCE,LOW,l,,,,3,2,,,1,1,,,,,,,,7,1,7,9,LOWLOW,-11,-6,9-10,5+,4,,
1,6,5,QUAKE,LOW,l,,,,,3,,,,1,,,1,,,,,8,1,5,12,LOWLOW,1,3,11-12,5+,6,1,
1,6,6,ROGUE,LOW,l,,,,,,,,,,,,,,,,,,0,0,0,,,,1-8,1-2,1,,
1,6,8,FLAX,LOW,l,,,,,,,,1,,,,,,,,,,0,1,8,,,,1-8,1-2,2,,
1,6,9,ELF,LOW,l,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,3,,
1,6,10,CLAM,LOW,l,,,,,,,,,,2,,,,,,,,0,2,10,,,,9-10,1-2,5,,
1,6,12,CYST,LOW,l,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,7,,
1,6,13,PUP,LOW,l,,,,,,,,,,,,,2,,,,,0,2,13,,,,13-14,1-2,8,,
1,6,14,HUSH,LOW,l,,,,,,,,,,,,,,2,1,,,0,3,15,,,,15-16,3-4,10,,
1,6,16,OAT,LOW,l,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,14,,
1,7,10,LAIR,LOW,m,,,,,,,,,,2,1,1,1,,,1,1,1,6,16,,,,15-16,5+,16,,
1,7,16,THING,HIGH,m,,,,,,,,,,,,,,,,2,2,1,2,16,LOWHIGH,6,0,15-16,1-2,15,,
1,7,2,GIST,LOW,m,,3,2,2,1,1,1,2,,,1,,1,,1,,3,1,15,15,HIGHLOW,-14,-1,15-16,5+,10,,
1,7,6,BLACK,HIGH,m,,,,,,1,1,1,1,,1,,1,,1,,4,1,7,15,LOWHIGH,4,0,15-16,5+,14,4,
1,7,4,HORSE,HIGH,m,,,,3,,1,1,1,1,,1,,1,,1,,5,1,10,15,HIGHHIGH,-2,0,15-16,5+,12,-2,
1,7,3,SCAB,LOW,m,,,3,2,,,1,1,1,1,1,1,1,1,1,,6,1,14,15,HIGHLOW,-1,0,15-16,5+,11,-1,
1,7,1,BERTH,LOW,m,4,1,2,2,,1,,,,,,,,,,,,0,10,6,,,,1-8,5+,2,,
1,7,5,BEAU,LOW,m,,,,,3,,,,,,,,,,,,,0,3,5,,,,1-8,3-4,1,,
1,7,7,SLEET,LOW,m,,,,,,,3,,,,,,,,,,,0,3,7,,,,1-8,3-4,3,,
1,7,8,VOICE,HIGH,m,,,,,,,,2,,,,,,,,,,0,2,8,,,,1-8,1-2,4,,
1,7,9,CLAY,HIGH,m,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,5,,
1,7,11,STATE,HIGH,m,,,,,,,,,,,2,,,,,,,0,2,11,,,,11-12,1-2,6,,
1,7,12,OUNCE,LOW,m,,,,,,,,,,,,2,,,,,,0,2,12,,,,11-12,1-2,7,,
1,7,13,WORK,HIGH,m,,,,,,,,,,,,,2,,,,,0,2,13,,,,13-14,1-2,8,,
1,7,14,HEART,HIGH,m,,,,,,,,,,,,,,2,,,,0,2,14,,,,13-14,1-2,9,,
1,7,15,TWIG,LOW,m,,,,,,,,,,,,,,,1,,,0,1,15,,,,15-16,1-2,13,,
1,8,1,RED,HIGH,h,2,1,1,2,2,1,1,1,1,1,,1,1,,,1,1,1,16,16,,,,15-16,5+,13,,
1,8,3,CHIEF,HIGH,h,,,2,2,2,1,1,1,1,1,,,1,,,1,2,1,13,16,HIGHHIGH,2,0,15-16,5+,15,2,
1,8,10,PART,HIGH,h,,,,,,,,,,1,1,1,,1,2,1,3,1,7,16,HIGHHIGH,7,0,15-16,5+,10,,
1,8,15,SIZE,HIGH,h,,,,,,,,,,,,,,,2,1,4,1,3,16,HIGHHIGH,5,0,15-16,3-4,14,5,
1,8,2,GROUND,HIGH,h,,2,1,2,2,1,1,1,1,1,2,1,1,,,1,5,1,17,16,HIGHHIGH,-13,0,15-16,5+,11,,
1,8,4,EAST,HIGH,h,,,,3,2,1,1,1,1,1,,,1,,,1,6,1,12,16,HIGHHIGH,2,0,15-16,5+,16,2,
1,8,5,HAIR,HIGH,h,,,,,3,1,1,1,1,,1,,2,,,1,7,1,11,16,HIGHHIGH,1,0,15-16,5+,9,1,
1,8,12,ROOM,HIGH,h,,,,,,,,,,,,2,,,,,8,1,2,12,HIGHHIGH,7,-4,11-12,1-2,6,,
1,8,6,SENSE,HIGH,h,,,,,,2,1,1,1,,,,,,,,,0,5,9,,,,9-10,5+,4,,
1,8,7,EYE,HIGH,h,,,,,,,1,,,,,,,,,,,0,1,7,,,,1-8,1-2,1,,
1,8,8,CLUB,HIGH,h,,,,,,,,2,1,,,,,,,,,0,3,9,,,,9-10,3-4,3,,
1,8,9,FIELD,HIGH,h,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,2,,
1,8,11,FRONT,HIGH,h,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,5,,
1,8,13,NEWS,HIGH,h,,,,,,,,,,,,,1,,,1,,0,2,16,,,,15-16,1-2,12,,
1,8,14,HOUSE,HIGH,h,,,,,,,,,,,,,,2,2,,,0,4,15,,,,15-16,3-4,7,,
1,8,16,FRIEND,HIGH,h,,,,,,,,,,,,,,,,1,,0,1,16,,,,15-16,1-2,8,,
1,9,16,VANE,LOW,l,,,,,,,,,,,,,,,,2,1,1,2,16,,,,15-16,1-2,16,,
1,9,8,VALE,LOW,l,,,,,,,,2,1,1,1,,,1,1,,2,1,7,15,LOWLOW,-8,-1,15-16,5+,14,,
1,9,10,STAIR,LOW,l,,,,,,,,,,2,1,,,,1,,3,1,4,15,LOWLOW,2,0,15-16,3-4,11,2,
1,9,3,BLEACH,LOW,l,,,2,1,1,,,,,,,,,,,,4,1,4,5,LOWLOW,-7,-10,1-8,3-4,2,,
1,9,14,MALL,LOW,l,,,,,,,,,,,,,,2,1,,5,1,3,15,LOWLOW,11,10,15-16,3-4,15,,
1,9,1,KINK,LOW,l,1,2,1,1,1,1,,1,1,1,1,,,,,,,0,11,11,,,,11-12,5+,8,,
1,9,2,SCROLL,LOW,l,,3,1,1,,,,,,,,,,,,,,0,5,4,,,,1-8,5+,1,,
1,9,4,VAULT,LOW,l,,,,2,1,,1,,,,,,,,,,,0,4,7,,,,1-8,3-4,4,,
1,9,5,SWARM,LOW,l,,,,,2,,1,,,,,,,,,,,0,3,7,,,,1-8,3-4,3,,
1,9,6,THONG,LOW,l,,,,,,1,1,,1,1,1,,,,,,,0,5,11,,,,11-12,5+,7,,
1,9,7,RASH,LOW,l,,,,,,,2,,,,,,,,,,,0,2,7,,,,1-8,1-2,5,,
1,9,9,LODE,LOW,l,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,6,,
1,9,11,VET,LOW,l,,,,,,,,,,,1,1,1,,1,,,0,4,15,,,,15-16,3-4,12,,
1,9,12,BIB,LOW,l,,,,,,,,,,,,2,1,,,,,0,3,13,,,,13-14,3-4,9,,
1,9,13,SCORN,LOW,l,,,,,,,,,,,,,2,,,,,0,2,13,,,,13-14,1-2,10,,
1,9,15,RHYME,LOW,l,,,,,,,,,,,,,,,2,,,0,2,15,,,,15-16,1-2,13,,
1,10,16,EARTH,HIGH,m,,,,,,,,,,,,,,,,2,1,1,2,16,,,,15-16,1-2,16,,
1,10,14,SOOT,LOW,m,,,,,,,,,,,,,,2,1,1,2,1,4,16,HIGHLOW,-2,0,15-16,3-4,14,-2,
1,10,15,MAIZE,LOW,m,,,,,,,,,,,,,,,2,1,3,1,3,16,LOWLOW,1,0,15-16,3-4,15,1,
1,10,9,FOWL,LOW,m,,,,,,,,,3,,1,2,1,1,1,1,4,1,10,16,LOWLOW,-6,0,15-16,5+,13,,
1,10,8,SAGE,LOW,m,,,,,,,,2,2,,1,,,,,,5,1,5,11,LOWLOW,-1,-5,11-12,5+,4,-1,
1,10,1,TOP,HIGH,m,2,2,2,3,2,2,1,1,1,1,1,,1,1,,,6,1,20,14,LOWHIGH,-7,3,13-14,5+,9,,
1,10,2,WIFE,HIGH,m,,3,2,3,2,2,1,1,1,1,1,,1,1,,,7,1,19,14,HIGHHIGH,1,0,13-14,5+,11,1,
1,10,3,HOE,LOW,m,,,3,3,2,2,1,1,1,2,1,,1,1,,,8,1,18,14,HIGHLOW,1,0,13-14,5+,10,1,
1,10,13,MOAT,LOW,m,,,,,,,,,,,,,3,,,,9,1,3,13,LOWLOW,10,-1,13-14,3-4,7,,
1,10,4,PLAN,HIGH,m,,,,4,2,2,1,1,1,,1,,1,1,,,,0,14,14,,,,13-14,5+,8,,
1,10,5,YEAR,HIGH,m,,,,,3,2,1,1,1,,,,,,,,,0,8,9,,,,9-10,5+,2,,
1,10,6,WELL,HIGH,m,,,,,,4,1,1,1,,1,,,1,,,,0,9,14,,,,13-14,5+,12,,
1,10,7,TRIBE,LOW,m,,,,,,,2,1,,,,,,,,,,0,3,8,,,,1-8,3-4,1,,
1,10,10,TAX,HIGH,m,,,,,,,,,,2,,,,,,,,0,2,10,,,,9-10,1-2,3,,
1,10,11,CLOAK,LOW,m,,,,,,,,,,,2,,,,,,,0,2,11,,,,11-12,1-2,5,,
1,10,12,SOUTH,HIGH,m,,,,,,,,,,,,1,,,,,,0,1,12,,,,11-12,1-2,6,,
1,11,15,BED,HIGH,h,,,,,,,,,,,,,,,1,,1,1,1,15,,,,15-16,1-2,12,,
1,11,10,GOD,HIGH,h,,,,,,,,,,2,,,1,1,,2,2,1,6,16,HIGHHIGH,-5,1,15-16,5+,16,-5,
1,11,14,DOOR,HIGH,h,,,,,,,,,,,,,,2,,2,3,1,4,16,HIGHHIGH,4,0,15-16,3-4,14,4,
1,11,3,HEALTH,HIGH,h,,,3,2,2,1,1,1,,1,,1,,,,,4,1,12,12,HIGHHIGH,-11,-4,11-12,5+,5,,
1,11,1,FARM,HIGH,h,2,1,2,2,2,1,1,1,,1,,1,,1,,,5,1,15,14,HIGHHIGH,-2,2,13-14,5+,9,-2,
1,11,4,LEFT,HIGH,h,,,,3,1,1,1,1,,1,,1,,1,,,6,1,10,14,HIGHHIGH,3,0,13-14,5+,8,3,
1,11,5,STEP,HIGH,h,,,,,2,1,1,1,,1,,1,,1,,,7,1,8,14,HIGHHIGH,1,0,13-14,5+,10,1,
1,11,7,AGE,HIGH,h,,,,,,,2,,1,1,1,,,,1,,8,1,6,15,HIGHHIGH,2,1,15-16,5+,13,2,
1,11,6,CAR,HIGH,h,,,,,,2,1,,1,,,,,,,,9,1,4,9,HIGHHIGH,-1,-6,9-10,3-4,4,-1,
1,11,2,RACE,HIGH,h,,2,2,2,1,1,1,,,,,,,,,,10,1,9,7,HIGHHIGH,-4,-2,1-8,5+,2,-4,
1,11,8,SPACE,HIGH,h,,,,,,,,1,1,,,,,,1,,,0,3,15,,,,15-16,3-4,11,,
1,11,9,LINE,HIGH,h,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,3,,
1,11,11,CHANCE,HIGH,h,,,,,,,,,,,,,,,,,,0,0,0,,,,1-8,1-2,1,,
1,11,12,HALL,HIGH,h,,,,,,,,,,,,1,1,,,,,0,2,13,,,,13-14,1-2,7,,
1,11,13,STAFF,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,6,,
1,11,16,SUN,HIGH,h,,,,,,,,,,,,,,,,2,,0,2,16,,,,15-16,1-2,15,,
1,12,16,PAIL,LOW,m,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,13,,
1,12,5,LAW,HIGH,m,,,,,2,1,1,1,1,,,1,,,1,1,2,1,9,16,LOWHIGH,-11,0,15-16,5+,14,,
1,12,12,CHUTE,LOW,m,,,,,,,,,,,,1,,,1,1,3,1,3,16,HIGHLOW,7,0,15-16,3-4,15,,
1,12,15,PSALM,LOW,m,,,,,,,,,,,,,,,2,1,4,1,3,16,LOWLOW,3,0,15-16,3-4,16,3,
1,12,3,HOPE,HIGH,m,,,4,1,1,1,1,,1,1,,1,,1,1,,5,1,13,15,LOWHIGH,-12,-1,15-16,5+,12,,
1,12,1,PEW,LOW,m,2,1,3,1,1,1,1,,1,,,,,,,,,0,11,9,,,,9-10,5+,4,,
1,12,2,SCENE,HIGH,m,,2,3,1,1,1,1,,1,,,1,,,,,,0,11,12,,,,11-12,5+,8,,
1,12,4,ARK,LOW,m,,,,3,1,1,1,,1,,,,1,1,,,,0,9,14,,,,13-14,5+,11,,
1,12,6,QUART,LOW,m,,,,,,2,,,,,,,,,,,,0,2,6,,,,1-8,1-2,1,,
1,12,7,PLANT,HIGH,m,,,,,,,2,,,,,,,,,,,0,2,7,,,,1-8,1-2,2,,
1,12,8,WEEK,HIGH,m,,,,,,,,2,1,,,,,,,,,0,3,9,,,,9-10,3-4,3,,
1,12,9,LENGTH,HIGH,m,,,,,,,,,2,1,,,,,,,,0,3,10,,,,9-10,3-4,6,,
1,12,10,FIR,LOW,m,,,,,,,,,,2,,,,,,,,0,2,10,,,,9-10,1-2,5,,
1,12,11,PAST,HIGH,m,,,,,,,,,,,1,,,,,,,0,1,11,,,,11-12,1-2,7,,
1,12,13,OLD,HIGH,m,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,9,,
1,12,14,CHROME,LOW,m,,,,,,,,,,,,,,2,,,,0,2,14,,,,13-14,1-2,10,,
1,13,1,SQUARE,HIGH,h,2,1,2,2,2,2,1,1,1,,,2,,,1,1,1,1,18,16,,,,15-16,5+,14,,
1,13,2,GROWTH,HIGH,h,,2,2,2,2,2,1,1,1,,,2,,,1,2,2,1,18,16,HIGHHIGH,1,0,15-16,5+,16,1,
1,13,7,LAND,HIGH,h,,,,,,,2,1,2,1,1,,1,1,1,1,3,1,11,16,HIGHHIGH,5,0,15-16,5+,15,5,
1,13,6,STOCK,HIGH,h,,,,,,3,1,1,1,1,1,,1,1,1,1,4,1,12,16,HIGHHIGH,-1,0,15-16,5+,12,-1,
1,13,5,JOB,HIGH,h,,,,,3,2,1,1,,1,,,1,1,,1,5,1,11,16,HIGHHIGH,-1,0,15-16,5+,13,-1,
1,13,8,PLACE,HIGH,h,,,,,,,,1,,,,,,,,,6,1,1,8,HIGHHIGH,3,-8,1-8,1-2,3,3,
1,13,10,PLANE,HIGH,h,,,,,,,,,,2,1,,1,1,1,,7,1,6,15,HIGHHIGH,2,7,15-16,5+,8,2,
1,13,3,MAN,HIGH,h,,,3,2,2,2,1,,,,,,,,,,,0,10,7,,,,1-8,5+,2,,
1,13,4,WORLD,HIGH,h,,,,3,2,2,,,,,,,,,,,,0,7,6,,,,1-8,5+,1,,
1,13,9,WAR,HIGH,h,,,,,,,,,2,,,,,,,,,0,2,9,,,,9-10,1-2,4,,
1,13,11,SIDE,HIGH,h,,,,,,,,,,,2,,,,,,,0,2,11,,,,11-12,1-2,5,,
1,13,12,END,HIGH,h,,,,,,,,,,,,2,,,,,,0,2,12,,,,11-12,1-2,6,,
1,13,13,NAME,HIGH,h,,,,,,,,,,,,,1,,,,,0,1,13,,,,13-14,1-2,7,,
1,13,14,VIEW,HIGH,h,,,,,,,,,,,,,,2,2,,,0,4,15,,,,15-16,3-4,9,,
1,13,15,BOOK,HIGH,h,,,,,,,,,,,,,,,3,,,0,3,15,,,,15-16,3-4,10,,
1,13,16,CASE,HIGH,h,,,,,,,,,,,,,,,,2,,0,2,16,,,,15-16,1-2,11,,
1,14,16,STUNT,LOW,m,,,,,,,,,,,,,,,,1,1,1,1,16,,,,15-16,1-2,15,,
1,14,4,STILE,LOW,m,,,,3,2,1,,,,,,,1,1,,1,2,1,9,16,LOWLOW,-12,0,15-16,5+,16,,
1,14,1,TEST,HIGH,m,2,1,2,2,2,1,1,1,1,,1,1,,1,1,,3,1,17,15,LOWHIGH,-3,-1,15-16,5+,13,-3,
1,14,2,MASH,LOW,m,,2,2,2,2,1,1,1,1,,1,1,,1,1,,4,1,16,15,HIGHLOW,1,0,15-16,5+,10,1,
1,14,12,GIRL,HIGH,m,,,,,,,,,,,,2,,1,1,,5,1,4,15,LOWHIGH,10,0,15-16,3-4,14,,
1,14,11,SON,HIGH,m,,,,,,,,,,,2,2,,1,1,,6,1,6,15,HIGHHIGH,-1,0,15-16,5+,11,-1,
1,14,15,CHILD,HIGH,m,,,,,,,,,,,,,,,1,,7,1,1,15,HIGHHIGH,4,0,15-16,1-2,12,4,
1,14,3,WAD,LOW,m,,,3,2,2,,1,,,,,,,,,,,0,8,7,,,,1-8,5+,3,,
1,14,5,NIGHT,HIGH,m,,,,,3,1,,,,,,,,,,,,0,4,6,,,,1-8,3-4,1,,
1,14,6,TOWN,HIGH,m,,,,,,2,,,,,,,,,,,,0,2,6,,,,1-8,1-2,2,,
