subject,stim1,stim2,resp,rt,freq,type,procedure,trial,rem,fam,new,acc
4,bike.pict,STATION,LowPicHighWord,732,High,NA,study,2,0,0,0,NA
4,shoes.pict,CRUMB,HighPicLowWord,442,Low,NA,study,3,0,0,0,NA
4,violin.pict,HUSBAND,HighPicHighWord,481,High,NA,study,4,0,0,0,NA
4,earth.pict,POSTER,HighPicLowWord,481,Low,NA,study,5,0,0,0,NA
4,bride.pict,PASTE,HighPicLowWord,546,Low,NA,study,6,0,0,0,NA
4,pot2.pict,TWEED,HighPicLowWord,762,Low,NA,study,7,0,0,0,NA
4,spoon.pict,COLLEGE,LowPicHighWord,471,High,NA,study,8,0,0,0,NA
4,pineapple.pict,NOZZLE,LowPicLowWord,611,Low,NA,study,9,0,0,0,NA
4,bacon.pict,SINGER,LowPicLowWord,556,Low,NA,study,10,0,0,0,NA
4,tiger.pict,SPRING,LowPicHighWord,538,High,NA,study,11,0,0,0,NA
4,pepper.pict,MALARIA,HighPicLowWord,617,Low,NA,study,12,0,0,0,NA
4,knife.pict,BANKER,HighPicLowWord,484,Low,NA,study,13,0,0,0,NA
4,camera.pict,AUDIENCE,HighPicHighWord,462,High,NA,study,14,0,0,0,NA
4,cow.pict,CORNER,HighPicHighWord,541,High,NA,study,15,0,0,0,NA
4,avocado.pict,WHEEL,HighPicHighWord,474,High,NA,study,16,0,0,0,NA
4,umbrella.pict,PARCEL,LowPicLowWord,536,Low,NA,study,17,0,0,0,NA
4,owl.pict,RACKET,LowPicLowWord,536,Low,NA,study,18,0,0,0,NA
4,printer.pict,SCHOOL,LowPicHighWord,525,High,NA,study,19,0,0,0,NA
4,boots.pict,ALLEY,HighPicLowWord,494,Low,NA,study,20,0,0,0,NA
4,sock.pict,MARKET,LowPicHighWord,449,High,NA,study,21,0,0,0,NA
4,mushroom.pict,MACHINE,LowPicHighWord,451,High,NA,study,22,0,0,0,NA
4,iron.pict,SMILE,HighPicHighWord,537,High,NA,study,23,0,0,0,NA
4,flower.pict,VOTER,HighPicLowWord,565,Low,NA,study,24,0,0,0,NA
4,scissors.pict,MORNING,LowPicHighWord,534,High,NA,study,25,0,0,0,NA
4,lighthouse.pict,VALLEY,LowPicHighWord,587,High,NA,study,26,0,0,0,NA
4,raspberry.pict,MAPLE,LowPicLowWord,523,Low,NA,study,27,0,0,0,NA
4,chair2.pict,CROWD,HighPicHighWord,523,High,NA,study,28,0,0,0,NA
4,stethoscope.pict,HARNESS,LowPicLowWord,720,Low,NA,study,29,0,0,0,NA
4,binoculars.pict,WALLET,LowPicLowWord,544,Low,NA,study,30,0,0,0,NA
4,apple.pict,LEAFLET,LowPicLowWord,602,Low,NA,study,31,0,0,0,NA
4,piano.pict,GROUND,HighPicHighWord,589,High,NA,study,32,0,0,0,NA
4,baby.pict,RECORD,HighPicHighWord,605,High,NA,study,33,0,0,0,NA
4,dog.pict,MINSTREL,HighPicLowWord,585,Low,NA,study,34,0,0,0,NA
4,lion.pict,MONKEY,HighPicLowWord,458,Low,NA,study,35,0,0,0,NA
4,cheese.pict,FLOOR,LowPicHighWord,525,High,NA,study,36,0,0,0,NA
4,bottle2.pict,CHILDREN,HighPicHighWord,550,High,NA,study,37,0,0,0,NA
4,calculator.pict,NAPKIN,LowPicLowWord,606,Low,NA,study,38,0,0,0,NA
4,basket.pict,FAMILY,HighPicHighWord,545,High,NA,study,39,0,0,0,NA
4,skates.pict,MOUTH,LowPicHighWord,555,High,NA,study,40,0,0,0,NA
4,scissors.pict,NA,FAM,5007,High,old,test,41,0,1,0,1
4,horse.pict,NA,NEW,2604,NA,new,test,42,0,0,1,1
4,pepper.pict,NA,FAM,2853,Low,old,test,43,0,1,0,1
4,lighthouse.pict,NA,FAM,714,High,old,test,44,0,1,0,1
4,binoculars.pict,NA,FAM,590,Low,old,test,45,0,1,0,1
4,pineapple.pict,NA,FAM,610,Low,old,test,46,0,1,0,1
4,lemon.pict,NA,NEW,1665,NA,new,test,47,0,0,1,1
4,cow.pict,NA,FAM,1826,High,old,test,48,0,1,0,1
4,knife.pict,NA,FAM,3837,Low,old,test,49,0,1,0,1
4,guitar.pict,NA,NEW,1616,NA,new,test,50,0,0,1,1
4,corn.pict,NA,NEW,948,NA,new,test,51,0,0,1,1
4,grill.pict,NA,NEW,881,NA,new,test,52,0,0,1,1
4,piano.pict,NA,FAM,738,High,old,test,53,0,1,0,1
4,cannon.pict,NA,NEW,959,NA,new,test,54,0,0,1,1
4,keyboard.pict,NA,NEW,783,NA,new,test,55,0,0,1,1
4,stove.pict,NA,NEW,822,NA,new,test,56,0,0,1,1
4,raspberry.pict,NA,FAM,633,Low,old,test,57,0,1,0,1
4,squash.pict,NA,NEW,1526,NA,new,test,58,0,0,1,1
4,violin.pict,NA,FAM,1101,High,old,test,59,0,1,0,1
4,stethoscope.pict,NA,FAM,1005,Low,old,test,60,0,1,0,1
4,earth.pict,NA,FAM,726,Low,old,test,61,0,1,0,1
4,watermelon.pict,NA,NEW,928,NA,new,test,62,0,0,1,1
4,refrigerator.pict,NA,NEW,1014,NA,new,test,63,0,0,1,1
4,butterfly.pict,NA,NEW,1643,NA,new,test,64,0,0,1,1
4,dice.pict,NA,NEW,1337,NA,new,test,65,0,0,1,1
4,orange.pict,NA,NEW,904,NA,new,test,66,0,0,1,1
4,printer.pict,NA,NEW,724,High,old,test,67,0,0,1,0
4,tiger.pict,NA,FAM,1337,High,old,test,68,0,1,0,1
4,cat.pict,NA,NEW,767,NA,new,test,69,0,0,1,1
4,avocado.pict,NA,FAM,1277,High,old,test,70,0,1,0,1
4,bacon.pict,NA,FAM,894,Low,old,test,71,0,1,0,1
4,umbrella.pict,NA,FAM,712,Low,old,test,72,0,1,0,1
4,skates.pict,NA,FAM,853,High,old,test,73,0,1,0,1
4,drum2.pict,NA,NEW,940,NA,new,test,74,0,0,1,1
4,bowl.pict,NA,NEW,1101,NA,new,test,75,0,0,1,1
4,pot2.pict,NA,FAM,1055,Low,old,test,76,0,1,0,1
4,bottle2.pict,NA,REM,3421,High,old,test,77,1,0,0,1
4,zebra.pict,NA,NEW,1695,NA,new,test,78,0,0,1,1
4,basketball.pict,NA,NEW,1458,NA,new,test,79,0,0,1,1
4,sheep.pict,NA,NEW,1130,NA,new,test,80,0,0,1,1
4,tomato.pict,NA,NEW,980,NA,new,test,81,0,0,1,1
4,grapes.pict,NA,NEW,938,NA,new,test,82,0,0,1,1
4,apple.pict,NA,FAM,977,Low,old,test,83,0,1,0,1
4,salad.pict,NA,NEW,897,NA,new,test,84,0,0,1,1
4,elephant.pict,NA,NEW,1802,NA,new,test,85,0,0,1,1
4,cheese.pict,NA,FAM,911,High,old,test,86,0,1,0,1
4,baby.pict,NA,FAM,2073,High,old,test,87,0,1,0,1
4,balloons.pict,NA,NEW,2813,NA,new,test,88,0,0,1,1
4,spoon.pict,NA,REM,3453,High,old,test,89,1,0,0,1
4,shoes.pict,NA,FAM,1277,Low,old,test,90,0,1,0,1
4,bride.pict,NA,REM,2262,Low,old,test,91,1,0,0,1
4,egg.pict,NA,NEW,1672,NA,new,test,92,0,0,1,1
4,lion.pict,NA,FAM,1966,Low,old,test,93,0,1,0,1
4,muffin.pict,NA,NEW,1681,NA,new,test,94,0,0,1,1
4,sock.pict,NA,FAM,1277,High,old,test,95,0,1,0,1
4,boots.pict,NA,FAM,4971,Low,old,test,96,0,1,0,1
4,iron.pict,NA,FAM,1058,High,old,test,97,0,1,0,1
4,gloves.pict,NA,NEW,1035,NA,new,test,98,0,0,1,1
4,strawberry2.pict,NA,NEW,3368,NA,new,test,99,0,0,1,1
4,flag4.pict,NA,NEW,1543,NA,new,test,100,0,0,1,1
4,briefcase.pict,NA,NEW,816,NA,new,test,101,0,0,1,1
4,stereo.pict,NA,FAM,2037,NA,new,test,102,0,1,0,0
4,bike.pict,NA,FAM,972,High,old,test,103,0,1,0,1
4,flower.pict,NA,FAM,3263,Low,old,test,104,0,1,0,1
4,dog.pict,NA,FAM,1009,Low,old,test,105,0,1,0,1
4,camera.pict,NA,FAM,2593,High,old,test,106,0,1,0,1
4,pumpkins.pict,NA,NEW,705,NA,new,test,107,0,0,1,1
4,table.pict,NA,NEW,1172,NA,new,test,108,0,0,1,1
4,pencil.pict,NA,NEW,1303,NA,new,test,109,0,0,1,1
4,cup.pict,NA,FAM,1165,Low,old,test,110,0,1,0,1
4,mushroom.pict,NA,FAM,7663,High,old,test,111,0,1,0,1
4,duck.pict,NA,NEW,1095,NA,new,test,112,0,0,1,1
4,basket.pict,NA,REM,1482,High,old,test,113,1,0,0,1
4,calculator.pict,NA,REM,4648,Low,old,test,114,1,0,0,1
4,chair2.pict,NA,FAM,2899,High,old,test,115,0,1,0,1
4,accordion.pict,NA,NEW,1414,NA,new,test,116,0,0,1,1
4,pig.pict,NA,NEW,4036,NA,new,test,117,0,0,1,1
4,owl.pict,NA,FAM,3337,Low,old,test,118,0,1,0,1
4,computer.pict,NA,NEW,2591,NA,new,test,119,0,0,1,1
4,car.pict,NA,NEW,718,NA,new,test,120,0,0,1,1
5,cheese.pict,FLOOR,LowPicHighWord,565,High,NA,study,1,0,0,0,NA
5,scissors.pict,DRESS,LowPicHighWord,503,High,NA,study,2,0,0,0,NA
5,bacon.pict,POISON,LowPicLowWord,501,Low,NA,study,3,0,0,0,NA
5,binoculars.pict,AUDIENCE,LowPicHighWord,497,High,NA,study,4,0,0,0,NA
5,computer.pict,MECHANIC,HighPicLowWord,420,Low,NA,study,5,0,0,0,NA
5,spoon.pict,COLUMN,LowPicHighWord,504,High,NA,study,6,0,0,0,NA
5,refrigerator.pict,WALLET,HighPicLowWord,470,Low,NA,study,7,0,0,0,NA
5,knife.pict,BLOCK,HighPicHighWord,478,High,NA,study,8,0,0,0,NA
5,elephant.pict,SINGER,LowPicLowWord,522,Low,NA,study,9,0,0,0,NA
5,stereo.pict,OFFICE,HighPicHighWord,473,High,NA,study,10,0,0,0,NA
5,gloves.pict,STEEPLE,LowPicLowWord,585,Low,NA,study,11,0,0,0,NA
5,pumpkins.pict,STATION,LowPicHighWord,687,High,NA,study,12,0,0,0,NA
5,shoes.pict,BOUQUET,HighPicLowWord,515,Low,NA,study,13,0,0,0,NA
5,briefcase.pict,COLLEGE,LowPicHighWord,522,High,NA,study,14,0,0,0,NA
5,pencil.pict,LEAFLET,HighPicLowWord,540,Low,NA,study,15,0,0,0,NA
5,pot2.pict,CROWD,HighPicHighWord,508,High,NA,study,16,0,0,0,NA
5,flag4.pict,CARAVAN,HighPicLowWord,594,Low,NA,study,17,0,0,0,NA
5,boots.pict,MACHINE,HighPicHighWord,462,High,NA,study,18,0,0,0,NA
5,umbrella.pict,STRIPE,LowPicLowWord,612,Low,NA,study,19,0,0,0,NA
5,baby.pict,KNUCKLE,HighPicLowWord,477,Low,NA,study,20,0,0,0,NA
5,cow.pict,CHIEF,HighPicHighWord,599,High,NA,study,21,0,0,0,NA
5,skates.pict,NAPKIN,LowPicLowWord,585,Low,NA,study,22,0,0,0,NA
5,bottle2.pict,PARCEL,HighPicLowWord,577,Low,NA,study,23,0,0,0,NA
5,salad.pict,STAIR,LowPicLowWord,531,Low,NA,study,24,0,0,0,NA
5,sock.pict,SMILE,LowPicHighWord,512,High,NA,study,25,0,0,0,NA
5,pepper.pict,SCHOOL,HighPicHighWord,581,High,NA,study,26,0,0,0,NA
5,keyboard.pict,MALARIA,LowPicLowWord,54,Low,NA,study,27,0,0,0,NA
5,grapes.pict,WARRIOR,LowPicLowWord,456,Low,NA,study,28,0,0,0,NA
5,printer.pict,MORNING,LowPicHighWord,449,High,NA,study,29,0,0,0,NA
5,grill.pict,RECORD,HighPicHighWord,468,High,NA,study,30,0,0,0,NA
5,balloons.pict,MONKEY,LowPicLowWord,452,Low,NA,study,31,0,0,0,NA
5,flower.pict,BAYONET,HighPicLowWord,553,Low,NA,study,32,0,0,0,NA
5,orange.pict,MORPHINE,HighPicLowWord,537,Low,NA,study,33,0,0,0,NA
5,sheep.pict,HUSBAND,HighPicHighWord,518,High,NA,study,34,0,0,0,NA
5,chair2.pict,MARKET,HighPicHighWord,508,High,NA,study,35,0,0,0,NA
5,stethoscope.pict,HOSPITAL,LowPicHighWord,485,High,NA,study,36,0,0,0,NA
5,dice.pict,VALLEY,HighPicHighWord,590,High,NA,study,37,0,0,0,NA
5,mushroom.pict,NOZZLE,LowPicLowWord,514,Low,NA,study,38,0,0,0,NA
5,butterfly.pict,MOUTH,LowPicHighWord,456,High,NA,study,39,0,0,0,NA
5,lemon.pict,BEVERAGE,HighPicLowWord,533,Low,NA,study,40,0,0,0,NA
5,bride.pict,NA,NEW,1240,NA,new,test,41,0,0,1,1
5,cow.pict,NA,FAM,1578,High,old,test,42,0,1,0,1
5,avocado.pict,NA,FAM,1525,NA,new,test,43,0,1,0,0
5,spoon.pict,NA,FAM,948,High,old,test,44,0,1,0,1
5,keyboard.pict,NA,NEW,1194,Low,old,test,45,0,0,1,0
5,tiger.pict,NA,NEW,1211,NA,new,test,46,0,0,1,1
5,cat.pict,NA,NEW,933,NA,new,test,47,0,0,1,1
5,car.pict,NA,NEW,1124,NA,new,test,48,0,0,1,1
5,grapes.pict,NA,REM,930,Low,old,test,49,1,0,0,1
5,orange.pict,NA,REM,625,Low,old,test,50,1,0,0,1
5,table.pict,NA,NEW,934,NA,new,test,51,0,0,1,1
5,balloons.pict,NA,REM,1309,Low,old,test,52,1,0,0,1
5,watermelon.pict,NA,NEW,1737,NA,new,test,53,0,0,1,1
5,corn.pict,NA,NEW,1124,NA,new,test,54,0,0,1,1
5,bike.pict,NA,NEW,881,NA,new,test,55,0,0,1,1
5,strawberry2.pict,NA,FAM,2320,NA,new,test,56,0,1,0,0
5,accordion.pict,NA,NEW,1968,NA,new,test,57,0,0,1,1
5,lemon.pict,NA,REM,1106,Low,old,test,58,1,0,0,1
5,bottle2.pict,NA,REM,641,Low,old,test,59,1,0,0,1
5,piano.pict,NA,FAM,2322,NA,new,test,60,0,1,0,0
5,violin.pict,NA,NEW,991,NA,new,test,61,0,0,1,1
5,sock.pict,NA,FAM,2242,High,old,test,62,0,1,0,1
5,pumpkins.pict,NA,REM,879,High,old,test,63,1,0,0,1
5,mushroom.pict,NA,REM,659,Low,old,test,64,1,0,0,1
5,butterfly.pict,NA,REM,620,High,old,test,65,1,0,0,1
5,skates.pict,NA,REM,749,Low,old,test,66,1,0,0,1
5,refrigerator.pict,NA,REM,755,Low,old,test,67,1,0,0,1
5,computer.pict,NA,FAM,2197,Low,old,test,68,0,1,0,1
5,stove.pict,NA,NEW,1831,NA,new,test,69,0,0,1,1
5,baby.pict,NA,REM,970,Low,old,test,70,1,0,0,1
5,flag4.pict,NA,REM,731,Low,old,test,71,1,0,0,1
5,cup.pict,NA,NEW,1412,NA,new,test,72,0,0,1,1
5,muffin.pict,NA,NEW,2502,NA,new,test,73,0,0,1,1
5,pepper.pict,NA,REM,918,High,old,test,74,1,0,0,1
5,salad.pict,NA,NEW,3157,Low,old,test,75,0,0,1,0
5,cheese.pict,NA,REM,733,High,old,test,76,1,0,0,1
5,raspberry.pict,NA,FAM,2617,NA,new,test,77,0,1,0,0
5,bacon.pict,NA,REM,738,Low,old,test,78,1,0,0,1
5,bowl.pict,NA,NEW,2692,NA,new,test,79,0,0,1,1
5,earth.pict,NA,NEW,1513,NA,new,test,80,0,0,1,1
5,zebra.pict,NA,REM,1278,NA,new,test,81,1,0,0,0
5,knife.pict,NA,REM,667,High,old,test,82,1,0,0,1
5,binoculars.pict,NA,REM,640,High,old,test,83,1,0,0,1
5,camera.pict,NA,NEW,1950,NA,new,test,84,0,0,1,1
5,pencil.pict,NA,REM,791,Low,old,test,85,1,0,0,1
5,elephant.pict,NA,REM,584,Low,old,test,86,1,0,0,1
5,iron.pict,NA,NEW,2669,NA,new,test,87,0,0,1,1
5,tomato.pict,NA,FAM,1817,NA,new,test,88,0,1,0,0
5,dog.pict,NA,NEW,2685,NA,new,test,89,0,0,1,1
5,pot2.pict,NA,FAM,3180,High,old,test,90,0,1,0,1
5,egg.pict,NA,NEW,2249,NA,new,test,91,0,0,1,1
5,scissors.pict,NA,NEW,795,High,old,test,92,0,0,1,0
5,duck.pict,NA,NEW,2093,NA,new,test,93,0,0,1,1
5,lighthouse.pict,NA,NEW,1982,NA,new,test,94,0,0,1,1
5,dice.pict,NA,REM,1237,High,old,test,95,1,0,0,1
5,lion.pict,NA,FAM,2403,NA,new,test,96,0,1,0,0
5,chair2.pict,NA,FAM,2883,High,old,test,97,0,1,0,1
5,boots.pict,NA,REM,1256,High,old,test,98,1,0,0,1
5,gloves.pict,NA,REM,583,Low,old,test,99,1,0,0,1
5,squash.pict,NA,FAM,2008,NA,new,test,100,0,1,0,0
5,guitar.pict,NA,NEW,3112,NA,new,test,101,0,0,1,1
5,printer.pict,NA,NEW,3323,High,old,test,102,0,0,1,0
5,apple.pict,NA,FAM,1912,NA,new,test,103,0,1,0,0
5,horse.pict,NA,NEW,2158,NA,new,test,104,0,0,1,1
5,owl.pict,NA,NEW,2615,NA,new,test,105,0,0,1,1
5,flower.pict,NA,FAM,2274,Low,old,test,106,0,1,0,1
5,briefcase.pict,NA,REM,693,High,old,test,107,1,0,0,1
5,basketball.pict,NA,NEW,1917,NA,new,test,108,0,0,1,1
5,stethoscope.pict,NA,NEW,1031,High,old,test,109,0,0,1,0
5,shoes.pict,NA,NEW,1755,Low,old,test,110,0,0,1,0
5,pineapple.pict,NA,NEW,873,NA,new,test,111,0,0,1,1
5,drum2.pict,NA,NEW,614,NA,new,test,112,0,0,1,1
5,calculator.pict,NA,NEW,682,NA,new,test,113,0,0,1,1
5,basket.pict,NA,NEW,1402,NA,new,test,114,0,0,1,1
5,cannon.pict,NA,NEW,3333,NA,new,test,115,0,0,1,1
5,sheep.pict,NA,REM,794,High,old,test,116,1,0,0,1
5,stereo.pict,NA,REM,864,High,old,test,117,1,0,0,1
5,umbrella.pict,NA,REM,1983,Low,old,test,118,1,0,0,1
5,grill.pict,NA,NEW,3935,High,old,test,119,0,0,1,0
5,pig.pict,NA,NEW,833,NA,new,test,120,0,0,1,1
6,pineapple.pict,COLUMN,LowPicHighWord,552,High,NA,study,1,0,0,0,NA
6,car.pict,RECORD,HighPicHighWord,644,High,NA,study,2,0,0,0,NA
6,avocado.pict,VAULT,HighPicLowWord,584,Low,NA,study,3,0,0,0,NA
6,stove.pict,FLOOR,HighPicHighWord,656,High,NA,study,4,0,0,0,NA
6,strawberry2.pict,BANKER,LowPicLowWord,459,Low,NA,study,5,0,0,0,NA
6,stethoscope.pict,LEAFLET,LowPicLowWord,507,Low,NA,study,6,0,0,0,NA
6,tomato.pict,STEEPLE,LowPicLowWord,812,Low,NA,study,7,0,0,0,NA
6,pig.pict,CRUMB,LowPicLowWord,733,Low,NA,study,8,0,0,0,NA
6,pot2.pict,MOISTURE,HighPicLowWord,450,Low,NA,study,9,0,0,0,NA
6,drum2.pict,DRESS,HighPicHighWord,509,High,NA,study,10,0,0,0,NA
6,violin.pict,ALLEY,HighPicLowWord,563,Low,NA,study,11,0,0,0,NA
6,guitar.pict,STAIR,HighPicLowWord,604,Low,NA,study,12,0,0,0,NA
6,table.pict,SPRING,HighPicHighWord,605,High,NA,study,13,0,0,0,NA
6,dice.pict,PENDULUM,HighPicLowWord,795,Low,NA,study,14,0,0,0,NA
6,keyboard.pict,OFFICE,LowPicHighWord,507,High,NA,study,15,0,0,0,NA
6,skates.pict,WHEEL,LowPicHighWord,484,High,NA,study,16,0,0,0,NA
6,sock.pict,MOUTH,LowPicHighWord,739,High,NA,study,17,0,0,0,NA
6,piano.pict,HARNESS,HighPicLowWord,1728,Low,NA,study,18,0,0,0,NA
6,pumpkins.pict,BLOCK,LowPicHighWord,574,High,NA,study,19,0,0,0,NA
6,bike.pict,NAPKIN,LowPicLowWord,566,Low,NA,study,20,0,0,0,NA
6,bottle2.pict,SATIN,HighPicLowWord,636,Low,NA,study,21,0,0,0,NA
6,lemon.pict,POISON,HighPicLowWord,649,Low,NA,study,22,0,0,0,NA
6,spoon.pict,SPIKE,LowPicLowWord,702,Low,NA,study,23,0,0,0,NA
6,boots.pict,SCHOOL,HighPicHighWord,1055,High,NA,study,24,0,0,0,NA
6,raspberry.pict,MORPHINE,LowPicLowWord,593,Low,NA,study,25,0,0,0,NA
6,cannon.pict,COLLEGE,LowPicHighWord,714,High,NA,study,26,0,0,0,NA
6,squash.pict,STAFF,LowPicHighWord,805,High,NA,study,27,0,0,0,NA
6,dog.pict,CORNER,HighPicHighWord,620,High,NA,study,28,0,0,0,NA
6,gloves.pict,FRAME,LowPicHighWord,776,High,NA,study,29,0,0,0,NA
6,mushroom.pict,BAYONET,LowPicLowWord,841,Low,NA,study,30,0,0,0,NA
6,bowl.pict,VALLEY,HighPicHighWord,850,High,NA,study,31,0,0,0,NA
6,pencil.pict,GROUND,HighPicHighWord,548,High,NA,study,32,0,0,0,NA
6,apple.pict,BOULDER,LowPicLowWord,758,Low,NA,study,33,0,0,0,NA
6,bride.pict,WARRIOR,HighPicLowWord,614,Low,NA,study,34,0,0,0,NA
6,umbrella.pict,HOSPITAL,LowPicHighWord,608,High,NA,study,35,0,0,0,NA
6,balloons.pict,CHIEF,LowPicHighWord,1664,High,NA,study,36,0,0,0,NA
6,flower.pict,HOTEL,HighPicHighWord,745,High,NA,study,37,0,0,0,NA
6,basket.pict,PAPER,HighPicHighWord,572,High,NA,study,38,0,0,0,NA
6,lion.pict,BOUQUET,HighPicLowWord,1145,Low,NA,study,39,0,0,0,NA
6,grapes.pict,SINGER,LowPicLowWord,730,Low,NA,study,40,0,0,0,NA
6,balloons.pict,NA,NEW,1877,High,old,test,41,0,0,1,0
6,skates.pict,NA,REM,1166,High,old,test,42,1,0,0,1
6,bike.pict,NA,FAM,1127,Low,old,test,43,0,1,0,1
6,cheese.pict,NA,NEW,1221,NA,new,test,44,0,0,1,1
6,pumpkins.pict,NA,REM,1617,High,old,test,45,1,0,0,1
6,computer.pict,NA,NEW,1001,NA,new,test,46,0,0,1,1
6,butterfly.pict,NA,NEW,1219,NA,new,test,47,0,0,1,1
6,raspberry.pict,NA,NEW,1384,Low,old,test,48,0,0,1,0
6,duck.pict,NA,NEW,1396,NA,new,test,49,0,0,1,1
6,briefcase.pict,NA,NEW,1739,NA,new,test,50,0,0,1,1
6,lion.pict,NA,NEW,1310,Low,old,test,51,0,0,1,0
6,egg.pict,NA,NEW,1348,NA,new,test,52,0,0,1,1
6,gloves.pict,NA,FAM,1431,High,old,test,53,0,1,0,1
6,cup.pict,NA,NEW,1497,NA,new,test,54,0,0,1,1
6,lighthouse.pict,NA,NEW,1217,NA,new,test,55,0,0,1,1
6,basket.pict,NA,NEW,1747,High,old,test,56,0,0,1,0
6,bacon.pict,NA,NEW,1436,NA,new,test,57,0,0,1,1
6,mushroom.pict,NA,REM,1283,Low,old,test,58,1,0,0,1
6,watermelon.pict,NA,FAM,1473,NA,new,test,59,0,1,0,0
6,boots.pict,NA,REM,1312,High,old,test,60,1,0,0,1
6,flower.pict,NA,NEW,1514,High,old,test,61,0,0,1,0
6,car.pict,NA,FAM,1450,High,old,test,62,0,1,0,1
6,cat.pict,NA,NEW,1277,NA,new,test,63,0,0,1,1
6,corn.pict,NA,NEW,1476,NA,new,test,64,0,0,1,1
6,pineapple.pict,NA,NEW,1788,High,old,test,65,0,0,1,0
6,bowl.pict,NA,FAM,1488,High,old,test,66,0,1,0,1
6,spoon.pict,NA,NEW,1370,Low,old,test,67,0,0,1,0
6,accordion.pict,NA,NEW,1626,NA,new,test,68,0,0,1,1
6,tiger.pict,NA,NEW,1343,NA,new,test,69,0,0,1,1
6,basketball.pict,NA,NEW,1729,NA,new,test,70,0,0,1,1
6,cow.pict,NA,NEW,807,NA,new,test,71,0,0,1,1
6,stereo.pict,NA,NEW,3632,NA,new,test,72,0,0,1,1
6,grill.pict,NA,FAM,2146,NA,new,test,73,0,1,0,0
6,lemon.pict,NA,REM,1553,Low,old,test,74,1,0,0,1
6,owl.pict,NA,NEW,1801,NA,new,test,75,0,0,1,1
6,bride.pict,NA,REM,4353,Low,old,test,76,1,0,0,1
6,scissors.pict,NA,NEW,2488,NA,new,test,77,0,0,1,1
6,elephant.pict,NA,NEW,1481,NA,new,test,78,0,0,1,1
6,strawberry2.pict,NA,REM,1049,Low,old,test,79,1,0,0,1
6,squash.pict,NA,FAM,1754,High,old,test,80,0,1,0,1
6,flag4.pict,NA,NEW,1752,NA,new,test,81,0,0,1,1
6,printer.pict,NA,NEW,3332,NA,new,test,82,0,0,1,1
6,pepper.pict,NA,FAM,2109,NA,new,test,83,0,1,0,0
6,dog.pict,NA,NEW,2996,High,old,test,84,0,0,1,0
6,horse.pict,NA,FAM,3067,NA,new,test,85,0,1,0,0
6,muffin.pict,NA,FAM,1326,NA,new,test,86,0,1,0,0
6,baby.pict,NA,NEW,773,NA,new,test,87,0,0,1,1
6,umbrella.pict,NA,REM,998,High,old,test,88,1,0,0,1
6,bottle2.pict,NA,FAM,1301,Low,old,test,89,0,1,0,1
6,apple.pict,NA,FAM,2316,Low,old,test,90,0,1,0,1
6,drum2.pict,NA,REM,1243,High,old,test,91,1,0,0,1
6,binoculars.pict,NA,NEW,1877,NA,new,test,92,0,0,1,1
6,pencil.pict,NA,NEW,1546,High,old,test,93,0,0,1,0
6,stove.pict,NA,NEW,1746,High,old,test,94,0,0,1,0
6,pig.pict,NA,NEW,2096,Low,old,test,95,0,0,1,0
6,table.pict,NA,NEW,2266,High,old,test,96,0,0,1,0
6,orange.pict,NA,REM,2472,NA,new,test,97,1,0,0,0
6,cannon.pict,NA,NEW,1353,High,old,test,98,0,0,1,0
6,tomato.pict,NA,NEW,1871,Low,old,test,99,0,0,1,0
6,knife.pict,NA,NEW,2844,NA,new,test,100,0,0,1,1
6,salad.pict,NA,NEW,1835,NA,new,test,101,0,0,1,1
6,grapes.pict,NA,NEW,1918,Low,old,test,102,0,0,1,0
6,dice.pict,NA,FAM,2752,Low,old,test,103,0,1,0,1
6,earth.pict,NA,NEW,1537,NA,new,test,104,0,0,1,1
6,shoes.pict,NA,FAM,1285,NA,new,test,105,0,1,0,0
6,sheep.pict,NA,NEW,2601,NA,new,test,106,0,0,1,1
6,violin.pict,NA,FAM,2472,Low,old,test,107,0,1,0,1
6,avocado.pict,NA,FAM,1273,Low,old,test,108,0,1,0,1
6,pot2.pict,NA,NEW,2755,Low,old,test,109,0,0,1,0
6,camera.pict,NA,FAM,2294,NA,new,test,110,0,1,0,0
6,refrigerator.pict,NA,NEW,1469,NA,new,test,111,0,0,1,1
6,sock.pict,NA,NEW,1518,High,old,test,112,0,0,1,0
6,calculator.pict,NA,NEW,1020,NA,new,test,113,0,0,1,1
6,guitar.pict,NA,FAM,3527,Low,old,test,114,0,1,0,1
6,stethoscope.pict,NA,NEW,5790,Low,old,test,115,0,0,1,0
6,piano.pict,NA,FAM,3560,Low,old,test,116,0,1,0,1
6,iron.pict,NA,NEW,846,NA,new,test,117,0,0,1,1
6,zebra.pict,NA,NEW,1145,NA,new,test,118,0,0,1,1
6,chair2.pict,NA,NEW,1841,NA,new,test,119,0,0,1,1
6,keyboard.pict,NA,NEW,3156,High,old,test,120,0,0,1,0
7,stove.pict,MOUTH,HighPicHighWord,482,High,NA,study,1,0,0,0,NA
7,cannon.pict,FLOOR,LowPicHighWord,503,High,NA,study,2,0,0,0,NA
7,pepper.pict,RAILROAD,HighPicHighWord,428,High,NA,study,3,0,0,0,NA
7,shoes.pict,CARAVAN,HighPicLowWord,621,Low,NA,study,4,0,0,0,NA
7,stethoscope.pict,STATION,LowPicHighWord,622,High,NA,study,5,0,0,0,NA
