"encodingtask","study_rating","cond","testtria","studytria","stim1","stim2","responsecode","response","list","subject","cuefreq","targetfreq","bothfreq","CuedRecall","procedure","trial","duration","onset"
1,1,2,3,7,"weather",NA,1,"dance",2,36,"HF","HF","HF",1,"test",63,3000,396000
1,6,3,4,9,"grew",NA,2,"no",2,36,"HF","LF","MF",0,"test",64,3000,399000
1,2,2,5,3,"cutting",NA,1,"warm",2,36,"HF","HF","HF",1,"test",65,3000,402000
1,4,1,6,15,"radii",NA,0,"fussing",2,36,"LF","LF","LF",0,"test",66,3000,405000
1,2,3,7,16,"sharp",NA,1,"postman",2,36,"HF","LF","MF",1,"test",67,3000,408000
1,2,4,8,11,"airy",NA,1,"widly",2,36,"LF","HF","MF",1,"test",68,3000,411000
1,5,1,9,5,"curbing",NA,0,"speak",2,36,"LF","LF","LF",0,"test",69,3000,414000
1,3,4,10,10,"curbs",NA,0,"speak",2,36,"LF","HF","MF",0,"test",70,3000,417000
1,2,3,11,4,"pushed",NA,2,"no",2,36,"HF","LF","MF",0,"test",71,3000,420000
1,1,2,12,8,"taught",NA,2,"no",2,36,"HF","HF","HF",0,"test",72,3000,423000
1,2,4,13,12,"unsold",NA,1,"hair",2,36,"LF","HF","MF",1,"test",73,3000,426000
1,8,1,14,13,"seeped",NA,2,"no",2,36,"LF","LF","LF",0,"test",74,3000,429000
1,8,1,15,1,"ailing",NA,2,"no",2,36,"LF","LF","LF",0,"test",75,3000,432000
1,2,4,16,2,"tubs",NA,1,"wheels",2,36,"LF","HF","MF",1,"test",76,3000,435000
1,2,4,17,14,"keyhole",NA,1,"hung",2,36,"LF","HF","MF",1,"test",77,3000,438000
1,5,1,18,17,"schooner",NA,2,"no",2,36,"LF","LF","LF",0,"test",78,3000,441000
1,2,2,19,18,"horse",NA,1,"late",2,36,"HF","HF","HF",1,"test",79,3000,444000
1,4,3,20,19,"plans",NA,2,"no",2,36,"HF","LF","MF",0,"test",80,93000,447000
1,1,2,13,1,"courses","draw",1,"drawing",3,36,"HF","HF","HF",1,"study",81,3000,540000
1,1,2,12,2,"willing","exchange",2,"no",3,36,"HF","HF","HF",0,"study",82,3000,543000
1,1,2,6,3,"flesh","finding",1,"finding",3,36,"HF","HF","HF",1,"study",83,3000,546000
1,1,2,2,4,"wild","gold",2,"no",3,36,"HF","HF","HF",0,"study",84,3000,549000
1,4,3,18,5,"wind","plunking",2,"no",3,36,"HF","LF","MF",0,"study",85,3000,552000
1,1,3,9,6,"window","limping",0,"rapped",3,36,"HF","LF","MF",0,"study",86,3000,555000
1,4,1,16,7,"gouging","dryly",2,"no",3,36,"LF","LF","LF",0,"study",87,3000,558000
1,7,1,4,8,"bygone","ablaze",2,"no",3,36,"LF","LF","LF",0,"study",88,3000,561000
1,7,4,17,9,"bodice","plays",2,"no",3,36,"LF","HF","MF",0,"study",89,3000,564000
1,4,3,3,10,"theory","flaring",0,"faring",3,36,"HF","LF","MF",0,"study",90,3000,567000
1,3,4,5,11,"fords","regular",0,"easy",3,36,"LF","HF","MF",0,"study",91,3000,570000
1,3,4,11,12,"fouling","double",1,"double",3,36,"LF","HF","MF",1,"study",92,3000,573000
1,5,4,14,13,"mend","bright",1,"bright",3,36,"LF","HF","MF",1,"study",93,3000,576000
1,2,3,19,14,"windows","rapped",1,"rapped",3,36,"HF","LF","MF",1,"study",94,3000,579000
1,5,1,20,15,"brim","oozed",2,"no",3,36,"LF","LF","LF",0,"study",95,3000,582000
1,2,1,1,16,"hulks","cribs",1,"crib",3,36,"LF","LF","LF",1,"study",96,3000,585000
1,5,3,7,17,"tell","palmed",2,"no",3,36,"HF","LF","MF",0,"study",97,3000,588000
1,1,2,15,18,"lack","lady",1,"lady",3,36,"HF","HF","HF",1,"study",98,3000,591000
1,3,4,8,19,"cluck","quiet",2,"no",3,36,"LF","HF","MF",0,"study",99,3000,594000
1,1,1,10,20,"lullaby","hemmed",0,"hummed",3,36,"LF","LF","LF",0,"study",100,63000,597000
1,2,1,1,16,"hulks",NA,1,"crib",3,36,"LF","LF","LF",1,"test",101,3000,660000
1,1,2,2,4,"wild",NA,2,"no",3,36,"HF","HF","HF",0,"test",102,3000,663000
1,4,3,3,10,"theory",NA,0,"faring",3,36,"HF","LF","MF",0,"test",103,3000,666000
1,7,1,4,8,"bygone",NA,2,"no",3,36,"LF","LF","LF",0,"test",104,3000,669000
1,3,4,5,11,"fords",NA,0,"easy",3,36,"LF","HF","MF",0,"test",105,3000,672000
1,1,2,6,3,"flesh",NA,1,"finding",3,36,"HF","HF","HF",1,"test",106,3000,675000
1,5,3,7,17,"tell",NA,2,"no",3,36,"HF","LF","MF",0,"test",107,3000,678000
1,3,4,8,19,"cluck",NA,2,"no",3,36,"LF","HF","MF",0,"test",108,3000,681000
1,1,3,9,6,"window",NA,0,"rapped",3,36,"HF","LF","MF",0,"test",109,3000,684000
1,1,1,10,20,"lullaby",NA,0,"hummed",3,36,"LF","LF","LF",0,"test",110,3000,687000
1,3,4,11,12,"fouling",NA,1,"double",3,36,"LF","HF","MF",1,"test",111,3000,690000
1,1,2,12,2,"willing",NA,2,"no",3,36,"HF","HF","HF",0,"test",112,3000,693000
1,1,2,13,1,"courses",NA,1,"drawing",3,36,"HF","HF","HF",1,"test",113,3000,696000
1,5,4,14,13,"mend",NA,1,"bright",3,36,"LF","HF","MF",1,"test",114,3000,699000
1,1,2,15,18,"lack",NA,1,"lady",3,36,"HF","HF","HF",1,"test",115,3000,702000
1,4,1,16,7,"gouging",NA,2,"no",3,36,"LF","LF","LF",0,"test",116,3000,705000
1,7,4,17,9,"bodice",NA,2,"no",3,36,"LF","HF","MF",0,"test",117,3000,708000
1,4,3,18,5,"wind",NA,2,"no",3,36,"HF","LF","MF",0,"test",118,3000,711000
1,2,3,19,14,"windows",NA,1,"rapped",3,36,"HF","LF","MF",1,"test",119,3000,714000
1,5,1,20,15,"brim",NA,2,"no",3,36,"LF","LF","LF",0,"test",120,93000,717000
1,3,2,11,1,"greater","farm",2,"no",4,36,"HF","HF","HF",0,"study",121,3000,810000
1,3,4,13,2,"slob","actions",1,"action",4,36,"LF","HF","MF",1,"study",122,3000,813000
1,6,1,12,3,"portico","fille",2,"no",4,36,"LF","LF","LF",0,"study",123,3000,816000
1,6,4,14,4,"sonnets","council",2,"no",4,36,"LF","HF","MF",0,"study",124,3000,819000
1,6,4,8,5,"sown","demand",2,"no",4,36,"LF","HF","MF",0,"study",125,3000,822000
1,1,4,2,6,"sundown","detail",1,"details",4,36,"LF","HF","MF",1,"study",126,3000,825000
1,1,4,15,7,"unkind","ends",2,"no",4,36,"LF","HF","MF",0,"study",127,3000,828000
1,1,1,18,8,"baseman","mythologie",1,"mythology",4,36,"LF","LF","LF",1,"study",128,3000,831000
1,1,2,3,9,"better","apart",2,"no",4,36,"HF","HF","HF",0,"study",129,3000,834000
1,1,1,4,10,"shone","sapped",2,"no",4,36,"LF","LF","LF",0,"study",130,3000,837000
1,1,2,16,11,"thick","shoulder",1,"shoulder",4,36,"HF","HF","HF",1,"study",131,3000,840000
1,1,2,17,12,"spread","piece",1,"piece",4,36,"HF","HF","HF",1,"study",132,3000,843000
1,1,2,19,13,"argument","wine",1,"wine",4,36,"HF","HF","HF",1,"study",133,3000,846000
1,1,1,20,14,"byproducts","shuns",2,"no",4,36,"LF","LF","LF",0,"study",134,3000,849000
1,1,3,1,15,"arts","lapels",2,"no",4,36,"HF","LF","MF",0,"study",135,3000,852000
1,1,3,5,16,"girls","mamma",1,"mamma",4,36,"HF","LF","MF",1,"study",136,3000,855000
1,2,3,6,17,"attend","perky",1,"perky",4,36,"HF","LF","MF",1,"study",137,3000,858000
1,2,3,7,18,"huge","blighted",2,"no",4,36,"HF","LF","MF",0,"study",138,3000,861000
1,6,3,9,19,"opened","iodide",2,"no",4,36,"HF","LF","MF",0,"study",139,3000,864000
1,4,1,10,20,"bellman","icebox",1,"icebox",4,36,"LF","LF","LF",1,"study",140,63000,867000
1,1,3,1,15,"arts",NA,2,"no",4,36,"HF","LF","MF",0,"test",141,3000,930000
1,1,4,2,6,"sundown",NA,1,"details",4,36,"LF","HF","MF",1,"test",142,3000,933000
1,1,2,3,9,"better",NA,2,"no",4,36,"HF","HF","HF",0,"test",143,3000,936000
1,1,1,4,10,"shone",NA,2,"no",4,36,"LF","LF","LF",0,"test",144,3000,939000
1,1,3,5,16,"girls",NA,1,"mamma",4,36,"HF","LF","MF",1,"test",145,3000,942000
1,2,3,6,17,"attend",NA,1,"perky",4,36,"HF","LF","MF",1,"test",146,3000,945000
1,2,3,7,18,"huge",NA,2,"no",4,36,"HF","LF","MF",0,"test",147,3000,948000
1,6,4,8,5,"sown",NA,2,"no",4,36,"LF","HF","MF",0,"test",148,3000,951000
1,6,3,9,19,"opened",NA,2,"no",4,36,"HF","LF","MF",0,"test",149,3000,954000
1,4,1,10,20,"bellman",NA,1,"icebox",4,36,"LF","LF","LF",1,"test",150,3000,957000
1,3,2,11,1,"greater",NA,2,"no",4,36,"HF","HF","HF",0,"test",151,3000,960000
1,6,1,12,3,"portico",NA,2,"no",4,36,"LF","LF","LF",0,"test",152,3000,963000
1,3,4,13,2,"slob",NA,1,"action",4,36,"LF","HF","MF",1,"test",153,3000,966000
1,6,4,14,4,"sonnets",NA,2,"no",4,36,"LF","HF","MF",0,"test",154,3000,969000
1,1,4,15,7,"unkind",NA,2,"no",4,36,"LF","HF","MF",0,"test",155,3000,972000
1,1,2,16,11,"thick",NA,1,"shoulder",4,36,"HF","HF","HF",1,"test",156,3000,975000
1,1,2,17,12,"spread",NA,1,"piece",4,36,"HF","HF","HF",1,"test",157,3000,978000
1,1,1,18,8,"baseman",NA,1,"mythology",4,36,"LF","LF","LF",1,"test",158,3000,981000
1,1,2,19,13,"argument",NA,1,"wine",4,36,"HF","HF","HF",1,"test",159,3000,984000
1,1,1,20,14,"byproducts",NA,2,"no",4,36,"LF","LF","LF",0,"test",160,93000,987000
2,5,3,7,1,"firm","sulky",2,"no",1,37,"HF","LF","MF",0,"study",1,3000,0
2,7,2,10,2,"park","offered",0,"indulged",1,37,"HF","HF","HF",0,"study",2,3000,3000
2,7,2,5,3,"issued","experience",0,"parked",1,37,"HF","HF","HF",0,"study",3,3000,6000
2,2,2,3,4,"wood","speech",2,"no",1,37,"HF","HF","HF",0,"study",4,3000,9000
2,3,3,9,5,"vision","balked",2,"no",1,37,"HF","LF","MF",0,"study",5,3000,12000
2,5,1,8,6,"sameness","ringed",2,"no",1,37,"LF","LF","LF",0,"study",6,3000,15000
2,9,2,11,7,"income","cool",1,"cool",1,37,"HF","HF","HF",1,"study",7,3000,18000
2,3,1,14,8,"bygone","mopped",2,"no",1,37,"LF","LF","LF",0,"study",8,3000,21000
2,5,3,4,9,"earlier","solace",2,"no",1,37,"HF","LF","MF",0,"study",9,3000,24000
2,7,3,12,10,"becomes","suave",2,"no",1,37,"HF","LF","MF",0,"study",10,3000,27000
2,3,4,17,11,"keenly","final",2,"no",1,37,"LF","HF","MF",0,"study",11,3000,30000
2,8,4,16,12,"strays","easier",2,"no",1,37,"LF","HF","MF",0,"study",12,3000,33000
2,8,1,6,13,"drizzle","doting",0,"dotted",1,37,"LF","LF","LF",0,"study",13,3000,36000
2,5,1,13,14,"shriek","sapped",2,"no",1,37,"LF","LF","LF",0,"study",14,3000,39000
2,5,1,15,15,"assail","inoculatio",2,"no",1,37,"LF","LF","LF",0,"study",15,3000,42000
2,9,4,2,16,"indulged","hard",1,"hard",1,37,"LF","HF","MF",1,"study",16,3000,45000
2,3,4,18,17,"sullen","lose",2,"no",1,37,"LF","HF","MF",0,"study",17,3000,48000
2,5,4,19,18,"tersely","setting",2,"no",1,37,"LF","HF","MF",0,"study",18,3000,51000
2,5,2,20,19,"song","question",2,"no",1,37,"HF","HF","HF",0,"study",19,3000,54000
2,6,3,1,20,"touch","camaraderi",2,"no",1,37,"HF","LF","MF",0,"study",20,63000,57000
2,6,3,1,20,"touch",NA,2,"no",1,37,"HF","LF","MF",0,"test",21,3000,120000
2,9,4,2,16,"indulged",NA,1,"hard",1,37,"LF","HF","MF",1,"test",22,3000,123000
2,2,2,3,4,"wood",NA,2,"no",1,37,"HF","HF","HF",0,"test",23,3000,126000
2,5,3,4,9,"earlier",NA,2,"no",1,37,"HF","LF","MF",0,"test",24,3000,129000
2,7,2,5,3,"issued",NA,0,"parked",1,37,"HF","HF","HF",0,"test",25,3000,132000
2,8,1,6,13,"drizzle",NA,0,"dotted",1,37,"LF","LF","LF",0,"test",26,3000,135000
2,5,3,7,1,"firm",NA,2,"no",1,37,"HF","LF","MF",0,"test",27,3000,138000
2,5,1,8,6,"sameness",NA,2,"no",1,37,"LF","LF","LF",0,"test",28,3000,141000
2,3,3,9,5,"vision",NA,2,"no",1,37,"HF","LF","MF",0,"test",29,3000,144000
2,7,2,10,2,"park",NA,0,"indulged",1,37,"HF","HF","HF",0,"test",30,3000,147000
2,9,2,11,7,"income",NA,1,"cool",1,37,"HF","HF","HF",1,"test",31,3000,150000
2,7,3,12,10,"becomes",NA,2,"no",1,37,"HF","LF","MF",0,"test",32,3000,153000
2,5,1,13,14,"shriek",NA,2,"no",1,37,"LF","LF","LF",0,"test",33,3000,156000
2,3,1,14,8,"bygone",NA,2,"no",1,37,"LF","LF","LF",0,"test",34,3000,159000
2,5,1,15,15,"assail",NA,2,"no",1,37,"LF","LF","LF",0,"test",35,3000,162000
2,8,4,16,12,"strays",NA,2,"no",1,37,"LF","HF","MF",0,"test",36,3000,165000
2,3,4,17,11,"keenly",NA,2,"no",1,37,"LF","HF","MF",0,"test",37,3000,168000
2,3,4,18,17,"sullen",NA,2,"no",1,37,"LF","HF","MF",0,"test",38,3000,171000
2,5,4,19,18,"tersely",NA,2,"no",1,37,"LF","HF","MF",0,"test",39,3000,174000
2,5,2,20,19,"song",NA,2,"no",1,37,"HF","HF","HF",0,"test",40,93000,177000
2,7,4,1,1,"trachea","knowing",2,"no",2,37,"LF","HF","MF",0,"study",41,3000,270000
2,3,4,16,2,"gassed","brown",2,"no",2,37,"LF","HF","MF",0,"study",42,3000,273000
2,9,2,18,3,"sides","list",2,"no",2,37,"HF","HF","HF",0,"study",43,3000,276000
2,7,4,13,4,"mated","drink",2,"no",2,37,"LF","HF","MF",0,"study",44,3000,279000
2,8,4,7,5,"seep","late",2,"no",2,37,"LF","HF","MF",0,"study",45,3000,282000
2,7,3,3,6,"daily","outflow",2,"no",2,37,"HF","LF","MF",0,"study",46,3000,285000
2,5,1,14,7,"bellman","edgy",2,"no",2,37,"LF","LF","LF",0,"study",47,3000,288000
2,5,3,6,8,"fixed","allay",0,"police",2,37,"HF","LF","MF",0,"study",48,3000,291000
2,9,2,9,9,"flat","novel",1,"novel",2,37,"HF","HF","HF",1,"study",49,3000,294000
2,5,1,2,10,"falter","dosed",2,"no",2,37,"LF","LF","LF",0,"study",50,3000,297000
2,5,1,17,11,"torsos","banked",2,"no",2,37,"LF","LF","LF",0,"study",51,3000,3e+05
2,6,2,19,12,"nose","warren",0,"rumbled",2,37,"HF","HF","HF",0,"study",52,3000,303000
2,3,2,10,13,"going","worry",0,"seep",2,37,"HF","HF","HF",0,"study",53,3000,306000
2,4,2,20,14,"picked","officer",2,"no",2,37,"HF","HF","HF",0,"study",54,3000,309000
2,5,1,4,15,"tubs","trifle",2,"no",2,37,"LF","LF","LF",0,"study",55,3000,312000
2,3,3,11,16,"doctor","cinch",0,"trachea",2,37,"HF","LF","MF",0,"study",56,3000,315000
2,5,1,8,17,"roofs","airy",2,"no",2,37,"LF","LF","LF",0,"study",57,3000,318000
2,5,3,5,18,"becoming","demure",2,"no",2,37,"HF","LF","MF",0,"study",58,3000,321000
2,5,3,12,19,"cell","pores",2,"no",2,37,"HF","LF","MF",0,"study",59,3000,324000
2,6,4,15,20,"rumpled","alone",2,"no",2,37,"LF","HF","MF",0,"study",60,63000,327000
2,7,4,1,1,"trachea",NA,2,"no",2,37,"LF","HF","MF",0,"test",61,3000,390000
2,5,1,2,10,"falter",NA,2,"no",2,37,"LF","LF","LF",0,"test",62,3000,393000
2,7,3,3,6,"daily",NA,2,"no",2,37,"HF","LF","MF",0,"test",63,3000,396000
2,5,1,4,15,"tubs",NA,2,"no",2,37,"LF","LF","LF",0,"test",64,3000,399000
2,5,3,5,18,"becoming",NA,2,"no",2,37,"HF","LF","MF",0,"test",65,3000,402000
2,5,3,6,8,"fixed",NA,0,"police",2,37,"HF","LF","MF",0,"test",66,3000,405000
2,8,4,7,5,"seep",NA,2,"no",2,37,"LF","HF","MF",0,"test",67,3000,408000
2,5,1,8,17,"roofs",NA,2,"no",2,37,"LF","LF","LF",0,"test",68,3000,411000
2,9,2,9,9,"flat",NA,1,"novel",2,37,"HF","HF","HF",1,"test",69,3000,414000
2,3,2,10,13,"going",NA,0,"seep",2,37,"HF","HF","HF",0,"test",70,3000,417000
2,3,3,11,16,"doctor",NA,0,"trachea",2,37,"HF","LF","MF",0,"test",71,3000,420000
2,5,3,12,19,"cell",NA,2,"no",2,37,"HF","LF","MF",0,"test",72,3000,423000
2,7,4,13,4,"mated",NA,2,"no",2,37,"LF","HF","MF",0,"test",73,3000,426000
2,5,1,14,7,"bellman",NA,2,"no",2,37,"LF","LF","LF",0,"test",74,3000,429000
2,6,4,15,20,"rumpled",NA,2,"no",2,37,"LF","HF","MF",0,"test",75,3000,432000
2,3,4,16,2,"gassed",NA,2,"no",2,37,"LF","HF","MF",0,"test",76,3000,435000
2,5,1,17,11,"torsos",NA,2,"no",2,37,"LF","LF","LF",0,"test",77,3000,438000
2,9,2,18,3,"sides",NA,2,"no",2,37,"HF","HF","HF",0,"test",78,3000,441000
2,6,2,19,12,"nose",NA,0,"rumbled",2,37,"HF","HF","HF",0,"test",79,3000,444000
2,4,2,20,14,"picked",NA,2,"no",2,37,"HF","HF","HF",0,"test",80,93000,447000
2,9,4,6,1,"dockside","ship",1,"ship",3,37,"LF","HF","MF",1,"study",81,3000,540000
2,7,1,1,2,"vying","mutely",2,"no",3,37,"LF","LF","LF",0,"study",82,3000,543000
2,4,3,16,3,"believe","wagged",2,"no",3,37,"HF","LF","MF",0,"study",83,3000,546000
2,5,4,2,4,"easel","soft",2,"no",3,37,"LF","HF","MF",0,"study",84,3000,549000
2,9,2,19,5,"little","pure",2,"no",3,37,"HF","HF","HF",0,"study",85,3000,552000
2,5,3,9,6,"ends","arroyo",2,"no",3,37,"HF","LF","MF",0,"study",86,3000,555000
2,6,4,3,7,"dusky","course",1,"course",3,37,"LF","HF","MF",1,"study",87,3000,558000
2,5,4,10,8,"cinders","forced",2,"no",3,37,"LF","HF","MF",0,"study",88,3000,561000
2,7,1,17,9,"erupt","firmer",2,"no",3,37,"LF","LF","LF",0,"study",89,3000,564000
2,9,2,11,10,"chair","items",2,"no",3,37,"HF","HF","HF",0,"study",90,3000,567000
2,4,1,4,11,"realtor","hammock",2,"no",3,37,"LF","LF","LF",0,"study",91,3000,570000
2,5,2,12,12,"lead","cars",2,"no",3,37,"HF","HF","HF",0,"study",92,3000,573000
2,6,3,5,13,"drive","warily",0,"warly",3,37,"HF","LF","MF",0,"study",93,3000,576000
2,4,3,13,14,"century","amply",2,"no",3,37,"HF","LF","MF",0,"study",94,3000,579000
2,5,4,18,15,"geysers","different",2,"no",3,37,"LF","HF","MF",0,"study",95,3000,582000
2,7,1,7,16,"tulips","ailing",0,"easing",3,37,"LF","LF","LF",0,"study",96,3000,585000
2,3,1,14,17,"unmoved","cynics",0,"vying",3,37,"LF","LF","LF",0,"study",97,3000,588000
2,9,2,8,18,"conflict","long",2,"no",3,37,"HF","HF","HF",0,"study",98,3000,591000
2,9,2,15,19,"maintenanc","faculty",2,"no",3,37,"HF","HF","HF",0,"study",99,3000,594000
2,7,3,20,20,"send","waded",2,"no",3,37,"HF","LF","MF",0,"study",100,63000,597000
2,7,1,1,2,"vying",NA,2,"no",3,37,"LF","LF","LF",0,"test",101,3000,660000
2,5,4,2,4,"easel",NA,2,"no",3,37,"LF","HF","MF",0,"test",102,3000,663000
2,6,4,3,7,"dusky",NA,1,"course",3,37,"LF","HF","MF",1,"test",103,3000,666000
2,4,1,4,11,"realtor",NA,2,"no",3,37,"LF","LF","LF",0,"test",104,3000,669000
2,6,3,5,13,"drive",NA,0,"warly",3,37,"HF","LF","MF",0,"test",105,3000,672000
2,9,4,6,1,"dockside",NA,1,"ship",3,37,"LF","HF","MF",1,"test",106,3000,675000
2,7,1,7,16,"tulips",NA,0,"easing",3,37,"LF","LF","LF",0,"test",107,3000,678000
2,9,2,8,18,"conflict",NA,2,"no",3,37,"HF","HF","HF",0,"test",108,3000,681000
2,5,3,9,6,"ends",NA,2,"no",3,37,"HF","LF","MF",0,"test",109,3000,684000
2,5,4,10,8,"cinders",NA,2,"no",3,37,"LF","HF","MF",0,"test",110,3000,687000
2,9,2,11,10,"chair",NA,2,"no",3,37,"HF","HF","HF",0,"test",111,3000,690000
2,5,2,12,12,"lead",NA,2,"no",3,37,"HF","HF","HF",0,"test",112,3000,693000
2,4,3,13,14,"century",NA,2,"no",3,37,"HF","LF","MF",0,"test",113,3000,696000
2,3,1,14,17,"unmoved",NA,0,"vying",3,37,"LF","LF","LF",0,"test",114,3000,699000
2,9,2,15,19,"maintenanc",NA,2,"no",3,37,"HF","HF","HF",0,"test",115,3000,702000
2,4,3,16,3,"believe",NA,2,"no",3,37,"HF","LF","MF",0,"test",116,3000,705000
2,7,1,17,9,"erupt",NA,2,"no",3,37,"LF","LF","LF",0,"test",117,3000,708000
2,5,4,18,15,"geysers",NA,2,"no",3,37,"LF","HF","MF",0,"test",118,3000,711000
2,9,2,19,5,"little",NA,2,"no",3,37,"HF","HF","HF",0,"test",119,3000,714000
2,7,3,20,20,"send",NA,2,"no",3,37,"HF","LF","MF",0,"test",120,93000,717000
2,5,4,19,1,"gaiety","somehow",2,"no",4,37,"LF","HF","MF",0,"study",121,3000,810000
2,3,4,13,2,"lilting","proud",2,"no",4,37,"LF","HF","MF",0,"study",122,3000,813000
2,9,2,3,3,"begins","last",1,"lastly",4,37,"HF","HF","HF",1,"study",123,3000,816000
2,2,1,6,4,"thawed","savory",2,"no",4,37,"LF","LF","LF",0,"study",124,3000,819000
2,4,1,18,5,"curving","apologetic",2,"no",4,37,"LF","LF","LF",0,"study",125,3000,822000
2,9,2,9,6,"hills","headed",0,"over",4,37,"HF","HF","HF",0,"study",126,3000,825000
2,9,3,1,7,"favor","mend",2,"no",4,37,"HF","LF","MF",0,"study",127,3000,828000
2,3,3,4,8,"program","slat",2,"no",4,37,"HF","LF","MF",0,"study",128,3000,831000
2,9,2,16,9,"gold","giving",2,"no",4,37,"HF","HF","HF",0,"study",129,3000,834000
2,3,1,14,10,"lurch","donned",2,"no",4,37,"LF","LF","LF",0,"study",130,3000,837000
2,7,4,15,11,"outdo","stated",2,"no",4,37,"LF","HF","MF",0,"study",131,3000,840000
2,4,3,8,12,"breath","warlike",1,"warly",4,37,"HF","LF","MF",1,"study",132,3000,843000
2,5,1,10,13,"frayed","inadverten",2,"no",4,37,"LF","LF","LF",0,"study",133,3000,846000
2,5,4,2,14,"coals","advanced",2,"no",4,37,"LF","HF","MF",0,"study",134,3000,849000
2,7,4,17,15,"peeping","court",1,"court",4,37,"LF","HF","MF",1,"study",135,3000,852000
2,7,2,5,16,"dance","scale",1,"scale",4,37,"HF","HF","HF",1,"study",136,3000,855000
2,7,2,20,17,"game","range",2,"no",4,37,"HF","HF","HF",0,"study",137,3000,858000
2,5,3,12,18,"solution","exuded",2,"no",4,37,"HF","LF","MF",0,"study",138,3000,861000
2,3,1,7,19,"orator","masts",2,"no",4,37,"LF","LF","LF",0,"study",139,3000,864000
2,6,3,11,20,"share","bogey",2,"no",4,37,"HF","LF","MF",0,"study",140,63000,867000
2,9,3,1,7,"favor",NA,2,"no",4,37,"HF","LF","MF",0,"test",141,3000,930000
2,5,4,2,14,"coals",NA,2,"no",4,37,"LF","HF","MF",0,"test",142,3000,933000
2,9,2,3,3,"begins",NA,1,"lastly",4,37,"HF","HF","HF",1,"test",143,3000,936000
2,3,3,4,8,"program",NA,2,"no",4,37,"HF","LF","MF",0,"test",144,3000,939000
2,7,2,5,16,"dance",NA,1,"scale",4,37,"HF","HF","HF",1,"test",145,3000,942000
2,2,1,6,4,"thawed",NA,2,"no",4,37,"LF","LF","LF",0,"test",146,3000,945000
2,3,1,7,19,"orator",NA,2,"no",4,37,"LF","LF","LF",0,"test",147,3000,948000
2,4,3,8,12,"breath",NA,1,"warly",4,37,"HF","LF","MF",1,"test",148,3000,951000
2,9,2,9,6,"hills",NA,0,"over",4,37,"HF","HF","HF",0,"test",149,3000,954000
2,5,1,10,13,"frayed",NA,2,"no",4,37,"LF","LF","LF",0,"test",150,3000,957000
2,6,3,11,20,"share",NA,2,"no",4,37,"HF","LF","MF",0,"test",151,3000,960000
2,5,3,12,18,"solution",NA,2,"no",4,37,"HF","LF","MF",0,"test",152,3000,963000
2,3,4,13,2,"lilting",NA,2,"no",4,37,"LF","HF","MF",0,"test",153,3000,966000
2,3,1,14,10,"lurch",NA,2,"no",4,37,"LF","LF","LF",0,"test",154,3000,969000
2,7,4,15,11,"outdo",NA,2,"no",4,37,"LF","HF","MF",0,"test",155,3000,972000
2,9,2,16,9,"gold",NA,2,"no",4,37,"HF","HF","HF",0,"test",156,3000,975000
2,7,4,17,15,"peeping",NA,1,"court",4,37,"LF","HF","MF",1,"test",157,3000,978000
2,4,1,18,5,"curving",NA,2,"no",4,37,"LF","LF","LF",0,"test",158,3000,981000
2,5,4,19,1,"gaiety",NA,2,"no",4,37,"LF","HF","MF",0,"test",159,3000,984000
2,7,2,20,17,"game",NA,2,"no",4,37,"HF","HF","HF",0,"test",160,93000,987000
1,6,4,4,1,"bivouac","human",2,"no",1,38,"LF","HF","MF",0,"study",1,3000,0
1,1,3,8,2,"garden","peeping",1,"peeping",1,38,"HF","LF","MF",1,"study",2,3000,3000
1,1,2,9,3,"middle","gain",2,"no",1,38,"HF","HF","HF",0,"study",3,3000,6000
1,1,2,13,4,"calls","empty",2,"no",1,38,"HF","HF","HF",0,"study",4,3000,9000
1,1,1,16,5,"lashing","mules",2,"no",1,38,"LF","LF","LF",0,"study",5,3000,12000
1,7,3,11,6,"agencies","dugout",1,"dugout",1,38,"HF","LF","MF",1,"study",6,3000,15000
1,1,2,6,7,"bottle","reach",2,"no",1,38,"HF","HF","HF",0,"study",7,3000,18000
1,1,2,20,8,"cells","actual",2,"no",1,38,"HF","HF","HF",0,"study",8,3000,21000
1,1,3,14,9,"audience","neared",2,"mo",1,38,"HF","LF","MF",0,"study",9,3000,24000
1,6,4,15,10,"dearth","foreign",2,"no",1,38,"LF","HF","MF",0,"study",10,3000,27000
1,7,1,18,11,"aloof","gully",2,"no",1,38,"LF","LF","LF",0,"study",11,3000,30000
1,7,4,19,12,"argon","pass",2,"no",1,38,"LF","HF","MF",0,"study",12,3000,33000
1,7,4,17,13,"hone","peace",2,"no",1,38,"LF","HF","MF",0,"study",13,3000,36000
1,6,3,12,14,"faculty","chines",2,"no",1,38,"HF","LF","MF",0,"study",14,3000,39000
1,8,1,1,15,"macabre","broil",2,"no",1,38,"LF","LF","LF",0,"study",15,3000,42000
1,2,2,10,16,"doubt","cultural",2,"no",1,38,"HF","HF","HF",0,"study",16,3000,45000
1,7,1,2,17,"outmoded","lath",1,"lath",1,38,"LF","LF","LF",1,"study",17,3000,48000
1,5,1,7,18,"refuel","pecked",2,"no",1,38,"LF","LF","LF",0,"study",18,3000,51000
1,1,3,5,19,"dance","bellman",1,"bellman",1,38,"HF","LF","MF",1,"study",19,3000,54000
1,1,4,3,20,"saluted","draw",1,"draw",1,38,"LF","HF","MF",1,"study",20,63000,57000
