"","subject","testtria","cond","wordcategory","studytria","stim1","stim2","resp","corr","conf","resptype","oldssn","oldresptype","ncorr","norec","incorr","simpleresp","expt","order","rt","blocknum","cond_prioritem1","cond_prioritem","cond_prioritem2","cond_prioritem3","cond_consec_value","cond_consec_lab","list","trial","procedure","duration","onset"
"1635",24,2,"NEW",2,23,"089_c","yellow","course",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,48,"test",3000,201000
"1636",24,3,"REP",2,6,"162_c","send","corps",0,4,3,30,11,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,49,"test",3000,204000
"1637",24,4,"REP",2,21,"096_c","growing","grow",0,3,2,30,2,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,50,"test",3000,207000
"1638",24,5,"REP",1,24,"190_c","increase","physical ",0,4,3,30,11,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,51,"test",3000,210000
"1639",24,6,"NEW",1,10,"210_c","window","meek",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,52,"test",3000,213000
"1640",24,7,"REP",2,3,"194_c","physical","sponge",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW",NA,0.5,"REP1",2,53,"test",3000,216000
"1641",24,8,"NEW",1,12,"007_c","band","bob",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,54,"test",3000,219000
"1642",24,9,"REP",1,4,"164_c","corps","cadet",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,55,"test",3000,222000
"1643",24,10,"REP",2,17,"156_c","having","education",0,3,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,56,"test",3000,225000
"1644",24,11,"REP",1,11,"196_c","provided","care",0,2,7,30,5,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,57,"test",3000,228000
"1645",24,12,"REP",1,15,"188_c","hence","smile",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,58,"test",3000,231000
"1646",24,13,"NEW",1,8,"180_c","years","student",0,3,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,59,"test",3000,234000
"1647",24,15,"REP",2,2,"169_c","dance","none",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW",NA,NA,-0.5,"NEW1",2,60,"test",3000,237000
"1648",24,16,"NEW",1,7,"037_c","world","mustache",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,61,"test",3000,240000
"1649",24,17,"NEW",1,9,"208_c","walking","zoom",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,62,"test",3000,243000
"1650",24,18,"REP",1,5,"186_c","marriage","intellect",0,1,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,63,"test",3000,246000
"1651",24,19,"REP",2,13,"084_c","older","scholar",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,64,"test",3000,249000
"1652",24,20,"NEW",2,14,"207_c","base","teacher",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,65,"test",3000,252000
"1653",24,21,"NEW",2,16,"209_c","problems","union",0,4,6,30,4,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,66,"test",3000,255000
"1654",24,22,"REP",1,18,"170_c","drew","smile",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,67,"test",3000,258000
"1655",24,23,"NEW",1,19,"142_c","forward","football",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,68,"test",3000,261000
"1656",24,24,"NEW",2,22,"091_c","league","peach",0,2,7,30,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,69,"test",3000,264000
"1657",25,15,"NEW",1,2,"057_c1","001_t","watch",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW",NA,NA,-0.5,"NEW1",1,1,"study",3000,0
"1658",25,7,"NEW",2,3,"086_c1","002_t","teach",0,4,2,31,2,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW",NA,-1.5,"NEW2",1,2,"study",3000,3000
"1659",25,14,"REP",1,4,"156_c","003_t","safety",0,3,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",1,3,"study",3000,6000
"1660",25,16,"NEW",1,5,"126_c1","004_t","dance",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",1,4,"study",3000,9000
"1661",25,17,"REP",1,6,"104_c","005_t","food",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",1,5,"study",3000,12000
"1662",25,19,"REP",2,7,"017_c","006_t","money",0,2,5,31,3,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",1,6,"study",3000,15000
"1663",25,10,"REP",2,8,"147_c","007_t","horse",1,5,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",1,7,"study",3000,18000
"1664",25,9,"NEW",1,9,"048_c1","008_t","money",1,2,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",1,8,"study",3000,21000
"1665",25,2,"NEW",1,10,"109_c1","009_t","safety",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",1,9,"study",3000,24000
"1666",25,1,"NEW",2,11,"056_c1","010_t","time",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",1,10,"study",3000,27000
"1667",25,20,"NEW",1,12,"036_c1","011_t","hair",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",1,11,"study",3000,30000
"1668",25,21,"NEW",2,13,"071_c1","012_t","faith",0,4,7,31,5,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",1,12,"study",3000,33000
"1669",25,12,"REP",1,14,"179_c","013_t","ancient",1,5,1,31,1,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",1,13,"study",3000,36000
"1670",25,11,"REP",2,15,"186_c","014_t","learn",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",1,14,"study",3000,39000
"1671",25,24,"NEW",2,16,"068_c1","015_t","study",0,2,4,31,12,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",1,15,"study",3000,42000
"1672",25,22,"REP",2,17,"190_c","016_t","watch",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",1,16,"study",3000,45000
"1673",25,23,"REP",2,18,"033_c","017_t","evil",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",1,17,"study",3000,48000
"1674",25,3,"REP",2,19,"120_c","018_t","grow",0,5,2,31,2,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",1,18,"study",3000,51000
"1675",25,4,"REP",1,20,"118_c","019_t","metal",1,6,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",1,19,"study",3000,54000
"1676",25,8,"NEW",2,21,"035_c1","020_t","safety",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",1,20,"study",3000,57000
"1677",25,5,"NEW",1,22,"080_c1","021_t","surprise",1,6,1,31,1,1,0,0,1,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",1,21,"study",3000,60000
"1678",25,6,"REP",1,23,"175_c","022_t","time",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",1,22,"study",3000,63000
"1679",25,13,"REP",1,24,"191_c","023_t","watch",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",1,23,"study",3000,66000
"1680",25,15,"NEW",1,2,"057_c","systems","watch",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW",NA,NA,-0.5,"NEW1",2,24,"study",3000,69000
"1681",25,7,"NEW",2,3,"086_c","taught","teach",0,4,2,31,2,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW",NA,-1.5,"NEW2",2,25,"study",3000,72000
"1682",25,14,"REP",1,4,"156_c","silence","safety",0,3,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,26,"study",3000,75000
"1683",25,16,"NEW",1,5,"126_c","fellow","dance",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,27,"study",3000,78000
"1684",25,17,"REP",1,6,"104_c","sign","food",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,28,"study",3000,81000
"1685",25,19,"REP",2,7,"017_c","study","money",0,2,5,31,3,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,29,"study",3000,84000
"1686",25,10,"REP",2,8,"147_c","horse","horse",1,5,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,30,"study",3000,87000
"1687",25,9,"NEW",1,9,"048_c","money","money",1,2,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,31,"study",3000,90000
"1688",25,2,"NEW",1,10,"109_c","sure","safety",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,32,"study",3000,93000
"1689",25,1,"NEW",2,11,"056_c","cold","time",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,33,"study",3000,96000
"1690",25,20,"NEW",1,12,"036_c","industrial","hair",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,34,"study",3000,99000
"1691",25,21,"NEW",2,13,"071_c","lord","faith",0,4,7,31,5,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,35,"study",3000,102000
"1692",25,12,"REP",1,14,"179_c","ancient","ancient",1,5,1,31,1,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,36,"study",3000,105000
"1693",25,11,"REP",2,15,"186_c","jobs","learn",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,37,"study",3000,108000
"1694",25,24,"NEW",2,16,"068_c","step","study",0,2,4,31,12,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,38,"study",3000,111000
"1695",25,22,"REP",2,17,"190_c","support","watch",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,39,"study",3000,114000
"1696",25,23,"REP",2,18,"033_c","assume","evil",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,40,"study",3000,117000
"1697",25,3,"REP",2,19,"120_c","growing","grow",0,5,2,31,2,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,41,"study",3000,120000
"1698",25,4,"REP",1,20,"118_c","metal","metal",1,6,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,42,"study",3000,123000
"1699",25,8,"NEW",2,21,"035_c","examples","safety",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,43,"study",3000,126000
"1700",25,5,"NEW",1,22,"080_c","surprise","surprise",1,6,1,31,1,1,0,0,1,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,44,"study",3000,129000
"1701",25,6,"REP",1,23,"175_c","inner","time",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,45,"study",3000,132000
"1702",25,13,"REP",1,24,"191_c","supported","watch",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,46,"study",3000,135000
"1703",25,1,"NEW",2,11,"056_c","cold","time",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,47,"test",63000,198000
"1704",25,2,"NEW",1,10,"109_c","sure","safety",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,48,"test",3000,201000
"1705",25,3,"REP",2,19,"120_c","growing","grow",0,5,2,31,2,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,49,"test",3000,204000
"1706",25,4,"REP",1,20,"118_c","metal","metal",1,6,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,50,"test",3000,207000
"1707",25,5,"NEW",1,22,"080_c","surprise","surprise",1,6,1,31,1,1,0,0,1,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,51,"test",3000,210000
"1708",25,6,"REP",1,23,"175_c","inner","time",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,52,"test",3000,213000
"1709",25,7,"NEW",2,3,"086_c","taught","teach",0,4,2,31,2,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW",NA,-1.5,"NEW2",2,53,"test",3000,216000
"1710",25,8,"NEW",2,21,"035_c","examples","safety",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,54,"test",3000,219000
"1711",25,9,"NEW",1,9,"048_c","money","money",1,2,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,55,"test",3000,222000
"1712",25,10,"REP",2,8,"147_c","horse","horse",1,5,1,31,1,1,0,0,1,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,56,"test",3000,225000
"1713",25,11,"REP",2,15,"186_c","jobs","learn",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,57,"test",3000,228000
"1714",25,12,"REP",1,14,"179_c","ancient","ancient",1,5,1,31,1,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,58,"test",3000,231000
"1715",25,13,"REP",1,24,"191_c","supported","watch",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,59,"test",3000,234000
"1716",25,14,"REP",1,4,"156_c","silence","safety",0,3,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,60,"test",3000,237000
"1717",25,15,"NEW",1,2,"057_c","systems","watch",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW",NA,NA,-0.5,"NEW1",2,61,"test",3000,240000
"1718",25,16,"NEW",1,5,"126_c","fellow","dance",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,62,"test",3000,243000
"1719",25,17,"REP",1,6,"104_c","sign","food",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,63,"test",3000,246000
"1720",25,19,"REP",2,7,"017_c","study","money",0,2,5,31,3,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,64,"test",3000,249000
"1721",25,20,"NEW",1,12,"036_c","industrial","hair",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,65,"test",3000,252000
"1722",25,21,"NEW",2,13,"071_c","lord","faith",0,4,7,31,5,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,66,"test",3000,255000
"1723",25,22,"REP",2,17,"190_c","support","watch",0,2,7,31,7,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,67,"test",3000,258000
"1724",25,23,"REP",2,18,"033_c","assume","evil",0,1,7,31,7,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,68,"test",3000,261000
"1725",25,24,"NEW",2,16,"068_c","step","study",0,2,4,31,12,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,69,"test",3000,264000
"1726",26,8,"REP",2,2,"086_c","001_t","prevent",0,3,3,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP",NA,NA,0.5,"REP1",1,1,"study",3000,0
"1727",26,2,"REP",1,3,"015_c","002_t","something",0,1,5,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP",NA,1.5,"REP2",1,2,"study",3000,3000
"1728",26,9,"REP",2,4,"202_c","003_t","clueless",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",1,3,"study",3000,6000
"1729",26,4,"NEW",2,5,"039_c1","004_t","something",0,1,5,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",1,4,"study",3000,9000
"1730",26,16,"NEW",1,6,"024_c1","005_t","prevention",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",1,5,"study",3000,12000
"1731",26,19,"NEW",2,7,"068_c1","006_t","smith",0,2,4,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",1,6,"study",3000,15000
"1732",26,21,"NEW",2,8,"044_c1","007_t","up",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",1,7,"study",3000,18000
"1733",26,6,"REP",1,9,"124_c","008_t","confident",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",1,8,"study",3000,21000
"1734",26,24,"REP",2,10,"023_c","009_t","smith",0,3,3,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",1,9,"study",3000,24000
"1735",26,7,"NEW",1,11,"204_c1","010_t","pretty",0,2,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",1,10,"study",3000,27000
"1736",26,3,"NEW",2,12,"053_c1","011_t","bridge",0,1,4,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",1,11,"study",3000,30000
"1737",26,1,"REP",2,13,"157_c","012_t","captain",1,6,1,32,8,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",1,12,"study",3000,33000
"1738",26,5,"NEW",1,14,"010_c1","013_t","smart",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",1,13,"study",3000,36000
"1739",26,20,"REP",1,15,"059_c","014_t","crazy",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",1,14,"study",3000,39000
"1740",26,14,"NEW",2,16,"037_c1","015_t","broad",1,1,1,32,8,1,0,0,1,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",1,15,"study",3000,42000
"1741",26,10,"REP",1,17,"203_c","016_t","thing",0,2,6,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",1,16,"study",3000,45000
"1742",26,11,"NEW",2,18,"049_c1","017_t","bridge",0,2,4,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",1,17,"study",3000,48000
"1743",26,22,"REP",2,19,"131_c","018_t","creep",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",1,18,"study",3000,51000
"1744",26,12,"NEW",1,20,"091_c1","019_t","worried",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",1,19,"study",3000,54000
"1745",26,13,"NEW",1,21,"008_c1","020_t","thing",0,1,6,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",1,20,"study",3000,57000
"1746",26,15,"REP",2,22,"064_c","021_t","park",1,5,1,32,8,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",1,21,"study",3000,60000
"1747",26,18,"NEW",1,23,"079_c1","022_t","smart",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",1,22,"study",3000,63000
"1748",26,23,"REP",1,24,"011_c","023_t","ball",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",1,23,"study",3000,66000
"1749",26,8,"REP",2,2,"086_c","plans","prevent",0,3,3,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP",NA,NA,0.5,"REP1",2,24,"study",3000,69000
"1750",26,2,"REP",1,3,"015_c","prevent","something",0,1,5,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP",NA,1.5,"REP2",2,25,"study",3000,72000
"1751",26,9,"REP",2,4,"202_c","ancient","clueless",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,26,"study",3000,75000
"1752",26,4,"NEW",2,5,"039_c","flesh","something",0,1,5,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,27,"study",3000,78000
"1753",26,16,"NEW",1,6,"024_c","food","prevention",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,28,"study",3000,81000
"1754",26,19,"NEW",2,7,"068_c","frank","smith",0,2,4,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,29,"study",3000,84000
"1755",26,21,"NEW",2,8,"044_c","demand","up",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,30,"study",3000,87000
"1756",26,6,"REP",1,9,"124_c","acting","confident",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,31,"study",3000,90000
"1757",26,24,"REP",2,10,"023_c","motion","smith",0,3,3,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,32,"study",3000,93000
"1758",26,7,"NEW",1,11,"204_c","boys","pretty",0,2,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,33,"study",3000,96000
"1759",26,3,"NEW",2,12,"053_c","stock","bridge",0,1,4,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,34,"study",3000,99000
"1760",26,1,"REP",2,13,"157_c","captain","captain",1,6,1,32,8,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,35,"study",3000,102000
"1761",26,5,"NEW",1,14,"010_c","something","smart",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,36,"study",3000,105000
"1762",26,20,"REP",1,15,"059_c","held","crazy",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,37,"study",3000,108000
"1763",26,14,"NEW",2,16,"037_c","broad","broad",1,1,1,32,8,1,0,0,1,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,38,"study",3000,111000
"1764",26,10,"REP",1,17,"203_c","smith","thing",0,2,6,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,39,"study",3000,114000
"1765",26,11,"NEW",2,18,"049_c","aware","bridge",0,2,4,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,40,"study",3000,117000
"1766",26,22,"REP",2,19,"131_c","beauty","creep",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,41,"study",3000,120000
"1767",26,12,"NEW",1,20,"091_c","least","worried",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","REP",0.5,"REP1",2,42,"study",3000,123000
"1768",26,13,"NEW",1,21,"008_c","tell","thing",0,1,6,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,43,"study",3000,126000
"1769",26,15,"REP",2,22,"064_c","park","park",1,5,1,32,8,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,44,"study",3000,129000
"1770",26,18,"NEW",1,23,"079_c","exist","smart",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,45,"study",3000,132000
"1771",26,23,"REP",1,24,"011_c","bridge","ball",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","NEW",-0.5,"NEW1",2,46,"study",3000,135000
"1772",26,1,"REP",2,13,"157_c","captain","captain",1,6,1,32,8,1,0,0,1,1,NA,NA,NA,"NEW","NEW","NEW","REP",-1.5,"NEW2",2,47,"test",63000,198000
"1773",26,2,"REP",1,3,"015_c","prevent","something",0,1,5,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP",NA,1.5,"REP2",2,48,"test",3000,201000
"1774",26,3,"NEW",2,12,"053_c","stock","bridge",0,1,4,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","REP","REP",-0.5,"NEW1",2,49,"test",3000,204000
"1775",26,4,"NEW",2,5,"039_c","flesh","something",0,1,5,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","REP",2.5,"REP3",2,50,"test",3000,207000
"1776",26,5,"NEW",1,14,"010_c","something","smart",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","NEW","NEW",0.5,"REP1",2,51,"test",3000,210000
"1777",26,6,"REP",1,9,"124_c","acting","confident",0,1,7,32,8,0,0,1,3,1,NA,NA,NA,"NEW","NEW","NEW","NEW",-2.5,"NEW3",2,52,"test",3000,213000
"1778",26,7,"NEW",1,11,"204_c","boys","pretty",0,2,7,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP","REP","NEW",1.5,"REP2",2,53,"test",3000,216000
"1779",26,8,"REP",2,2,"086_c","plans","prevent",0,3,3,32,8,0,0,1,3,1,NA,NA,NA,"REP","REP",NA,NA,0.5,"REP1",2,54,"test",3000,219000
