"subject","group","condition","list","stim1","stim2","free_recall_acc","cued_recall_acc","cue_type","trial","cue_type_prioritem1","cue_type_prioritem2","cue_type_prioritem3","cue_type_prioritem4","cue_type_consec_value","cue_type_consec_lab","procedure","testtria","response","duration","extra","onset"
22,"B","Reh","C1","Tier","Flasche",0,NA,"TBF",9,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,24000
22,"B","Reh","C1","Volk","Straße",0,NA,"TBF",10,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,27000
22,"B","Reh","C1","Verlobung","Augenblick",0,NA,"TBF",11,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,30000
22,"B","Reh","C1","Teil","Besen",0,NA,"TBF",12,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,33000
22,"B","Reh","C1","Welt","Willen",0,0,"TBR",13,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,36000
22,"B","Reh","C1","Zustand","Schnee",0,0,"TBR",14,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,39000
22,"B","Reh","C1","Tatsache","Schläger",0,0,"TBR",15,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,42000
22,"B","Reh","C1","Rat","Stein",0.5,0,"TBR",16,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,45000
22,"B","Reh","C1","Kritik","Buch",0,0,"TBR",17,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,48000
22,"B","Reh","C1","Ozean","Lehne",0.5,0,"TBR",18,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,51000
22,"B","Reh","C1","Lösung","Körper",0,NA,"TBF",19,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,54000
22,"B","Reh","C1","Gruppe","Stück",0,NA,"TBF",20,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,57000
22,"B","Reh","C1","Ausdruck","Bruder",1,1,"TBR",21,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,60000
22,"B","Reh","C1","Hand","Planet",0,0,"TBR",22,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,63000
22,"B","Reh","C1","Gegenstand","Pferd",0,0,"TBR",23,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,66000
22,"B","Reh","C1","Schutz","Bildung",0,NA,"TBF",24,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,69000
22,"B","Reh","C1","Kritik",NA,0,0,"TBR",25,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",1,"",3000,60000,132000
22,"B","Reh","C1","Ausdruck",NA,1,1,"TBR",26,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",2,"Bruder",3000,0,135000
22,"B","Reh","C1","Rat",NA,0.5,0,"TBR",27,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",3,"",3000,0,138000
22,"B","Reh","C1","Kind",NA,0,0,"TBR",28,"TBR","TBF","TBF",NA,0.5,"TBR1","test",4,"",3000,0,141000
22,"B","Reh","C1","Hand",NA,0,0,"TBR",29,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",5,"Ausdruck",3000,0,144000
22,"B","Reh","C1","Gegenstand",NA,0,0,"TBR",30,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",6,"Wirklichkeit",3000,0,147000
22,"B","Reh","C1","Zustand",NA,0,0,"TBR",31,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",7,"",3000,0,150000
22,"B","Reh","C1","Stamm",NA,0,0,"TBR",32,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",8,"",3000,0,153000
22,"B","Reh","C1","Kosten",NA,0,0,"TBR",33,"TBF","TBF",NA,NA,-1.5,"TBF2","test",9,"",3000,0,156000
22,"B","Reh","C1","Tatsache",NA,0,0,"TBR",34,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",10,"",3000,0,159000
22,"B","Reh","C1","Ozean",NA,0.5,0,"TBR",35,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",11,"Meer",3000,0,162000
22,"B","Reh","C1","Welt",NA,0,0,"TBR",36,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",12,"",3000,0,165000
22,"B","Reh","C2","Schneider","Nacht",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
22,"B","Reh","C2","Wort","Anwendung",0,0,"TBR",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
22,"B","Reh","C2","Wirkung","Vertreter",0,NA,"TBF",3,"TBR","TBF",NA,NA,0.5,"TBR1","study",NA,NA,3000,0,6000
22,"B","Reh","C2","Feind","Bewusstsein",0,1,"TBR",4,"TBF","TBR","TBF",NA,-0.5,"TBF1","study",NA,NA,3000,0,9000
22,"B","Reh","C2","Natur","Blick",1,0,"TBR",5,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,12000
22,"B","Reh","C2","Luft","Unterstützung",0,NA,"TBF",6,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,15000
22,"B","Reh","C2","Kreis","Erkenntnis",0,0,"TBR",7,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,18000
22,"B","Reh","C2","Boden","Gebiet",0,NA,"TBF",8,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,21000
22,"B","Reh","C2","Regel","Bild",0,NA,"TBF",9,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,24000
22,"B","Reh","C2","Tanne","Geige",0,0,"TBR",10,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,27000
22,"B","Reh","C2","Ofen","Gardinen",0,NA,"TBF",11,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,30000
22,"B","Reh","C2","Mensch","Rechte",0,NA,"TBF",12,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,33000
22,"B","Reh","C2","Tür","Theorie",0,1,"TBR",13,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,36000
22,"B","Reh","C2","Gefühl","Wert",0,0,"TBR",14,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,39000
22,"B","Reh","C2","Kirche","Zimmer",0,0,"TBR",15,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,42000
22,"B","Reh","C2","Erde","Ordnung",0,NA,"TBF",16,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,45000
22,"B","Reh","C2","Abschluss","Rathaus",0,NA,"TBF",17,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,48000
22,"B","Reh","C2","Rede","Vorstellung",0,NA,"TBF",18,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,51000
22,"B","Reh","C2","Organisation","Statue",0,0,"TBR",19,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,54000
22,"B","Reh","C2","Farbe","Roller",0,NA,"TBF",20,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,57000
22,"B","Reh","C2","Erfahrung","Sand",1,1,"TBR",21,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,60000
22,"B","Reh","C2","Kopf","Leitung",1,1,"TBR",22,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,63000
22,"B","Reh","C2","Wirtschaft","Vertrag",0,NA,"TBF",23,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,66000
22,"B","Reh","C2","Antrag","Sport",0.5,0,"TBR",24,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,69000
22,"B","Reh","C2","Kopf",NA,1,1,"TBR",25,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",1,"Leitung",3000,60000,132000
22,"B","Reh","C2","Kreis",NA,0,0,"TBR",26,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",2,"",3000,0,135000
22,"B","Reh","C2","Wort",NA,0,0,"TBR",27,"TBF",NA,NA,NA,-0.5,"TBF1","test",3,"",3000,0,138000
22,"B","Reh","C2","Tanne",NA,0,0,"TBR",28,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",4,"",3000,0,141000
22,"B","Reh","C2","Organisation",NA,0,0,"TBR",29,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",5,"",3000,0,144000
22,"B","Reh","C2","Gefühl",NA,0,0,"TBR",30,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",6,"Wort",3000,0,147000
22,"B","Reh","C2","Tür",NA,0,1,"TBR",31,"TBF","TBF","TBR","TBF",-1.5,"TBF2","test",7,"Theorie",3000,0,150000
22,"B","Reh","C2","Antrag",NA,0.5,0,"TBR",32,"TBF","TBR","TBR","TBF",-0.5,"TBF1","test",8,"",3000,0,153000
22,"B","Reh","C2","Feind",NA,0,1,"TBR",33,"TBF","TBR","TBF",NA,-0.5,"TBF1","test",9,"Bewusstsein",3000,0,156000
22,"B","Reh","C2","Erfahrung",NA,1,1,"TBR",34,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",10,"Sand",3000,0,159000
22,"B","Reh","C2","Natur",NA,1,0,"TBR",35,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",11,"Anblick",3000,0,162000
22,"B","Reh","C2","Kirche",NA,0,0,"TBR",36,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",12,"Kuchen",3000,0,165000
22,"B","Reh+Att","D1","Haus","System",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
22,"B","Reh+Att","D1","Vorschlag","Poster",0,NA,"TBF",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
22,"B","Reh+Att","D1","Zahl","Verhalten",0,NA,"TBF",3,"TBF","TBF",NA,NA,-1.5,"TBF2","study",NA,NA,3000,0,6000
22,"B","Reh+Att","D1","Geist","Lage",0,0,"TBR",4,"TBF","TBF","TBF",NA,-2.5,"TBF3","study",NA,NA,3000,0,9000
22,"B","Reh+Att","D1","Entscheidung","Tüte",0,0,"TBR",5,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,12000
22,"B","Reh+Att","D1","Umstand","Socken",0,0,"TBR",6,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,15000
22,"B","Reh+Att","D1","Größe","Beschreibung",0,0,"TBR",7,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,18000
22,"B","Reh+Att","D1","Staat","Regierung",1,1,"TBR",8,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,21000
22,"B","Reh+Att","D1","Idee","Morgen",0,NA,"TBF",9,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,24000
22,"B","Reh+Att","D1","Druck","Topf",0,0,"TBR",10,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,27000
22,"B","Reh+Att","D1","Richtung","Maß",0,0,"TBR",11,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,30000
22,"B","Reh+Att","D1","Kenntnis","Wase",0,0,"TBR",12,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,33000
22,"B","Reh+Att","D1","Haltung","Ball",0,0,"TBR",13,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,36000
22,"B","Reh+Att","D1","Wissenschaft","Tasse",0,0,"TBR",14,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,39000
22,"B","Reh+Att","D1","Prinzip","Zaun",0,NA,"TBF",15,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,42000
22,"B","Reh+Att","D1","Mitte","Stift",0,NA,"TBF",16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,45000
22,"B","Reh+Att","D1","Funktion","Dorf",0,NA,"TBF",17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,48000
22,"B","Reh+Att","D1","Dame","Verfügung",1,1,"TBR",18,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,51000
22,"B","Reh+Att","D1","Grund","Urkunde",0,0,"TBR",19,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,54000
22,"B","Reh+Att","D1","Raum","Berliner",0,NA,"TBF",20,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,57000
22,"B","Reh+Att","D1","Arme","Glück",0,NA,"TBF",21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,60000
22,"B","Reh+Att","D1","Werk","Aufgabe",0,NA,"TBF",22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,63000
22,"B","Reh+Att","D1","Industrie","Artikel",0,NA,"TBF",23,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,66000
22,"B","Reh+Att","D1","Chef","Acker",0,NA,"TBF",24,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,69000
22,"B","Reh+Att","D1","Wissenschaft",NA,0,0,"TBR",25,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",1,"",3000,60000,132000
22,"B","Reh+Att","D1","Richtung",NA,0,0,"TBR",26,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",2,"",3000,0,135000
22,"B","Reh+Att","D1","Dame",NA,1,1,"TBR",27,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",3,"Verfügung",3000,0,138000
22,"B","Reh+Att","D1","Umstand",NA,0,0,"TBR",28,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",4,"Rolle",3000,0,141000
22,"B","Reh+Att","D1","Entscheidung",NA,0,0,"TBR",29,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",5,"",3000,0,144000
22,"B","Reh+Att","D1","Kenntnis",NA,0,0,"TBR",30,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",6,"",3000,0,147000
22,"B","Reh+Att","D1","Geist",NA,0,0,"TBR",31,"TBF","TBF","TBF",NA,-2.5,"TBF3","test",7,"Flug",3000,0,150000
22,"B","Reh+Att","D1","Größe",NA,0,0,"TBR",32,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",8,"",3000,0,153000
22,"B","Reh+Att","D1","Druck",NA,0,0,"TBR",33,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",9,"",3000,0,156000
22,"B","Reh+Att","D1","Grund",NA,0,0,"TBR",34,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",10,"",3000,0,159000
22,"B","Reh+Att","D1","Staat",NA,1,1,"TBR",35,"TBR","TBR","TBR","TBR",2.5,"TBR3","test",11,"Regierung",3000,0,162000
22,"B","Reh+Att","D1","Haltung",NA,0,0,"TBR",36,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",12,"",3000,0,165000
22,"B","Reh+Att","D2","Theater","Zeitung",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
22,"B","Reh+Att","D2","Zeit","Ventil",0,NA,"TBF",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
22,"B","Reh+Att","D2","Bauer","Versuch",0,NA,"TBF",3,"TBF","TBF",NA,NA,-1.5,"TBF2","study",NA,NA,3000,0,6000
22,"B","Reh+Att","D2","Liebe","Sprache",1,1,"TBR",4,"TBF","TBF","TBF",NA,-2.5,"TBF3","study",NA,NA,3000,0,9000
22,"B","Reh+Att","D2","Schädel","Million",0,NA,"TBF",5,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,12000
22,"B","Reh+Att","D2","Arzt","Klasse",0,1,"TBR",6,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,15000
22,"B","Reh+Att","D2","Geschichte","Ergebnis",0,NA,"TBF",7,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,18000
22,"B","Reh+Att","D2","Mädchen","Ding",0,NA,"TBF",8,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,21000
22,"B","Reh+Att","D2","Inhalt","Zweck",0,NA,"TBF",9,"TBF","TBF","TBR","TBF",-1.5,"TBF2","study",NA,NA,3000,0,24000
22,"B","Reh+Att","D2","Hälfte","Klettern",0,0,"TBR",10,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,27000
22,"B","Reh+Att","D2","Behandlung","Schrift",0,0,"TBR",11,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,30000
22,"B","Reh+Att","D2","Gelegenheit","Ordner",0,0,"TBR",12,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,33000
22,"B","Reh+Att","D2","Kultur","Bedeutung",0,NA,"TBF",13,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,36000
22,"B","Reh+Att","D2","Jugend","General",0,NA,"TBF",14,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,39000
22,"B","Reh+Att","D2","Wesen","Durchführung",0,0,"TBR",15,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,42000
22,"B","Reh+Att","D2","Monat","Mitarbeiter",0,NA,"TBF",16,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,45000
22,"B","Reh+Att","D2","Seele","Presse",0,1,"TBR",17,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,48000
22,"B","Reh+Att","D2","Kaiser","Tat",0,1,"TBR",18,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,51000
22,"B","Reh+Att","D2","Stunde","Polizei",0.5,1,"TBR",19,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,54000
22,"B","Reh+Att","D2","Anzahl","Telefon",1,1,"TBR",20,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,57000
22,"B","Reh+Att","D2","Bereich","Berg",0,NA,"TBF",21,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,60000
22,"B","Reh+Att","D2","Wasser","Brief",0,NA,"TBF",22,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,63000
22,"B","Reh+Att","D2","Schaden","Bein",1,1,"TBR",23,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,66000
22,"B","Reh+Att","D2","Partei","Herz",1,1,"TBR",24,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,69000
22,"B","Reh+Att","D2","Hälfte",NA,0,0,"TBR",25,"TBF","TBF","TBF","TBR",-2.5,"TBF3","test",1,"Kreis",3000,60000,132000
22,"B","Reh+Att","D2","Liebe",NA,1,1,"TBR",26,"TBF","TBF","TBF",NA,-2.5,"TBF3","test",2,"Sprache",3000,0,135000
22,"B","Reh+Att","D2","Behandlung",NA,0,0,"TBR",27,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",3,"",3000,0,138000
22,"B","Reh+Att","D2","Seele",NA,0,1,"TBR",28,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",4,"Presse",3000,0,141000
22,"B","Reh+Att","D2","Arzt",NA,0,1,"TBR",29,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",5,"Klasse",3000,0,144000
22,"B","Reh+Att","D2","Schaden",NA,1,1,"TBR",30,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",6,"Bein",3000,0,147000
22,"B","Reh+Att","D2","Partei",NA,1,1,"TBR",31,"TBR","TBF","TBF","TBR",0.5,"TBR1","test",7,"Herz",3000,0,150000
22,"B","Reh+Att","D2","Anzahl",NA,1,1,"TBR",32,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",8,"Telefon",3000,0,153000
22,"B","Reh+Att","D2","Stunde",NA,0.5,1,"TBR",33,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",9,"Polizei",3000,0,156000
22,"B","Reh+Att","D2","Gelegenheit",NA,0,0,"TBR",34,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",10,"",3000,0,159000
22,"B","Reh+Att","D2","Wesen",NA,0,0,"TBR",35,"TBF","TBF","TBR","TBR",-1.5,"TBF2","test",11,"",3000,0,162000
22,"B","Reh+Att","D2","Kaiser",NA,0,1,"TBR",36,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",12,"Tat",3000,0,165000
23,"C","Att","A1","Interesse","Schere",1,1,"TBR",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
23,"C","Att","A1","Urteil","Finger",0,NA,"TBF",2,"TBR",NA,NA,NA,0.5,"TBR1","study",NA,NA,3000,0,3000
23,"C","Att","A1","Minister","Rolle",0,NA,"TBF",3,"TBF","TBR",NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,6000
23,"C","Att","A1","Produktion","Platz",1,1,"TBR",4,"TBF","TBF","TBR",NA,-1.5,"TBF2","study",NA,NA,3000,0,9000
23,"C","Att","A1","Darstellung","Fluss",0,NA,"TBF",5,"TBR","TBF","TBF","TBR",0.5,"TBR1","study",NA,NA,3000,0,12000
23,"C","Att","A1","Gitter","Schlauch",0,0,"TBR",6,"TBF","TBR","TBF","TBF",-0.5,"TBF1","study",NA,NA,3000,0,15000
23,"C","Att","A1","Handel","Gewalt",0,0,"TBR",7,"TBR","TBF","TBR","TBF",0.5,"TBR1","study",NA,NA,3000,0,18000
23,"C","Att","A1","Ansicht","Fisch",0,0,"TBR",8,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,21000
23,"C","Att","A1","Falle","Heizung",0,NA,"TBF",9,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,24000
23,"C","Att","A1","Küche","Gespräch",0.5,0,"TBR",10,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,27000
23,"C","Att","A1","Denken","Park",1,1,"TBR",11,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,30000
23,"C","Att","A1","Opfer","Wolke",0,NA,"TBF",12,"TBR","TBR","TBF","TBR",1.5,"TBR2","study",NA,NA,3000,0,33000
23,"C","Att","A1","Schüler","Leben",0,NA,"TBF",13,"TBF","TBR","TBR","TBF",-0.5,"TBF1","study",NA,NA,3000,0,36000
23,"C","Att","A1","Laden","Knopf",0,NA,"TBF",14,"TBF","TBF","TBR","TBR",-1.5,"TBF2","study",NA,NA,3000,0,39000
23,"C","Att","A1","Freibad","Abfall",0,NA,"TBF",15,"TBF","TBF","TBF","TBR",-2.5,"TBF3","study",NA,NA,3000,0,42000
23,"C","Att","A1","Person","Schule",0,NA,"TBF",16,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,45000
23,"C","Att","A1","Lackierung","Marathon",0,NA,"TBF",17,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,48000
23,"C","Att","A1","Mönch","Minute",1,1,"TBR",18,"TBF","TBF","TBF","TBF",-2.5,"TBF3","study",NA,NA,3000,0,51000
23,"C","Att","A1","Form","Nagel",0,0,"TBR",19,"TBR","TBF","TBF","TBF",0.5,"TBR1","study",NA,NA,3000,0,54000
23,"C","Att","A1","Schauspieler","Frau",1,1,"TBR",20,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,57000
23,"C","Att","A1","Kommission","Seil",0,0,"TBR",21,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,60000
23,"C","Att","A1","Winter","Marke",0,NA,"TBF",22,"TBR","TBR","TBR","TBR",2.5,"TBR3","study",NA,NA,3000,0,63000
23,"C","Att","A1","Mitglied","Halle",0.5,0,"TBR",23,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,66000
23,"C","Att","A1","Beutel","Lenkrad",0,NA,"TBF",24,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,69000
23,"C","Att","A1","Ansicht",NA,0,0,"TBR",25,"TBR","TBR","TBF","TBR",1.5,"TBR2","test",1,"",3000,60000,132000
23,"C","Att","A1","Schauspieler",NA,1,1,"TBR",26,"TBR","TBR","TBF","TBF",1.5,"TBR2","test",2,"Frau",3000,0,135000
23,"C","Att","A1","Mitglied",NA,0.5,0,"TBR",27,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",3,"",3000,0,138000
23,"C","Att","A1","Produktion",NA,1,1,"TBR",28,"TBF","TBF","TBR",NA,-1.5,"TBF2","test",4,"Platz",3000,0,141000
23,"C","Att","A1","Denken",NA,1,1,"TBR",29,"TBR","TBF","TBR","TBR",0.5,"TBR1","test",5,"Park",3000,0,144000
23,"C","Att","A1","Küche",NA,0.5,0,"TBR",30,"TBF","TBR","TBR","TBR",-0.5,"TBF1","test",6,"",3000,0,147000
23,"C","Att","A1","Kommission",NA,0,0,"TBR",31,"TBR","TBR","TBR","TBF",2.5,"TBR3","test",7,"",3000,0,150000
23,"C","Att","A1","Gitter",NA,0,0,"TBR",32,"TBF","TBR","TBF","TBF",-0.5,"TBF1","test",8,"",3000,0,153000
23,"C","Att","A1","Interesse",NA,1,1,"TBR",33,NA,NA,NA,NA,NA,NA,"test",9,"Schere",3000,0,156000
23,"C","Att","A1","Mönch",NA,1,1,"TBR",34,"TBF","TBF","TBF","TBF",-2.5,"TBF3","test",10,"Minute",3000,0,159000
23,"C","Att","A1","Handel",NA,0,0,"TBR",35,"TBR","TBF","TBR","TBF",0.5,"TBR1","test",11,"",3000,0,162000
23,"C","Att","A1","Form",NA,0,0,"TBR",36,"TBR","TBF","TBF","TBF",0.5,"TBR1","test",12,"",3000,0,165000
23,"C","Att","A2","Nation","Auffassung",0,NA,"TBF",1,NA,NA,NA,NA,NA,NA,"study",NA,NA,3000,0,0
23,"C","Att","A2","Zukunft","Hilfe",0,NA,"TBF",2,"TBF",NA,NA,NA,-0.5,"TBF1","study",NA,NA,3000,0,3000
23,"C","Att","A2","Verfassung","Locher",1,1,"TBR",3,"TBF","TBF",NA,NA,-1.5,"TBF2","study",NA,NA,3000,0,6000
23,"C","Att","A2","Rahmen","Abend",0,0,"TBR",4,"TBR","TBF","TBF",NA,0.5,"TBR1","study",NA,NA,3000,0,9000
23,"C","Att","A2","Beginn","Gans",0,0,"TBR",5,"TBR","TBR","TBF","TBF",1.5,"TBR2","study",NA,NA,3000,0,12000
23,"C","Att","A2","Gesetz","Fräulein",0,NA,"TBF",6,"TBR","TBR","TBR","TBF",2.5,"TBR3","study",NA,NA,3000,0,15000
23,"C","Att","A2","Eltern","Salz",0,0,"TBR",7,"TBF","TBR","TBR","TBR",-0.5,"TBF1","study",NA,NA,3000,0,18000
23,"C","Att","A2","Gefahr","Zahn",0,NA,"TBF",8,"TBR","TBF","TBR","TBR",0.5,"TBR1","study",NA,NA,3000,0,21000
23,"C","Att","A2","Absicht","Welle",0,0,"TBR",9,"TBF","TBR","TBF","TBR",-0.5,"TBF1","study",NA,NA,3000,0,24000
