"encodingtask","study_rating","list","testtria","studytria","stim1","stim2","responsecode","subject","cuefreq","targetfreq","bothfreq","CuedRecall","procedure","trial","duration","onset"
2,2,2,14,8,"join","independ",2,34,"HF","HF","HF",0,"study",48,3000,291000
2,2,2,1,9,"beat","degree",2,34,"HF","HF","HF",0,"study",49,3000,294000
2,6,2,15,10,"formula","firm",2,34,"HF","HF","HF",0,"study",50,3000,297000
2,4,2,9,11,"cool","coffee",1,34,"HF","HF","HF",1,"study",51,3000,3e+05
2,3,2,2,12,"church","latter",1,34,"HF","HF","HF",1,"study",52,3000,303000
2,3,2,11,13,"function","charge",1,34,"HF","HF","HF",1,"study",53,3000,306000
2,3,2,12,14,"seems","player",2,34,"HF","HF","HF",0,"study",54,3000,309000
2,6,2,4,15,"attorney","laid",1,34,"HF","HF","HF",1,"study",55,3000,312000
2,7,2,16,16,"knowing","handle",2,34,"HF","HF","HF",0,"study",56,3000,315000
2,6,2,17,17,"danger","fairly",2,34,"HF","HF","HF",0,"study",57,3000,318000
2,6,2,3,18,"systems","surface",2,34,"HF","HF","HF",0,"study",58,3000,321000
2,5,2,18,19,"John","serve",2,34,"HF","HF","HF",0,"study",59,3000,324000
2,5,2,5,20,"largely","identity",2,34,"HF","HF","HF",0,"study",60,63000,327000
2,2,2,1,9,"beat",NA,2,34,"HF","HF","HF",0,"test",61,3000,390000
2,3,2,2,12,"church",NA,1,34,"HF","HF","HF",1,"test",62,3000,393000
2,6,2,3,18,"systems",NA,2,34,"HF","HF","HF",0,"test",63,3000,396000
2,6,2,4,15,"attorney",NA,1,34,"HF","HF","HF",1,"test",64,3000,399000
2,5,2,5,20,"largely",NA,2,34,"HF","HF","HF",0,"test",65,3000,402000
2,7,2,6,3,"period",NA,1,34,"HF","HF","HF",1,"test",66,3000,405000
2,4,2,7,1,"hence",NA,2,34,"HF","HF","HF",0,"test",67,3000,408000
2,4,2,8,5,"grow",NA,2,34,"HF","HF","HF",0,"test",68,3000,411000
2,4,2,9,11,"cool",NA,1,34,"HF","HF","HF",1,"test",69,3000,414000
2,2,2,10,6,"little",NA,1,34,"HF","HF","HF",1,"test",70,3000,417000
2,3,2,11,13,"function",NA,1,34,"HF","HF","HF",1,"test",71,3000,420000
2,3,2,12,14,"seems",NA,2,34,"HF","HF","HF",0,"test",72,3000,423000
2,5,2,13,4,"human",NA,2,34,"HF","HF","HF",0,"test",73,3000,426000
2,2,2,14,8,"join",NA,2,34,"HF","HF","HF",0,"test",74,3000,429000
2,6,2,15,10,"formula",NA,2,34,"HF","HF","HF",0,"test",75,3000,432000
2,7,2,16,16,"knowing",NA,2,34,"HF","HF","HF",0,"test",76,3000,435000
2,6,2,17,17,"danger",NA,2,34,"HF","HF","HF",0,"test",77,3000,438000
2,5,2,18,19,"John",NA,2,34,"HF","HF","HF",0,"test",78,3000,441000
2,5,2,19,2,"disease",NA,2,34,"HF","HF","HF",0,"test",79,3000,444000
2,2,2,20,7,"extreme",NA,1,34,"HF","HF","HF",1,"test",80,93000,447000
2,2,3,11,1,"real","ungratef",2,34,"HF","LF","MF",0,"study",81,3000,540000
2,3,3,9,2,"going","uncritic",2,34,"HF","LF","MF",0,"study",82,3000,543000
2,5,3,20,3,"everybod","vexed",2,34,"HF","LF","MF",0,"study",83,3000,546000
2,3,3,17,4,"bottle","warlike",0,34,"HF","LF","MF",0,"study",84,3000,549000
2,3,3,18,5,"provided","sextet",2,34,"HF","LF","MF",0,"study",85,3000,552000
2,2,3,12,6,"examples","carload",2,34,"HF","LF","MF",0,"study",86,3000,555000
2,5,3,8,7,"doubt","sapling",0,34,"HF","LF","MF",0,"study",87,3000,558000
2,3,3,2,8,"garden","amiss",1,34,"HF","LF","MF",1,"study",88,3000,561000
2,5,3,5,9,"apply","ailment",1,34,"HF","LF","MF",1,"study",89,3000,564000
2,3,3,6,10,"evening","baseman",2,34,"HF","LF","MF",0,"study",90,3000,567000
2,3,3,7,11,"asking","meeker",2,34,"HF","LF","MF",0,"study",91,3000,570000
2,3,3,13,12,"stone","ionizing",2,34,"HF","LF","MF",0,"study",92,3000,573000
2,2,3,10,13,"girl","warily",2,34,"HF","LF","MF",0,"study",93,3000,576000
2,7,3,14,14,"army","gouging",1,34,"HF","LF","MF",1,"study",94,3000,579000
2,5,3,16,15,"headed","veer",2,34,"HF","LF","MF",0,"study",95,3000,582000
2,7,3,15,16,"huge","shone",0,34,"HF","LF","MF",0,"study",96,3000,585000
2,7,3,19,17,"chance","falsity",0,34,"HF","LF","MF",0,"study",97,3000,588000
2,4,3,1,18,"might","haunts",1,34,"HF","LF","MF",1,"study",98,3000,591000
2,3,3,3,19,"reported","kickoff",1,34,"HF","LF","MF",1,"study",99,3000,594000
2,3,3,4,20,"vision","salted",2,34,"HF","LF","MF",0,"study",100,63000,597000
2,4,3,1,18,"might",NA,1,34,"HF","LF","MF",1,"test",101,3000,660000
2,3,3,2,8,"garden",NA,1,34,"HF","LF","MF",1,"test",102,3000,663000
2,3,3,3,19,"reported",NA,1,34,"HF","LF","MF",1,"test",103,3000,666000
2,3,3,4,20,"vision",NA,2,34,"HF","LF","MF",0,"test",104,3000,669000
2,5,3,5,9,"apply",NA,1,34,"HF","LF","MF",1,"test",105,3000,672000
2,3,3,6,10,"evening",NA,2,34,"HF","LF","MF",0,"test",106,3000,675000
2,3,3,7,11,"asking",NA,2,34,"HF","LF","MF",0,"test",107,3000,678000
2,5,3,8,7,"doubt",NA,0,34,"HF","LF","MF",0,"test",108,3000,681000
2,3,3,9,2,"going",NA,2,34,"HF","LF","MF",0,"test",109,3000,684000
2,2,3,10,13,"girl",NA,2,34,"HF","LF","MF",0,"test",110,3000,687000
2,2,3,11,1,"real",NA,2,34,"HF","LF","MF",0,"test",111,3000,690000
2,2,3,12,6,"examples",NA,2,34,"HF","LF","MF",0,"test",112,3000,693000
2,3,3,13,12,"stone",NA,2,34,"HF","LF","MF",0,"test",113,3000,696000
2,7,3,14,14,"army",NA,1,34,"HF","LF","MF",1,"test",114,3000,699000
2,7,3,15,16,"huge",NA,0,34,"HF","LF","MF",0,"test",115,3000,702000
2,5,3,16,15,"headed",NA,2,34,"HF","LF","MF",0,"test",116,3000,705000
2,3,3,17,4,"bottle",NA,0,34,"HF","LF","MF",0,"test",117,3000,708000
2,3,3,18,5,"provided",NA,2,34,"HF","LF","MF",0,"test",118,3000,711000
2,7,3,19,17,"chance",NA,0,34,"HF","LF","MF",0,"test",119,3000,714000
2,5,3,20,3,"everybod",NA,2,34,"HF","LF","MF",0,"test",120,93000,717000
2,3,4,6,1,"whigs","island",1,34,"LF","HF","MF",1,"study",121,3000,810000
2,3,4,1,2,"wadded","hung",2,34,"LF","HF","MF",0,"study",122,3000,813000
2,7,4,10,3,"nonparti","right",2,34,"LF","HF","MF",0,"study",123,3000,816000
2,4,4,15,4,"buzzed","presence",1,34,"LF","HF","MF",1,"study",124,3000,819000
2,5,4,9,5,"clapped","song",2,34,"LF","HF","MF",0,"study",125,3000,822000
2,2,4,13,6,"umber","coast",2,34,"LF","HF","MF",0,"study",126,3000,825000
2,9,4,11,7,"wedlock","decision",1,34,"LF","HF","MF",1,"study",127,3000,828000
2,5,4,2,8,"winked","lack",2,34,"LF","HF","MF",0,"study",128,3000,831000
2,2,4,3,9,"varmint","newspape",1,34,"LF","HF","MF",1,"study",129,3000,834000
2,4,4,16,10,"crabs","estate",1,34,"LF","HF","MF",1,"study",130,3000,837000
2,6,4,5,11,"votive","start",2,34,"LF","HF","MF",0,"study",131,3000,840000
2,8,4,14,12,"booty","mass",1,34,"LF","HF","MF",1,"study",132,3000,843000
2,2,4,12,13,"bodice","score",2,34,"LF","HF","MF",0,"study",133,3000,846000
2,7,4,17,14,"refuel","planned",1,34,"LF","HF","MF",1,"study",134,3000,849000
2,2,4,18,15,"wagged","showed",2,34,"LF","HF","MF",0,"study",135,3000,852000
2,5,4,19,16,"gantry","park",2,34,"LF","HF","MF",0,"study",136,3000,855000
2,7,4,7,17,"wring","fight",1,34,"LF","HF","MF",1,"study",137,3000,858000
2,5,4,20,18,"curbing","feed",1,34,"LF","HF","MF",1,"study",138,3000,861000
2,7,4,4,19,"winless","projects",1,34,"LF","HF","MF",1,"study",139,3000,864000
2,2,4,8,20,"writhe","drop",1,34,"LF","HF","MF",1,"study",140,63000,867000
2,3,4,1,2,"wadded",NA,2,34,"LF","HF","MF",0,"test",141,3000,930000
2,5,4,2,8,"winked",NA,2,34,"LF","HF","MF",0,"test",142,3000,933000
2,2,4,3,9,"varmint",NA,1,34,"LF","HF","MF",1,"test",143,3000,936000
2,7,4,4,19,"winless",NA,1,34,"LF","HF","MF",1,"test",144,3000,939000
2,6,4,5,11,"votive",NA,2,34,"LF","HF","MF",0,"test",145,3000,942000
2,3,4,6,1,"whigs",NA,1,34,"LF","HF","MF",1,"test",146,3000,945000
2,7,4,7,17,"wring",NA,1,34,"LF","HF","MF",1,"test",147,3000,948000
2,2,4,8,20,"writhe",NA,1,34,"LF","HF","MF",1,"test",148,3000,951000
2,5,4,9,5,"clapped",NA,2,34,"LF","HF","MF",0,"test",149,3000,954000
2,7,4,10,3,"nonparti",NA,2,34,"LF","HF","MF",0,"test",150,3000,957000
2,9,4,11,7,"wedlock",NA,1,34,"LF","HF","MF",1,"test",151,3000,960000
2,2,4,12,13,"bodice",NA,2,34,"LF","HF","MF",0,"test",152,3000,963000
2,2,4,13,6,"umber",NA,2,34,"LF","HF","MF",0,"test",153,3000,966000
2,8,4,14,12,"booty",NA,1,34,"LF","HF","MF",1,"test",154,3000,969000
2,4,4,15,4,"buzzed",NA,1,34,"LF","HF","MF",1,"test",155,3000,972000
2,4,4,16,10,"crabs",NA,1,34,"LF","HF","MF",1,"test",156,3000,975000
2,7,4,17,14,"refuel",NA,1,34,"LF","HF","MF",1,"test",157,3000,978000
2,2,4,18,15,"wagged",NA,2,34,"LF","HF","MF",0,"test",158,3000,981000
2,5,4,19,16,"gantry",NA,2,34,"LF","HF","MF",0,"test",159,3000,984000
2,5,4,20,18,"curbing",NA,1,34,"LF","HF","MF",1,"test",160,93000,987000
2,4,1,18,1,"mated","dryness",2,35,"LF","LF","LF",0,"study",1,3000,0
2,2,1,6,2,"envied","lawns",2,35,"LF","LF","LF",0,"study",2,3000,3000
2,2,1,5,3,"bobbed","dived",2,35,"LF","LF","LF",0,"study",3,3000,6000
2,1,1,2,4,"repaid","rebuke",0,35,"LF","LF","LF",0,"study",4,3000,9000
2,3,1,10,5,"apologet","gables",2,35,"LF","LF","LF",0,"study",5,3000,12000
2,3,1,17,6,"crests","eerily",2,35,"LF","LF","LF",0,"study",6,3000,15000
2,3,1,7,7,"orator","dockside",0,35,"LF","LF","LF",0,"study",7,3000,18000
2,3,1,13,8,"defied","amorous",2,35,"LF","LF","LF",0,"study",8,3000,21000
2,2,1,8,9,"clods","mindful",2,35,"LF","LF","LF",0,"study",9,3000,24000
2,2,1,9,10,"sienna","leering",2,35,"LF","LF","LF",0,"study",10,3000,27000
2,3,1,3,11,"jocular","operetta",2,35,"LF","LF","LF",0,"study",11,3000,30000
2,3,1,19,12,"alveolar","ovals",0,35,"LF","LF","LF",0,"study",12,3000,33000
2,3,1,11,13,"dampen","marred",2,35,"LF","LF","LF",0,"study",13,3000,36000
2,3,1,12,14,"dosed","heady",2,35,"LF","LF","LF",0,"study",14,3000,39000
2,5,1,20,15,"hither","hammock",2,35,"LF","LF","LF",0,"study",15,3000,42000
2,5,1,14,16,"palmed","prowling",0,35,"LF","LF","LF",0,"study",16,3000,45000
2,2,1,15,17,"rapping","poncho",2,35,"LF","LF","LF",0,"study",17,3000,48000
2,4,1,4,18,"leered","ionizing",2,35,"LF","LF","LF",0,"study",18,3000,51000
2,5,1,16,19,"harvests","pars",0,35,"LF","LF","LF",0,"study",19,3000,54000
2,3,1,1,20,"glamor","ebbing",2,35,"LF","LF","LF",0,"study",20,63000,57000
2,3,1,1,20,"glamor",NA,2,35,"LF","LF","LF",0,"test",21,3000,120000
2,1,1,2,4,"repaid",NA,0,35,"LF","LF","LF",0,"test",22,3000,123000
2,3,1,3,11,"jocular",NA,2,35,"LF","LF","LF",0,"test",23,3000,126000
2,4,1,4,18,"leered",NA,2,35,"LF","LF","LF",0,"test",24,3000,129000
2,2,1,5,3,"bobbed",NA,2,35,"LF","LF","LF",0,"test",25,3000,132000
2,2,1,6,2,"envied",NA,2,35,"LF","LF","LF",0,"test",26,3000,135000
2,3,1,7,7,"orator",NA,0,35,"LF","LF","LF",0,"test",27,3000,138000
2,2,1,8,9,"clods",NA,2,35,"LF","LF","LF",0,"test",28,3000,141000
2,2,1,9,10,"sienna",NA,2,35,"LF","LF","LF",0,"test",29,3000,144000
2,3,1,10,5,"apologet",NA,2,35,"LF","LF","LF",0,"test",30,3000,147000
2,3,1,11,13,"dampen",NA,2,35,"LF","LF","LF",0,"test",31,3000,150000
2,3,1,12,14,"dosed",NA,2,35,"LF","LF","LF",0,"test",32,3000,153000
2,3,1,13,8,"defied",NA,2,35,"LF","LF","LF",0,"test",33,3000,156000
2,5,1,14,16,"palmed",NA,0,35,"LF","LF","LF",0,"test",34,3000,159000
2,2,1,15,17,"rapping",NA,2,35,"LF","LF","LF",0,"test",35,3000,162000
2,5,1,16,19,"harvests",NA,0,35,"LF","LF","LF",0,"test",36,3000,165000
2,3,1,17,6,"crests",NA,2,35,"LF","LF","LF",0,"test",37,3000,168000
2,4,1,18,1,"mated",NA,2,35,"LF","LF","LF",0,"test",38,3000,171000
2,3,1,19,12,"alveolar",NA,0,35,"LF","LF","LF",0,"test",39,3000,174000
2,5,1,20,15,"hither",NA,2,35,"LF","LF","LF",0,"test",40,93000,177000
2,6,2,17,1,"somethin","check",1,35,"HF","HF","HF",1,"study",41,3000,270000
2,6,2,10,2,"visit","unusual",1,35,"HF","HF","HF",1,"study",42,3000,273000
2,9,2,18,3,"famous","baby",1,35,"HF","HF","HF",1,"study",43,3000,276000
2,7,2,6,4,"steps","rain",1,35,"HF","HF","HF",1,"study",44,3000,279000
2,8,2,20,5,"rise","respect",2,35,"HF","HF","HF",0,"study",45,3000,282000
2,7,2,9,6,"happened","vital",2,35,"HF","HF","HF",0,"study",46,3000,285000
2,3,2,7,7,"stock","flesh",2,35,"HF","HF","HF",0,"study",47,3000,288000
2,5,2,12,8,"gross","store",2,35,"HF","HF","HF",0,"study",48,3000,291000
2,7,2,1,9,"paid","poor",1,35,"HF","HF","HF",1,"study",49,3000,294000
2,2,2,14,10,"aside","aircraft",2,35,"HF","HF","HF",0,"study",50,3000,297000
2,1,2,15,11,"truth","drink",2,35,"HF","HF","HF",0,"study",51,3000,3e+05
2,7,2,19,12,"duty","finds",2,35,"HF","HF","HF",0,"study",52,3000,303000
2,9,2,2,13,"passing","material",2,35,"HF","HF","HF",0,"study",53,3000,306000
2,4,2,4,14,"purposes","moral",2,35,"HF","HF","HF",0,"study",54,3000,309000
2,1,2,16,15,"balance","direct",2,35,"HF","HF","HF",0,"study",55,3000,312000
2,1,2,3,16,"ancient","attend",2,35,"HF","HF","HF",0,"study",56,3000,315000
2,4,2,11,17,"terms","stress",2,35,"HF","HF","HF",0,"study",57,3000,318000
2,1,2,5,18,"clay","theme",2,35,"HF","HF","HF",0,"study",58,3000,321000
2,1,2,8,19,"tiny","laid",2,35,"HF","HF","HF",0,"study",59,3000,324000
2,1,2,13,20,"indicate","troops",0,35,"HF","HF","HF",0,"study",60,63000,327000
2,7,2,1,9,"paid",NA,1,35,"HF","HF","HF",1,"test",61,3000,390000
2,9,2,2,13,"passing",NA,2,35,"HF","HF","HF",0,"test",62,3000,393000
2,1,2,3,16,"ancient",NA,2,35,"HF","HF","HF",0,"test",63,3000,396000
2,4,2,4,14,"purposes",NA,2,35,"HF","HF","HF",0,"test",64,3000,399000
2,1,2,5,18,"clay",NA,2,35,"HF","HF","HF",0,"test",65,3000,402000
2,7,2,6,4,"steps",NA,1,35,"HF","HF","HF",1,"test",66,3000,405000
2,3,2,7,7,"stock",NA,2,35,"HF","HF","HF",0,"test",67,3000,408000
2,1,2,8,19,"tiny",NA,2,35,"HF","HF","HF",0,"test",68,3000,411000
2,7,2,9,6,"happened",NA,2,35,"HF","HF","HF",0,"test",69,3000,414000
2,6,2,10,2,"visit",NA,1,35,"HF","HF","HF",1,"test",70,3000,417000
2,4,2,11,17,"terms",NA,2,35,"HF","HF","HF",0,"test",71,3000,420000
2,5,2,12,8,"gross",NA,2,35,"HF","HF","HF",0,"test",72,3000,423000
2,1,2,13,20,"indicate",NA,0,35,"HF","HF","HF",0,"test",73,3000,426000
2,2,2,14,10,"aside",NA,2,35,"HF","HF","HF",0,"test",74,3000,429000
2,1,2,15,11,"truth",NA,2,35,"HF","HF","HF",0,"test",75,3000,432000
2,1,2,16,15,"balance",NA,2,35,"HF","HF","HF",0,"test",76,3000,435000
2,6,2,17,1,"somethin",NA,1,35,"HF","HF","HF",1,"test",77,3000,438000
2,9,2,18,3,"famous",NA,1,35,"HF","HF","HF",1,"test",78,3000,441000
2,7,2,19,12,"duty",NA,2,35,"HF","HF","HF",0,"test",79,3000,444000
2,8,2,20,5,"rise",NA,2,35,"HF","HF","HF",0,"test",80,93000,447000
2,4,3,2,1,"miss","pall",2,35,"HF","LF","MF",0,"study",81,3000,540000
2,3,3,7,2,"sharp","gadfly",2,35,"HF","LF","MF",0,"study",82,3000,543000
2,3,3,13,3,"surprise","parched",2,35,"HF","LF","MF",0,"study",83,3000,546000
2,2,3,18,4,"fully","mules",2,35,"HF","LF","MF",0,"study",84,3000,549000
2,1,3,17,5,"version","shyly",2,35,"HF","LF","MF",0,"study",85,3000,552000
2,3,3,11,6,"others","butlers",2,35,"HF","LF","MF",0,"study",86,3000,555000
2,4,3,3,7,"player","plows",2,35,"HF","LF","MF",0,"study",87,3000,558000
2,2,3,20,8,"must","bluffs",2,35,"HF","LF","MF",0,"study",88,3000,561000
2,1,3,1,9,"soft","sausages",1,35,"HF","LF","MF",1,"study",89,3000,564000
2,4,3,12,10,"joined","mucosa",2,35,"HF","LF","MF",0,"study",90,3000,567000
2,6,3,14,11,"soldiers","elation",0,35,"HF","LF","MF",0,"study",91,3000,570000
2,2,3,9,12,"help","noose",2,35,"HF","LF","MF",0,"study",92,3000,573000
2,5,3,19,13,"drawn","magpies",2,35,"HF","LF","MF",0,"study",93,3000,576000
2,2,3,6,14,"exercise","gnawing",2,35,"HF","LF","MF",0,"study",94,3000,579000
2,3,3,15,15,"middle","rupee",2,35,"HF","LF","MF",0,"study",95,3000,582000
2,3,3,8,16,"tall","banish",2,35,"HF","LF","MF",0,"study",96,3000,585000
2,3,3,10,17,"enough","errand",2,35,"HF","LF","MF",0,"study",97,3000,588000
2,3,3,16,18,"course","beatnik",2,35,"HF","LF","MF",0,"study",98,3000,591000
2,6,3,4,19,"dinner","foibles",2,35,"HF","LF","MF",0,"study",99,3000,594000
2,3,3,5,20,"John","puddles",2,35,"HF","LF","MF",0,"study",100,63000,597000
2,1,3,1,9,"soft",NA,1,35,"HF","LF","MF",1,"test",101,3000,660000
2,4,3,2,1,"miss",NA,2,35,"HF","LF","MF",0,"test",102,3000,663000
2,4,3,3,7,"player",NA,2,35,"HF","LF","MF",0,"test",103,3000,666000
2,6,3,4,19,"dinner",NA,2,35,"HF","LF","MF",0,"test",104,3000,669000
2,3,3,5,20,"John",NA,2,35,"HF","LF","MF",0,"test",105,3000,672000
2,2,3,6,14,"exercise",NA,2,35,"HF","LF","MF",0,"test",106,3000,675000
2,3,3,7,2,"sharp",NA,2,35,"HF","LF","MF",0,"test",107,3000,678000
2,3,3,8,16,"tall",NA,2,35,"HF","LF","MF",0,"test",108,3000,681000
2,2,3,9,12,"help",NA,2,35,"HF","LF","MF",0,"test",109,3000,684000
2,3,3,10,17,"enough",NA,2,35,"HF","LF","MF",0,"test",110,3000,687000
2,3,3,11,6,"others",NA,2,35,"HF","LF","MF",0,"test",111,3000,690000
2,4,3,12,10,"joined",NA,2,35,"HF","LF","MF",0,"test",112,3000,693000
2,3,3,13,3,"surprise",NA,2,35,"HF","LF","MF",0,"test",113,3000,696000
2,6,3,14,11,"soldiers",NA,0,35,"HF","LF","MF",0,"test",114,3000,699000
2,3,3,15,15,"middle",NA,2,35,"HF","LF","MF",0,"test",115,3000,702000
2,3,3,16,18,"course",NA,2,35,"HF","LF","MF",0,"test",116,3000,705000
2,1,3,17,5,"version",NA,2,35,"HF","LF","MF",0,"test",117,3000,708000
2,2,3,18,4,"fully",NA,2,35,"HF","LF","MF",0,"test",118,3000,711000
2,5,3,19,13,"drawn",NA,2,35,"HF","LF","MF",0,"test",119,3000,714000
2,2,3,20,8,"must",NA,2,35,"HF","LF","MF",0,"test",120,93000,717000
2,3,4,13,1,"caliper","cross",2,35,"LF","HF","MF",0,"study",121,3000,810000
2,4,4,10,2,"hauls","occurred",2,35,"LF","HF","MF",0,"study",122,3000,813000
2,1,4,2,3,"crabs","pass",2,35,"LF","HF","MF",0,"study",123,3000,816000
2,1,4,14,4,"belated","line",2,35,"LF","HF","MF",0,"study",124,3000,819000
2,6,4,5,5,"jabbed","farm",2,35,"LF","HF","MF",0,"study",125,3000,822000
2,1,4,4,6,"sunburn","depth",2,35,"LF","HF","MF",0,"study",126,3000,825000
2,1,4,6,7,"fjords","growing",2,35,"LF","HF","MF",0,"study",127,3000,828000
2,3,4,3,8,"diction","hall",2,35,"LF","HF","MF",0,"study",128,3000,831000
2,2,4,15,9,"geysers","burning",2,35,"LF","HF","MF",0,"study",129,3000,834000
2,3,4,1,10,"purring","lips",2,35,"LF","HF","MF",0,"study",130,3000,837000
2,2,4,11,11,"ailment","arts",2,35,"LF","HF","MF",0,"study",131,3000,840000
2,2,4,7,12,"attuned","picked",2,35,"LF","HF","MF",0,"study",132,3000,843000
2,4,4,12,13,"capes","daily",2,35,"LF","HF","MF",0,"study",133,3000,846000
2,4,4,8,14,"bisque","novel",0,35,"LF","HF","MF",0,"study",134,3000,849000
2,5,4,16,15,"alcoves","river",2,35,"LF","HF","MF",0,"study",135,3000,852000
2,3,4,17,16,"wring","assume",2,35,"LF","HF","MF",0,"study",136,3000,855000
2,4,4,18,17,"looms","lack",2,35,"LF","HF","MF",0,"study",137,3000,858000
2,4,4,19,18,"misstep","availabl",2,35,"LF","HF","MF",0,"study",138,3000,861000
2,5,4,20,19,"cluck","sets",2,35,"LF","HF","MF",0,"study",139,3000,864000
2,3,4,9,20,"chafing","rooms",2,35,"LF","HF","MF",0,"study",140,63000,867000
2,3,4,1,10,"purring",NA,2,35,"LF","HF","MF",0,"test",141,3000,930000
2,1,4,2,3,"crabs",NA,2,35,"LF","HF","MF",0,"test",142,3000,933000
2,3,4,3,8,"diction",NA,2,35,"LF","HF","MF",0,"test",143,3000,936000
2,1,4,4,6,"sunburn",NA,2,35,"LF","HF","MF",0,"test",144,3000,939000
2,6,4,5,5,"jabbed",NA,2,35,"LF","HF","MF",0,"test",145,3000,942000
2,1,4,6,7,"fjords",NA,2,35,"LF","HF","MF",0,"test",146,3000,945000
2,2,4,7,12,"attuned",NA,2,35,"LF","HF","MF",0,"test",147,3000,948000
2,4,4,8,14,"bisque",NA,0,35,"LF","HF","MF",0,"test",148,3000,951000
2,3,4,9,20,"chafing",NA,2,35,"LF","HF","MF",0,"test",149,3000,954000
2,4,4,10,2,"hauls",NA,2,35,"LF","HF","MF",0,"test",150,3000,957000
2,2,4,11,11,"ailment",NA,2,35,"LF","HF","MF",0,"test",151,3000,960000
2,4,4,12,13,"capes",NA,2,35,"LF","HF","MF",0,"test",152,3000,963000
2,3,4,13,1,"caliper",NA,2,35,"LF","HF","MF",0,"test",153,3000,966000
2,1,4,14,4,"belated",NA,2,35,"LF","HF","MF",0,"test",154,3000,969000
2,2,4,15,9,"geysers",NA,2,35,"LF","HF","MF",0,"test",155,3000,972000
2,5,4,16,15,"alcoves",NA,2,35,"LF","HF","MF",0,"test",156,3000,975000
2,3,4,17,16,"wring",NA,2,35,"LF","HF","MF",0,"test",157,3000,978000
2,4,4,18,17,"looms",NA,2,35,"LF","HF","MF",0,"test",158,3000,981000
2,4,4,19,18,"misstep",NA,2,35,"LF","HF","MF",0,"test",159,3000,984000
2,5,4,20,19,"cluck",NA,2,35,"LF","HF","MF",0,"test",160,93000,987000
2,2,1,5,1,"bony","pouches",1,36,"LF","LF","LF",1,"study",1,3000,0
2,3,1,11,2,"bisque","attuned",0,36,"LF","LF","LF",0,"study",2,3000,3000
2,6,1,3,3,"dimes","digger",1,36,"LF","LF","LF",1,"study",3,3000,6000
2,5,1,16,4,"tenable","sighing",2,36,"LF","LF","LF",0,"study",4,3000,9000
2,5,1,2,5,"dormitor","dived",1,36,"LF","LF","LF",1,"study",5,3000,12000
2,4,1,4,6,"acquiesc","crowed",2,36,"LF","LF","LF",0,"study",6,3000,15000
2,6,1,19,7,"grub","sear",0,36,"LF","LF","LF",0,"study",7,3000,18000
2,8,1,6,8,"madmen","amorous",1,36,"LF","LF","LF",1,"study",8,3000,21000
2,7,1,7,9,"divan","mythic",0,36,"LF","LF","LF",0,"study",9,3000,24000
2,3,1,14,10,"gaily","distal",2,36,"LF","LF","LF",0,"study",10,3000,27000
2,5,1,8,11,"realtor","asymmetr",1,36,"LF","LF","LF",1,"study",11,3000,30000
2,6,1,9,12,"sunburn","sulked",1,36,"LF","LF","LF",1,"study",12,3000,33000
2,4,1,10,13,"smelt","bellman",2,36,"LF","LF","LF",0,"study",13,3000,36000
2,5,1,15,14,"sheaf","tactful",2,36,"LF","LF","LF",0,"study",14,3000,39000
2,5,1,12,15,"lilting","stave",2,36,"LF","LF","LF",0,"study",15,3000,42000
2,6,1,20,16,"thawed","tensile",2,36,"LF","LF","LF",0,"study",16,3000,45000
2,6,1,13,17,"shawl","ruts",1,36,"LF","LF","LF",1,"study",17,3000,48000
2,7,1,17,18,"antler","diction",1,36,"LF","LF","LF",1,"study",18,3000,51000
2,8,1,18,19,"swoops","surging",0,36,"LF","LF","LF",0,"study",19,3000,54000
2,3,1,1,20,"belch","crags",2,36,"LF","LF","LF",0,"study",20,63000,57000
2,3,1,1,20,"belch",NA,2,36,"LF","LF","LF",0,"test",21,3000,120000
2,5,1,2,5,"dormitor",NA,1,36,"LF","LF","LF",1,"test",22,3000,123000
2,6,1,3,3,"dimes",NA,1,36,"LF","LF","LF",1,"test",23,3000,126000
2,4,1,4,6,"acquiesc",NA,2,36,"LF","LF","LF",0,"test",24,3000,129000
2,2,1,5,1,"bony",NA,1,36,"LF","LF","LF",1,"test",25,3000,132000
2,8,1,6,8,"madmen",NA,1,36,"LF","LF","LF",1,"test",26,3000,135000
2,7,1,7,9,"divan",NA,0,36,"LF","LF","LF",0,"test",27,3000,138000
2,5,1,8,11,"realtor",NA,1,36,"LF","LF","LF",1,"test",28,3000,141000
2,6,1,9,12,"sunburn",NA,1,36,"LF","LF","LF",1,"test",29,3000,144000
2,4,1,10,13,"smelt",NA,2,36,"LF","LF","LF",0,"test",30,3000,147000
2,3,1,11,2,"bisque",NA,0,36,"LF","LF","LF",0,"test",31,3000,150000
2,5,1,12,15,"lilting",NA,2,36,"LF","LF","LF",0,"test",32,3000,153000
2,6,1,13,17,"shawl",NA,1,36,"LF","LF","LF",1,"test",33,3000,156000
2,3,1,14,10,"gaily",NA,2,36,"LF","LF","LF",0,"test",34,3000,159000
2,5,1,15,14,"sheaf",NA,2,36,"LF","LF","LF",0,"test",35,3000,162000
2,5,1,16,4,"tenable",NA,2,36,"LF","LF","LF",0,"test",36,3000,165000
2,7,1,17,18,"antler",NA,1,36,"LF","LF","LF",1,"test",37,3000,168000
2,8,1,18,19,"swoops",NA,0,36,"LF","LF","LF",0,"test",38,3000,171000
