,Unnamed: 0,subject,stim1,stim2,freq,triatype,procedure,trial,rt,source,freq_prioritem1,freq_prioritem,freq_prioritem2,freq_prioritem3,freq_consec_value,freq_consec_lab,resp,rem,know,new,acc,duration,onset,list,old,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,old_pred
89,2970,27,shoes.pict,nan,low,old,test,90,1277,fake,high,high,high,high,2.5,high3,fam,0.0,1.0,0.0,1.0,2777,524.841,context1,1.0,context1.shoes.pict.nan.,0.1034707813998148,0.2608742171211507,0.0,1.0,1.0,True,context1.shoes.pict.crumb.,False,1.0,0.48261195198480544,0.3,0.3,3.0,1.0790121274444828,0.7592388464855158
90,2971,27,bride.pict,nan,low,old,test,91,2262,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,3762,527.6179999999999,context1,1.0,context1.bride.pict.nan.,0.10555248153227142,0.2645783980101358,0.0,1.0,1.0,True,context1.bride.pict.paste.,False,1.0,0.485204878607095,0.3,0.3,3.0,1.0746206421614573,0.793379297355496
92,2973,27,lion.pict,nan,low,old,test,93,1966,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3466,534.552,context1,1.0,context1.lion.pict.nan.,0.10353773828535877,0.26110641465003415,0.0,1.0,1.0,True,context1.lion.pict.monkey.,False,1.0,0.48277449025502384,0.3,0.3,3.0,1.0787351433217278,0.7603826976234671
94,2975,27,sock.pict,nan,high,old,test,95,1277,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2777,541.199,context1,1.0,context1.sock.pict.nan.,0.10232969609563485,0.25903360529878033,0.0,1.0,1.0,True,context1.sock.pict.market.,False,1.0,0.4813235237091462,0.3,0.3,3.0,1.0812002365003428,0.7392961877035016
95,2976,27,boots.pict,nan,low,old,test,96,4971,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,6471,543.976,context1,1.0,context1.boots.pict.nan.,0.10341137155754053,0.26098828310887845,0.0,1.0,1.0,True,context1.boots.pict.alley.,False,1.0,0.4826917981762149,0.3,0.3,3.0,1.078874583839772,0.7582214417648543
96,2977,27,iron.pict,nan,high,old,test,97,1058,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2558,550.447,context1,1.0,context1.iron.pict.nan.,0.10335519213312991,0.2609501937538394,0.0,1.0,1.0,True,context1.iron.pict.smile.,False,1.0,0.48266513562768754,0.3,0.3,3.0,1.0789219802590666,0.7572572162311506
102,2983,27,bike.pict,nan,high,old,test,103,972,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2472,569.304,context1,1.0,context1.bike.pict.nan.,0.10051902069839291,0.25608963195934736,0.0,1.0,1.0,True,context1.bike.pict.station.,False,1.0,0.4792627423715431,0.3,0.3,3.0,1.084713628599001,0.7059935311852301
103,2984,27,flower.pict,nan,low,old,test,104,3263,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,4763,571.776,context1,1.0,context1.flower.pict.nan.,0.10165954022958755,0.25812086808564344,0.0,1.0,1.0,True,context1.flower.pict.voter.,False,1.0,0.48068460765995036,0.3,0.3,3.0,1.082286164789712,0.7271997792610757
104,2985,27,dog.pict,nan,low,old,test,105,1009,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2509,576.539,context1,1.0,context1.dog.pict.nan.,0.10128016236490302,0.25753182923665985,0.0,1.0,1.0,True,context1.dog.pict.minstrel.,False,1.0,0.48027228046566184,0.3,0.3,3.0,1.082991579278191,0.7202306530396732
105,2986,27,camera.pict,nan,high,old,test,106,2593,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,4093,579.048,context1,1.0,context1.camera.pict.nan.,0.10196528042409649,0.2587368945176879,0.0,1.0,1.0,True,context1.camera.pict.audience.,False,1.0,0.48111582616238147,0.3,0.3,3.0,1.0815520494855382,0.7327528116589243
109,2990,27,cup.pict,nan,low,old,test,110,1165,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2665,590.821,context1,1.0,context1.cup.pict.nan.,0.10210403761136368,0.25914747243450825,0.0,1.0,1.0,True,context1.cup.pict.moisture.,False,1.0,0.48140323070415575,0.3,0.3,3.0,1.0810638577002534,0.7352540470058964
110,2991,27,mushroom.pict,nan,high,old,test,111,7663,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,9163,593.486,context1,1.0,context1.mushroom.pict.nan.,0.1020588695706192,0.25909014258116625,0.0,1.0,1.0,True,context1.mushroom.pict.machine.,False,1.0,0.48136309980681635,0.3,0.3,3.0,1.0811317517873769,0.7344411569709959
112,2993,27,basket.pict,nan,high,old,test,113,1482,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2982,605.244,context1,1.0,context1.basket.pict.nan.,0.09941231241554845,0.25435034458406575,0.0,1.0,1.0,True,context1.basket.pict.family.,False,1.0,0.47804524120884595,0.3,0.3,3.0,1.0867940061950798,0.6847157932883157
113,2994,27,calculator.pict,nan,low,old,test,114,4648,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,6148,608.226,context1,1.0,context1.calculator.pict.nan.,0.09873479414540975,0.2531818381748682,0.0,1.0,1.0,True,context1.calculator.pict.napkin.,False,1.0,0.4772272867224078,0.3,0.3,3.0,1.0881963531334302,0.6713743311220725
114,2995,27,chair2.pict,nan,high,old,test,115,2899,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,4399,614.374,context1,1.0,context1.chair2.pict.nan.,0.09854199817206846,0.2528744433700639,0.0,1.0,1.0,True,context1.chair2.pict.crowd.,False,1.0,0.47701211035904467,0.3,0.3,3.0,1.08856676827375,0.6675366077430963
117,2998,27,owl.pict,nan,low,old,test,118,3337,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,4837,627.223,context1,1.0,context1.owl.pict.nan.,0.10043157270848764,0.25636354263006794,0.0,1.0,1.0,True,context1.owl.pict.racket.,False,1.0,0.4794544798410475,0.3,0.3,3.0,1.0843868815943547,0.7043365993284147
41,3042,28,cow.pict,nan,high,old,test,42,1578,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,3078,383.13399999999996,context1,1.0,context1.cow.pict.nan.,0.118410392833389,0.2804976119017967,0.0,1.0,1.0,True,context1.cow.pict.chief.,False,1.0,0.49634832833125764,0.3,0.3,3.0,1.056007083128026,0.9363055985834341
43,3044,28,spoon.pict,nan,high,old,test,44,948,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2448,389.23699999999997,context1,1.0,context1.spoon.pict.nan.,0.11940752388893329,0.28294160410298214,0.0,1.0,1.0,True,context1.spoon.pict.column.,False,1.0,0.4980591228720875,0.3,0.3,3.0,1.0531865985303694,0.9428608665576904
44,3045,28,keyboard.pict,nan,low,old,test,45,1194,fake,high,high,low,high,0.5,high1,new,0.0,0.0,1.0,0.0,2694,391.685,context1,0.0,context1.keyboard.pict.nan.,0.11726329411679125,0.2795440020070072,0.0,1.0,1.0,True,context1.keyboard.pict.malaria.,False,1.0,0.495680801404905,0.3,0.3,3.0,1.0571090987163836,0.9280568497529056
48,3049,28,grapes.pict,nan,low,old,test,49,930,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2430,402.147,context1,1.0,context1.grapes.pict.nan.,0.11350170588946731,0.27425066442207013,0.0,1.0,1.0,True,context1.grapes.pict.warrior.,False,1.0,0.4919754650954491,0.3,0.3,3.0,1.0632622347939753,0.8952331984858568
49,3050,28,orange.pict,nan,low,old,test,50,625,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2125,404.577,context1,1.0,context1.orange.pict.nan.,0.11306516863276361,0.27367859524856747,0.0,1.0,1.0,True,context1.orange.pict.morphine.,False,1.0,0.49157501667399717,0.3,0.3,3.0,1.0639288874268704,0.890814294075487
51,3052,28,balloons.pict,nan,low,old,test,52,1309,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2809,409.13599999999997,context1,1.0,context1.balloons.pict.nan.,0.11177487267976408,0.27187152574725304,0.0,1.0,1.0,True,context1.balloons.pict.monkey.,False,1.0,0.4903100680230771,0.3,0.3,3.0,1.0660411286611193,0.8769745832203673
57,3058,28,lemon.pict,nan,low,old,test,58,1106,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2606,427.47499999999997,context1,1.0,context1.lemon.pict.nan.,0.11367520203784168,0.2761754943956703,0.0,1.0,1.0,True,context1.lemon.pict.beverage.,False,1.0,0.4933228460769692,0.3,0.3,3.0,1.0610223898672166,0.8969529828905252
58,3059,28,bottle2.pict,nan,low,old,test,59,641,fake,high,high,low,nan,0.5,high1,rem,1.0,0.0,0.0,1.0,2141,430.08099999999996,context1,1.0,context1.bottle2.pict.nan.,0.10944789331605839,0.26893039276695974,0.0,1.0,1.0,True,context1.bottle2.pict.parcel.,False,1.0,0.4882512749368718,0.3,0.3,3.0,1.0694910611059898,0.8490050288651716
61,3062,28,sock.pict,nan,high,old,test,62,2242,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,3742,438.53499999999997,context1,1.0,context1.sock.pict.nan.,0.11304396154458962,0.27550879395413286,0.0,1.0,1.0,True,context1.sock.pict.smile.,False,1.0,0.492856155767893,0.3,0.3,3.0,1.0617953047008144,0.8905962620901223
62,3063,28,pumpkins.pict,nan,high,old,test,63,879,fake,low,low,nan,nan,-0.5,low1,rem,1.0,0.0,0.0,1.0,2379,442.277,context1,1.0,context1.pumpkins.pict.nan.,0.10821663594987405,0.2673309353971657,0.0,1.0,1.0,True,context1.pumpkins.pict.station.,False,1.0,0.4871316547780159,0.3,0.3,3.0,1.0713749383926905,0.8326131692309102
63,3064,28,mushroom.pict,nan,low,old,test,64,659,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2159,444.65599999999995,context1,1.0,context1.mushroom.pict.nan.,0.07336184398970906,0.180408111934394,0.0,1.0,1.0,True,context1.mushroom.pict.nozzle.,False,1.0,0.48917743287839754,0.3,0.3,3.0,1.067936737726605,0.1710536515104788
64,3065,28,butterfly.pict,nan,high,old,test,65,620,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2120,446.815,context1,1.0,context1.butterfly.pict.nan.,0.1084195200327737,0.2677349103145772,0.0,1.0,1.0,True,context1.butterfly.pict.mouth.,False,1.0,0.487414437220204,0.3,0.3,3.0,1.070894664708721,0.835390325767372
65,3066,28,skates.pict,nan,low,old,test,66,749,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2249,448.935,context1,1.0,context1.skates.pict.nan.,0.11046811860136348,0.2714026282586222,0.0,1.0,1.0,True,context1.skates.pict.napkin.,False,1.0,0.4899818397810355,0.3,0.3,3.0,1.0665881537826072,0.8617500739371677
66,3067,28,refrigerator.pict,nan,low,old,test,67,755,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2255,451.18399999999997,context1,1.0,context1.refrigerator.pict.nan.,0.1014148589132523,0.2497190997860162,0.0,1.0,1.0,True,context1.refrigerator.pict.wallet.,False,1.0,0.4893020642797531,0.3,0.3,3.0,1.0677270579414548,0.7227148777298469
67,3068,28,computer.pict,nan,low,old,test,68,2197,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,3697,453.43899999999996,context1,1.0,context1.computer.pict.nan.,0.08965515300113984,0.22136107874162195,0.0,1.0,1.0,True,context1.computer.pict.mechanic.,False,1.0,0.488313102065899,0.3,0.3,3.0,1.0693854872067712,0.4780580814687733
69,3070,28,baby.pict,nan,low,old,test,70,970,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2470,460.467,context1,1.0,context1.baby.pict.nan.,0.024724949471327664,0.0609792024705468,0.0,1.0,1.0,True,context1.baby.pict.knuckle.,False,1.0,0.48949752653225664,0.3,0.3,3.0,1.0674036174853332,0.00014639026183014834
70,3071,28,flag4.pict,nan,low,old,test,71,731,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2231,462.93699999999995,context1,1.0,context1.flag4.pict.nan.,0.08099028342633902,0.19977345036397945,0.0,1.0,1.0,True,context1.flag4.pict.caravan.,False,1.0,0.48945668914880647,0.3,0.3,3.0,1.0674693761018696,0.29771489473434887
73,3074,28,pepper.pict,nan,high,old,test,74,918,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2418,472.082,context1,1.0,context1.pepper.pict.nan.,0.11031292605906164,0.2720036313706095,0.0,1.0,1.0,True,context1.pepper.pict.school.,False,1.0,0.4904025419594267,0.3,0.3,3.0,1.065890330041437,0.8598601350577312
74,3075,28,salad.pict,nan,low,old,test,75,3157,fake,low,low,high,low,-0.5,low1,new,0.0,0.0,1.0,0.0,4657,474.5,context1,0.0,context1.salad.pict.nan.,0.10347252658074375,0.25569021014899784,0.0,1.0,1.0,True,context1.salad.pict.stair.,False,1.0,0.4893529091410882,0.3,0.3,3.0,1.0676429571184463,0.7592686977725002
75,3076,28,cheese.pict,nan,high,old,test,76,733,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2233,479.157,context1,1.0,context1.cheese.pict.nan.,0.10879603264138184,0.26948527670066597,0.0,1.0,1.0,True,context1.cheese.pict.floor.,False,1.0,0.4886396936904661,0.3,0.3,3.0,1.0688423384155123,0.8404645827671593
77,3078,28,bacon.pict,nan,low,old,test,78,738,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2238,485.50699999999995,context1,1.0,context1.bacon.pict.nan.,0.10565623860127138,0.2640875772161368,0.0,1.0,1.0,True,context1.bacon.pict.poison.,False,1.0,0.48486130405129574,0.3,0.3,3.0,1.0752029125402935,0.7950024060775713
81,3082,28,knife.pict,nan,high,old,test,82,667,fake,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2167,497.72799999999995,context1,1.0,context1.knife.pict.nan.,0.10871486592916951,0.2696789601340465,0.0,1.0,1.0,True,context1.knife.pict.block.,False,1.0,0.48877527209383254,0.3,0.3,3.0,1.0686125259502468,0.8393794491582491
82,3083,28,binoculars.pict,nan,high,old,test,83,640,fake,low,low,low,low,-2.5,low3,rem,1.0,0.0,0.0,1.0,2140,499.895,context1,1.0,context1.binoculars.pict.nan.,0.10576382036451265,0.2644515253083964,0.0,1.0,1.0,True,context1.binoculars.pict.audience.,False,1.0,0.48511606771587745,0.3,0.3,3.0,1.0747680236943844,0.796677316329409
85,3086,28,elephant.pict,nan,low,old,test,86,584,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2084,507.77599999999995,context1,1.0,context1.elephant.pict.nan.,0.09195500992136192,0.23081966978923238,0.0,1.0,1.0,True,context1.elephant.pict.singer.,False,1.0,0.48387033563551063,0.3,0.3,3.0,1.0768752577378566,0.5284212094984411
89,3090,28,pot2.pict,nan,high,old,test,90,3180,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,4680,521.531,context1,1.0,context1.pot2.pict.nan.,0.10291663735941178,0.25988356139895324,0.0,1.0,1.0,True,context1.pot2.pict.crowd.,False,1.0,0.48191849297926725,0.3,0.3,3.0,1.0801895249777111,0.7496591204948593
91,3092,28,scissors.pict,nan,high,old,test,92,795,fake,low,low,low,low,-2.5,low3,new,0.0,0.0,1.0,0.0,2295,529.9599999999999,context1,0.0,context1.scissors.pict.nan.,0.10497252854409017,0.26361569645521976,0.0,1.0,1.0,True,context1.scissors.pict.dress.,False,1.0,0.48453098751865376,0.3,0.3,3.0,1.075760968111183,0.7841676865654932
94,3095,28,dice.pict,nan,high,old,test,95,1237,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2737,539.3299999999999,context1,1.0,context1.dice.pict.nan.,0.10221062206224038,0.2588211393155663,0.0,1.0,1.0,True,context1.dice.pict.valley.,False,1.0,0.4811747975208963,0.3,0.3,3.0,1.0814537011969816,0.7371672208249004
96,3097,28,chair2.pict,nan,high,old,test,97,2883,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,4383,545.97,context1,1.0,context1.chair2.pict.nan.,0.10520650998539656,0.26425240796485916,0.0,1.0,1.0,True,context1.chair2.pict.market.,False,1.0,0.4849766855754014,0.3,0.3,3.0,1.0750078443129953,0.7879124186379628
97,3098,28,boots.pict,nan,high,old,test,98,1256,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2756,550.353,context1,1.0,context1.boots.pict.nan.,0.10180332933034732,0.2582143152501439,0.0,1.0,1.0,True,context1.boots.pict.machine.,False,1.0,0.48075002067510064,0.3,0.3,3.0,1.0821774466304943,0.7298184777704504
98,3099,28,gloves.pict,nan,low,old,test,99,583,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2083,553.1089999999999,context1,1.0,context1.gloves.pict.nan.,0.10265296241320483,0.2597353171092861,0.0,1.0,1.0,True,context1.gloves.pict.steeple.,False,1.0,0.4818147219765002,0.3,0.3,3.0,1.0803640628151983,0.7450309012638651
101,3102,28,printer.pict,nan,high,old,test,102,3323,fake,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,4823,563.312,context1,0.0,context1.printer.pict.nan.,0.1019636919910115,0.25865318052163816,0.0,1.0,1.0,True,context1.printer.pict.morning.,False,1.0,0.4810572263651467,0.3,0.3,3.0,1.0816544505184522,0.732724109694897
105,3106,28,flower.pict,nan,low,old,test,106,2274,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,3774,579.3199999999999,context1,1.0,context1.flower.pict.nan.,0.09890993550422761,0.25190739403849305,0.0,1.0,1.0,True,context1.flower.pict.bayonet.,False,1.0,0.4796201271185392,0.3,0.3,3.0,1.0841038132167642,0.6748450423917909
106,3107,28,briefcase.pict,nan,high,old,test,107,693,fake,low,low,low,low,-2.5,low3,rem,1.0,0.0,0.0,1.0,2193,583.0939999999999,context1,1.0,context1.briefcase.pict.nan.,0.10047020685321133,0.25611992609218465,0.0,1.0,1.0,True,context1.briefcase.pict.college.,False,1.0,0.4792839482645292,0.3,0.3,3.0,1.0846776143139336,0.7050691538925051
108,3109,28,stethoscope.pict,nan,high,old,test,109,1031,fake,high,high,low,high,0.5,high1,new,0.0,0.0,1.0,0.0,2531,588.704,context1,0.0,context1.stethoscope.pict.nan.,0.10257667637794206,0.2599692874226468,0.0,1.0,1.0,True,context1.stethoscope.pict.hospital.,False,1.0,0.4819785011958527,0.3,0.3,3.0,1.0800869466848169,0.7436835698761253
109,3110,28,shoes.pict,nan,low,old,test,110,1755,fake,high,high,high,high,2.5,high3,new,0.0,0.0,1.0,0.0,3255,591.235,context1,0.0,context1.shoes.pict.nan.,0.1022493828287595,0.25937199069630396,0.0,1.0,1.0,True,context1.shoes.pict.bouquet.,False,1.0,0.48156039348741275,0.3,0.3,3.0,1.0807957655012084,0.7378612131039629
115,3116,28,sheep.pict,nan,high,old,test,116,794,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2294,608.894,context1,1.0,context1.sheep.pict.nan.,0.10096682887304663,0.25730750794168894,0.0,1.0,1.0,True,context1.sheep.pict.husband.,False,1.0,0.4801152555591822,0.3,0.3,3.0,1.0832593154966463,0.7144103775276732
116,3117,28,stereo.pict,nan,high,old,test,117,864,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2364,611.188,context1,1.0,context1.stereo.pict.nan.,0.09987902340107749,0.2552956108100277,0.0,1.0,1.0,True,context1.stereo.pict.office.,False,1.0,0.4787069275670194,0.3,0.3,3.0,1.0856608313767664,0.6937693019854843
117,3118,28,umbrella.pict,nan,low,old,test,118,1983,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,3483,613.552,context1,1.0,context1.umbrella.pict.nan.,0.10037377817396653,0.25622754474162135,0.0,1.0,1.0,True,context1.umbrella.pict.stripe.,False,1.0,0.4793592813191349,0.3,0.3,3.0,1.0845462295679793,0.703239179964213
118,3119,28,grill.pict,nan,high,old,test,119,3935,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,5435,617.035,context1,0.0,context1.grill.pict.nan.,0.09946345403176536,0.25467052849253247,0.0,1.0,1.0,True,context1.grill.pict.record.,False,1.0,0.47826936994477265,0.3,0.3,3.0,1.0864119180753158,0.6857134275319947
40,3161,29,balloons.pict,nan,high,old,test,41,1877,fake,low,low,high,high,-0.5,low1,new,0.0,0.0,1.0,0.0,3377,388.697,context1,0.0,context1.balloons.pict.nan.,0.11513763950701589,0.27469321691285503,0.0,1.0,1.0,True,context1.balloons.pict.chief.,False,1.0,0.4922852518389985,0.3,0.3,3.0,1.0627497954203102,0.9106405151997687
41,3162,29,skates.pict,nan,high,old,test,42,1166,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2666,392.07399999999996,context1,1.0,context1.skates.pict.nan.,0.1143546064872026,0.27374389618788564,0.0,1.0,1.0,True,context1.skates.pict.wheel.,False,1.0,0.4916207273315199,0.3,0.3,3.0,1.063855813017668,0.9034902226990636
42,3163,29,bike.pict,nan,low,old,test,43,1127,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2627,394.73999999999995,context1,1.0,context1.bike.pict.nan.,0.11938200869100415,0.2824769265900557,0.0,1.0,1.0,True,context1.bike.pict.napkin.,False,1.0,0.49773384861303893,0.3,0.3,3.0,1.05372085021824,0.9427000164930303
44,3165,29,pumpkins.pict,nan,high,old,test,45,1617,fake,low,low,nan,nan,-0.5,low1,rem,1.0,0.0,0.0,1.0,3117,400.08799999999997,context1,1.0,context1.pumpkins.pict.nan.,0.11291005317510841,0.2722308881741101,0.0,1.0,1.0,True,context1.pumpkins.pict.block.,False,1.0,0.490561621721877,0.3,0.3,3.0,1.0656219929942,0.8892123143731916
47,3168,29,raspberry.pict,nan,low,old,test,48,1384,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2884,408.42499999999995,context1,0.0,context1.raspberry.pict.nan.,0.11631371286382948,0.2788038720399751,0.0,1.0,1.0,True,context1.raspberry.pict.morphine.,False,1.0,0.49516271042798254,0.3,0.3,3.0,1.057967984390542,0.9206283574141665
50,3171,29,lion.pict,nan,low,old,test,51,1310,fake,low,low,high,high,-0.5,low1,new,0.0,0.0,1.0,0.0,2810,417.44399999999996,context1,0.0,context1.lion.pict.nan.,0.1122388942865298,0.2725484279813675,0.0,1.0,1.0,True,context1.lion.pict.bouquet.,False,1.0,0.49078389958695723,0.3,0.3,3.0,1.065252122987934,0.8820868228868222
52,3173,29,gloves.pict,nan,high,old,test,53,1431,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2931,423.102,context1,1.0,context1.gloves.pict.nan.,0.11518796382807091,0.2779314918637237,0.0,1.0,1.0,True,context1.gloves.pict.frame.,False,1.0,0.49455204430460653,0.3,0.3,3.0,1.058980379810159,0.9110862023473147
55,3176,29,basket.pict,nan,high,old,test,56,1747,fake,low,low,low,low,-2.5,low3,new,0.0,0.0,1.0,0.0,3247,431.74699999999996,context1,0.0,context1.basket.pict.nan.,0.11497976795262131,0.2780548034655942,0.0,1.0,1.0,True,context1.basket.pict.paper.,False,1.0,0.49463836242591586,0.3,0.3,3.0,1.0588367618409615,0.9092315745170201
57,3178,29,mushroom.pict,nan,low,old,test,58,1283,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2783,437.92999999999995,context1,1.0,context1.mushroom.pict.nan.,0.11065131238359256,0.2709129129128823,0.0,1.0,1.0,True,context1.mushroom.pict.bayonet.,False,1.0,0.48963903903901757,0.3,0.3,3.0,1.0671657925330877,0.8639585564598052
59,3180,29,boots.pict,nan,high,old,test,60,1312,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2812,443.686,context1,1.0,context1.boots.pict.nan.,0.1113058426292718,0.2723120460003631,0.0,1.0,1.0,True,context1.boots.pict.school.,False,1.0,0.49061843220025414,0.3,0.3,3.0,1.0655279001004692,0.8716512686380529
60,3181,29,flower.pict,nan,high,old,test,61,1514,fake,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,3014,446.498,context1,0.0,context1.flower.pict.nan.,0.10970652397916514,0.2696458275913866,0.0,1.0,1.0,True,context1.flower.pict.hotel.,False,1.0,0.4887520793139706,0.3,0.3,3.0,1.0686515284151854,0.8523076176293971
61,3182,29,car.pict,nan,high,old,test,62,1450,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2950,449.512,context1,1.0,context1.car.pict.nan.,0.10987053856528074,0.270065702697861,0.0,1.0,1.0,True,context1.car.pict.record.,False,1.0,0.4890459918885027,0.3,0.3,3.0,1.0681593626605774,0.8543767502774995
64,3185,29,pineapple.pict,nan,high,old,test,65,1788,fake,low,low,low,low,-2.5,low3,new,0.0,0.0,1.0,0.0,3288,458.215,context1,0.0,context1.pineapple.pict.nan.,0.11105927335499113,0.27245494887279603,0.0,1.0,1.0,True,context1.pineapple.pict.column.,False,1.0,0.49071846421095716,0.3,0.3,3.0,1.0653607869606396,0.8687895637990011
65,3186,29,bowl.pict,nan,high,old,test,66,1488,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2988,461.503,context1,1.0,context1.bowl.pict.nan.,0.10769024529840308,0.26669585885737845,0.0,1.0,1.0,True,context1.bowl.pict.valley.,False,1.0,0.4866871012001649,0.3,0.3,3.0,1.0721225244407178,0.8252678485295715
73,3194,29,lemon.pict,nan,low,old,test,74,1553,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,3053,487.64399999999995,context1,1.0,context1.lemon.pict.nan.,0.10833504969683044,0.2684922749936968,0.0,1.0,1.0,True,context1.lemon.pict.poison.,False,1.0,0.48794459249558775,0.3,0.3,3.0,1.0700083802169489,0.8342377108983003
75,3196,29,bride.pict,nan,low,old,test,76,4353,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,5853,493.998,context1,1.0,context1.bride.pict.nan.,0.10772218464612572,0.2675530322969255,0.0,1.0,1.0,True,context1.bride.pict.warrior.,False,1.0,0.4872871226078478,0.3,0.3,3.0,1.0711128762136353,0.8257192816102659
78,3199,29,strawberry2.pict,nan,low,old,test,79,1049,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2549,506.82,context1,1.0,context1.strawberry2.pict.nan.,0.1044368063488197,0.261914093390275,0.0,1.0,1.0,True,context1.strawberry2.pict.banker.,False,1.0,0.4833398653731924,0.3,0.3,3.0,1.0777761134893287,0.7754509277000701
79,3200,29,squash.pict,nan,high,old,test,80,1754,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3254,509.36899999999997,context1,1.0,context1.squash.pict.nan.,0.10627429388256768,0.2651941772154151,0.0,1.0,1.0,True,context1.squash.pict.staff.,False,1.0,0.4856359240507906,0.3,0.3,3.0,1.0738922796063686,0.804512767865716
83,3204,29,dog.pict,nan,high,old,test,84,2996,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,4496,524.316,context1,0.0,context1.dog.pict.nan.,0.10393050017838908,0.2613313268258471,0.0,1.0,1.0,True,context1.dog.pict.corner.,False,1.0,0.48293192877809293,0.3,0.3,3.0,1.0784686594134376,0.7670322959985536
