,Unnamed: 0,subject,stim1,stim2,freq,triatype,procedure,trial,rt,source,freq_prioritem1,freq_prioritem,freq_prioritem2,freq_prioritem3,freq_consec_value,freq_consec_lab,resp,rem,know,new,acc,duration,onset,list,old,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,old_pred
69,12910,118,strawberry2.pict,nan,high,old,test,70,1079,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2579,467.34499999999997,context1,1.0,context1.strawberry2.pict.nan.,0.10760159569058342,0.266826091011741,0.0,1.0,1.0,True,context1.strawberry2.pict.record.,False,1.0,0.48677826370821864,0.3,0.3,3.0,1.0719655950478648,0.8240109831708062
72,12913,118,stereo.pict,nan,low,old,test,73,1131,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2631,474.38899999999995,context1,1.0,context1.stereo.pict.nan.,0.10674013791410851,0.26554072013558366,0.0,1.0,1.0,True,context1.stereo.pict.crumb.,False,1.0,0.4858785040949085,0.3,0.3,3.0,1.0734810554970098,0.8115007178009985
73,12914,118,balloons.pict,nan,high,old,test,74,1105,fake,low,low,high,high,-0.5,low1,new,0.0,0.0,1.0,0.0,2605,477.02,context1,0.0,context1.balloons.pict.nan.,0.10623850437250205,0.2648260657804256,0.0,1.0,1.0,True,context1.balloons.pict.crowd.,False,1.0,0.48537824604629787,0.3,0.3,3.0,1.0743274010467876,0.8039694724648205
74,12915,118,basket.pict,nan,low,old,test,75,831,fake,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,2331,479.625,context1,0.0,context1.basket.pict.nan.,0.1067178681289161,0.2657404288031845,0.0,1.0,1.0,True,context1.basket.pict.pendulum.,False,1.0,0.48601830016222913,0.3,0.3,3.0,1.0732475630239124,0.8111702041107507
76,12917,118,lemon.pict,nan,high,old,test,77,1146,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2646,484.22799999999995,context1,1.0,context1.lemon.pict.nan.,0.10548134247957097,0.2636486431852642,0.0,1.0,1.0,True,context1.lemon.pict.shoulder.,False,1.0,0.4845540502296849,0.3,0.3,3.0,1.0757182932030984,0.7922620588438957
78,12919,118,violin.pict,nan,low,old,test,79,1240,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2740,489.12399999999997,context1,1.0,context1.violin.pict.nan.,0.10575461541169709,0.2642622141291174,0.0,1.0,1.0,True,context1.violin.pict.poster.,False,1.0,0.4849835498903821,0.3,0.3,3.0,1.0749923126244791,0.7965343272678589
80,12921,118,lighthouse.pict,nan,low,old,test,81,1062,fake,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,2562,494.08799999999997,context1,0.0,context1.lighthouse.pict.nan.,0.10542397586589021,0.2623083127541897,0.0,1.0,1.0,True,context1.lighthouse.pict.tweed.,False,1.0,0.4872054940583507,0.3,0.3,3.0,1.0712464975443448,0.7913585227722135
81,12922,118,cheese.pict,nan,high,old,test,82,916,fake,low,low,low,low,-2.5,low3,rem,1.0,0.0,0.0,1.0,2416,496.65,context1,1.0,context1.cheese.pict.nan.,0.10796622478365751,0.2684017177462786,0.0,1.0,1.0,True,context1.cheese.pict.wheel.,False,1.0,0.48788120242239497,0.3,0.3,3.0,1.070112263394289,0.829144063893702
83,12924,118,owl.pict,nan,high,old,test,84,1593,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,3093,501.563,context1,1.0,context1.owl.pict.nan.,0.10525855685923087,0.2637293821300128,0.0,1.0,1.0,True,context1.owl.pict.school.,False,1.0,0.48461056749100895,0.3,0.3,3.0,1.0756237709360386,0.788740202505793
89,12930,118,piano.pict,nan,high,old,test,90,1538,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,3038,516.121,context1,1.0,context1.piano.pict.nan.,0.10792621690327332,0.26872417389200226,0.0,1.0,1.0,True,context1.piano.pict.college.,False,1.0,0.48810692172440157,0.3,0.3,3.0,1.0697315274278303,0.8285855767212458
90,12931,118,iron.pict,nan,high,old,test,91,1491,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2991,519.159,context1,1.0,context1.iron.pict.nan.,0.10575251916643687,0.2650122774890843,0.0,1.0,1.0,True,context1.iron.pict.hotel.,False,1.0,0.4855085942423589,0.3,0.3,3.0,1.074108568626519,0.7965017559638439
91,12932,118,corn.pict,nan,low,old,test,92,1026,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2526,522.15,context1,1.0,context1.corn.pict.nan.,0.10686951433344268,0.2670307210345888,0.0,1.0,1.0,True,context1.corn.pict.knuckle.,False,1.0,0.48692150472421214,0.3,0.3,3.0,1.0717273391297684,0.813413774034221
92,12933,118,gloves.pict,nan,low,old,test,93,1018,fake,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2518,524.6759999999999,context1,1.0,context1.gloves.pict.nan.,0.10470482858105146,0.26319819751826395,0.0,1.0,1.0,True,context1.gloves.pict.beverage.,False,1.0,0.48423873826278474,0.3,0.3,3.0,1.0762527529251804,0.7798366694509007
93,12934,118,stove.pict,nan,low,old,test,94,910,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2410,527.194,context1,0.0,context1.stove.pict.nan.,0.10562979722314168,0.2648851659283997,0.0,1.0,1.0,True,context1.stove.pict.stripe.,False,1.0,0.4854196161498798,0.3,0.3,3.0,1.074257169198819,0.7945894954832764
100,12941,118,pig.pict,nan,low,old,test,101,886,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,2386,544.768,context1,1.0,context1.pig.pict.nan.,0.10470687359583478,0.26355713586596813,0.0,1.0,1.0,True,context1.pig.pict.parcel.,False,1.0,0.48448999510617763,0.3,0.3,3.0,1.075828599374962,0.7798699427906688
101,12942,118,pot2.pict,nan,high,old,test,102,905,fake,low,low,low,high,-1.5,low2,rem,1.0,0.0,0.0,1.0,2405,547.154,context1,1.0,context1.pot2.pict.nan.,0.10298326906856119,0.26048002599351555,0.0,1.0,1.0,True,context1.pot2.pict.husband.,False,1.0,0.4823360181954609,0.3,0.3,3.0,1.0794771620442098,0.7508216005372119
102,12943,118,watermelon.pict,nan,high,old,test,103,715,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2215,549.559,context1,1.0,context1.watermelon.pict.nan.,0.10126568322181753,0.25744058403398945,0.0,1.0,1.0,True,context1.watermelon.pict.valley.,False,1.0,0.48020840882379257,0.3,0.3,3.0,1.0830974261247377,0.7199629710607105
104,12945,118,flower.pict,nan,high,old,test,105,1008,fake,high,high,high,low,1.5,high2,new,0.0,0.0,1.0,0.0,2508,554.427,context1,0.0,context1.flower.pict.nan.,0.10222018510425131,0.2592500735247534,0.0,1.0,1.0,True,context1.flower.pict.library.,False,1.0,0.48147505146732733,0.3,0.3,3.0,1.080941252957303,0.7373385296132466
106,12947,118,baby.pict,nan,high,old,test,107,788,fake,high,high,nan,nan,0.5,high1,rem,1.0,0.0,0.0,1.0,2288,560.507,context1,1.0,context1.baby.pict.nan.,0.10044322769903913,0.25615485935031584,0.0,1.0,1.0,True,context1.baby.pict.frame.,False,1.0,0.47930840154522103,0.3,0.3,3.0,1.0846356796061236,0.7045576814667245
107,12948,118,tomato.pict,nan,low,old,test,108,782,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,2282,562.795,context1,1.0,context1.tomato.pict.nan.,0.10076183088735205,0.256684058791559,0.0,1.0,1.0,True,context1.tomato.pict.poison.,False,1.0,0.4796788411540912,0.3,0.3,3.0,1.0840004073801341,0.7105715482426864
108,12949,118,bottle2.pict,nan,low,old,test,109,1529,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,3029,565.077,context1,1.0,context1.bottle2.pict.nan.,0.1023632763495307,0.25959275250765745,0.0,1.0,1.0,True,context1.bottle2.pict.mixer.,False,1.0,0.4817149267553602,0.3,0.3,3.0,1.0805319532771562,0.7398949726933173
109,12950,118,earth.pict,nan,high,old,test,110,776,fake,high,high,low,high,0.5,high1,rem,1.0,0.0,0.0,1.0,2276,568.106,context1,1.0,context1.earth.pict.nan.,0.1006544619953247,0.2566144405580325,0.0,1.0,1.0,True,context1.earth.pict.square.,False,1.0,0.4796301083906227,0.3,0.3,3.0,1.0840856739597644,0.708551313411739
112,12953,118,salad.pict,nan,high,old,test,113,806,fake,high,high,low,low,0.5,high1,new,0.0,0.0,1.0,0.0,2306,576.713,context1,0.0,context1.salad.pict.nan.,0.10142943751962316,0.2580282473870673,0.0,1.0,1.0,True,context1.salad.pict.music.,False,1.0,0.48061977317094706,0.3,0.3,3.0,1.082395759441434,0.7229831043274466
115,12956,118,umbrella.pict,nan,low,old,test,116,960,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2460,583.274,context1,0.0,context1.umbrella.pict.nan.,0.10146601067791937,0.2581722929887648,0.0,1.0,1.0,True,context1.umbrella.pict.moisture.,False,1.0,0.4807206050921353,0.3,0.3,3.0,1.0822234338355694,0.7236554413776617
118,12959,118,calculator.pict,nan,high,old,test,119,1795,fake,low,low,low,low,-3.5,low4,fam,0.0,1.0,0.0,1.0,3295,590.264,context1,1.0,context1.calculator.pict.nan.,0.10126244899292222,0.2579215280915071,0.0,1.0,1.0,True,context1.calculator.pict.corner.,False,1.0,0.4805450696640549,0.3,0.3,3.0,1.0825234237302994,0.7199031615585841
40,13001,119,scissors.pict,nan,high,old,test,41,5007,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,6507,381.863,context1,1.0,context1.scissors.pict.nan.,0.11635297356663803,0.2767479652039182,0.0,1.0,1.0,True,context1.scissors.pict.morning.,False,1.0,0.4937235756427427,0.3,0.3,3.0,1.0603579412903503,0.9209465751492358
42,13003,119,pepper.pict,nan,low,old,test,43,2853,fake,high,high,high,high,3.5,high4,fam,0.0,1.0,0.0,1.0,4353,392.474,context1,1.0,context1.pepper.pict.nan.,0.11570734810406325,0.2763990993287647,0.0,1.0,1.0,True,context1.pepper.pict.malaria.,False,1.0,0.49347936953013527,0.3,0.3,3.0,1.0607630263823355,0.9155897329843109
43,13004,119,lighthouse.pict,nan,high,old,test,44,714,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2214,396.827,context1,1.0,context1.lighthouse.pict.nan.,0.11844133316969818,0.2813287101700219,0.0,1.0,1.0,True,context1.lighthouse.pict.valley.,False,1.0,0.4969300971190153,0.3,0.3,3.0,1.055049669197153,0.9365174436947991
45,13006,119,pineapple.pict,nan,low,old,test,46,610,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2110,401.131,context1,1.0,context1.pineapple.pict.nan.,0.11611729151544274,0.2777231719600059,0.0,1.0,1.0,True,context1.pineapple.pict.nozzle.,False,1.0,0.4944062203720041,0.3,0.3,3.0,1.059217703029367,0.9190217391740285
47,13008,119,cow.pict,nan,high,old,test,48,1826,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,3326,406.40599999999995,context1,1.0,context1.cow.pict.nan.,0.11332750401710516,0.2737753738405222,0.0,1.0,1.0,True,context1.cow.pict.corner.,False,1.0,0.4916427616883655,0.3,0.3,3.0,1.0638186026490057,0.8934856022455133
48,13009,119,knife.pict,nan,low,old,test,49,3837,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,5337,409.73199999999997,context1,1.0,context1.knife.pict.nan.,0.11234216094149038,0.2723168466558405,0.0,1.0,1.0,True,context1.knife.pict.banker.,False,1.0,0.4906217926590883,0.3,0.3,3.0,1.0655231018559017,0.8832037913397282
52,13013,119,piano.pict,nan,high,old,test,53,738,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,2238,423.01399999999995,context1,1.0,context1.piano.pict.nan.,0.11061069069306478,0.26996696045937923,0.0,1.0,1.0,True,context1.piano.pict.ground.,False,1.0,0.48897687232156545,0.3,0.3,3.0,1.068272810720704,0.8634709399270754
56,13017,119,raspberry.pict,nan,low,old,test,57,633,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2133,432.316,context1,1.0,context1.raspberry.pict.nan.,0.11467425779106556,0.2776172995457187,0.0,1.0,1.0,True,context1.raspberry.pict.maple.,False,1.0,0.49433210968200303,0.3,0.3,3.0,1.0593423930865655,0.9064583150152422
58,13019,119,violin.pict,nan,high,old,test,59,1101,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2601,437.47499999999997,context1,1.0,context1.violin.pict.nan.,0.11057458039945078,0.2709495810174651,0.0,1.0,1.0,True,context1.violin.pict.husband.,False,1.0,0.4896647067122255,0.3,0.3,3.0,1.0671230319994345,0.8630364750743096
59,13020,119,stethoscope.pict,nan,low,old,test,60,1005,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2505,440.07599999999996,context1,1.0,context1.stethoscope.pict.nan.,0.10911391317239086,0.2684908164221409,0.0,1.0,1.0,True,context1.stethoscope.pict.harness.,False,1.0,0.4879435714954986,0.3,0.3,3.0,1.0700077073919516,0.8446680853378452
60,13021,119,earth.pict,nan,low,old,test,61,726,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,2226,442.58099999999996,context1,1.0,context1.earth.pict.nan.,0.11167913212013705,0.2730480567533064,0.0,1.0,1.0,True,context1.earth.pict.poster.,False,1.0,0.4911336397273145,0.3,0.3,3.0,1.0646657086622244,0.8759007336618789
66,13027,119,printer.pict,nan,high,old,test,67,724,fake,low,low,low,high,-1.5,low2,new,0.0,0.0,1.0,0.0,2224,458.133,context1,0.0,context1.printer.pict.nan.,0.1118001930790168,0.2738973026058901,0.0,1.0,1.0,True,context1.printer.pict.school.,False,1.0,0.49172811182412307,0.3,0.3,3.0,1.0636734718472822,0.8772574905838479
67,13028,119,tiger.pict,nan,high,old,test,68,1337,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2837,460.35699999999997,context1,1.0,context1.tiger.pict.nan.,0.11206701634120665,0.27441914858074373,0.0,1.0,1.0,True,context1.tiger.pict.spring.,False,1.0,0.4920934040065206,0.3,0.3,3.0,1.0630634784948882,0.8802110128861504
69,13030,119,avocado.pict,nan,high,old,test,70,1277,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,2777,465.46099999999996,context1,1.0,context1.avocado.pict.nan.,0.10944027292639268,0.2700455391212722,0.0,1.0,1.0,True,context1.avocado.pict.wheel.,False,1.0,0.4890318773848905,0.3,0.3,3.0,1.068180012271596,0.848906980516734
70,13031,119,bacon.pict,nan,low,old,test,71,894,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2394,468.238,context1,1.0,context1.bacon.pict.nan.,0.10902490586083978,0.2694861962968179,0.0,1.0,1.0,True,context1.bacon.pict.singer.,False,1.0,0.48864033740777246,0.3,0.3,3.0,1.0688387906355952,0.8434985305370978
71,13032,119,umbrella.pict,nan,low,old,test,72,712,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,2212,470.63199999999995,context1,1.0,context1.umbrella.pict.nan.,0.10952229596908972,0.270386261492278,0.0,1.0,1.0,True,context1.umbrella.pict.parcel.,False,1.0,0.4892703830445946,0.3,0.3,3.0,1.0677810362203712,0.8499601112120003
72,13033,119,skates.pict,nan,high,old,test,73,853,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2353,472.844,context1,1.0,context1.skates.pict.nan.,0.10828636063380702,0.2682669258436087,0.0,1.0,1.0,True,context1.skates.pict.mouth.,False,1.0,0.487786848090526,0.3,0.3,3.0,1.070269026646663,0.8335709739603969
75,13036,119,pot2.pict,nan,low,old,test,76,1055,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2555,480.238,context1,1.0,context1.pot2.pict.nan.,0.10605623140362459,0.26464387246128773,0.0,1.0,1.0,True,context1.pot2.pict.tweed.,False,1.0,0.4852507107229014,0.3,0.3,3.0,1.0745426284964987,0.8011883316018436
76,13037,119,bottle2.pict,nan,high,old,test,77,3421,fake,high,high,low,low,0.5,high1,rem,1.0,0.0,0.0,1.0,4921,482.79299999999995,context1,1.0,context1.bottle2.pict.nan.,0.10551707547684841,0.26375463383915554,0.0,1.0,1.0,True,context1.bottle2.pict.children.,False,1.0,0.48462824368740887,0.3,0.3,3.0,1.075594126297081,0.7928236908431594
82,13043,119,apple.pict,nan,low,old,test,83,977,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,2477,501.41499999999996,context1,1.0,context1.apple.pict.nan.,0.0919054781519669,0.22885525609411997,0.0,1.0,1.0,True,context1.apple.pict.leaflet.,False,1.0,0.4871541837928791,0.3,0.3,3.0,1.0713339018428703,0.5273384389890199
85,13046,119,cheese.pict,nan,high,old,test,86,911,fake,high,high,high,high,3.5,high4,fam,0.0,1.0,0.0,1.0,2411,509.59099999999995,context1,1.0,context1.cheese.pict.nan.,0.1046263653400624,0.26274710187116146,0.0,1.0,1.0,True,context1.cheese.pict.floor.,False,1.0,0.483922971309813,0.3,0.3,3.0,1.076789053622868,0.778557859413694
86,13047,119,baby.pict,nan,high,old,test,87,2073,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3573,512.002,context1,1.0,context1.baby.pict.nan.,0.10622964557781356,0.26557235261798945,0.0,1.0,1.0,True,context1.baby.pict.record.,False,1.0,0.4859006468325926,0.3,0.3,3.0,1.0734451789006196,0.8038348520475822
88,13049,119,spoon.pict,nan,high,old,test,89,3453,fake,high,high,high,low,1.5,high2,rem,1.0,0.0,0.0,1.0,4953,519.8879999999999,context1,1.0,context1.spoon.pict.nan.,0.10639787756486842,0.26603862622249325,0.0,1.0,1.0,True,context1.spoon.pict.college.,False,1.0,0.4862270383557452,0.3,0.3,3.0,1.072898436513773,0.8063817630016233
89,13050,119,shoes.pict,nan,low,old,test,90,1277,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2777,524.841,context1,1.0,context1.shoes.pict.nan.,0.10632109044527199,0.26593712150315924,0.0,1.0,1.0,True,context1.shoes.pict.crumb.,False,1.0,0.4861559850522114,0.3,0.3,3.0,1.0730183710346313,0.8052217724228421
90,13051,119,bride.pict,nan,low,old,test,91,2262,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,3762,527.6179999999999,context1,1.0,context1.bride.pict.nan.,0.10544695671098712,0.26439133179553337,0.0,1.0,1.0,True,context1.bride.pict.paste.,False,1.0,0.48507393225687334,0.3,0.3,3.0,1.0748417871506166,0.7917207536490627
92,13053,119,lion.pict,nan,low,old,test,93,1966,fake,high,high,low,low,0.5,high1,fam,0.0,1.0,0.0,1.0,3466,534.552,context1,1.0,context1.lion.pict.nan.,0.10377354683015531,0.2615268102907502,0.0,1.0,1.0,True,context1.lion.pict.monkey.,False,1.0,0.4830687672035251,0.3,0.3,3.0,1.0782360314122232,0.7643873879056707
94,13055,119,sock.pict,nan,high,old,test,95,1277,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,2777,541.199,context1,1.0,context1.sock.pict.nan.,0.10480348907304674,0.2634457188156047,0.0,1.0,1.0,True,context1.sock.pict.market.,False,1.0,0.48441200317092326,0.3,0.3,3.0,1.0759614401938318,0.7814386312962027
95,13056,119,boots.pict,nan,low,old,test,96,4971,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,6471,543.976,context1,1.0,context1.boots.pict.nan.,0.10353569747473829,0.26121018506461197,0.0,1.0,1.0,True,context1.boots.pict.alley.,False,1.0,0.48284712954522835,0.3,0.3,3.0,1.0786110501688415,0.7603478775262195
96,13057,119,iron.pict,nan,high,old,test,97,1058,fake,low,low,low,low,-2.5,low3,fam,0.0,1.0,0.0,1.0,2558,550.447,context1,1.0,context1.iron.pict.nan.,0.10184404037591323,0.25824786103653125,0.0,1.0,1.0,True,context1.iron.pict.smile.,False,1.0,0.48077350272557184,0.3,0.3,3.0,1.0821376825590356,0.7305576202544044
102,13063,119,bike.pict,nan,high,old,test,103,972,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,2472,569.304,context1,1.0,context1.bike.pict.nan.,0.10385805004746981,0.26207366399289594,0.0,1.0,1.0,True,context1.bike.pict.station.,False,1.0,0.4834515647950271,0.3,0.3,3.0,1.0775877065959445,0.765813452457568
103,13064,119,flower.pict,nan,low,old,test,104,3263,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,4763,571.776,context1,1.0,context1.flower.pict.nan.,0.1014865699609176,0.2578105401468952,0.0,1.0,1.0,True,context1.flower.pict.voter.,False,1.0,0.4804673781028266,0.3,0.3,3.0,1.0826562830256397,0.7240330380142752
104,13065,119,dog.pict,nan,low,old,test,105,1009,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,2509,576.539,context1,1.0,context1.dog.pict.nan.,0.10110999095321217,0.2572260992958222,0.0,1.0,1.0,True,context1.dog.pict.minstrel.,False,1.0,0.48005826950707553,0.3,0.3,3.0,1.0833564813924808,0.7170768049677211
105,13066,119,camera.pict,nan,high,old,test,106,2593,fake,low,low,low,high,-1.5,low2,fam,0.0,1.0,0.0,1.0,4093,579.048,context1,1.0,context1.camera.pict.nan.,0.10120121020520009,0.25736535974652014,0.0,1.0,1.0,True,context1.camera.pict.audience.,False,1.0,0.48015575182256404,0.3,0.3,3.0,1.083187642529397,0.718769526504952
109,13070,119,cup.pict,nan,low,old,test,110,1165,fake,high,high,high,high,2.5,high3,fam,0.0,1.0,0.0,1.0,2665,590.821,context1,1.0,context1.cup.pict.nan.,0.10221269178480061,0.25934248175727015,0.0,1.0,1.0,True,context1.cup.pict.moisture.,False,1.0,0.481539737230089,0.3,0.3,3.0,1.0808316815290464,0.737204301911615
110,13071,119,mushroom.pict,nan,high,old,test,111,7663,fake,high,high,high,high,2.5,high3,fam,0.0,1.0,0.0,1.0,9163,593.486,context1,1.0,context1.mushroom.pict.nan.,0.09987587201453883,0.2551619127867833,0.0,1.0,1.0,True,context1.mushroom.pict.machine.,False,1.0,0.47861333895074826,0.3,0.3,3.0,1.0858220672226684,0.6937085564535083
112,13073,119,basket.pict,nan,high,old,test,113,1482,fake,low,low,high,low,-0.5,low1,rem,1.0,0.0,0.0,1.0,2982,605.244,context1,1.0,context1.basket.pict.nan.,0.10005801010710642,0.2555159518440355,0.0,1.0,1.0,True,context1.basket.pict.family.,False,1.0,0.47886116629082487,0.3,0.3,3.0,1.0853981584352375,0.6972106325676957
113,13074,119,calculator.pict,nan,low,old,test,114,4648,fake,low,low,nan,nan,-0.5,low1,rem,1.0,0.0,0.0,1.0,6148,608.226,context1,1.0,context1.calculator.pict.nan.,0.09830413150028543,0.2524019558060618,0.0,1.0,1.0,True,context1.calculator.pict.napkin.,False,1.0,0.4766813690642432,0.3,0.3,3.0,1.0891329504716643,0.6627774498513697
114,13075,119,chair2.pict,nan,high,old,test,115,2899,fake,low,low,high,low,-0.5,low1,fam,0.0,1.0,0.0,1.0,4399,614.374,context1,1.0,context1.chair2.pict.nan.,0.10023270226116565,0.2559305623374559,0.0,1.0,1.0,True,context1.chair2.pict.crowd.,False,1.0,0.4791513936362191,0.3,0.3,3.0,1.084904545304867,0.7005525897583403
117,13078,119,owl.pict,nan,low,old,test,118,3337,fake,low,low,low,nan,-1.5,low2,fam,0.0,1.0,0.0,1.0,4837,627.223,context1,1.0,context1.owl.pict.nan.,0.0975558152355917,0.2511584194759105,0.0,1.0,1.0,True,context1.owl.pict.racket.,False,1.0,0.47581089363313733,0.3,0.3,3.0,1.0906296793922627,0.6476377531609282
41,13122,120,cow.pict,nan,high,old,test,42,1578,fake,high,high,low,high,0.5,high1,fam,0.0,1.0,0.0,1.0,3078,383.13399999999996,context1,1.0,context1.cow.pict.nan.,0.11734500701393347,0.2787130425745906,0.0,1.0,1.0,True,context1.cow.pict.chief.,False,1.0,0.4950991298022134,0.3,0.3,3.0,1.0580734269042518,0.9286702958068167
43,13124,120,spoon.pict,nan,high,old,test,44,948,fake,low,low,high,high,-0.5,low1,fam,0.0,1.0,0.0,1.0,2448,389.23699999999997,context1,1.0,context1.spoon.pict.nan.,0.11587979614792215,0.277007802231844,0.0,1.0,1.0,True,context1.spoon.pict.column.,False,1.0,0.49390546156229076,0.3,0.3,3.0,1.0600536625541683,0.9170465197843847
44,13125,120,keyboard.pict,nan,low,old,test,45,1194,fake,high,high,high,low,1.5,high2,new,0.0,0.0,1.0,0.0,2694,391.685,context1,0.0,context1.keyboard.pict.nan.,0.1189075365890984,0.28230993844903046,0.0,1.0,1.0,True,context1.keyboard.pict.malaria.,False,1.0,0.4976169569143213,0.3,0.3,3.0,1.0539122090411173,0.9396435204151042
48,13129,120,grapes.pict,nan,low,old,test,49,930,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2430,402.147,context1,1.0,context1.grapes.pict.nan.,0.1155703331761087,0.27777473539737285,0.0,1.0,1.0,True,context1.grapes.pict.warrior.,False,1.0,0.4944423147781609,0.3,0.3,3.0,1.059161355540765,0.9144186546417672
49,13130,120,orange.pict,nan,low,old,test,50,625,fake,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2125,404.577,context1,1.0,context1.orange.pict.nan.,0.11319675753824354,0.273903696125231,0.0,1.0,1.0,True,context1.orange.pict.morphine.,False,1.0,0.49173258728766167,0.3,0.3,3.0,1.0636661350805972,0.8921601943521558
51,13132,120,balloons.pict,nan,low,old,test,52,1309,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2809,409.13599999999997,context1,1.0,context1.balloons.pict.nan.,0.05255101754872929,0.1262900178034428,0.0,1.0,1.0,True,context1.balloons.pict.monkey.,False,1.0,0.49593025758517895,0.3,0.3,3.0,1.056696334059695,0.018168506663989708
57,13138,120,lemon.pict,nan,low,old,test,58,1106,fake,high,high,high,high,2.5,high3,rem,1.0,0.0,0.0,1.0,2606,427.47499999999997,context1,1.0,context1.lemon.pict.nan.,0.1120147799952589,0.27331438286211424,0.0,1.0,1.0,True,context1.lemon.pict.beverage.,False,1.0,0.49132006800347994,0.3,0.3,3.0,1.0643574660463742,0.879636778662443
58,13139,120,bottle2.pict,nan,low,old,test,59,641,fake,low,low,low,nan,-1.5,low2,rem,1.0,0.0,0.0,1.0,2141,430.08099999999996,context1,1.0,context1.bottle2.pict.nan.,0.10202982124409751,0.2507153805981589,0.0,1.0,1.0,True,context1.bottle2.pict.parcel.,False,1.0,0.48822905606052,0.3,0.3,3.0,1.069528359455061,0.7339177056213096
61,13142,120,sock.pict,nan,high,old,test,62,2242,fake,high,high,high,low,1.5,high2,fam,0.0,1.0,0.0,1.0,3742,438.53499999999997,context1,1.0,context1.sock.pict.nan.,0.11383007522741642,0.2768644402297767,0.0,1.0,1.0,True,context1.sock.pict.smile.,False,1.0,0.49380510816084366,0.3,0.3,3.0,1.0602181312587429,0.8984707636274867
62,13143,120,pumpkins.pict,nan,high,old,test,63,879,fake,low,low,high,high,-0.5,low1,rem,1.0,0.0,0.0,1.0,2379,442.277,context1,1.0,context1.pumpkins.pict.nan.,0.11074599808865049,0.27173474107383294,0.0,1.0,1.0,True,context1.pumpkins.pict.station.,False,1.0,0.49021431875168303,0.3,0.3,3.0,1.0662047632487563,0.8650905167840892
