,subject,group,condition,list,stim1,stim2,free_recall_acc,cued_recall_acc,cue_type,trial,cue_type_prioritem1,cue_type_prioritem2,cue_type_prioritem3,cue_type_prioritem4,cue_type_consec_value,cue_type_consec_lab,procedure,testtria,response,duration,extra,onset,epiname,epiA_cued_recall,epiA_free_recall,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,cued_recall_acc_pred,free_recall_acc_pred
56,14,b,control,contextc2,name,nan,0,0,tbr,57,tbr,tbr,tbr,tbr,2.5,tbr3,test,9,nan,3000,0,156.001,name.nan.contextc2.,0.849307145,0.885777068,0.382862442,0,1,0.988656856,TRUE,name.akademie.contextc2.,FALSE,1,0.568003709,0.3,0.3,3,0.793316789,0.371920918,0.205688814
58,14,b,control,contextc2,spiel,nan,0,0,tbr,59,tbf,tbf,tbf,tbf,-2.5,tbf3,test,11,nan,3000,0,162.001,spiel.nan.contextc2.,0.85690326,0.989555018,0.388888509,0,1,0.989775927,TRUE,spiel.gegensatz.contextc2.,FALSE,1,0.572221956,0.3,0.3,3,0.78782363,0.386350583,0.21445069
59,14,b,control,contextc2,zeichen,nan,0,0,tbr,60,tbr,tbr,nan,nan,1.5,tbr2,test,12,nan,3000,0,165.001,zeichen.nan.contextc2.,0.837418987,0.72705259,0.376111743,0,1,0.990192981,TRUE,zeichen.sache.contextc2.,FALSE,1,0.56327822,0.3,0.3,3,0.799503937,0.34970158,0.192706643
48,14,b,att,contextd1,richter,nan,0,0,tbr,49,tbr,tbr,tbr,tbf,2.5,tbr3,test,1,gesetz,3000,60000,132.001,richter.nan.contextd1.,0.785558214,0.150007499,0.29202698,0,1,0.896297382,TRUE,richter.konferenz.contextd1.,FALSE,1,0.548679505,0.3,0.3,3,0.824544488,0.259443735,0.149869386
49,14,b,att,contextd1,nation,nan,0,0,tbr,50,tbr,tbr,tbr,tbr,2.5,tbr3,test,2,abkommen,3000,0,135.001,nation.nan.contextd1.,0.707547878,0.026962794,0.21538954,0,1,0.951320101,TRUE,nation.auffassung.contextd1.,FALSE,1,0.52717515,0.3,0.3,3,0.850290918,0.150437654,0.141627467
50,14,b,att,contextd1,wagen,nan,0,0,tbr,51,tbr,tbf,tbf,tbr,0.5,tbr1,test,3,nan,3000,0,138.001,wagen.nan.contextd1.,0.887328509,1.666086999,0.405185628,0,1,0.970237783,TRUE,wagen.decke.contextd1.,FALSE,1,0.583629939,0.3,0.3,3,0.77366989,0.445541635,0.276623068
51,14,b,att,contextd1,zukunft,nan,0,0,tbr,52,tbf,tbf,tbr,tbr,-1.5,tbf2,test,4,nan,3000,0,141.001,zukunft.nan.contextd1.,0.892566368,1.799501853,0.409483065,0,1,0.978384792,TRUE,zukunft.hilfe.contextd1.,FALSE,1,0.586638146,0.3,0.3,3,0.769683879,0.455894781,0.28985001
52,14,b,att,contextd1,gefahr,nan,0,0,tbr,53,tbr,tbf,tbr,tbf,0.5,tbr1,test,5,nan,3000,0,144.001,gefahr.nan.contextd1.,0.868670033,1.224603553,0.393847699,0,1,0.982541684,TRUE,gefahr.zahn.contextd1.,FALSE,1,0.575693389,0.3,0.3,3,0.783455873,0.409009639,0.235078853
53,14,b,att,contextd1,schwester,nan,0,0,tbr,54,tbf,tbf,tbf,tbr,-2.5,tbf3,test,6,nan,3000,0,147.001,schwester.nan.contextd1.,0.916602796,2.615274763,0.427355741,0,1,0.984965832,TRUE,schwester.entwicklung.contextd1.,FALSE,1,0.599149019,0.3,0.3,3,0.754166391,0.503682034,0.376431585
54,14,b,att,contextd1,gesetz,nan,0,0,tbr,55,tbr,tbr,tbf,tbf,1.5,tbr2,test,7,richter,3000,0,150.001,gesetz.nan.contextd1.,0.795048285,0.214701975,0.315658421,0,1,0.98653437,TRUE,gesetz.fräulein.contextd1.,FALSE,1,0.585108038,0.3,0.3,3,0.771452925,0.275027263,0.154328665
55,14,b,att,contextd1,freiheit,nan,0,0,tbr,56,tbf,tbf,tbr,tbr,-1.5,tbf2,test,8,nan,3000,0,153.001,freiheit.nan.contextd1.,0.866224803,1.160466519,0.393847699,0,1,0.987633476,TRUE,freiheit.reihe.contextd1.,FALSE,1,0.575693389,0.3,0.3,3,0.783378237,0.404273062,0.22934383
56,14,b,att,contextd1,schreibtisch,nan,0,0,tbr,57,tbf,tbf,tbf,tbf,-2.5,tbf3,test,9,nan,3000,0,156.001,schreibtisch.nan.contextd1.,0.849307145,0.885777068,0.382862442,0,1,0.988451956,TRUE,schreibtisch.stelle.contextd1.,FALSE,1,0.568003709,0.3,0.3,3,0.793319187,0.371920918,0.205688814
57,14,b,att,contextd1,schlüssel,nan,0,0,tbr,58,tbr,tbf,tbf,tbr,0.5,tbr1,test,10,tür,3000,0,159.001,schlüssel.nan.contextd1.,0.850455676,0.780855461,0.376957351,0,1,0.989090632,TRUE,schlüssel.weg.contextd1.,FALSE,1,0.57947729,0.3,0.3,3,0.778529889,0.374091732,0.197050047
58,14,b,att,contextd1,soldat,nan,0,0,tbr,59,tbf,tbr,tbf,tbf,-0.5,tbf1,test,11,nan,3000,0,162.001,soldat.nan.contextd1.,0.848013887,0.860930376,0.382862442,0,1,0.989607466,TRUE,soldat.bericht.contextd1.,FALSE,1,0.568003709,0.3,0.3,3,0.793306226,0.369481428,0.203622993
59,14,b,att,contextd1,mutter,nan,0,0,tbr,60,tbr,tbr,tbr,tbr,2.5,tbr3,test,12,nan,3000,0,165.001,mutter.nan.contextd1.,0.678483219,0.017148649,0.20446254,0,1,0.990037891,TRUE,mutter.papier.contextd1.,FALSE,1,0.515650544,0.3,0.3,3,0.865800651,0.119064805,0.140983568
48,14,b,att,contextd2,schüler,nan,0,0,tbr,49,tbf,tbr,nan,nan,-0.5,tbf1,test,1,gruppe,3000,60000,132.001,schüler.nan.contextd2.,0.870565498,1.296843954,0.392148478,0,1,0.896199243,TRUE,schüler.leben.contextd2.,FALSE,1,0.574503934,0.3,0.3,3,0.790335848,0.412690485,0.241632231
49,14,b,att,contextd2,person,nan,0,0,tbr,50,tbr,tbr,tbr,tbr,2.5,tbr3,test,2,nan,3000,0,135.001,person.nan.contextd2.,0.852805594,0.750341259,0.367497908,0,1,0.951311525,TRUE,person.schule.contextd2.,FALSE,1,0.586638146,0.3,0.3,3,0.77065692,0.378545655,0.194579466
50,14,b,att,contextd2,falle,nan,0,1,tbr,51,tbf,tbf,tbr,tbr,-1.5,tbf2,test,3,heizung,3000,0,138.001,falle.nan.contextd2.,0.900358463,2.050999587,0.414098111,0,1,0.970261375,TRUE,falle.heizung.contextd2.,FALSE,1,0.589868677,0.3,0.3,3,0.7658768,0.471350091,0.315558913
51,14,b,att,contextd2,beutel,nan,0,0,tbr,52,tbr,tbf,tbf,tbf,0.5,tbr1,test,4,nan,3000,0,141.001,beutel.nan.contextd2.,0.87757533,1.418027983,0.399253271,0,1,0.978422287,TRUE,beutel.lenkrad.contextd2.,FALSE,1,0.57947729,0.3,0.3,3,0.778707071,0.426367407,0.252844756
52,14,b,att,contextd2,freibad,nan,0,0,tbr,53,tbr,tbr,tbr,tbf,2.5,tbr3,test,5,müll,3000,0,144.001,freibad.nan.contextd2.,0.879435468,1.451926166,0.401167632,0,1,0.982585856,TRUE,freibad.abfall.contextd2.,FALSE,1,0.580817343,0.3,0.3,3,0.776923571,0.430012367,0.256029496
53,14,b,att,contextd2,darstellung,nan,0,0,tbr,54,tbr,tbr,tbf,tbf,1.5,tbr2,test,6,meer,3000,0,147.001,darstellung.nan.contextd2.,0.873020477,1.304612482,0.397397256,0,1,0.985013338,TRUE,darstellung.fluss.contextd2.,FALSE,1,0.578178079,0.3,0.3,3,0.780237727,0.417469254,0.242342822
54,14,b,att,contextd2,urteil,nan,1,1,tbr,55,tbf,tbf,tbf,tbf,-2.5,tbf3,test,7,finger,3000,0,150.001,urteil.nan.contextd2.,0.864484159,1.134445675,0.392148478,0,1,0.986583469,TRUE,urteil.finger.contextd2.,FALSE,1,0.574503934,0.3,0.3,3,0.784919626,0.400909803,0.227039649
56,14,b,att,contextd2,minister,nan,0,0,tbr,57,tbf,tbf,tbr,tbf,-1.5,tbf2,test,9,nan,3000,0,156.001,minister.nan.contextd2.,0.895053343,1.825063249,0.414098111,0,1,0.988501665,TRUE,minister.rolle.contextd2.,FALSE,1,0.589868677,0.3,0.3,3,0.76549227,0.460821479,0.292417672
57,14,b,att,contextd2,winter,nan,0,1,tbr,58,tbr,tbf,tbf,tbr,0.5,tbr1,test,10,marke,3000,0,159.001,winter.nan.contextd2.,0.856155301,0.775581443,0.375899851,0,1,0.98913997,TRUE,winter.marke.contextd2.,FALSE,1,0.589868677,0.3,0.3,3,0.765484974,0.384922388,0.196621684
58,14,b,att,contextd2,laden,nan,1,1,tbr,59,tbr,tbf,tbf,tbr,0.5,tbr1,test,11,knopf,3000,0,162.001,laden.nan.contextd2.,0.834216681,0.54628028,0.361365264,0,1,0.989656189,TRUE,laden.knopf.contextd2.,FALSE,1,0.57947729,0.3,0.3,3,0.778523744,0.343799692,0.178546802
59,14,b,att,contextd2,lackierung,nan,0.5,0,tbr,60,tbf,tbr,tbr,tbf,-0.5,tbf1,test,12,nan,3000,0,165.001,lackierung.nan.contextd2.,0.874284247,1.296364995,0.401167632,0,1,0.990085841,TRUE,lackierung.marathon.contextd2.,FALSE,1,0.580817343,0.3,0.3,3,0.77681879,0.419934068,0.241588457
48,15,d,reh+att,contexta1,schaden,nan,0,0,tbr,49,tbf,tbf,tbf,tbr,-2.5,tbf3,test,1,nan,3000,60000,132.001,schaden.nan.contexta1.,0.886816786,1.677832155,0.40314382,0,1,0.89614888,TRUE,schaden.bein.contexta1.,FALSE,1,0.582200674,0.3,0.3,3,0.780532399,0.444532036,0.277775529
49,15,d,reh+att,contexta1,seele,nan,0,0,tbr,50,tbr,tbf,tbr,tbr,0.5,tbr1,test,2,nan,3000,0,135.001,seele.nan.contexta1.,0.886350197,1.241175637,0.388698157,0,1,0.951287046,TRUE,seele.presse.contexta1.,FALSE,1,0.605788061,0.3,0.3,3,0.747286664,0.443611798,0.236573476
50,15,d,reh+att,contexta1,anzahl,nan,0,0,tbr,51,tbr,tbf,tbf,tbf,0.5,tbr1,test,3,nan,3000,0,138.001,anzahl.nan.contexta1.,0.881428816,1.517015183,0.401167632,0,1,0.970245777,TRUE,anzahl.telefon.contexta1.,FALSE,1,0.580817343,0.3,0.3,3,0.777221135,0.433924975,0.262202779
51,15,d,reh+att,contexta1,kaiser,nan,0,0,tbr,52,tbf,tbr,tbr,tbf,-0.5,tbf1,test,4,nan,3000,0,141.001,kaiser.nan.contexta1.,0.91851706,2.727766012,0.427355741,0,1,0.978410528,TRUE,kaiser.tat.contexta1.,FALSE,1,0.599149019,0.3,0.3,3,0.754289126,0.507494618,0.389004228
53,15,d,reh+att,contexta1,hälfte,nan,0,0,tbr,54,tbr,tbf,tbf,tbr,0.5,tbr1,test,6,nan,3000,0,147.001,hälfte.nan.contexta1.,0.862521609,0.873376521,0.378095436,0,1,0.985004745,TRUE,hälfte.klettern.contexta1.,FALSE,1,0.591577175,0.3,0.3,3,0.763426185,0.39712658,0.204656248
54,15,d,reh+att,contexta1,partei,nan,1,1,tbr,55,tbf,tbr,tbr,tbf,-0.5,tbf1,test,7,herz,3000,0,150.001,partei.nan.contexta1.,0.872203219,1.281365595,0.397397256,0,1,0.986575666,TRUE,partei.herz.contexta1.,FALSE,1,0.578178079,0.3,0.3,3,0.780215035,0.415877021,0.240219797
55,15,d,reh+att,contexta1,gelegenheit,nan,0,0,tbr,56,tbr,tbr,tbf,tbr,1.5,tbr2,test,8,nan,3000,0,153.001,gelegenheit.nan.contexta1.,0.839237599,0.61008138,0.364333156,0,1,0.987675953,TRUE,gelegenheit.ordner.contexta1.,FALSE,1,0.57947729,0.3,0.3,3,0.778546692,0.35306966,0.183467709
56,15,d,reh+att,contexta1,behandlung,nan,0,0,tbr,57,tbf,tbf,tbr,tbf,-1.5,tbf2,test,9,nan,3000,0,156.001,behandlung.nan.contexta1.,0.885175638,1.559394143,0.407297198,0,1,0.988494888,TRUE,behandlung.schrift.contexta1.,FALSE,1,0.585108038,0.3,0.3,3,0.771427898,0.441296609,0.266262756
57,15,d,reh+att,contexta1,wesen,nan,0,0,tbr,58,tbr,tbf,tbr,tbr,0.5,tbr1,test,10,nan,3000,0,159.001,wesen.nan.contexta1.,0.864831394,1.125432169,0.393847699,0,1,0.989133559,TRUE,wesen.durchführung.contexta1.,FALSE,1,0.575693389,0.3,0.3,3,0.78336042,0.401580151,0.226244544
58,15,d,reh+att,contexta1,stunde,nan,0,0,tbr,59,tbf,tbr,tbr,tbr,-0.5,tbf1,test,11,nan,3000,0,162.001,stunde.nan.contexta1.,0.869390605,1.204481104,0.397397256,0,1,0.989650088,TRUE,stunde.polizei.contexta1.,FALSE,1,0.578178079,0.3,0.3,3,0.780177669,0.410408007,0.233271059
59,15,d,reh+att,contexta1,arzt,nan,0,0,tbr,60,tbf,tbf,tbf,tbr,-2.5,tbf3,test,12,nan,3000,0,165.001,arzt.nan.contexta1.,0.841285023,0.772157336,0.378718263,0,1,0.990080009,TRUE,arzt.klasse.contexta1.,FALSE,1,0.565102784,0.3,0.3,3,0.797101737,0.35687531,0.196343876
48,15,d,reh+att,contexta2,staat,nan,0,1,tbr,49,tbr,tbf,tbf,tbf,0.5,tbr1,test,1,regierung,3000,60000,132.001,staat.nan.contexta2.,0.881080556,1.531705977,0.399253271,0,1,0.894571859,TRUE,staat.regierung.contexta2.,FALSE,1,0.57947729,0.3,0.3,3,0.784151359,0.43324092,0.263606582
49,15,d,reh+att,contexta2,kenntnis,nan,0,0,tbr,50,tbf,tbr,tbf,tbr,-0.5,tbf1,test,2,nan,3000,0,135.001,kenntnis.nan.contexta2.,0.929717044,3.312883403,0.433524813,0,1,0.950601176,TRUE,kenntnis.wase.contexta2.,FALSE,1,0.603467369,0.3,0.3,3,0.750094466,0.529776317,0.455997546
50,15,d,reh+att,contexta2,haltung,nan,0,0,tbr,51,tbr,tbr,tbr,tbf,2.5,tbr3,test,3,nan,3000,0,138.001,haltung.nan.contexta2.,0.878612255,1.450748346,0.399253271,0,1,0.969869809,TRUE,haltung.ball.contexta2.,FALSE,1,0.57947729,0.3,0.3,3,0.778933151,0.428398518,0.25591849
51,15,d,reh+att,contexta2,geist,nan,0,0,tbr,52,tbf,tbr,tbr,tbr,-0.5,tbf1,test,4,nan,3000,0,141.001,geist.nan.contexta2.,0.906106366,2.178494133,0.417460118,0,1,0.97816944,TRUE,geist.lage.contexta2.,FALSE,1,0.595204162,0.3,0.3,3,0.759097444,0.48277987,0.328952191
52,15,d,reh+att,contexta2,grund,nan,0,0,tbr,53,tbf,tbf,tbr,tbr,-1.5,tbf2,test,5,nan,3000,0,144.001,grund.nan.contexta2.,0.879435468,1.451926166,0.401167632,0,1,0.982404317,TRUE,grund.urkunde.contexta2.,FALSE,1,0.580817343,0.3,0.3,3,0.77692682,0.430012367,0.256029496
53,15,d,reh+att,contexta2,wissenschaft,nan,0,0,tbr,54,tbr,tbr,tbf,tbf,1.5,tbr2,test,6,nan,3000,0,147.001,wissenschaft.nan.contexta2.,0.865294211,1.154844002,0.392148478,0,1,0.984873475,TRUE,wissenschaft.tasse.contexta2.,FALSE,1,0.574503934,0.3,0.3,3,0.784944579,0.402474081,0.228844841
54,15,d,reh+att,contexta2,entscheidung,nan,0,0,tbr,55,tbr,tbf,tbf,tbr,0.5,tbr1,test,7,nan,3000,0,150.001,entscheidung.nan.contexta2.,0.837892191,0.592288225,0.362219416,0,1,0.986470458,TRUE,entscheidung.tüte.contexta2.,FALSE,1,0.57947729,0.3,0.3,3,0.778562625,0.350576832,0.182086916
56,15,d,reh+att,contexta2,richtung,nan,0,0,tbr,57,tbf,tbf,tbr,tbr,-1.5,tbf2,test,9,nan,3000,0,156.001,richtung.nan.contexta2.,0.876234607,1.353199937,0.401167632,0,1,0.988420888,TRUE,richtung.maß.contexta2.,FALSE,1,0.580817343,0.3,0.3,3,0.776837084,0.423744123,0.246812716
57,15,d,reh+att,contexta2,druck,nan,0,0,tbr,58,tbr,tbf,tbf,tbr,0.5,tbr1,test,10,nan,3000,0,159.001,druck.nan.contexta2.,0.837712844,0.579837918,0.363331022,0,1,0.989069587,TRUE,druck.topf.contexta2.,FALSE,1,0.580817343,0.3,0.3,3,0.776829619,0.350245014,0.181124615
58,15,d,reh+att,contexta2,dame,nan,0,0,tbr,59,tbr,tbr,tbf,tbf,1.5,tbr2,test,11,nan,3000,0,162.001,dame.nan.contexta2.,0.780282505,0.163904043,0.306549655,0,1,0.989593994,TRUE,dame.verfügung.contexta2.,FALSE,1,0.574916602,0.3,0.3,3,0.784352513,0.250982138,0.150819929
59,15,d,reh+att,contexta2,größe,nan,0,0,tbr,60,tbf,tbf,tbf,tbf,-2.5,tbf3,test,12,nan,3000,0,165.001,größe.nan.contexta2.,0.84328265,0.796583318,0.380067047,0,1,0.99003026,TRUE,größe.beschreibung.contexta2.,FALSE,1,0.566046933,0.3,0.3,3,0.795862549,0.360602183,0.198330833
48,15,d,reh,contextb1,erfahrung,nan,0,0,tbr,49,tbf,tbf,tbf,tbf,-2.5,tbf3,test,1,nan,3000,60000,132.001,erfahrung.nan.contextb1.,0.935891517,3.691260718,0.436840088,0,1,0.896520033,TRUE,erfahrung.sand.contextb1.,FALSE,1,0.605788061,0.3,0.3,3,0.751547802,0.542024763,0.500124509
49,15,d,reh,contextb1,natur,nan,0,0,tbr,50,tbr,tbr,tbr,tbr,2.5,tbr3,test,2,nan,3000,0,135.001,natur.nan.contextb1.,0.85639767,0.920000916,0.377629151,0,1,0.951461891,TRUE,natur.blick.contextb1.,FALSE,1,0.576917468,0.3,0.3,3,0.782936925,0.38538501,0.208554552
50,15,d,reh,contextb1,tanne,nan,0,0,tbr,51,tbf,tbr,tbf,tbf,-0.5,tbf1,test,3,nan,3000,0,138.001,tanne.nan.contextb1.,0.90391347,2.171096681,0.416538821,0,1,0.970352943,TRUE,tanne.geige.contextb1.,FALSE,1,0.591577175,0.3,0.3,3,0.763760573,0.478417086,0.328168842
51,15,d,reh,contextb1,wort,nan,0,0,tbr,52,tbr,tbr,tbr,tbr,2.5,tbr3,test,4,nan,3000,0,141.001,wort.nan.contextb1.,0.864658813,1.156307192,0.390496195,0,1,0.978488351,TRUE,wort.anwendung.contextb1.,FALSE,1,0.573347336,0.3,0.3,3,0.786553628,0.401246941,0.228974638
52,15,d,reh,contextb1,organisation,nan,0,0,tbr,53,tbf,tbf,tbr,tbr,-1.5,tbf2,test,5,nan,3000,0,144.001,organisation.nan.contextb1.,0.871246776,1.275450836,0.395596382,0,1,0.982638748,TRUE,organisation.statue.contextb1.,FALSE,1,0.576917468,0.3,0.3,3,0.781886596,0.41401537,0.239681253
53,15,d,reh,contextb1,kirche,nan,0,0,tbr,54,tbr,nan,nan,nan,0.5,tbr1,test,6,raum,3000,0,147.001,kirche.nan.contextb1.,0.851554771,0.93067775,0.382862442,0,1,0.985058417,TRUE,kirche.zimmer.contextb1.,FALSE,1,0.568003709,0.3,0.3,3,0.793365142,0.376172854,0.209453373
54,15,d,reh,contextb1,kreis,nan,0,1,tbr,55,tbf,tbr,tbf,tbf,-0.5,tbf1,test,7,erkenntnis,3000,0,150.001,kreis.nan.contextb1.,0.869557956,1.228932224,0.395596382,0,1,0.986623386,TRUE,kreis.erkenntnis.contextb1.,FALSE,1,0.576917468,0.3,0.3,3,0.781823981,0.410732939,0.235468749
55,15,d,reh,contextb1,tür,nan,0,0,tbr,56,tbf,tbf,tbf,tbr,-2.5,tbf3,test,8,nan,3000,0,153.001,tür.nan.contextb1.,0.87696006,1.374970229,0.401167632,0,1,0.987719394,TRUE,tür.theorie.contextb1.,FALSE,1,0.580817343,0.3,0.3,3,0.77684564,0.425163146,0.248829741
57,15,d,reh,contextb1,antrag,nan,0,0,tbr,58,tbr,tbr,tbr,nan,2.5,tbr3,test,10,nan,3000,0,159.001,antrag.nan.contextb1.,0.844503129,0.818261747,0.380067047,0,1,0.989171104,TRUE,antrag.sport.contextb1.,FALSE,1,0.566046933,0.3,0.3,3,0.795871684,0.36288573,0.200104412
58,15,d,reh,contextb1,feind,nan,0,0,tbr,59,tbr,tbr,nan,nan,1.5,tbr2,test,11,nan,3000,0,162.001,feind.nan.contextb1.,0.839922725,0.758824466,0.377400252,0,1,0.989685454,TRUE,feind.bewusstsein.contextb1.,FALSE,1,0.564180177,0.3,0.3,3,0.798319831,0.354341526,0.195264409
59,15,d,reh,contextb1,kopf,nan,0,0,tbr,60,tbr,tbf,tbf,tbf,0.5,tbr1,test,12,nan,3000,0,165.001,kopf.nan.contextb1.,0.859970279,0.878443154,0.383075294,0,1,0.990113515,TRUE,kopf.leitung.contextb1.,FALSE,1,0.586638146,0.3,0.3,3,0.769494995,0.392222846,0.205077762
48,15,d,reh,contextb2,zustand,nan,0,0,tbr,49,tbr,tbr,tbf,tbr,1.5,tbr2,test,1,nan,3000,60000,132.001,zustand.nan.contextb2.,0.814687157,0.291536891,0.322405525,0,1,0.899316941,TRUE,zustand.schnee.contextb2.,FALSE,1,0.586306043,0.3,0.3,3,0.775042416,0.30867002,0.159737609
49,15,d,reh,contextb2,rat,nan,1,1,tbr,50,tbr,tbf,tbr,tbf,0.5,tbr1,test,2,stein,3000,0,135.001,rat.nan.contextb2.,0.859890573,0.82425831,0.371332703,0,1,0.952667529,TRUE,rat.stein.contextb2.,FALSE,1,0.591577175,0.3,0.3,3,0.764456562,0.392069919,0.200596687
50,15,d,reh,contextb2,ausdruck,nan,1,1,tbr,51,tbf,tbr,tbf,tbf,-0.5,tbf1,test,3,bruder,3000,0,138.001,ausdruck.nan.contextb2.,0.928501911,3.225493626,0.433524813,0,1,0.971004948,TRUE,ausdruck.bruder.contextb2.,FALSE,1,0.603467369,0.3,0.3,3,0.749276746,0.527362137,0.44586295
51,15,d,reh,contextb2,hand,nan,0,0,tbr,52,tbf,tbr,tbf,tbf,-0.5,tbf1,test,4,nan,3000,0,141.001,hand.nan.contextb2.,0.886281347,1.628143147,0.405185628,0,1,0.978899475,TRUE,hand.planet.contextb2.,FALSE,1,0.583629939,0.3,0.3,3,0.773444666,0.443476033,0.272916025
52,15,d,reh,contextb2,stamm,nan,0,0,tbr,53,tbf,tbf,tbf,tbr,-2.5,tbf3,test,5,nan,3000,0,144.001,stamm.nan.contextb2.,0.90938112,2.341234759,0.421720232,0,1,0.98292625,TRUE,stamm.garten.contextb2.,FALSE,1,0.595204162,0.3,0.3,3,0.759002836,0.489298701,0.346370431
53,15,d,reh,contextb2,ozean,nan,0,0,tbr,54,tbr,nan,nan,nan,0.5,tbr1,test,6,nan,3000,0,147.001,ozean.nan.contextb2.,0.851554771,0.93067775,0.382862442,0,1,0.985273915,TRUE,ozean.lehne.contextb2.,FALSE,1,0.568003709,0.3,0.3,3,0.793361874,0.376172854,0.209453373
54,15,d,reh,contextb2,kind,nan,0,0,tbr,55,tbr,tbf,tbf,tbf,0.5,tbr1,test,7,nan,3000,0,150.001,kind.nan.contextb2.,0.859675615,1.051788341,0.388888509,0,1,0.986792737,TRUE,kind.gericht.contextb2.,FALSE,1,0.572221956,0.3,0.3,3,0.787859364,0.391657578,0.219807472
55,15,d,reh,contextb2,tatsache,nan,0,0,tbr,56,tbr,tbf,tbr,tbf,0.5,tbr1,test,8,nan,3000,0,153.001,tatsache.nan.contextb2.,0.861134948,0.809986796,0.376033219,0,1,0.987856981,TRUE,tatsache.schläger.contextb2.,FALSE,1,0.595204162,0.3,0.3,3,0.758929189,0.394459302,0.19942629
57,15,d,reh,contextb2,gegenstand,nan,0,0,tbr,58,tbf,tbf,tbf,tbr,-2.5,tbf3,test,10,nan,3000,0,159.001,gegenstand.nan.contextb2.,0.859905816,1.041503706,0.390496195,0,1,0.989268204,TRUE,gegenstand.pferd.contextb2.,FALSE,1,0.573347336,0.3,0.3,3,0.786375937,0.392099163,0.218916953
58,15,d,reh,contextb2,kritik,nan,0,0,tbr,59,tbf,tbr,tbf,tbr,-0.5,tbf1,test,11,nan,3000,0,162.001,kritik.nan.contextb2.,0.866753838,1.15540979,0.395596382,0,1,0.989768968,TRUE,kritik.buch.contextb2.,FALSE,1,0.576917468,0.3,0.3,3,0.781786018,0.405296676,0.228895026
59,15,d,reh,contextb2,kosten,nan,0,0,tbr,60,tbf,tbf,tbf,tbr,-2.5,tbf3,test,12,nan,3000,0,165.001,kosten.nan.contextb2.,0.84328265,0.796583318,0.380067047,0,1,0.990186177,TRUE,kosten.jahr.contextb2.,FALSE,1,0.566046933,0.3,0.3,3,0.795860972,0.360602183,0.198330833
48,15,d,control,contextc1,wohnung,nan,0,0,tbr,49,tbf,tbr,tbr,tbr,-0.5,tbf1,test,1,nan,3000,60000,132.001,wohnung.nan.contextc1.,0.886816786,1.677832155,0.40314382,0,1,0.893984138,TRUE,wohnung.stadt.contextc1.,FALSE,1,0.582200674,0.3,0.3,3,0.780764652,0.444532036,0.277775529
49,15,d,control,contextc1,kacheln,nan,0,0,tbr,50,tbf,tbf,tbr,tbr,-1.5,tbf2,test,2,nan,3000,0,135.001,kacheln.nan.contextc1.,0.898104515,1.992448695,0.411748209,0,1,0.950337748,TRUE,kacheln.scheibe.contextc1.,FALSE,1,0.588223747,0.3,0.3,3,0.768728684,0.466873998,0.309487044
50,15,d,control,contextc1,hoffnung,nan,0,0,tbr,51,tbr,tbf,tbf,tbr,0.5,tbr1,test,3,nan,3000,0,138.001,hoffnung.nan.contextc1.,0.870639079,1.278817953,0.393847699,0,1,0.969718861,TRUE,hoffnung.bedingung.contextc1.,FALSE,1,0.575693389,0.3,0.3,3,0.783768822,0.412833532,0.239987751
51,15,d,control,contextc1,rücken,nan,0,1,tbr,52,tbr,tbf,tbr,tbr,0.5,tbr1,test,4,angst,3000,0,141.001,rücken.nan.contextc1.,0.856700963,0.76840162,0.370392926,0,1,0.97806742,TRUE,rücken.angst.contextc1.,FALSE,1,0.591577175,0.3,0.3,3,0.763557151,0.385964153,0.196039437
52,15,d,control,contextc1,krieg,nan,0,0,tbr,53,tbr,tbr,tbf,tbf,1.5,tbr2,test,5,nan,3000,0,144.001,krieg.nan.contextc1.,0.86616316,1.177133388,0.392148478,0,1,0.982327513,TRUE,krieg.foto.contextc1.,FALSE,1,0.574503934,0.3,0.3,3,0.784987268,0.404153833,0.230826565
53,15,d,control,contextc1,land,nan,0.5,0,tbr,54,tbf,tbr,tbr,tbf,-0.5,tbf1,test,6,nan,3000,0,147.001,land.nan.contextc1.,0.890705795,1.72733067,0.409483065,0,1,0.984811503,TRUE,land.gegenwart.contextc1.,FALSE,1,0.586638146,0.3,0.3,3,0.769562961,0.452213372,0.282658034
54,15,d,control,contextc1,spiel,nan,0,0,tbr,55,tbr,tbf,tbf,tbr,0.5,tbr1,test,7,nan,3000,0,150.001,spiel.nan.contextc1.,0.84156603,0.620013482,0.364087454,0,1,0.986418138,TRUE,spiel.gegensatz.contextc1.,FALSE,1,0.582200674,0.3,0.3,3,0.775113113,0.357398756,0.184241296
55,15,d,control,contextc1,zeichen,nan,0,0,tbr,56,tbf,nan,nan,nan,-0.5,tbf1,test,8,nan,3000,0,153.001,zeichen.nan.contextc1.,0.845863866,0.843127736,0.380067047,0,1,0.987543238,TRUE,zeichen.sache.contextc1.,FALSE,1,0.566046933,0.3,0.3,3,0.795891062,0.365437459,0.202150471
