,subject,group,condition,list,stim1,stim2,free_recall_acc,cued_recall_acc,cue_type,trial,cue_type_prioritem1,cue_type_prioritem2,cue_type_prioritem3,cue_type_prioritem4,cue_type_consec_value,cue_type_consec_lab,procedure,testtria,response,duration,extra,onset,epiname,epiA_cued_recall,epiA_free_recall,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,cued_recall_acc_pred,free_recall_acc_pred
59,11,c,control,contexta2,jahrhundert,nan,0,1,tbr,60,tbr,tbr,tbf,nan,1.5,tbr2,test,12,stern,3000,0,165.001,jahrhundert.nan.contexta2.,0.839331057,0.749011087,0.377400252,0,1,0.990133751,TRUE,jahrhundert.stern.contexta2.,FALSE,1,0.564180177,0.3,0.3,3,0.798315206,0.35324306,0.194472199
48,11,c,reh+att,contextb1,monat,nan,0,0,tbr,49,tbr,tbf,tbr,tbf,0.5,tbr1,test,1,nan,3000,60000,132.001,monat.nan.contextb1.,0.889821177,1.760004662,0.405185628,0,1,0.895589441,TRUE,monat.mitarbeiter.contextb1.,FALSE,1,0.583629939,0.3,0.3,3,0.778790204,0.45046445,0.285903416
49,11,c,reh+att,contextb1,kultur,nan,0,0,tbr,50,tbf,tbr,tbr,tbr,-0.5,tbf1,test,2,bräuche,3000,0,135.001,kultur.nan.contextb1.,0.894790751,1.889753293,0.409483065,0,1,0.95103055,TRUE,kultur.bedeutung.contextb1.,FALSE,1,0.586638146,0.3,0.3,3,0.770670947,0.460300985,0.298962626
50,11,c,reh+att,contextb1,jugend,nan,0,0,tbr,51,tbr,tbf,tbf,tbr,0.5,tbr1,test,3,nan,3000,0,138.001,jugend.nan.contextb1.,0.865422934,0.930940995,0.378048285,0,1,0.970094137,TRUE,jugend.general.contextb1.,FALSE,1,0.591577175,0.3,0.3,3,0.763768452,0.402722802,0.209475563
51,11,c,reh+att,contextb1,bereich,nan,1,1,tbr,52,tbf,tbr,tbr,tbf,-0.5,tbf1,test,4,berg,3000,0,141.001,bereich.nan.contextb1.,0.91851706,2.727766012,0.427355741,0,1,0.978304482,TRUE,bereich.berg.contextb1.,FALSE,1,0.599149019,0.3,0.3,3,0.754291472,0.507494618,0.389004228
52,11,c,reh+att,contextb1,wasser,nan,0,1,tbr,53,tbf,tbr,tbf,tbf,-0.5,tbf1,test,5,brief,3000,0,144.001,wasser.nan.contextb1.,0.871246776,1.275450836,0.395596382,0,1,0.982493589,TRUE,wasser.brief.contextb1.,FALSE,1,0.576917468,0.3,0.3,3,0.781889183,0.41401537,0.239681253
53,11,c,reh+att,contextb1,zeit,nan,0,0,tbr,54,tbr,tbr,tbf,tbr,1.5,tbr2,test,6,nan,3000,0,147.001,zeit.nan.contextb1.,0.873020477,1.304612482,0.397397256,0,1,0.984936189,TRUE,zeit.ventil.contextb1.,FALSE,1,0.578178079,0.3,0.3,3,0.780238912,0.417469254,0.242342822
54,11,c,reh+att,contextb1,schädel,nan,0,1,tbr,55,tbf,tbf,tbr,tbf,-1.5,tbf2,test,7,millionen,3000,0,150.001,schädel.nan.contextb1.,0.883605909,1.535077033,0.405185628,0,1,0.986516263,TRUE,schädel.million.contextb1.,FALSE,1,0.583629939,0.3,0.3,3,0.773309998,0.43820564,0.263929249
55,11,c,reh+att,contextb1,bauer,nan,0,0,tbr,56,tbf,nan,nan,nan,-0.5,tbf1,test,8,nan,3000,0,153.001,bauer.nan.contextb1.,0.845863866,0.843127736,0.380067047,0,1,0.987623056,TRUE,bauer.versuch.contextb1.,FALSE,1,0.566046933,0.3,0.3,3,0.795890049,0.365437459,0.202150471
56,11,c,reh+att,contextb1,theater,nan,1,1,tbr,57,tbr,tbf,tbr,tbr,0.5,tbr1,test,9,zeitung,3000,0,156.001,theater.nan.contextb1.,0.85207926,0.694113205,0.370030533,0,1,0.988446899,TRUE,theater.zeitung.contextb1.,FALSE,1,0.591577175,0.3,0.3,3,0.763379468,0.377167241,0.190076614
57,11,c,reh+att,contextb1,inhalt,nan,0,0,tbr,58,tbf,tbf,tbf,tbf,-2.5,tbf3,test,10,nan,3000,0,159.001,inhalt.nan.contextb1.,0.850786455,0.902696962,0.384312035,0,1,0.989089443,TRUE,inhalt.zweck.contextb1.,FALSE,1,0.569018425,0.3,0.3,3,0.791988523,0.374717674,0.207102672
58,11,c,reh+att,contextb1,geschichte,nan,0,0,tbr,59,tbr,tbf,tbr,tbr,0.5,tbr1,test,11,nan,3000,0,162.001,geschichte.nan.contextb1.,0.835963529,0.538185606,0.360392459,0,1,0.989609135,TRUE,geschichte.ergebnis.contextb1.,FALSE,1,0.583629939,0.3,0.3,3,0.773272249,0.347014547,0.177928466
59,11,c,reh+att,contextb1,mädchen,nan,1,1,tbr,60,tbf,tbr,tbr,tbf,-0.5,tbf1,test,12,ding,3000,0,165.001,mädchen.nan.contextb1.,0.874284247,1.296364995,0.401167632,0,1,0.990041708,TRUE,mädchen.ding.contextb1.,FALSE,1,0.580817343,0.3,0.3,3,0.776819238,0.419934068,0.241588457
48,11,c,reh+att,contextb2,raum,nan,0,0,tbr,49,tbf,tbr,tbf,tbf,-0.5,tbf1,test,1,nan,3000,60000,132.001,raum.nan.contextb2.,0.875674859,1.405956077,0.395596382,0,1,0.897378934,TRUE,raum.berliner.contextb2.,FALSE,1,0.576917468,0.3,0.3,3,0.787116259,0.422649903,0.251715655
49,11,c,reh+att,contextb2,idee,nan,1,1,tbr,50,tbf,tbr,tbf,tbf,-0.5,tbf1,test,2,morgen,3000,0,135.001,idee.nan.contextb2.,0.939506932,3.882903155,0.440328982,0,1,0.951800447,TRUE,idee.morgen.contextb2.,FALSE,1,0.608230288,0.3,0.3,3,0.744360023,0.549179017,0.522507583
50,11,c,reh+att,contextb2,werk,nan,0,0,tbr,51,tbr,tbr,tbf,tbr,1.5,tbr2,test,3,nan,3000,0,138.001,werk.nan.contextb2.,0.884332491,1.588592001,0.40314382,0,1,0.970509434,TRUE,werk.aufgabe.contextb2.,FALSE,1,0.582200674,0.3,0.3,3,0.775463418,0.439635904,0.269078358
51,11,c,reh+att,contextb2,mitte,nan,1,1,tbr,52,tbr,tbr,tbr,tbf,2.5,tbr3,test,4,stift,3000,0,141.001,mitte.nan.contextb2.,0.705650164,0.028879267,0.221526427,0,1,0.978565646,TRUE,mitte.stift.contextb2.,FALSE,1,0.520294409,0.3,0.3,3,0.85921912,0.14823501,0.141753437
52,11,c,reh+att,contextb2,chef,nan,1,1,tbr,53,tbf,tbr,tbf,tbr,-0.5,tbf1,test,5,acker,3000,0,144.001,chef.nan.contextb2.,0.86616316,1.177133388,0.392148478,0,1,0.982675779,TRUE,chef.acker.contextb2.,FALSE,1,0.574503934,0.3,0.3,3,0.784981038,0.404153833,0.230826565
53,11,c,reh+att,contextb2,industrie,nan,0,0,tbr,54,tbr,tbf,tbr,tbf,0.5,tbr1,test,6,nan,3000,0,147.001,industrie.nan.contextb2.,0.870372745,1.251159893,0.395596382,0,1,0.985072483,TRUE,industrie.artikel.contextb2.,FALSE,1,0.576917468,0.3,0.3,3,0.781846422,0.412315817,0.237476466
54,11,c,reh+att,contextb2,haus,nan,1,1,tbr,55,tbf,tbf,nan,nan,-1.5,tbf2,test,7,system,3000,0,150.001,haus.nan.contextb2.,0.850757549,0.91449701,0.382862442,0,1,0.986623218,TRUE,haus.system.contextb2.,FALSE,1,0.568003709,0.3,0.3,3,0.793342489,0.374662962,0.2080921
55,11,c,reh+att,contextb2,arme,nan,1,1,tbr,56,tbr,tbf,tbr,tbr,0.5,tbr1,test,8,glück,3000,0,153.001,arme.nan.contextb2.,0.830743541,0.506094334,0.355839098,0,1,0.987709874,TRUE,arme.glück.contextb2.,FALSE,1,0.57947729,0.3,0.3,3,0.778546265,0.337441447,0.175490388
56,11,c,reh+att,contextb2,zahl,nan,0,0,tbr,57,tbf,tbr,tbr,tbr,-0.5,tbf1,test,9,nan,3000,0,156.001,zahl.nan.contextb2.,0.868075592,1.189500742,0.395596382,0,1,0.988519141,TRUE,zahl.verhalten.contextb2.,FALSE,1,0.576917468,0.3,0.3,3,0.78179989,0.407856915,0.231930254
57,11,c,reh+att,contextb2,vorschlag,nan,0,0,tbr,58,tbf,tbf,tbf,tbf,-2.5,tbf3,test,10,nan,3000,0,159.001,vorschlag.nan.contextb2.,0.890948186,1.702206155,0.411748209,0,1,0.989150701,TRUE,vorschlag.poster.contextb2.,FALSE,1,0.588223747,0.3,0.3,3,0.767528005,0.452692752,0.280174615
58,11,c,reh+att,contextb2,prinzip,nan,0,0,tbr,59,tbf,tbr,tbf,tbr,-0.5,tbf1,test,11,nan,3000,0,162.001,prinzip.nan.contextb2.,0.85234965,0.921366192,0.385798383,0,1,0.989661852,TRUE,prinzip.zaun.contextb2.,FALSE,1,0.570058868,0.3,0.3,3,0.790628638,0.377680197,0.20866936
59,11,c,reh+att,contextb2,funktion,nan,0.5,0,tbr,60,tbr,tbr,tbf,tbr,1.5,tbr2,test,12,nan,3000,0,165.001,funktion.nan.contextb2.,0.770647325,0.141722775,0.300913413,0,1,0.990087622,TRUE,funktion.dorf.contextb2.,FALSE,1,0.567347969,0.3,0.3,3,0.794158084,0.235913469,0.149304605
48,11,c,att,contextc1,interesse,nan,0,0,tbr,49,tbf,nan,nan,nan,-0.5,tbf1,test,1,nan,3000,60000,132.001,interesse.nan.contextc1.,0.868112637,1.247592391,0.390496195,0,1,0.893157391,TRUE,interesse.schere.contextc1.,FALSE,1,0.573347336,0.3,0.3,3,0.792152867,0.407928729,0.237153599
49,11,c,att,contextc1,produktion,nan,0,0,tbr,50,tbr,tbr,tbr,tbr,2.5,tbr3,test,2,nan,3000,0,135.001,produktion.nan.contextc1.,0.845233793,0.647638117,0.360942746,0,1,0.949977079,TRUE,produktion.platz.contextc1.,FALSE,1,0.585108038,0.3,0.3,3,0.772639463,0.364255164,0.186403564
50,11,c,att,contextc1,denken,nan,0,0,tbr,51,tbr,tbr,tbf,tbf,1.5,tbr2,test,3,nan,3000,0,138.001,denken.nan.contextc1.,0.881428816,1.517015183,0.401167632,0,1,0.969520209,TRUE,denken.park.contextc1.,FALSE,1,0.580817343,0.3,0.3,3,0.777243478,0.433924975,0.262202779
51,11,c,att,contextc1,küche,nan,1,1,tbr,52,tbf,tbf,tbf,tbr,-2.5,tbf3,test,4,gespräch,3000,0,141.001,küche.nan.contextc1.,0.91036648,2.392541959,0.421720232,0,1,0.977939263,TRUE,küche.gespräch.contextc1.,FALSE,1,0.595204162,0.3,0.3,3,0.759102609,0.491260829,0.351932136
52,11,c,att,contextc1,schauspieler,nan,0,1,tbr,53,tbr,tbf,tbf,tbf,0.5,tbr1,test,5,frau,3000,0,144.001,schauspieler.nan.contextc1.,0.876591108,1.138029422,0.388930219,0,1,0.982235587,TRUE,schauspieler.frau.contextc1.,FALSE,1,0.595204162,0.3,0.3,3,0.759015137,0.424441335,0.227356217
53,11,c,att,contextc1,mönch,nan,0,0,tbr,54,tbr,tbr,tbf,tbf,1.5,tbr2,test,6,nan,3000,0,147.001,mönch.nan.contextc1.,0.809154355,0.258125244,0.322405525,0,1,0.984740747,TRUE,mönch.minute.contextc1.,FALSE,1,0.591857123,0.3,0.3,3,0.763084792,0.299010552,0.157370471
54,11,c,att,contextc1,ansicht,nan,0,0,tbr,55,tbf,tbr,tbr,tbr,-0.5,tbf1,test,7,nan,3000,0,150.001,ansicht.nan.contextc1.,0.877730844,1.398484741,0.401167632,0,1,0.986361017,TRUE,ansicht.fisch.contextc1.,FALSE,1,0.580817343,0.3,0.3,3,0.77686364,0.426671902,0.251018187
55,11,c,att,contextc1,handel,nan,0,0,tbr,56,tbf,tbf,tbf,tbr,-2.5,tbf3,test,8,nan,3000,0,153.001,handel.nan.contextc1.,0.858920628,1.034462719,0.388888509,0,1,0.987495563,TRUE,handel.gewalt.contextc1.,FALSE,1,0.572221956,0.3,0.3,3,0.787850126,0.390210295,0.218308491
56,11,c,att,contextc1,mitglied,nan,0,1,tbr,57,tbf,tbr,tbf,tbr,-0.5,tbf1,test,9,halle,3000,0,156.001,mitglied.nan.contextc1.,0.876234607,1.353199937,0.401167632,0,1,0.988339628,TRUE,mitglied.halle.contextc1.,FALSE,1,0.580817343,0.3,0.3,3,0.776838049,0.423744123,0.246812716
57,11,c,att,contextc1,gitter,nan,0,0,tbr,58,tbr,tbf,tbf,tbf,0.5,tbr1,test,10,schnur,3000,0,159.001,gitter.nan.contextc1.,0.855231909,0.967812285,0.387323246,0,1,0.988997518,TRUE,gitter.schlauch.contextc1.,FALSE,1,0.571126272,0.3,0.3,3,0.789250542,0.383161363,0.212597212
58,11,c,att,contextc1,form,nan,0,0,tbr,59,tbf,tbr,tbf,nan,-0.5,tbf1,test,11,seil,3000,0,162.001,form.nan.contextc1.,0.841878066,0.782297651,0.378718263,0,1,0.989529223,TRUE,form.nagel.contextc1.,FALSE,1,0.565102784,0.3,0.3,3,0.797107479,0.357980316,0.197167281
59,11,c,att,contextc1,kommission,nan,0,0,tbr,60,tbr,tbr,tbr,tbf,2.5,tbr3,test,12,nan,3000,0,165.001,kommission.nan.contextc1.,0.853995956,0.941851083,0.387323246,0,1,0.989971438,TRUE,kommission.seil.contextc1.,FALSE,1,0.571126272,0.3,0.3,3,0.789240071,0.380808025,0.210396427
48,11,c,att,contextc2,klausur,nan,1,1,tbr,49,tbf,tbf,tbf,tbf,-2.5,tbf3,test,1,bauch,3000,60000,132.001,klausur.nan.contextc2.,0.935891517,3.691260718,0.436840088,0,1,0.898090365,TRUE,klausur.bauch.contextc2.,FALSE,1,0.605788061,0.3,0.3,3,0.751382917,0.542024763,0.500124509
49,11,c,att,contextc2,wahrheit,nan,0,0,tbr,50,tbf,tbr,tbf,nan,-0.5,tbf1,test,2,nan,3000,0,135.001,wahrheit.nan.contextc2.,0.869263156,1.260214663,0.392148478,0,1,0.952122858,TRUE,wahrheit.leute.contextc2.,FALSE,1,0.574503934,0.3,0.3,3,0.785999445,0.410160592,0.238297026
50,11,c,att,contextc2,gegner,nan,0,0,tbr,51,tbf,tbf,tbr,tbr,-1.5,tbf2,test,3,nan,3000,0,138.001,gegner.nan.contextc2.,0.887328509,1.666086999,0.405185628,0,1,0.97069699,TRUE,gegner.musik.contextc2.,FALSE,1,0.583629939,0.3,0.3,3,0.773656024,0.445541635,0.276623068
51,11,c,att,contextc2,bett,nan,0,0,tbr,52,tbr,tbr,tbr,tbr,2.5,tbr3,test,4,b,3000,0,141.001,bett.nan.contextc2.,0.815564051,0.368566054,0.338117013,0,1,0.978694502,TRUE,bett.behälter.contextc2.,FALSE,1,0.578178079,0.3,0.3,3,0.780354963,0.310213416,0.165283248
52,11,c,att,contextc2,verfassung,nan,0,0,tbr,53,tbr,tbr,tbf,tbr,1.5,tbr2,test,5,nan,3000,0,144.001,verfassung.nan.contextc2.,0.863722664,1.132736287,0.390496195,0,1,0.982774309,TRUE,verfassung.locher.contextc2.,FALSE,1,0.573347336,0.3,0.3,3,0.786468751,0.399440738,0.226888738
53,11,c,att,contextc2,schluß,nan,1,1,tbr,54,tbr,tbr,tbr,tbr,2.5,tbr3,test,6,boot,3000,0,147.001,schluß.nan.contextc2.,0.856835901,0.958757082,0.383690168,0,1,0.985153097,TRUE,schluß.boot.contextc2.,FALSE,1,0.574503934,0.3,0.3,3,0.784940294,0.3862219,0.211828061
54,11,c,att,contextc2,sicherheit,nan,0,0,tbr,55,tbr,tbf,tbr,tbf,0.5,tbr1,test,7,nan,3000,0,150.001,sicherheit.nan.contextc2.,0.85510731,0.978994561,0.385798383,0,1,0.986692102,TRUE,sicherheit.politik.contextc2.,FALSE,1,0.570058868,0.3,0.3,3,0.790664537,0.382923921,0.213549284
55,11,c,att,contextc2,beginn,nan,0,0,tbr,56,tbf,tbf,tbr,tbf,-1.5,tbf2,test,8,nan,3000,0,153.001,beginn.nan.contextc2.,0.882829992,1.509095386,0.405185628,0,1,0.987770457,TRUE,beginn.gans.contextc2.,FALSE,1,0.583629939,0.3,0.3,3,0.773293512,0.436679153,0.261447581
56,11,c,att,contextc2,rahmen,nan,0.5,0,tbr,57,tbf,nan,nan,nan,-0.5,tbf1,test,9,nan,3000,0,156.001,rahmen.nan.contextc2.,0.843161981,0.804709561,0.378718263,0,1,0.988573498,TRUE,rahmen.abend.contextc2.,FALSE,1,0.565102784,0.3,0.3,3,0.797118177,0.360376677,0.198994551
57,11,c,att,contextc2,revolution,nan,0,0,tbr,58,tbf,tbr,tbf,tbf,-0.5,tbf1,test,10,nan,3000,0,159.001,revolution.nan.contextc2.,0.867396793,1.171869203,0.395596382,0,1,0.989200177,TRUE,revolution.pfanne.contextc2.,FALSE,1,0.576917468,0.3,0.3,3,0.781792133,0.406541581,0.23035767
58,11,c,att,contextc2,eltern,nan,0.5,0,tbr,59,tbf,tbr,tbf,tbf,-0.5,tbf1,test,11,nan,3000,0,162.001,eltern.nan.contextc2.,0.893690732,1.771164413,0.414098111,0,1,0.989707372,TRUE,eltern.salz.contextc2.,FALSE,1,0.589868677,0.3,0.3,3,0.765478838,0.458121351,0.287015916
59,11,c,att,contextc2,absicht,nan,0,0,tbr,60,tbr,tbr,tbr,tbf,2.5,tbr3,test,12,nan,3000,0,165.001,absicht.nan.contextc2.,0.845325818,0.822390325,0.381447959,0,1,0.990129849,TRUE,absicht.welle.contextc2.,FALSE,1,0.567013572,0.3,0.3,3,0.794595106,0.364427764,0.200443261
48,11,c,reh,contextd1,rede,nan,0,0,tbr,49,tbr,tbf,tbr,tbf,0.5,tbr1,test,1,nan,3000,60000,132.001,rede.nan.contextd1.,0.879933508,1.137844757,0.383754848,0,1,0.8989179,TRUE,rede.vorstellung.contextd1.,FALSE,1,0.601257487,0.3,0.3,3,0.75672647,0.430989307,0.227339899
49,11,c,reh,contextd1,erde,nan,0,0,tbr,50,tbr,tbr,tbf,tbr,1.5,tbr2,test,2,boden,3000,0,135.001,erde.nan.contextd1.,0.835986112,0.398170517,0.336808162,0,1,0.952475429,TRUE,erde.ordnung.contextd1.,FALSE,1,0.598347402,0.3,0.3,3,0.756176924,0.34705618,0.167447345
50,11,c,reh,contextd1,farbe,nan,0,0,tbr,51,tbf,tbr,tbf,tbf,-0.5,tbf1,test,3,nan,3000,0,138.001,farbe.nan.contextd1.,0.911441909,2.449823112,0.421720232,0,1,0.970884054,TRUE,farbe.roller.contextd1.,FALSE,1,0.595204162,0.3,0.3,3,0.759287193,0.49340255,0.35817901
51,11,c,reh,contextd1,boden,nan,0,0,tbr,52,tbf,tbr,tbr,tbf,-0.5,tbf1,test,4,nan,3000,0,141.001,boden.nan.contextd1.,0.91851706,2.727766012,0.427355741,0,1,0.978809461,TRUE,boden.gebiet.contextd1.,FALSE,1,0.599149019,0.3,0.3,3,0.754280401,0.507494618,0.389004228
52,11,c,reh,contextd1,mensch,nan,0,1,tbr,53,tbf,tbf,tbr,tbr,-1.5,tbf2,test,5,rechte,3000,0,144.001,mensch.nan.contextd1.,0.894902164,1.856907836,0.411748209,0,1,0.982852241,TRUE,mensch.rechte.contextd1.,FALSE,1,0.588223747,0.3,0.3,3,0.767618153,0.460521812,0.295631197
53,11,c,reh,contextd1,abschluss,nan,1,1,tbr,54,tbf,tbf,tbf,tbr,-2.5,tbf3,test,6,rathaus,3000,0,147.001,abschluss.nan.contextd1.,0.860481175,1.070594609,0.388888509,0,1,0.985209476,TRUE,abschluss.rathaus.contextd1.,FALSE,1,0.572221956,0.3,0.3,3,0.787882026,0.39320346,0.221441223
54,11,c,reh,contextd1,wirkung,nan,0,0,tbr,55,tbr,tbf,tbf,tbf,0.5,tbr1,test,7,nan,3000,0,150.001,wirkung.nan.contextd1.,0.859675615,1.051788341,0.388888509,0,1,0.986734697,TRUE,wirkung.vertreter.contextd1.,FALSE,1,0.572221956,0.3,0.3,3,0.78786015,0.391657578,0.219807472
55,11,c,reh,contextd1,ofen,nan,1,1,tbr,56,tbf,nan,nan,nan,-0.5,tbf1,test,8,gardine,3000,0,153.001,ofen.nan.contextd1.,0.845863866,0.843127736,0.380067047,0,1,0.9878036,TRUE,ofen.gardinen.contextd1.,FALSE,1,0.566046933,0.3,0.3,3,0.795887781,0.365437459,0.202150471
56,11,c,reh,contextd1,wirtschaft,nan,0,0,tbr,57,tbf,tbf,tbf,tbf,-2.5,tbf3,test,9,kultur,3000,0,156.001,wirtschaft.nan.contextd1.,0.865508194,1.142314764,0.393847699,0,1,0.988599817,TRUE,wirtschaft.vertrag.contextd1.,FALSE,1,0.575693389,0.3,0.3,3,0.783366496,0.402887563,0.227735087
57,11,c,reh,contextd1,regel,nan,1,1,tbr,58,tbr,tbf,tbr,tbr,0.5,tbr1,test,10,bild,3000,0,159.001,regel.nan.contextd1.,0.848170328,0.650631599,0.367914877,0,1,0.989221375,TRUE,regel.bild.contextd1.,FALSE,1,0.589868677,0.3,0.3,3,0.765484074,0.369776247,0.186638814
58,11,c,reh,contextd1,luft,nan,0,0,tbr,59,tbr,tbf,tbf,tbf,0.5,tbr1,test,11,nan,3000,0,162.001,luft.nan.contextd1.,0.861696344,1.066958648,0.392148478,0,1,0.989724613,TRUE,luft.unterstützung.contextd1.,FALSE,1,0.574503934,0.3,0.3,3,0.784881581,0.395538574,0.221124817
59,11,c,reh,contextd1,schneider,nan,0,0,tbr,60,tbr,tbr,tbf,tbf,1.5,tbr2,test,12,nan,3000,0,165.001,schneider.nan.contextd1.,0.861089372,1.052805834,0.392148478,0,1,0.990143961,TRUE,schneider.nacht.contextd1.,FALSE,1,0.574503934,0.3,0.3,3,0.784877265,0.39437172,0.219895687
48,11,c,reh,contextd2,teil,nan,0,0,tbr,49,tbf,tbr,tbr,tbf,-0.5,tbf1,test,1,nan,3000,60000,132.001,teil.nan.contextd2.,0.883904993,1.601948346,0.401167632,0,1,0.893316201,TRUE,teil.besen.contextd2.,FALSE,1,0.580817343,0.3,0.3,3,0.782587014,0.438794285,0.270371297
49,11,c,reh,contextd2,lösung,nan,0.5,0,tbr,50,tbf,tbr,tbf,tbr,-0.5,tbf1,test,2,nan,3000,0,135.001,lösung.nan.contextd2.,0.885490234,1.62957368,0.40314382,0,1,0.950056961,TRUE,lösung.körper.contextd2.,FALSE,1,0.582200674,0.3,0.3,3,0.776293961,0.441916521,0.273055337
50,11,c,reh,contextd2,stimme,nan,0,0,tbr,51,tbf,tbr,tbf,tbr,-0.5,tbf1,test,3,nan,3000,0,138.001,stimme.nan.contextd2.,0.911441909,2.449823112,0.421720232,0,1,0.969573031,TRUE,stimme.tätigkeit.contextd2.,FALSE,1,0.595204162,0.3,0.3,3,0.7593271,0.49340255,0.35817901
51,11,c,reh,contextd2,tier,nan,1,1,tbr,52,tbr,tbr,tbf,tbr,1.5,tbr2,test,4,flasche,3000,0,141.001,tier.nan.contextd2.,0.814415974,0.28303088,0.324535928,0,1,0.97798033,TRUE,tier.flasche.contextd2.,FALSE,1,0.588204909,0.3,0.3,3,0.76773911,0.3081934,0.159132778
52,11,c,reh,contextd2,untersuchung,nan,0,0,tbr,53,tbf,tbr,tbf,tbf,-0.5,tbf1,test,5,nan,3000,0,144.001,untersuchung.nan.contextd2.,0.894902164,1.856907836,0.411748209,0,1,0.982270503,TRUE,untersuchung.brücke.contextd2.,FALSE,1,0.588223747,0.3,0.3,3,0.767628526,0.460521812,0.295631197
53,11,c,reh,contextd2,gruppe,nan,0,0,tbr,54,tbr,tbf,tbr,tbf,0.5,tbr1,test,6,teil,3000,0,147.001,gruppe.nan.contextd2.,0.855799817,0.753317908,0.371373643,0,1,0.984771918,TRUE,gruppe.stück.contextd2.,FALSE,1,0.591577175,0.3,0.3,3,0.763429783,0.384244151,0.194819637
54,11,c,reh,contextd2,beispiel,nan,0,0,tbr,55,tbf,tbf,tbr,tbf,-1.5,tbf2,test,7,nan,3000,0,150.001,beispiel.nan.contextd2.,0.880622396,1.464078439,0.40314382,0,1,0.986389622,TRUE,beispiel.blut.contextd2.,FALSE,1,0.582200674,0.3,0.3,3,0.77511351,0.432341305,0.257176279
55,11,c,reh,contextd2,verlobung,nan,0,1,tbr,56,tbf,tbf,tbf,tbr,-2.5,tbf3,test,8,augenblick,3000,0,153.001,verlobung.nan.contextd2.,0.852157297,0.930335662,0.384312035,0,1,0.987522249,TRUE,verlobung.augenblick.contextd2.,FALSE,1,0.569018425,0.3,0.3,3,0.792007261,0.377315264,0.209424539
56,11,c,reh,contextd2,stachel,nan,0,1,tbr,57,tbf,tbr,tbf,tbr,-0.5,tbf1,test,9,armee,3000,0,156.001,stachel.nan.contextd2.,0.865508194,1.142314764,0.393847699,0,1,0.988364783,TRUE,stachel.armee.contextd2.,FALSE,1,0.575693389,0.3,0.3,3,0.783369264,0.402887563,0.227735087
57,11,c,reh,contextd2,volk,nan,0,0,tbr,58,tbr,tbf,tbf,tbf,0.5,tbr1,test,10,nan,3000,0,159.001,volk.nan.contextd2.,0.84864298,0.872928524,0.382862442,0,1,0.989021393,TRUE,volk.straße.contextd2.,FALSE,1,0.568003709,0.3,0.3,3,0.793312629,0.370667445,0.204619002
59,11,c,reh,contextd2,schutz,nan,0,0,tbr,60,tbr,tbr,tbr,tbf,2.5,tbr3,test,12,nan,3000,0,165.001,schutz.nan.contextd2.,0.69508058,0.023806565,0.219172298,0,1,0.989993236,TRUE,schutz.bildung.contextd2.,FALSE,1,0.517891453,0.3,0.3,3,0.86252818,0.136363111,0.141420172
48,12,d,control,contexta1,verbindung,nan,0,0,tbr,49,tbr,tbr,tbf,tbr,1.5,tbr2,test,1,beziehung,3000,60000,132.001,verbindung.nan.contexta1.,0.819974909,0.327502963,0.327693278,0,1,0.891545129,TRUE,verbindung.seite.contexta1.,FALSE,1,0.595204162,0.3,0.3,3,0.764867071,0.318027193,0.162311624
49,12,d,control,contexta1,rücken,nan,0,0,tbr,50,tbr,tbf,tbr,tbf,0.5,tbr1,test,2,nan,3000,0,135.001,rücken.nan.contexta1.,0.87702473,1.424754631,0.397397256,0,1,0.949259835,TRUE,rücken.angst.contexta1.,FALSE,1,0.578178079,0.3,0.3,3,0.781439087,0.425289691,0.253475063
50,12,d,control,contexta1,kacheln,nan,0.5,0,tbr,51,tbf,tbr,tbf,tbf,-0.5,tbf1,test,3,nan,3000,0,138.001,kacheln.nan.contexta1.,0.870639079,1.278817953,0.393847699,0,1,0.969113688,TRUE,kacheln.scheibe.contexta1.,FALSE,1,0.575693389,0.3,0.3,3,0.783787746,0.412833532,0.239987751
51,12,d,control,contexta1,satz,nan,0,0,tbr,52,tbr,tbr,tbr,tbr,2.5,tbr3,test,4,spiel,3000,0,141.001,satz.nan.contexta1.,0.702622241,0.024772605,0.213975993,0,1,0.977667991,TRUE,satz.bevölkerung.contexta1.,FALSE,1,0.525683868,0.3,0.3,3,0.85146897,0.14476544,0.141483598
52,12,d,control,contexta1,hoffnung,nan,0,0,tbr,53,tbr,tbr,tbr,tbr,2.5,tbr3,test,5,erwartung,3000,0,144.001,hoffnung.nan.contexta1.,0.701640633,0.024243366,0.213979745,0,1,0.982034027,TRUE,hoffnung.bedingung.contexta1.,FALSE,1,0.525683868,0.3,0.3,3,0.851379024,0.143652491,0.141448848
53,12,d,control,contexta1,heimat,nan,0,0,tbr,54,tbf,tbf,tbr,tbr,-1.5,tbf2,test,6,erinnerung,3000,0,147.001,heimat.nan.contexta1.,0.870372745,1.251159893,0.395596382,0,1,0.984580157,TRUE,heimat.eindruck.contexta1.,FALSE,1,0.576917468,0.3,0.3,3,0.78185406,0.412315817,0.237476466
