,duration,freq,isi,list,onset,procedure,reduce_wm,sp,stim1,subject,testtype,trial,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,wmAvailable,wmSpent,acc_pred,acc
59,0.5,lf,0,context1,47.501,test,False,12,oxlips,1,free_recall,24,oxlips.context1.,0.1855496536149581,0.3821446302129726,0.4942842958296219,1.0,1.0,False,oxlips.context1.,True,1.0,0.5866028106334601,1.1443111777891124,0.502784572547063,0.8097090856356346,0.45
60,10.0,hf,0,context2,89.501,test,False,1,night,1,free_recall,13,night.context2.,0.04953454983897561,0.4263413713669859,0.4589269029064113,1.0,1.0,False,night.context2.,True,1.0,0.6558048228201916,3.0,0.402741281867284,0.004877971049625,0.56
61,0.5,hf,0,context2,90.001,test,False,2,ridiculous,1,free_recall,14,ridiculous.context2.,0.07715778456686304,0.42992637341823337,0.45605890126541326,1.0,1.0,False,ridiculous.context2.,True,1.0,0.6575174454650107,2.959555593132716,0.39771113346211384,0.029956643304901574,0.56
62,0.5,hf,0,context2,90.501,test,False,3,private,1,free_recall,15,private.context2.,0.10162655434181987,0.4337187137465902,0.45302502900272784,1.0,1.0,False,private.context2.,True,1.0,0.6601743218206025,2.9241413346706024,0.3914784714579217,0.10405624153895932,0.56
63,0.5,hf,0,context2,91.001,test,False,4,carry,1,free_recall,16,carry.context2.,0.123265958170612,0.4377416919307737,0.44980664645538104,1.0,1.0,False,carry.context2.,True,1.0,0.6624905020814312,2.894959738212681,0.3854415290059935,0.23943752125888856,0.56
64,0.5,hf,0,context2,91.501,test,False,5,support,1,free_recall,17,support.context2.,0.14246695607870355,0.4420226352711448,0.4463818917830842,1.0,1.0,False,support.context2.,True,1.0,0.6645145916330198,2.8718150842066876,0.3795042165790893,0.41312879061148694,0.56
65,0.5,hf,0,context2,92.001,test,False,6,gets,1,free_recall,18,gets.context2.,0.15959082603142025,0.4465938668272748,0.44272490653818014,1.0,1.0,False,gets.context2.,True,1.0,0.6679563200730774,2.8546077426275986,0.3718024241506535,0.5856029914909544,0.56
66,0.5,hf,0,context2,92.501,test,False,7,eight,1,free_recall,19,eight.context2.,0.1749616304860941,0.4514939794448791,0.43880481644409675,1.0,1.0,False,eight.context2.,True,1.0,0.6708904488162704,2.8451021934769454,0.36436183367654573,0.7282041198331677,0.56
67,0.5,hf,0,context2,93.001,test,False,8,ring,1,free_recall,20,ring.context2.,0.18886899438204985,0.45676953869934844,0.4345843690405213,1.0,1.0,False,ring.context2.,True,1.0,0.6740515388819277,2.8430372348004,0.35634804603228454,0.8317973834128052,0.56
68,0.5,hf,0,context2,93.501,test,False,9,dangerous,1,free_recall,21,dangerous.context2.,0.20157172391162764,0.462477399067656,0.43001808074587516,1.0,1.0,False,dangerous.context2.,True,1.0,0.6774260213741263,2.8489860637681153,0.34771946607287496,0.9005233869739797,0.56
69,0.5,hf,0,context2,94.001,test,False,10,table,1,free_recall,22,table.context2.,0.21329909492732102,0.4686879165714035,0.42504966674287725,1.0,1.0,False,table.context2.,True,1.0,0.6812100025100573,2.8635634726952404,0.3382171323059343,0.9432854905899652,0.56
70,0.5,hf,0,context2,94.501,test,False,11,situation,1,free_recall,23,situation.context2.,0.2242438060532884,0.475489505479499,0.41960839561640084,1.0,1.0,False,situation.context2.,True,1.0,0.6852662692964029,2.887643215389306,0.3279190258101745,0.9686616289907356,0.56
71,0.5,hf,0,context2,95.001,test,False,12,possible,1,free_recall,24,possible.context2.,0.234517504166614,0.48299526925657,0.413603784594744,1.0,1.0,False,possible.context2.,True,1.0,0.689796008551463,2.922021064579132,0.31660255332870607,0.9831194409166959,0.56
72,10.0,lf,10,context3,247.001,test,False,1,washwoman,1,free_recall,13,washwoman.context3.,0.02776523973367997,0.32743831762971615,0.5380493458962271,1.0,1.0,False,washwoman.context3.,True,1.0,0.46221940993130817,3.0,0.7633620020423146,0.000849576138293345,0.35
73,0.5,lf,10,context3,247.501,test,False,2,weeknights,1,free_recall,14,weeknights.context3.,0.04904149971484724,0.3324170962354777,0.5340663230116178,1.0,1.0,False,weeknights.context3.,True,1.0,0.4672621891641162,2.5989348729576855,0.750071426384271,0.004703350456997168,0.35
74,0.5,lf,10,context3,248.001,test,False,3,readjusted,1,free_recall,15,readjusted.context3.,0.06790042764659085,0.3379382592872546,0.5296493925701963,1.0,1.0,False,readjusted.context3.,True,1.0,0.472191464238906,2.2111603215734146,0.7366111199879797,0.01712976069774571,0.35
75,0.5,lf,10,context3,248.501,test,False,4,tapper,1,free_recall,16,tapper.context3.,0.08486920747578836,0.3441221551540129,0.5247022758767897,1.0,1.0,False,tapper.context3.,True,1.0,0.47582137839234334,1.8368460765854349,0.7249078525089401,0.04597518423640035,0.35
76,0.5,lf,10,context3,249.001,test,False,5,diphthong,1,free_recall,17,diphthong.context3.,0.1004355920495534,0.3511325373697945,0.5190939701041645,1.0,1.0,False,diphthong.context3.,True,1.0,0.4819400761361752,1.4742350990764947,0.7083340495087076,0.09868529484989924,0.35
77,0.5,lf,10,context3,249.501,test,False,6,spieler,1,free_recall,18,spieler.context3.,0.11508792065421568,0.35919980013046937,0.5126401598956245,1.0,1.0,False,spieler.context3.,True,1.0,0.48761590403503796,1.1281979245677873,0.6917522999344228,0.17977570610169208,0.35
78,0.5,lf,10,context3,250.001,test,False,7,incorruption,1,free_recall,19,incorruption.context3.,0.12936716637340143,0.36866191734044806,0.5050704661276416,1.0,1.0,False,incorruption.context3.,True,1.0,0.4954335955430626,0.7987424996333646,0.67058766315817,0.2901812924928342,0.35
79,0.5,lf,10,context3,250.501,test,False,8,deflection,1,free_recall,20,deflection.context3.,0.14395385739282077,0.38004199031868313,0.30881425975600363,1.0,1.0,False,deflection.context3.,True,1.0,0.5075777106147343,0.49045171147519473,0.49045171147519473,0.4279222046449436,0.35
80,0.5,lf,10,context3,251.001,test,False,9,reinforcing,1,free_recall,21,reinforcing.context3.,0.15984479602091958,0.3942097443734651,0.0,1.0,1.0,False,reinforcing.context3.,True,1.0,0.5185952955600812,0.3622968750000001,0.3622968750000001,0.5881199109053058,0.35
81,0.5,lf,10,context3,251.501,test,False,10,amasses,1,free_recall,22,amasses.context3.,0.17878131077768847,0.4127646627602407,0.07525680077843686,1.0,1.0,False,amasses.context3.,True,1.0,0.5304463896054714,0.3622968750000001,0.3622968750000001,0.7594673615851413,0.35
82,0.5,lf,10,context3,252.001,test,False,11,enjoyments,1,free_recall,23,enjoyments.context3.,0.20449002103566608,0.4391385275639406,0.20199781255654808,1.0,1.0,False,enjoyments.context3.,True,1.0,0.5515349424450262,0.3622968750000001,0.3622968750000001,0.9128952824306715,0.35
83,0.5,lf,10,context3,252.501,test,False,12,tln,1,free_recall,24,tln.context3.,0.24730735338800547,0.48299526925657,0.3226252089560083,1.0,1.0,False,tln.context3.,True,1.0,0.5868089930841229,0.3622968750000001,0.3622968750000001,0.9928249399015037,0.35
84,10.0,hf,10,context4,404.501,test,False,1,takes,1,free_recall,13,takes.context4.,0.02776523973367997,0.32743831762971615,0.5380493458962271,1.0,1.0,False,takes.context4.,True,1.0,0.5964619154805021,3.0,0.5563140107705604,0.000849576138293345,0.37
85,0.5,hf,10,context4,405.001,test,False,2,within,1,free_recall,14,within.context4.,0.04904149971484724,0.3324170962354777,0.5340663230116178,1.0,1.0,False,within.context4.,True,1.0,0.5990903020480596,2.8059828642294398,0.5484801593796691,0.004703350456997168,0.37
86,0.5,hf,10,context4,405.501,test,False,3,clock,1,free_recall,15,clock.context4.,0.06790042764659085,0.3379382592872546,0.5296493925701963,1.0,1.0,False,clock.context4.,True,1.0,0.6023865466235843,2.619799579849771,0.5393574376408286,0.01712976069774571,0.37
87,0.5,hf,10,context4,406.001,test,False,4,hell,1,free_recall,16,hell.context4.,0.08486920747578836,0.3441221551540129,0.5247022758767897,1.0,1.0,False,hell.context4.,True,1.0,0.6064732930924077,2.4427390172089423,0.5287154175221378,0.04597518423640035,0.37
88,0.5,hf,10,context4,406.501,test,False,5,afford,1,free_recall,17,afford.context4.,0.1004355920495534,0.3511325373697945,0.5190939701041645,1.0,1.0,False,afford.context4.,True,1.0,0.6091533078012469,2.2763204746868047,0.5192595792448766,0.09868529484989924,0.37
89,0.5,hf,10,context4,407.001,test,False,6,name,1,free_recall,18,name.context4.,0.11508792065421568,0.35919980013046937,0.5126401598956245,1.0,1.0,False,name.context4.,True,1.0,0.6155198800782816,2.119357770441928,0.5043268649402036,0.17977570610169208,0.37
90,0.5,hf,10,context4,407.501,test,False,7,sign,1,free_recall,19,sign.context4.,0.12936716637340143,0.36866191734044806,0.5050704661276416,1.0,1.0,False,sign.context4.,True,1.0,0.6211969446023488,1.9773277805017244,0.48927758546525524,0.2901812924928342,0.37
91,0.5,hf,10,context4,408.001,test,False,8,aren,1,free_recall,20,aren.context4.,0.14395385739282077,0.38004199031868313,0.4959664077450535,1.0,1.0,False,aren.context4.,True,1.0,0.628025194182883,1.8503470700364693,0.4714287623583524,0.4279222046449436,0.37
92,0.5,hf,10,context4,408.501,test,False,9,biggest,1,free_recall,21,biggest.context4.,0.15984479602091958,0.3942097443734651,0.4846322045012279,1.0,1.0,False,biggest.context4.,True,1.0,0.6344936934640681,1.741215182678117,0.4519820313999435,0.5881199109053058,0.37
93,0.5,hf,10,context4,409.001,test,False,10,doesn,1,free_recall,22,doesn.context4.,0.17878131077768847,0.4127646627602407,0.46978826979180743,1.0,1.0,False,doesn.context4.,True,1.0,0.6476587976561444,1.6515300262781736,0.42150779946746236,0.7594673615851413,0.37
94,0.5,hf,10,context4,409.501,test,False,11,breakfast,1,free_recall,23,breakfast.context4.,0.2044900210356661,0.4391385275639406,0.44868917794884755,1.0,1.0,False,breakfast.context4.,True,1.0,0.6633348826561182,1.5923191018107112,0.38250252537259066,0.9128952824306718,0.37
95,0.5,hf,10,context4,410.001,test,False,12,small,1,free_recall,24,small.context4.,0.24730735338800547,0.48299526925657,0.413603784594744,1.0,1.0,False,small.context4.,True,1.0,0.6897967746700333,1.5721134514381205,0.3166018344693754,0.9928249399015037,0.37
96,10.0,lf,10,context1,152.001,test,False,1,jambalaya,2,free_recall,13,jambalaya.context1.,0.02776523973367997,0.32743831762971615,0.5380493458962271,1.0,1.0,False,jambalaya.context1.,True,1.0,0.4651405186920604,3.0,0.7582281181574899,0.000849576138293345,0.35
97,0.5,lf,10,context1,152.501,test,False,2,espouse,2,free_recall,14,espouse.context1.,0.04904149971484724,0.3324170962354777,0.5340663230116178,1.0,1.0,False,espouse.context1.,True,1.0,0.46646667660150154,2.6040687568425103,0.751460724450109,0.004703350456997168,0.35
98,0.5,lf,10,context1,153.001,test,False,3,apprise,2,free_recall,15,apprise.context1.,0.06790042764659084,0.3379382592872546,0.5296493925701963,1.0,1.0,False,apprise.context1.,True,1.0,0.472191464238906,2.2149049073924014,0.7366111199879797,0.01712976069774569,0.35
99,0.5,lf,10,context1,153.501,test,False,4,immobilization,2,free_recall,16,immobilization.context1.,0.08486920747578836,0.3441221551540129,0.5247022758767897,1.0,1.0,False,immobilization.context1.,True,1.0,0.4755598130848241,1.8405906624044217,0.7253566609430162,0.04597518423640035,0.35
100,0.5,lf,10,context1,154.001,test,False,5,draught,2,free_recall,17,draught.context1.,0.1004355920495534,0.3511325373697945,0.5190939701041645,1.0,1.0,False,draught.context1.,True,1.0,0.4868642686614927,1.4775308764614055,0.7000306211822254,0.09868529484989924,0.35
101,0.5,lf,10,context1,154.501,test,False,6,plows,2,free_recall,18,plows.context1.,0.11508792065421568,0.35919980013046937,0.5126401598956245,1.0,1.0,False,plows.context1.,True,1.0,0.49201510805004756,1.13979713027918,0.6844181608861133,0.17977570610169208,0.35
102,0.5,lf,10,context1,155.001,test,False,7,bursa,2,free_recall,19,bursa.context1.,0.12936716637340143,0.36866191734044806,0.5050704661276416,1.0,1.0,False,bursa.context1.,True,1.0,0.49568487129327626,0.8176758443930668,0.6701739339135033,0.2901812924928342,0.35
103,0.5,lf,10,context1,155.501,test,False,8,slicer,2,free_recall,20,slicer.context1.,0.14395385739282077,0.38004199031868313,0.3337552531776674,1.0,1.0,False,slicer.context1.,True,1.0,0.5055125996855515,0.5097987854795636,0.5097987854795636,0.4279222046449436,0.35
104,0.5,lf,10,context1,156.001,test,False,9,cabbies,2,free_recall,21,cabbies.context1.,0.15984479602091958,0.3942097443734651,0.0,1.0,1.0,False,cabbies.context1.,True,1.0,0.5170521899417396,0.3622968750000001,0.3622968750000001,0.5881199109053058,0.35
105,0.5,lf,10,context1,156.501,test,False,10,glowers,2,free_recall,22,glowers.context1.,0.17878131077768847,0.4127646627602407,0.07525680077843686,1.0,1.0,False,glowers.context1.,True,1.0,0.5304463896054714,0.3622968750000001,0.3622968750000001,0.7594673615851413,0.35
106,0.5,lf,10,context1,157.001,test,False,11,thrillers,2,free_recall,23,thrillers.context1.,0.20449002103566608,0.4391385275639406,0.21044286883891727,1.0,1.0,False,thrillers.context1.,True,1.0,0.5539709083997435,0.3622968750000001,0.3622968750000001,0.9128952824306715,0.35
107,0.5,lf,10,context1,157.501,test,False,12,nuzzle,2,free_recall,24,nuzzle.context1.,0.24730735338800547,0.48299526925657,0.32460160616270944,1.0,1.0,False,nuzzle.context1.,True,1.0,0.5878337424822663,0.3622968750000001,0.3622968750000001,0.9928249399015037,0.35
108,10.0,lf,0,context2,199.501,test,False,1,guardsman,2,free_recall,13,guardsman.context2.,0.04953454983897561,0.4263413713669859,0.4589269029064113,1.0,1.0,False,guardsman.context2.,True,1.0,0.5428941970555519,3.0,0.5494683320111927,0.004877971049625,0.45
109,0.5,lf,0,context2,200.001,test,False,2,unmasked,2,free_recall,14,unmasked.context2.,0.07715778456686304,0.42992637341823337,0.45605890126541326,1.0,1.0,False,unmasked.context2.,True,1.0,0.5466448770226109,2.8128285429888074,0.5404321875265409,0.029956643304901574,0.45
110,0.5,lf,0,context2,200.501,test,False,3,ghettos,2,free_recall,15,ghettos.context2.,0.10162655434181989,0.4337187137465902,0.45302502900272784,1.0,1.0,False,ghettos.context2.,True,1.0,0.5494394005340267,2.6346932304622666,0.5326348199538314,0.10405624153895937,0.45
111,0.5,lf,0,context2,201.001,test,False,4,clawlike,2,free_recall,16,clawlike.context2.,0.12326595817061202,0.4377416919307737,0.44980664645538104,1.0,1.0,False,clawlike.context2.,True,1.0,0.550418032114384,2.4643552855084354,0.5272418714260446,0.23943752125888867,0.45
