,duration,freq,isi,list,onset,procedure,reduce_wm,sp,stim1,subject,testtype,trial,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,wmAvailable,wmSpent,acc_pred,acc
42,0.5,lf,0,context4,407.501,test,False,7,cert,0,free_recall,19,cert.context4.,0.16034463654205347,0.41377436775069626,0.46898050579944306,1.0,1.0,False,cert.context4.,True,1.0,0.561851420102222,1.994757411627997,0.5244626713441718,0.5930628143120906,0.45
43,0.5,lf,0,context4,408.001,test,False,8,gobbets,0,free_recall,20,gobbets.context4.,0.14943266862202903,0.3613948988102616,0.5108840809517908,1.0,1.0,False,gobbets.context4.,True,1.0,0.5656327059966035,1.832591615283825,0.5584367509925026,0.48315095963728194,0.45
44,0.5,lf,0,context4,408.501,test,False,9,purebred,0,free_recall,21,purebred.context4.,0.162816778601884,0.3735597376018178,0.5011522099185458,1.0,1.0,False,purebred.context4.,True,1.0,0.5736794924763685,1.6364517392913225,0.5355201697215641,0.6172780075246461,0.45
45,0.5,lf,0,context4,409.001,test,False,10,robbin,0,free_recall,22,robbin.context4.,0.17452424384961437,0.3834868791588018,0.49321049667295863,1.0,1.0,False,robbin.context4.,True,1.0,0.5808379013449574,1.4632284445697583,0.5156350838237963,0.7244993382646373,0.45
46,0.5,lf,0,context4,409.501,test,False,11,dormeuse,0,free_recall,23,dormeuse.context4.,0.17742112976320437,0.3762060889774259,0.4990351288180593,1.0,1.0,False,dormeuse.context4.,True,1.0,0.5806011989170091,1.309890235745962,0.5186711134729463,0.7485639677230594,0.45
47,0.5,lf,0,context4,410.001,test,False,12,presided,0,free_recall,24,presided.context4.,0.1887407339795675,0.38871674825337643,0.48902660139729887,1.0,1.0,False,presided.context4.,True,1.0,0.5893517800236836,1.1535159972730158,0.49418858666293464,0.8309757857482487,0.45
48,10.0,lf,0,context1,42.001,test,False,1,cals,1,free_recall,13,cals.context1.,0.04953454983897562,0.4263413713669859,0.4589269029064113,1.0,1.0,False,cals.context1.,True,1.0,0.5413023312344897,3.0,0.5518325550319093,0.004877971049625009,0.45
49,0.5,lf,0,context1,42.501,test,False,2,bowwow,1,free_recall,14,bowwow.context1.,0.07715778456686304,0.42992637341823337,0.45605890126541326,1.0,1.0,False,bowwow.context1.,True,1.0,0.5446231389198098,2.8104643199680908,0.5434038545844463,0.029956643304901574,0.45
50,0.5,lf,0,context1,43.001,test,False,3,froster,1,free_recall,15,froster.context1.,0.1016265543418199,0.4337187137465902,0.45302502900272784,1.0,1.0,False,froster.context1.,True,1.0,0.5472012571501919,2.6293573403836445,0.5358956252544058,0.10405624153895943,0.45
51,0.5,lf,0,context1,43.501,test,False,4,decompressed,1,free_recall,16,decompressed.context1.,0.12326595817061203,0.4377416919307737,0.44980664645538104,1.0,1.0,False,decompressed.context1.,True,1.0,0.5510893779610722,2.455758590129239,0.5262722237993085,0.23943752125888879,0.45
52,0.5,lf,0,context1,44.001,test,False,5,whooshing,1,free_recall,17,whooshing.context1.,0.14246695607870355,0.4420226352711448,0.4463818917830842,1.0,1.0,False,whooshing.context1.,True,1.0,0.5549492510615217,2.291783241329931,0.516462408082903,0.41312879061148694,0.45
53,0.5,lf,0,context1,44.501,test,False,6,reinstating,1,free_recall,18,reinstating.context1.,0.15959082603142027,0.4465938668272748,0.44272490653818014,1.0,1.0,False,reinstating.context1.,True,1.0,0.5596834909376314,2.137617708247028,0.5051424664771509,0.5856029914909546,0.45
54,0.5,lf,0,context1,45.001,test,False,7,superseded,1,free_recall,19,superseded.context1.,0.16120115243263328,0.41598463389202817,0.46721229288637756,1.0,1.0,False,superseded.context1.,True,1.0,0.5629364356583075,1.994772116769877,0.5213009458067144,0.6014980893807051,0.45
55,0.5,lf,0,context1,45.501,test,False,8,chocolatey,1,free_recall,20,chocolatey.context1.,0.15153645081701717,0.3664827832768079,0.5068137733785537,1.0,1.0,False,chocolatey.context1.,True,1.0,0.5679920959250044,1.835768045963163,0.551071985726937,0.504503267513496,0.45
56,0.5,lf,0,context1,46.001,test,False,9,caustic,1,free_recall,21,caustic.context1.,0.16071925120466812,0.36874726194147756,0.5050021904468179,1.0,1.0,False,caustic.context1.,True,1.0,0.5714764960875595,1.6469929352362258,0.542340347282197,0.5967577161048154,0.45
57,0.5,lf,0,context1,46.501,test,False,10,outplay,1,free_recall,22,outplay.context1.,0.16898179539151037,0.3713083060550656,0.5029533551559475,1.0,1.0,False,outplay.context1.,True,1.0,0.5753745339568654,1.466949462954029,0.5324872141071688,0.6755249587797056,0.45
58,0.5,lf,0,context1,47.001,test,False,11,substantiated,1,free_recall,23,substantiated.context1.,0.17879639017211563,0.3791222091737775,0.496702232660978,1.0,1.0,False,substantiated.context1.,True,1.0,0.5818500011703462,1.29675912384686,0.5147448210577478,0.7595867798959324,0.45
