,Unnamed: 0,subject,list,trial,stim1,freq,acc,nominal.sp,composition,freq_prioritem1,freq_prioritem,freq_prioritem2,freq_prioritem3,freq_consec_value,freq_consec_lab,source,procedure,duration,onset,testtype,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,wmAvailable,wmSpent,acc_pred
31,3776,8,context6,32,moat,low,0,10,pure,low,low,low,low,-3.5,low4,original,test,3000,573.001,free_recall,context6.moat.,0.3211260169755639,0.2801573168429836,0.5758741465256131,1.0,0.9839910078682111,False,context6.moat.,True,1.0,0.5141583849130347,2.8,0.718903186127037,0.25096429773228246
16,3793,8,context7,17,home,high,1,13,mixed,high,high,low,high,0.5,high1,original,test,3000,624.001,free_recall,context7.home.,0.570427188505674,0.5041736958516825,0.39666104331865404,1.0,0.9718623311678009,False,context7.home.,True,1.0,0.7025042175110094,1.3499999999999999,0.2876634310361209,0.519475646066509
17,3794,8,context7,18,psalm,low,0,15,mixed,low,low,high,high,-0.5,low1,original,test,3000,627.001,free_recall,context7.psalm.,0.4446685136720829,0.3770545581357047,0.4983563534914362,1.0,0.9732953866663862,False,context7.psalm.,True,1.0,0.6275319835615036,2.4123365689638785,0.4342626920807293,0.3765661332355091
18,3795,8,context7,19,hair,high,0,7,mixed,low,low,high,low,-0.5,low1,original,test,3000,630.001,free_recall,context7.hair.,0.47474530239319707,0.4176511452772454,0.4658790837782038,1.0,0.9745763465632968,False,context7.hair.,True,1.0,0.6505906621846782,2.8,0.41749725583685937,0.40997384788752744
19,3796,8,context7,20,sow,low,0,11,mixed,high,high,low,high,0.5,high1,original,test,3000,633.001,free_recall,context7.sow.,0.4970125717361796,0.4391385275639406,0.44868917794884755,1.0,0.9757288237785017,False,context7.sow.,True,1.0,0.5709065514435967,2.8,0.501998303146286,0.43515044048137735
20,3797,8,context7,21,thong,low,1,2,mixed,high,high,nan,nan,0.5,high1,original,test,3000,636.001,free_recall,context7.thong.,0.43723560417257135,0.38518817679317824,0.4918494585654575,1.0,0.9767717254286913,False,context7.thong.,True,1.0,0.5314415504503754,2.8,0.602313401658017,0.3684401361953424
21,3798,8,context7,22,prong,low,1,14,mixed,high,high,high,low,1.5,high2,original,test,3000,639.001,free_recall,context7.prong.,0.5042265862871911,0.44790145004998627,0.441678839960011,1.0,0.9777203775658949,False,context7.prong.,True,1.0,0.5617054074994616,2.8,0.5072965142086662,0.4433689393588077
22,3799,8,context7,23,form,high,0,12,mixed,low,low,high,low,-0.5,low1,original,test,3000,642.001,free_recall,context7.form.,0.47736911933633136,0.4240565560457281,0.4607547551634175,1.0,0.9785873405905352,False,context7.form.,True,1.0,0.652831422977108,2.8,0.4099233634576793,0.4129233655981779
23,3800,8,context7,24,frill,low,1,4,mixed,high,high,low,high,0.5,high1,original,test,3000,645.001,free_recall,context7.frill.,0.4304516841979825,0.3817074326742951,0.4946340538605639,1.0,0.9793830105518334,False,context7.frill.,True,1.0,0.505613016014135,2.8,0.6457782057848611,0.36107455211533734
24,3801,8,context7,25,love,high,0,3,mixed,low,low,high,nan,-0.5,low1,original,test,3000,648.001,free_recall,context7.love.,0.4224850557372302,0.37531551898958104,0.4997475848083352,1.0,0.9801160693873133,False,context7.love.,True,1.0,0.6251893113937486,2.8,0.48039237157319364,0.3524903447976225
25,3802,8,context7,26,teeth,high,1,5,mixed,low,low,high,low,-0.5,low1,original,test,3000,651.001,free_recall,context7.teeth.,0.42484578463469574,0.3784230586902384,0.4972615530478093,1.0,0.9807938267398213,False,context7.teeth.,True,1.0,0.6260142500112456,2.8,0.476883349782647,0.35502648909555146
26,3803,8,context7,27,toad,low,0,9,mixed,high,high,high,low,1.5,high2,original,test,3000,654.001,free_recall,context7.toad.,0.43518853657316947,0.3888881438503569,0.48888948491971446,1.0,0.9814224827363381,False,context7.toad.,True,1.0,0.5641438717699495,2.8,0.5507777831940085,0.36621230802841276
27,3804,8,context7,28,square,high,0,8,mixed,high,high,low,high,0.5,high1,original,test,3000,657.001,free_recall,context7.square.,0.42653697096494236,0.3817074326742951,0.4946340538605639,1.0,0.9820073323289662,False,context7.square.,True,1.0,0.623861428435374,2.8,0.47689586880296353,0.35684730490789074
28,3805,8,context7,29,boar,low,0,16,mixed,low,low,low,high,-1.5,low2,original,test,3000,660.001,free_recall,context7.boar.,0.37185599729992996,0.32562650733939935,0.5394987941284806,1.0,0.9825529258675523,False,context7.boar.,True,1.0,0.5525063798230612,2.8,0.6195005851987838,0.2998311444653107
29,3806,8,context7,30,slush,low,0,6,mixed,high,high,low,high,0.5,high1,original,test,3000,663.001,free_recall,context7.slush.,0.4118090451788307,0.3695658832419759,0.5043472934064193,1.0,0.9830631965004183,False,context7.slush.,True,1.0,0.5024002242902571,2.8,0.6606225840704296,0.34110418680178667
31,3808,8,context7,32,ball,high,0,10,mixed,low,low,high,high,-0.5,low1,original,test,3000,669.001,free_recall,context7.ball.,0.41632256778257837,0.37531551898958104,0.4997475848083352,1.0,0.9839910078682109,False,context7.ball.,True,1.0,0.6251858572864011,2.8,0.480307604955194,0.3459010259024506
16,3825,8,context8,17,fear,high,0,11,pure,high,high,high,high,3.5,high4,original,test,3000,720.001,free_recall,context8.fear.,0.5341884965735277,0.47088443897504234,0.4232924488199661,1.0,0.9718623311678009,False,context8.fear.,True,1.0,0.6824248661667917,2.8,0.3396475916508741,0.47772451847584235
17,3826,8,context8,18,state,high,0,5,pure,high,high,high,high,3.5,high4,original,test,3000,723.001,free_recall,context8.state.,0.4689700528274136,0.41183114616102795,0.47053508307117764,1.0,0.9732953866663862,False,context8.state.,True,1.0,0.647096249322578,2.8,0.4260049688102586,0.40349984248874454
18,3827,8,context8,19,voice,high,1,3,pure,high,high,high,nan,1.5,high2,original,test,3000,726.001,free_recall,context8.voice.,0.4517809980630623,0.3970586782843897,0.4823530573724883,1.0,0.9745763465632968,False,context8.voice.,True,1.0,0.6382133583618574,2.8,0.4477193158358644,0.3843934322501846
19,3828,8,context8,20,thing,high,0,7,pure,high,high,high,high,3.5,high4,original,test,3000,729.001,free_recall,context8.thing.,0.46676794768899654,0.41183114616102795,0.47053508307117764,1.0,0.9757288237785017,False,context8.thing.,True,1.0,0.6470986876966167,2.8,0.42592275807083585,0.4010381452577297
20,3829,8,context8,21,line,high,1,15,pure,high,high,high,high,3.5,high4,original,test,3000,732.001,free_recall,context8.line.,0.5297794338305287,0.47088443897504234,0.4232924488199661,1.0,0.9767717254286913,False,context8.line.,True,1.0,0.6825306632674553,2.8,0.3393796357826935,0.47265228752661154
21,3830,8,context8,22,part,high,0,6,pure,high,high,high,high,3.5,high4,original,test,3000,735.001,free_recall,context8.part.,0.4487641889273212,0.3970586782843897,0.4823530573724883,1.0,0.9777203775658949,False,context8.part.,True,1.0,0.638235206970104,2.8,0.4475974043164739,0.3810674625972957
22,3831,8,context8,23,farm,high,0,9,pure,high,high,high,high,3.5,high4,original,test,3000,738.001,free_recall,context8.farm.,0.4579394357485266,0.40650478772634174,0.4747961698189267,1.0,0.9785873405905352,False,context8.farm.,True,1.0,0.6380167867888338,2.8,0.44055814970858126,0.3912092209588566
23,3832,8,context8,24,air,high,1,2,pure,high,high,nan,nan,0.5,high1,original,test,3000,741.001,free_recall,context8.air.,0.42311520288834126,0.37531551898958104,0.4997475848083352,1.0,0.9793830105518334,False,context8.air.,True,1.0,0.62518919680847,2.8,0.4804115137583084,0.35316667964425985
24,3833,8,context8,25,war,high,1,14,pure,high,high,high,high,3.5,high4,original,test,3000,744.001,free_recall,context8.war.,0.47480387314961964,0.4240565560457281,0.4607547551634175,1.0,0.9801160693873133,False,context8.war.,True,1.0,0.6544339306618288,2.8,0.40806539304880973,0.41003963428283685
25,3834,8,context8,26,food,high,0,8,pure,high,high,high,high,3.5,high4,original,test,3000,747.001,free_recall,context8.food.,0.435912560120282,0.3888881438503569,0.48888948491971446,1.0,0.9807938267398213,False,context8.food.,True,1.0,0.6333328623030412,2.8,0.4597329800272286,0.3669997536013343
26,3835,8,context8,27,peace,high,1,13,pure,high,high,high,high,3.5,high4,original,test,3000,750.001,free_recall,context8.peace.,0.4539708270810558,0.40650478772634174,0.4747961698189267,1.0,0.9814224827363381,False,context8.peace.,True,1.0,0.643790328381755,2.8,0.43368716546907693,0.3868130315861794
27,3836,8,context8,28,school,high,1,16,pure,high,high,high,high,3.5,high4,original,test,3000,753.001,free_recall,context8.school.,0.4650772702395859,0.4176511452772454,0.4658790837782038,1.0,0.9820073323289662,False,context8.school.,True,1.0,0.6505906871663469,2.8,0.4172907465513054,0.3991508217883992
28,3837,8,context8,29,church,high,0,12,pure,high,high,high,high,3.5,high4,original,test,3000,756.001,free_recall,context8.church.,0.43754875422081574,0.39283428580415686,0.48573257135667447,1.0,0.9825529258675523,False,context8.church.,True,1.0,0.6355861236479575,2.8,0.45390893124053255,0.3687813306132023
29,3838,8,context8,30,end,high,0,10,pure,high,high,high,high,3.5,high4,original,test,3000,759.001,free_recall,context8.end.,0.4247460872452682,0.3817074326742951,0.4946340538605639,1.0,0.9830631965004183,False,context8.end.,True,1.0,0.6290244596042254,2.8,0.4705462200538394,0.3549192526841303
30,3839,8,context8,31,hand,high,0,4,pure,high,high,high,high,2.5,high3,original,test,3000,762.001,free_recall,context8.hand.,0.4026593253681249,0.3619124251778547,0.5104700598577162,1.0,0.9835415621585333,False,context8.hand.,True,1.0,0.6171474551066214,2.8,0.5011377749694212,0.33145921662797156
16,3857,8,context9,17,elf,low,0,8,mixed,high,high,low,low,0.5,high1,original,test,3000,816.001,free_recall,context9.elf.,0.4995644120635315,0.4391385275639406,0.44868917794884755,1.0,0.9718623311678009,False,context9.elf.,True,1.0,0.5866192390260527,1.4394269316341686,0.48053774263594395,0.43805458849972634
17,3858,8,context9,18,crumb,low,1,16,mixed,low,low,high,high,-0.5,low1,original,test,3000,819.001,free_recall,context9.crumb.,0.633898061188432,0.5636017588932026,0.3491185928854379,1.0,0.9732953866663862,False,context9.crumb.,True,1.0,0.6652589651141653,2.3088891889982244,0.24877128364028667,0.5918170009319997
18,3859,8,context9,19,blue,high,0,7,mixed,low,low,low,high,-1.5,low2,original,test,3000,822.001,free_recall,context9.blue.,0.47465253179783984,0.4176511452772454,0.4658790837782038,1.0,0.9745763465632968,False,context9.blue.,True,1.0,0.6505865235373819,2.8,0.4175019946970362,0.409869653581561
19,3860,8,context9,20,front,high,0,13,mixed,low,low,high,high,-0.5,low1,original,test,3000,825.001,free_recall,context9.front.,0.5181007402038885,0.4586209656715585,0.4331032274627532,1.0,0.9757288237785017,False,context9.front.,True,1.0,0.6751725779906737,2.8,0.3578557781169741,0.45924058136798424
21,3862,8,context9,22,bard,low,1,12,mixed,high,high,high,high,2.5,high3,original,test,3000,831.001,free_recall,context9.bard.,0.48602152632308343,0.4311663725691163,0.455066901944707,1.0,0.9777203775658949,False,context9.bard.,True,1.0,0.553679899570299,2.8,0.5331079269911598,0.4226838285768433
22,3863,8,context9,23,case,high,0,14,mixed,high,high,low,high,0.5,high1,original,test,3000,834.001,free_recall,context9.case.,0.49362160293612467,0.4391385275639406,0.44868917794884755,1.0,0.9785873405905352,False,context9.case.,True,1.0,0.6634831165383035,2.8,0.386314306985433,0.4312967459894465
23,3864,8,context9,24,tribe,low,0,5,mixed,high,high,low,low,0.5,high1,original,test,3000,837.001,free_recall,context9.tribe.,0.43419606935511446,0.38518817679317824,0.4918494585654575,1.0,0.9793830105518334,False,context9.tribe.,True,1.0,0.5660809793291024,2.8,0.5509722876374475,0.36513381943758383
24,3865,8,context9,25,gig,low,0,6,mixed,low,low,high,low,-0.5,low1,original,test,3000,840.001,free_recall,context9.gig.,0.4331590387728077,0.38518817679317824,0.4918494585654575,1.0,0.9801160693873133,False,context9.gig.,True,1.0,0.5909927709943593,2.8,0.5165157193830766,0.36400804365493344
25,3866,8,context9,26,mouth,high,1,10,mixed,high,high,low,high,0.5,high1,original,test,3000,843.001,free_recall,context9.mouth.,0.4449967790402789,0.3970586782843897,0.4823530573724883,1.0,0.9807938267398213,False,context9.mouth.,True,1.0,0.6382316845893994,2.8,0.4475199807380391,0.37692630260713844
26,3867,8,context9,27,eye,high,0,11,mixed,high,high,high,low,1.5,high2,original,test,3000,846.001,free_recall,context9.eye.,0.44405385431728017,0.3970586782843897,0.4823530573724883,1.0,0.9814224827363381,False,context9.eye.,True,1.0,0.6382335213442296,2.8,0.4475025995462487,0.37589202445099423
27,3868,8,context9,28,quake,low,0,15,mixed,high,high,high,low,1.5,high2,original,test,3000,849.001,free_recall,context9.quake.,0.45905315896360394,0.41183114616102795,0.47053508307117764,1.0,0.9820073323289662,False,context9.quake.,True,1.0,0.5469579913475573,2.8,0.5580474771851445,0.3924454660493311
28,3869,8,context9,29,lair,low,0,2,mixed,high,high,nan,nan,0.5,high1,original,test,3000,852.001,free_recall,context9.lair.,0.40444506870265157,0.3619124251778547,0.5104700598577162,1.0,0.9825529258675523,False,context9.lair.,True,1.0,0.5168602995914269,2.8,0.6435897662327905,0.33333310953997397
29,3870,8,context9,30,heart,high,1,4,mixed,low,low,low,high,-1.5,low2,original,test,3000,855.001,free_recall,context9.heart.,0.4061953306837448,0.36434860458136614,0.508521116334907,1.0,0.9830631965004183,False,context9.heart.,True,1.0,0.61860916274566,2.8,0.4973299763347496,0.3351738154970049
30,3871,8,context9,31,tax,high,0,9,mixed,low,low,high,low,-0.5,low1,original,test,3000,858.001,free_recall,context9.tax.,0.4171496779511912,0.37531551898958104,0.4997475848083352,1.0,0.9835415621585333,False,context9.tax.,True,1.0,0.5960289943555018,2.8,0.5175562282046762,0.3467827699772645
31,3872,8,context9,32,hush,low,0,3,mixed,low,low,high,nan,-0.5,low1,original,test,3000,861.001,free_recall,context9.hush.,0.3970638248882639,0.35734121194097246,0.5141270304472221,1.0,0.9839910078682109,False,context9.hush.,True,1.0,0.5543548192678283,2.8,0.590194005084566,0.3256149510433406
16,4113,9,context1,17,stump,low,0,16,pure,low,low,low,low,-3.5,low4,original,test,3000,48.001,free_recall,context1.stump.,0.5756980151050201,0.49937864434531654,0.40049708452374677,1.0,0.9718623311678009,False,context1.stump.,True,1.0,0.7150349949946809,1.3499999999999999,0.22940684467136005,0.5255413226474362
17,4114,9,context1,18,gig,low,1,4,pure,low,low,low,low,-2.5,low3,original,test,3000,51.001,free_recall,context1.gig.,0.46133906473607644,0.40419666629448414,0.4766426669644127,1.0,0.9732953866663862,False,context1.gig.,True,1.0,0.6051737734417237,2.4705931553286398,0.48323044766263723,0.39498623659949356
18,4115,9,context1,19,friar,low,1,12,pure,low,low,low,low,-3.5,low4,original,test,3000,54.001,free_recall,context1.friar.,0.41462796479806685,0.35392147553426784,0.5168628195725857,1.0,0.9745763465632968,False,context1.friar.,True,1.0,0.5840977254705529,2.8,0.5460905427434428,0.34409709988423565
19,4116,9,context1,20,loon,low,1,9,pure,low,low,low,low,-3.5,low4,original,test,3000,57.001,free_recall,context1.loon.,0.3775612214014595,0.32092761166034917,0.5432579106717207,1.0,0.9757288237785017,False,context1.loon.,True,1.0,0.5543937885841108,2.8,0.6206127287638721,0.3055856046887805
20,4117,9,context1,21,hush,low,0,3,pure,low,low,low,nan,-1.5,low2,original,test,3000,60.001,free_recall,context1.hush.,0.44130266967764364,0.3888881438503569,0.48888948491971446,1.0,0.9767717254286913,False,context1.hush.,True,1.0,0.5762307173859629,2.8,0.5338627796059823,0.37287941325243357
21,4118,9,context1,22,filth,low,1,10,pure,low,low,low,low,-3.5,low4,original,test,3000,63.001,free_recall,context1.filth.,0.41603708426192443,0.36225298168071846,0.5101976146554252,1.0,0.9777203775658949,False,context1.filth.,True,1.0,0.5765487417575813,2.8,0.5544216358022821,0.34559687866588285
23,4120,9,context1,24,prong,low,0,5,pure,low,low,low,low,-3.5,low4,original,test,3000,69.001,free_recall,context1.prong.,0.3164977368218889,0.2676292823284376,0.5858965741372499,1.0,0.9793830105518333,False,context1.prong.,True,1.0,0.5116652405535393,2.8,0.7346336677300245,0.24672539992452835
24,4121,9,context1,25,chute,low,0,13,pure,low,low,low,low,-3.5,low4,original,test,3000,72.001,free_recall,context1.chute.,0.40170947330028,0.35120822626138737,0.5190334189908902,1.0,0.9801160693873134,False,context1.chute.,True,1.0,0.5694137028617481,2.8,0.5734354670168795,0.33046418953126294
25,4122,9,context1,26,elf,low,0,11,pure,low,low,low,low,-3.5,low4,original,test,3000,75.001,free_recall,context1.elf.,0.3879839890625334,0.33970897187642574,0.5282328224988595,1.0,0.9807938267398212,False,context1.elf.,True,1.0,0.5589515272260108,2.8,0.598236945540544,0.3162225268115809
26,4123,9,context1,27,flare,low,1,15,pure,low,low,low,low,-3.5,low4,original,test,3000,78.001,free_recall,context1.flare.,0.40750935824077456,0.3589193608021264,0.5128645113582989,1.0,0.981422482736338,False,context1.flare.,True,1.0,0.5742174937976479,2.8,0.5602971071680524,0.33655835375918547
27,4124,9,context1,28,hoe,low,1,8,pure,low,low,low,low,-3.5,low4,original,test,3000,81.001,free_recall,context1.hoe.,0.3246982922088554,0.2797750459514487,0.576179963238841,1.0,0.9820073323289663,False,context1.hoe.,True,1.0,0.516234892687931,2.8,0.7159946989468529,0.2542621975921776
28,4125,9,context1,29,quart,low,0,7,pure,low,low,low,low,-3.5,low4,original,test,3000,84.001,free_recall,context1.quart.,0.3379107914848374,0.29437337949540404,0.5645012964036769,1.0,0.9825529258675524,False,context1.quart.,True,1.0,0.5237146851534671,2.8,0.6908859201533311,0.26665449981548917
29,4126,9,context1,30,troupe,low,0,6,pure,low,low,low,low,-3.5,low4,original,test,3000,87.001,free_recall,context1.troupe.,0.32672980523552414,0.2844895996980022,0.5724083202415983,1.0,0.9830631965004183,False,context1.troupe.,True,1.0,0.5160008524206848,2.8,0.7120130981052115,0.25614776130770467
30,4127,9,context1,31,pew,low,0,14,pure,low,low,low,low,-3.5,low4,original,test,3000,90.001,free_recall,context1.pew.,0.3339979294172782,0.29086584289809947,0.5673073256815204,1.0,0.9835415621585336,False,context1.pew.,True,1.0,0.5262619512104727,2.8,0.6900557730418907,0.2629529590523504
31,4128,9,context1,32,scorn,low,1,2,pure,low,low,nan,nan,-0.5,low1,original,test,3000,93.001,free_recall,context1.scorn.,0.39479338465358277,0.3551914772121185,0.5158468182303052,1.0,0.9839910078682108,False,context1.scorn.,True,1.0,0.49827768366454067,2.8,0.6790914200641869,0.3232556399879545
17,4402,9,context10,18,wand,low,0,4,mixed,low,low,low,high,-1.5,low2,original,test,3000,915.001,free_recall,context10.wand.,0.43951779721780987,0.38312908231678705,0.4934967341465704,1.0,0.9732953866663862,False,context10.wand.,True,1.0,0.556669128102814,2.490204394953907,0.5662363616078602,0.37092907304410083
18,4403,9,context10,19,slang,low,0,10,mixed,high,high,high,low,1.5,high2,original,test,3000,918.001,free_recall,context10.slang.,0.48391224055254656,0.42565116238120376,0.45947907009503697,1.0,0.9745763465632968,False,context10.slang.,True,1.0,0.5658676418591195,2.8,0.5189283273482344,0.4202997991063192
19,4404,9,context10,20,berth,low,0,13,mixed,low,low,high,low,-0.5,low1,original,test,3000,921.001,free_recall,context10.berth.,0.3924955088627423,0.3335726032695587,0.533141917384353,1.0,0.9757288237785017,False,context10.berth.,True,1.0,0.5750213097968748,2.8,0.575436620244072,0.3208750359843139
20,4405,9,context10,21,day,high,1,6,mixed,high,high,low,low,0.5,high1,original,test,3000,924.001,free_recall,context10.day.,0.4546201647807952,0.40159988270164126,0.478720093838687,1.0,0.9767717254286913,False,context10.day.,True,1.0,0.6409599296209847,2.8,0.4408984528080242,0.3875313530001797
21,4406,9,context10,22,god,high,1,9,mixed,high,high,low,high,0.5,high1,original,test,3000,927.001,free_recall,context10.god.,0.46464677261559695,0.41183114616102795,0.47053508307117764,1.0,0.9777203775658949,False,context10.god.,True,1.0,0.6470986876966167,2.8,0.4258634246824399,0.3986706265550017
22,4407,9,context10,23,dirge,low,0,2,mixed,high,high,nan,nan,0.5,high1,original,test,3000,930.001,free_recall,context10.dirge.,0.42736074523610557,0.3784230586902384,0.4972615530478093,1.0,0.9785873405905352,False,context10.dirge.,True,1.0,0.504956105140761,2.8,0.6494731115156149,0.3577354071628126
23,4408,9,context10,24,food,high,1,15,mixed,low,low,low,low,-2.5,low3,original,test,3000,933.001,free_recall,context10.food.,0.49202598258679187,0.4391385275639406,0.44868917794884755,1.0,0.9793830105518334,False,context10.food.,True,1.0,0.6634830945052484,2.8,0.38629292846471613,0.4294856271200147
24,4409,9,context10,25,gnat,low,1,14,mixed,low,low,low,high,-1.5,low2,original,test,3000,936.001,free_recall,context10.gnat.,0.3513779852248437,0.3006231301162088,0.559501495907033,1.0,0.9801160693873133,False,context10.gnat.,True,1.0,0.544093376627791,2.8,0.6536052312581413,0.279592487048123
25,4410,9,context10,26,case,high,0,11,mixed,low,low,high,high,-0.5,low1,original,test,3000,939.001,free_recall,context10.case.,0.4496439709649588,0.40159988270164126,0.478720093838687,1.0,0.9807938267398213,False,context10.case.,True,1.0,0.6409599296209197,2.8,0.4407892203932142,0.3820365091462077
26,4411,9,context10,27,course,high,1,8,mixed,low,low,high,high,-0.5,low1,original,test,3000,942.001,free_recall,context10.course.,0.431008301754656,0.38518817679317824,0.4918494585654575,1.0,0.9814224827363381,False,context10.course.,True,1.0,0.631112906075907,2.8,0.4653011308758882,0.3616770019598935
27,4412,9,context10,28,pane,low,1,7,mixed,high,high,high,low,1.5,high2,original,test,3000,945.001,free_recall,context10.pane.,0.39522552803945493,0.3508438304690081,0.5193249356247936,1.0,0.9820073323289662,False,context10.pane.,True,1.0,0.5084460899468604,2.8,0.6661693545751576,0.32370415492183113
28,4413,9,context10,29,plaice,low,0,3,mixed,low,low,high,nan,-0.5,low1,original,test,3000,948.001,free_recall,context10.plaice.,0.4067654864981952,0.36434860458136614,0.508521116334907,1.0,0.9825529258675523,False,context10.plaice.,True,1.0,0.49198638909389647,2.8,0.6820360946981827,0.3357742922440333
29,4414,9,context10,30,rung,low,0,12,mixed,high,high,low,high,0.5,high1,original,test,3000,951.001,free_recall,context10.rung.,0.3819019081235504,0.33849197171862444,0.5292064226251004,1.0,0.9830631965004183,False,context10.rung.,True,1.0,0.5269715531613008,2.8,0.6471935911125475,0.30999625218178717
30,4415,9,context10,31,hand,high,1,5,mixed,low,low,low,low,-2.5,low3,original,test,3000,954.001,free_recall,context10.hand.,0.405145901001124,0.36434860458136614,0.508521116334907,1.0,0.9835415621585333,False,context10.hand.,True,1.0,0.6186091627487287,2.8,0.49731975224348557,0.3340696784029902
31,4416,9,context10,32,wish,high,1,16,mixed,high,high,low,low,0.5,high1,original,test,3000,957.001,free_recall,context10.wish.,0.43942737490333184,0.3970586782843897,0.4823530573724883,1.0,0.9839910078682109,False,context10.wish.,True,1.0,0.6382352069632178,2.8,0.4474437443267367,0.3708303557766255
16,4433,9,context11,17,cube,low,1,2,mixed,low,low,nan,nan,-0.5,low1,original,test,3000,1008.001,free_recall,context11.cube.,0.4585311747503926,0.40159988270164126,0.478720093838687,1.0,0.9718623311678009,False,context11.cube.,True,1.0,0.5521212878658253,1.3499999999999999,0.5586064855013154,0.39186592182258395
17,4434,9,context11,18,rate,high,0,3,mixed,low,low,low,nan,-1.5,low2,original,test,3000,1011.001,free_recall,context11.rate.,0.4575500994164311,0.40159988270164126,0.478720093838687,1.0,0.9732953866663862,False,context11.rate.,True,1.0,0.6310570883776072,2.1413935144986844,0.4528306909299689,0.3907773117581599
18,4435,9,context11,19,child,high,1,12,mixed,low,low,high,high,-0.5,low1,original,test,3000,1014.001,free_recall,context11.child.,0.5185903493131974,0.4586209656715585,0.4331032274627532,1.0,0.9745763465632968,False,context11.child.,True,1.0,0.6751725639902282,2.8,0.35789244694447886,0.459802020781244
19,4436,9,context11,20,mite,low,0,13,mixed,high,high,low,high,0.5,high1,original,test,3000,1017.001,free_recall,context11.mite.,0.4586064031543395,0.3996181293319419,0.48030549653444654,1.0,0.9757288237785017,False,context11.mite.,True,1.0,0.5789482972477353,2.8,0.5165399250089278,0.39194943101670754
21,4438,9,context11,22,mouth,high,1,5,mixed,high,high,high,low,1.5,high2,original,test,3000,1023.001,free_recall,context11.mouth.,0.4440021106527329,0.39283428580415686,0.48573257135667447,1.0,0.9777203775658949,False,context11.mouth.,True,1.0,0.6356970244223725,2.8,0.45389926817183235,0.3758352934227294
22,4439,9,context11,23,reel,low,1,11,mixed,high,high,high,low,1.5,high2,original,test,3000,1026.001,free_recall,context11.reel.,0.4698497234022802,0.4176511452772454,0.4658790837782038,1.0,0.9785873405905352,False,context11.reel.,True,1.0,0.5664380917864825,2.8,0.5253367087625446,0.404484287415167
23,4440,9,context11,24,foal,low,0,6,mixed,high,high,high,high,2.5,high3,original,test,3000,1029.001,free_recall,context11.foal.,0.43771231645004444,0.3888881438503569,0.48888948491971446,1.0,0.9793830105518334,False,context11.foal.,True,1.0,0.5143663673078025,2.8,0.6260529864178938,0.36895958191737266
24,4441,9,context11,25,psalm,low,1,8,mixed,high,high,low,high,0.5,high1,original,test,3000,1032.001,free_recall,context11.psalm.,0.43529156637987676,0.3871448327377895,0.4902841338097684,1.0,0.9801160693873133,False,context11.psalm.,True,1.0,0.5203052459467146,2.8,0.6179900367127004,0.3663243286126572
25,4442,9,context11,26,view,high,0,7,mixed,low,low,high,high,-0.5,low1,original,test,3000,1035.001,free_recall,context11.view.,0.4317612589539758,0.38518817679317824,0.4918494585654575,1.0,0.9807938267398213,False,context11.view.,True,1.0,0.628504137421669,2.8,0.46848392958461127,0.3624925038513073
26,4443,9,context11,27,south,high,1,10,mixed,high,high,low,high,0.5,high1,original,test,3000,1038.001,free_recall,context11.south.,0.4390776450660019,0.39283428580415686,0.48573257135667447,1.0,0.9814224827363381,False,context11.south.,True,1.0,0.6355080670603553,2.8,0.4540282994884058,0.37044862331655726
27,4444,9,context11,28,news,high,0,4,mixed,high,high,low,low,0.5,high1,original,test,3000,1041.001,free_recall,context11.news.,0.4131099869218126,0.3695658832419759,0.5043472934064193,1.0,0.9820073323289662,False,context11.news.,True,1.0,0.621739521068029,2.8,0.4892260474318669,0.3424841990325052
28,4445,9,context11,29,vane,low,0,14,mixed,low,low,high,low,-0.5,low1,original,test,3000,1044.001,free_recall,context11.vane.,0.32712854161960736,0.28202899097356654,0.5743768072211468,1.0,0.9825529258675523,False,context11.vane.,True,1.0,0.5249330702916672,2.8,0.7001771158274095,0.2565187056130834
29,4446,9,context11,30,plant,high,0,9,mixed,low,low,high,low,-0.5,low1,original,test,3000,1047.001,free_recall,context11.plant.,0.4209860648479011,0.3784230586902384,0.4972615530478093,1.0,0.9830631965004183,False,context11.plant.,True,1.0,0.6191935586647268,2.8,0.48527387661597177,0.3508833592992209
30,4447,9,context11,31,kink,low,1,16,mixed,high,high,low,low,0.5,high1,original,test,3000,1050.001,free_recall,context11.kink.,0.3811400032324332,0.3376966223346721,0.5298427021322624,1.0,0.9835415621585333,False,context11.kink.,True,1.0,0.5290357459856269,2.8,0.6446159281330461,0.3092200616021543
31,4448,9,context11,32,hair,high,1,15,mixed,low,low,low,high,-1.5,low2,original,test,3000,1053.001,free_recall,context11.hair.,0.4348944503560026,0.39283428580415686,0.48573257135667447,1.0,0.9839910078682109,False,context11.hair.,True,1.0,0.6357005454362284,2.8,0.45374140107706284,0.3658926214594989
16,4465,9,context12,17,state,high,0,4,pure,high,high,high,high,2.5,high3,original,test,3000,1104.001,free_recall,context12.state.,0.46972530935967705,0.41183114616102795,0.47053508307117764,1.0,0.9718623311678009,False,context12.state.,True,1.0,0.647096249322578,2.794532316877137,0.42605526771202673,0.4043450179946682
