,subject,cue_type,cued_recall_acc,free_recall_acc,MemCuePostprior2items,MemCuePostprior3items,cue_type_prioritem1,cue_type_prioritem2,cue_type_prioritem3,cue_type_prioritem4,cue_type_prioritem5,cue_type_consec_value,cue_type_consec_lab,stim1,stim2,list,trial,procedure,duration,addedTime,onset,epiname,epiA_cued_recall,epiA_free_recall,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,cued_recall_acc_pred,free_recall_acc_pred
49,1,tbf,0,0,na_tbf_?,na_na_tbf_?,tbf,nan,nan,nan,nan,-0.5,tbf1,word002,nan,context1,50,test,3000,0,105.001,word002.nan.context1.,0.721761031,0.278731604,0.242338268,0,1,0.926891666,TRUE,word002.word026.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413799,0.310288047,0.182734074
50,1,tbf,0,0,tbf_tbf_?,na_tbf_tbf_?,tbf,tbf,nan,nan,nan,-1.5,tbf2,word003,nan,context1,51,test,3000,0,108.001,word003.nan.context1.,0.720758551,0.277729124,0.242338268,0,1,0.923553285,TRUE,word003.word027.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413849,0.308678804,0.181154907
51,1,tbf,0,0,tbf_tbf_?,tbf_tbf_tbf_?,tbf,tbf,tbf,nan,nan,-2.5,tbf3,word004,nan,context1,52,test,3000,0,111.001,word004.nan.context1.,0.719846614,0.276817187,0.242338268,0,1,0.920371344,TRUE,word004.word028.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413898,0.307218091,0.17972582
52,1,tbr,0,0,tbf_tbf_?,tbf_tbf_tbf_?,tbf,tbf,tbf,tbf,nan,-2.5,tbf3,word005,nan,context1,53,test,3000,0,114.001,word005.nan.context1.,0.844542286,0.401512859,0.367876803,0,1,0.917338792,TRUE,word005.word029.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.563302241,0.525533012,0.431385211
53,1,tbf,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbf,tbf,0.5,tbr1,word006,nan,context1,54,test,3000,0,117.001,word006.nan.context1.,0.718217235,0.275187808,0.242338268,0,1,0.94940675,TRUE,word006.word030.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.28141352,0.304615812,0.177190125
54,1,tbf,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbf,tbf,-0.5,tbf1,word007,nan,context1,55,test,3000,0,120.001,word007.nan.context1.,0.71747852,0.274449093,0.242338268,0,1,0.943024044,TRUE,word007.word031.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413589,0.30343925,0.176047993
55,1,tbr,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbf,tbf,-1.5,tbf2,word008,nan,context1,56,test,3000,0,123.001,word008.nan.context1.,0.842319933,0.399290506,0.367876803,0,1,0.938203255,TRUE,word008.word032.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.562381188,0.521502991,0.426182962
56,1,tbf,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbr,tbf,0.5,tbr1,word009,nan,context1,57,test,3000,0,126.001,word009.nan.context1.,0.716121111,0.273091684,0.242338268,0,1,0.960261432,TRUE,word009.word033.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413422,0.301282596,0.173961476
57,1,tbr,1,1,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbf,tbr,-0.5,tbf1,word010,nan,context1,58,test,3000,0,129.001,word010.nan.context1.,0.841032402,0.398002975,0.367876803,0,1,0.953933661,TRUE,word010.word034.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561862688,0.519167147,0.42317482
58,1,tbr,1,0.5,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbf,0.5,tbr1,word011,nan,context1,59,test,3000,0,132.001,word011.nan.context1.,0.840435092,0.397405665,0.367876803,0,1,0.96848779,TRUE,word011.word035.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561517652,0.518083275,0.421780793
59,1,tbr,0,0,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbr,tbf,1.5,tbr2,word012,nan,context1,60,test,3000,0,135.001,word012.nan.context1.,0.839865105,0.396835678,0.367876803,0,1,0.97558566,TRUE,word012.word036.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561396346,0.51704886,0.420451447
60,1,tbf,0,0,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbf,tbr,2.5,tbr3,word013,nan,context1,61,test,3000,0,138.001,word013.nan.context1.,0.713781679,0.270752252,0.242338268,0,1,0.979565454,TRUE,word013.word037.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413306,0.297582,0.17040253
61,1,tbf,0,0,tbr_tbf_?,tbr_tbr_tbf_?,tbf,tbr,tbr,tbr,tbf,-0.5,tbf1,word014,nan,context1,62,test,3000,0,141.001,word014.nan.context1.,0.713259954,0.270230527,0.242338268,0,1,0.973383865,TRUE,word014.word038.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413335,0.296759554,0.169615241
62,1,tbr,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbr,tbr,-1.5,tbf2,word015,nan,context1,63,test,3000,0,144.001,word015.nan.context1.,0.834376911,0.391347484,0.363955476,0,1,0.968322704,TRUE,word015.word039.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.56152084,0.507084003,0.407700221
63,1,tbr,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbr,tbr,0.5,tbr1,word016,nan,context1,64,test,3000,0,147.001,word016.nan.context1.,0.785407846,0.342378419,0.315466681,0,1,0.977314385,TRUE,word016.word040.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561371464,0.418699811,0.299628937
64,1,tbr,0,0.5,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbf,tbr,1.5,tbr2,word017,nan,context1,65,test,3000,0,150.001,word017.nan.context1.,0.754053172,0.311023745,0.28457363,0,1,0.981567851,TRUE,word017.word041.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561318019,0.363922698,0.238097308
65,1,tbf,0,0,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbf,tbf,2.5,tbr3,word018,nan,context1,66,test,3000,0,153.001,word018.nan.context1.,0.473388845,0.030359418,0.004353476,0,1,0.983920864,TRUE,word018.word042.context1.,FALSE,1,0.464579718,0.3,0.3,3,0.286803571,0.051976219,0.00851542
66,1,tbf,0,0.5,tbr_tbf_?,tbr_tbr_tbf_?,tbf,tbr,tbr,tbr,tbf,-0.5,tbf1,word019,nan,context1,67,test,3000,0,156.001,word019.nan.context1.,0.700837441,0.257808014,0.232229874,0,1,0.978577664,TRUE,word019.word043.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.28141331,0.277491829,0.151560773
67,1,tbf,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbr,tbr,-1.5,tbf2,word020,nan,context1,68,test,3000,0,159.001,word020.nan.context1.,0.700855376,0.257825949,0.232660222,0,1,0.974085954,TRUE,word020.word044.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413332,0.277519201,0.151585882
68,1,tbr,1,1,tbf_tbf_?,tbf_tbf_tbf_?,tbf,tbf,tbf,tbr,tbr,-2.5,tbf3,word021,nan,context1,69,test,3000,0,162.001,word021.nan.context1.,0.830499769,0.387470342,0.36270253,0,1,0.970105722,TRUE,word021.word045.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561487291,0.500041285,0.398749841
69,1,tbr,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbf,tbr,0.5,tbr1,word022,nan,context1,70,test,3000,0,165.001,word022.nan.context1.,0.782369619,0.339340192,0.314956616,0,1,0.979131228,TRUE,word022.word046.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561347283,0.413303508,0.293363538
70,1,tbr,0,0,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbf,tbf,1.5,tbr2,word023,nan,context1,71,test,3000,0,168.001,word023.nan.context1.,0.751153492,0.308124065,0.284111796,0,1,0.983309104,TRUE,word023.word047.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.56129933,0.358976229,0.232778484
71,1,tbr,0,0,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbf,tbf,2.5,tbr3,word024,nan,context1,72,test,3000,0,171.001,word024.nan.context1.,0.707342757,0.26431333,0.24066013,0,1,0.985552714,TRUE,word024.word048.context1.,FALSE,1,0.55468496,0.3,0.3,3,0.564556853,0.28750544,0.160849836
49,2,tbf,0,0,na_tbr_?,na_na_tbr_?,tbr,nan,nan,nan,nan,0.5,tbr1,word002,nan,context1,50,test,3000,0,105.001,word002.nan.context1.,0.721761031,0.278731604,0.242338268,0,1,0.954500853,TRUE,word002.word026.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413471,0.310288047,0.182734074
50,2,tbf,1,0,tbr_tbf_?,na_tbr_tbf_?,tbf,tbr,nan,nan,nan,-0.5,tbf1,word003,nan,context1,51,test,3000,0,108.001,word003.nan.context1.,0.720758551,0.277729124,0.242338268,0,1,0.948076151,TRUE,word003.word027.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413534,0.308678804,0.181154907
51,2,tbf,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,nan,nan,-1.5,tbf2,word004,nan,context1,52,test,3000,0,111.001,word004.nan.context1.,0.719846614,0.276817187,0.242338268,0,1,0.943068962,TRUE,word004.word028.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413588,0.307218091,0.17972582
52,2,tbr,1,1,tbf_tbf_?,tbf_tbf_tbf_?,tbf,tbf,tbf,tbr,nan,-2.5,tbf3,word005,nan,context1,53,test,3000,0,114.001,word005.nan.context1.,0.844542286,0.401512859,0.367876803,0,1,0.93875758,TRUE,word005.word029.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.562360346,0.525533012,0.431385211
53,2,tbf,1,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbf,tbr,0.5,tbr1,word006,nan,context1,54,test,3000,0,117.001,word006.nan.context1.,0.718217235,0.275187808,0.242338268,0,1,0.960789877,TRUE,word006.word030.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413418,0.304615812,0.177190125
54,2,tbr,1,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbf,tbf,-0.5,tbf1,word007,nan,context1,55,test,3000,0,120.001,word007.nan.context1.,0.843017055,0.399987628,0.367876803,0,1,0.954558662,TRUE,word007.word031.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.56184521,0.52276741,0.427813499
55,2,tbr,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbf,0.5,tbr1,word008,nan,context1,56,test,3000,0,123.001,word008.nan.context1.,0.842319933,0.399290506,0.367876803,0,1,0.968864793,TRUE,word008.word032.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561510435,0.521502991,0.426182962
56,2,tbf,1,1,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbr,tbf,1.5,tbr2,word009,nan,context1,57,test,3000,0,126.001,word009.nan.context1.,0.716121111,0.273091684,0.242338268,0,1,0.975803417,TRUE,word009.word033.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413323,0.301282596,0.173961476
57,2,tbr,0,0.5,tbr_tbf_?,tbr_tbr_tbf_?,tbf,tbr,tbr,tbf,tbr,-0.5,tbf1,word010,nan,context1,58,test,3000,0,129.001,word010.nan.context1.,0.841032402,0.398002975,0.367876803,0,1,0.96943845,TRUE,word010.word034.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561499619,0.519167147,0.42317482
58,2,tbr,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbr,tbf,0.5,tbr1,word011,nan,context1,59,test,3000,0,132.001,word011.nan.context1.,0.840435092,0.397405665,0.367876803,0,1,0.97720701,TRUE,word011.word035.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561372957,0.518083275,0.421780793
59,2,tbr,1,0,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbr,tbr,1.5,tbr2,word012,nan,context1,60,test,3000,0,135.001,word012.nan.context1.,0.814730652,0.371701225,0.34274235,0,1,0.98103231,TRUE,word012.word036.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.56132414,0.471420105,0.362938315
60,2,tbr,1,1,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbf,tbr,2.5,tbr3,word013,nan,context1,61,test,3000,0,138.001,word013.nan.context1.,0.776271253,0.333241826,0.304827842,0,1,0.98323515,TRUE,word013.word037.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561300086,0.402522253,0.280974287
61,2,tbr,0,0,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbr,tbf,2.5,tbr3,word014,nan,context1,62,test,3000,0,141.001,word014.nan.context1.,0.742929561,0.299900134,0.272007876,0,1,0.984649301,TRUE,word014.word038.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561286207,0.345077777,0.218058615
62,2,tbf,1,1,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbr,tbr,2.5,tbr3,word015,nan,context1,63,test,3000,0,144.001,word015.nan.context1.,0.474774911,0.031745484,0.004353476,0,1,0.985637007,TRUE,word015.word039.context1.,FALSE,1,0.457421442,0.3,0.3,3,0.29452095,0.052650998,0.008708698
63,2,tbr,1,1,tbr_tbf_?,tbr_tbr_tbf_?,tbf,tbr,tbr,tbr,tbr,-0.5,tbf1,word016,nan,context1,64,test,3000,0,147.001,word016.nan.context1.,0.832084648,0.389055222,0.362143484,0,1,0.980300024,TRUE,word016.word040.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561332793,0.5029203,0.402402391
64,2,tbf,1,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbr,tbr,0.5,tbr1,word017,nan,context1,65,test,3000,0,150.001,word017.nan.context1.,0.612330004,0.169300577,0.142850462,0,1,0.984079197,TRUE,word017.word041.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.28141329,0.160276074,0.05967195
65,2,tbr,1,1,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbr,-0.5,tbf1,word018,nan,context1,66,test,3000,0,153.001,word018.nan.context1.,0.831735537,0.38870611,0.362700167,0,1,0.979151812,TRUE,word018.word042.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.56134702,0.502286128,0.401597076
66,2,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbr,0.5,tbr1,word019,nan,context1,67,test,3000,0,156.001,word019.nan.context1.,0.611940451,0.168911024,0.143332884,0,1,0.983738818,TRUE,word019.word043.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413291,0.159844378,0.059396922
67,2,tbf,1,1,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbf,-0.5,tbf1,word020,nan,context1,68,test,3000,0,159.001,word020.nan.context1.,0.7008589,0.257829474,0.232663746,0,1,0.979021806,TRUE,word020.word044.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413308,0.277524579,0.151590817
68,2,tbf,1,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbf,tbr,-1.5,tbf2,word021,nan,context1,69,test,3000,0,162.001,word021.nan.context1.,0.700463542,0.257434115,0.232666303,0,1,0.974978444,TRUE,word021.word045.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413327,0.276921508,0.151037936
69,2,tbf,1,0.5,tbf_tbf_?,tbf_tbf_tbf_?,tbf,tbf,tbf,tbr,tbf,-2.5,tbf3,word022,nan,context1,70,test,3000,0,165.001,word022.nan.context1.,0.700078273,0.257048846,0.23266527,0,1,0.971338859,TRUE,word022.word046.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413346,0.276334444,0.150500457
70,2,tbr,0,0,tbf_tbf_?,tbf_tbf_tbf_?,tbf,tbf,tbf,tbf,tbr,-2.5,tbf3,word023,nan,context1,71,test,3000,0,168.001,word023.nan.context1.,0.829748418,0.386718991,0.362706722,0,1,0.967990618,TRUE,word023.word047.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561527303,0.498676407,0.397021332
71,2,tbf,1,1,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbf,tbf,0.5,tbr1,word024,nan,context1,72,test,3000,0,171.001,word024.nan.context1.,0.610040437,0.16701101,0.14335781,0,1,0.978409506,TRUE,word024.word048.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413311,0.157749728,0.058069713
49,3,tbf,0,0,na_tbr_?,na_na_tbr_?,tbr,nan,nan,nan,nan,0.5,tbr1,word002,nan,context1,50,test,3000,0,105.001,word002.nan.context1.,0.721761031,0.278731604,0.242338268,0,1,0.956098809,TRUE,word002.word026.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413457,0.310288047,0.182734074
50,3,tbr,1,0,tbr_tbf_?,na_tbr_tbf_?,tbf,tbr,nan,nan,nan,-0.5,tbf1,word003,nan,context1,51,test,3000,0,108.001,word003.nan.context1.,0.846297085,0.403267658,0.367876803,0,1,0.949746164,TRUE,word003.word027.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561985944,0.528713345,0.43550145
51,3,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,nan,nan,0.5,tbr1,word004,nan,context1,52,test,3000,0,111.001,word004.nan.context1.,0.719846614,0.276817187,0.242338268,0,1,0.966019534,TRUE,word004.word028.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.28141338,0.307218091,0.17972582
52,3,tbf,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,nan,-0.5,tbf1,word005,nan,context1,53,test,3000,0,114.001,word005.nan.context1.,0.719003751,0.275974324,0.242338268,0,1,0.959514505,TRUE,word005.word029.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413428,0.305870732,0.178411294
53,3,tbr,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbf,tbr,-1.5,tbf2,word006,nan,context1,54,test,3000,0,117.001,word006.nan.context1.,0.84375577,0.400726343,0.367876803,0,1,0.954317463,TRUE,word006.word030.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561851927,0.524107019,0.429542667
54,3,tbr,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbr,tbf,0.5,tbr1,word007,nan,context1,55,test,3000,0,120.001,word007.nan.context1.,0.843017055,0.399987628,0.367876803,0,1,0.969139132,TRUE,word007.word031.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561505237,0.52276741,0.427813499
55,3,tbr,1,1,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbf,tbr,1.5,tbr2,word008,nan,context1,56,test,3000,0,123.001,word008.nan.context1.,0.842319933,0.399290506,0.367876803,0,1,0.97615282,TRUE,word008.word032.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561387982,0.521502991,0.426182962
56,3,tbf,0,0,tbr_tbr_?,tbr_tbr_tbr_?,tbr,tbr,tbr,tbf,tbf,2.5,tbr3,word009,nan,context1,57,test,3000,0,126.001,word009.nan.context1.,0.716121111,0.273091684,0.242338268,0,1,0.979985113,TRUE,word009.word033.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413304,0.301282596,0.173961476
57,3,tbr,1,0,tbr_tbf_?,tbr_tbr_tbf_?,tbf,tbr,tbr,tbr,tbf,-0.5,tbf1,word010,nan,context1,58,test,3000,0,129.001,word010.nan.context1.,0.841032402,0.398002975,0.367876803,0,1,0.973841489,TRUE,word010.word034.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561423301,0.519167147,0.42317482
58,3,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbr,tbr,0.5,tbr1,word011,nan,context1,59,test,3000,0,132.001,word011.nan.context1.,0.68019911,0.237169683,0.207640821,0,1,0.979827579,TRUE,word011.word035.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413305,0.246897737,0.124490279
59,3,tbr,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbr,-0.5,tbf1,word012,nan,context1,60,test,3000,0,135.001,word012.nan.context1.,0.834656117,0.39162669,0.362667815,0,1,0.97422918,TRUE,word012.word036.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561417149,0.507591114,0.408346692
60,3,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbr,0.5,tbr1,word013,nan,context1,61,test,3000,0,138.001,word013.nan.context1.,0.614635434,0.171606007,0.143192023,0,1,0.980419836,TRUE,word013.word037.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413303,0.162846495,0.061320082
61,3,tbr,1,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbf,-0.5,tbf1,word014,nan,context1,62,test,3000,0,141.001,word014.nan.context1.,0.833602515,0.390573088,0.36268083,0,1,0.975110734,TRUE,word014.word038.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561403502,0.505677442,0.405908513
62,3,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbr,0.5,tbr1,word015,nan,context1,63,test,3000,0,144.001,word015.nan.context1.,0.61367676,0.170647333,0.143255325,0,1,0.981152266,TRUE,word015.word039.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.2814133,0.161774391,0.060630466
63,3,tbf,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbf,-0.5,tbf1,word016,nan,context1,64,test,3000,0,147.001,word016.nan.context1.,0.702580008,0.259550581,0.232638843,0,1,0.976063409,TRUE,word016.word040.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413322,0.280157374,0.154013322
64,3,tbr,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbf,tbr,-1.5,tbf2,word017,nan,context1,65,test,3000,0,150.001,word017.nan.context1.,0.832172008,0.389142582,0.362692467,0,1,0.971754021,TRUE,word017.word041.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561458006,0.50307899,0.402603974
65,3,tbf,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,tbr,tbf,0.5,tbr1,word018,nan,context1,66,test,3000,0,153.001,word018.nan.context1.,0.612334508,0.169305081,0.143299139,0,1,0.979849076,TRUE,word018.word042.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413305,0.16028107,0.059675136
66,3,tbr,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbf,tbr,-0.5,tbf1,word019,nan,context1,67,test,3000,0,156.001,word019.nan.context1.,0.831308798,0.388279371,0.362701231,0,1,0.975086123,TRUE,word019.word043.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561403876,0.501510937,0.400613261
67,3,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbf,0.5,tbr1,word020,nan,context1,68,test,3000,0,159.001,word020.nan.context1.,0.611534246,0.168504819,0.143339092,0,1,0.981605323,TRUE,word020.word044.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413298,0.15939504,0.059111197
68,3,tbr,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbf,-0.5,tbf1,word021,nan,context1,69,test,3000,0,162.001,word021.nan.context1.,0.830504073,0.387474646,0.362706834,0,1,0.976918613,TRUE,word021.word045.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561376999,0.500049102,0.398759747
69,3,tbf,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbr,0.5,tbr1,word022,nan,context1,70,test,3000,0,165.001,word022.nan.context1.,0.610774124,0.167744697,0.143361122,0,1,0.982723528,TRUE,word022.word046.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413294,0.158556427,0.058579424
70,3,tbf,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbr,tbf,-0.5,tbf1,word023,nan,context1,71,test,3000,0,168.001,word023.nan.context1.,0.699715523,0.256686096,0.232673827,0,1,0.978173792,TRUE,word023.word047.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413312,0.275782255,0.14999556
71,3,tbr,0,0,tbf_tbf_?,tbr_tbf_tbf_?,tbf,tbf,tbr,tbf,tbr,-1.5,tbf2,word024,nan,context1,72,test,3000,0,171.001,word024.nan.context1.,0.829395188,0.386365761,0.362712561,0,1,0.974319262,TRUE,word024.word048.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561415733,0.498034746,0.396209411
49,4,tbf,0,0,na_tbf_?,na_na_tbf_?,tbf,nan,nan,nan,nan,-0.5,tbf1,word002,nan,context1,50,test,3000,0,105.001,word002.nan.context1.,0.721761031,0.278731604,0.242338268,0,1,0.921844314,TRUE,word002.word026.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413875,0.310288047,0.182734074
50,4,tbr,0,0,tbf_tbf_?,na_tbf_tbf_?,tbf,tbf,nan,nan,nan,-1.5,tbf2,word003,nan,context1,51,test,3000,0,108.001,word003.nan.context1.,0.846297085,0.403267658,0.367876803,0,1,0.918634815,TRUE,word003.word027.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.563237279,0.528713345,0.43550145
51,4,tbf,0,0,tbf_tbr_?,tbf_tbf_tbr_?,tbr,tbf,tbf,nan,nan,0.5,tbr1,word004,nan,context1,52,test,3000,0,111.001,word004.nan.context1.,0.719846614,0.276817187,0.242338268,0,1,0.949982479,TRUE,word004.word028.context1.,FALSE,1,0.469636788,0.3,0.3,3,0.281413515,0.307218091,0.17972582
52,4,tbr,0,0,tbr_tbf_?,tbf_tbr_tbf_?,tbf,tbr,tbf,tbf,nan,-0.5,tbf1,word005,nan,context1,53,test,3000,0,114.001,word005.nan.context1.,0.844542286,0.401512859,0.367876803,0,1,0.943492965,TRUE,word005.word029.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.562189953,0.525533012,0.431385211
53,4,tbr,0,0,tbf_tbr_?,tbr_tbf_tbr_?,tbr,tbf,tbr,tbf,tbf,0.5,tbr1,word006,nan,context1,54,test,3000,0,117.001,word006.nan.context1.,0.84375577,0.400726343,0.367876803,0,1,0.96245091,TRUE,word006.word030.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561645056,0.524107019,0.429542667
54,4,tbr,1,0,tbr_tbr_?,tbf_tbr_tbr_?,tbr,tbr,tbf,tbr,tbf,1.5,tbr2,word007,nan,context1,55,test,3000,0,120.001,word007.nan.context1.,0.843017055,0.399987628,0.367876803,0,1,0.97165764,TRUE,word007.word031.context1.,FALSE,1,0.557513762,0.3,0.3,3,0.561459673,0.52276741,0.427813499
