,composition,duration,freq,list,onset,procedure,sp,stim1,stim2,subject,trial,testtype,epiname,reduce_wm,stim1.semB,stim1.semA,list.semB,list.semA,stim2.semB,stim2.semA,epiA,epiB,retrievedName,sameNode,relatedNode,wmSpent,epiS,wmAvailable,acc_pred,acc,experiment
372,Mixed LLLHHH,10000,LF,context4,568.001,study,1,mealy,position_1,7,1,,mealy.context4.position_1.,False,0.20317453598894297,1.0,1.0,1.0,0.99,1.0,0.0,0.0,mealy.context4.position_1.,True,True,1.438240451702864,0.6842570850205907,3.6137890624999995,0.07195740569505976,,
373,Mixed LLLHHH,1000,LF,context4,569.001,study,2,pinpointed,position_2,7,2,,pinpointed.context4.position_2.,False,0.20803417401044022,1.0,1.0,1.0,0.99,1.0,0.0,0.0,pinpointed.context4.position_2.,True,True,1.1604357078893393,0.5590646609125473,2.6127287865783857,0.07195740569505976,,
374,Mixed LLLHHH,1000,LF,context4,570.001,study,3,detonating,position_3,7,3,,detonating.context4.position_3.,False,0.20803417401044022,1.0,1.0,1.0,0.99,1.0,0.0,0.0,detonating.context4.position_3.,True,True,0.9662267132084749,0.4457524632232781,1.8894732544702966,0.07195740569505976,,
375,Mixed LLLHHH,1000,HF,context4,571.001,study,4,rid,position_4,7,4,,rid.context4.position_4.,False,0.3994962537618553,1.0,1.0,1.0,0.99,1.0,0.0,0.0,rid.context4.position_4.,True,True,0.5903077169057647,0.407111927300025,1.3604267170430717,0.07195740569505976,,
376,Mixed LLLHHH,1000,HF,context4,572.001,study,5,promise,position_5,7,5,,promise.context4.position_5.,False,0.3999999552170304,1.0,1.0,1.0,0.99,1.0,0.0,0.0,promise.context4.position_5.,True,True,0.5545989243061404,0.37479328147804813,1.207299175918557,0.07195740569505976,,
377,Mixed LLLHHH,1000,HF,context4,573.001,study,6,drive,position_6,7,6,,drive.context4.position_6.,False,0.39999995530650684,1.0,1.0,1.0,0.99,1.0,0.0,0.0,drive.context4.position_6.,True,True,0.5276420809226755,0.34785250754180663,1.0898804273936666,0.07195740569505976,,
378,Mixed LLLHHH,500,LF,context4,573.501,test,1,nan,position_1,7,7,,nan.context4.position_1.,False,0.99,0.99,1.0,1.0,0.99518563341005,1.0,1.1792746943754957,0.4885341175305332,mealy.context4.position_1.,False,True,0.13829502039329503,0.0,0.7808284343616161,0.884700174670065,0.83,1.0
379,Mixed LLLHHH,500,LF,context4,574.001,test,2,nan,position_2,7,8,,nan.context4.position_2.,False,0.99,0.99,1.0,1.0,0.9942950422481283,1.0,0.8312512621875638,0.4049438576770114,pinpointed.context4.position_2.,False,True,0.15251940841320136,0.0,0.861123501858946,0.6604720813059324,0.66,1.0
380,Mixed LLLHHH,500,LF,context4,574.501,test,3,nan,position_3,7,9,,nan.context4.position_3.,False,0.99,0.99,1.0,1.0,0.9934785727614404,1.0,0.6165870323177411,0.32796573161573134,detonating.context4.position_3.,False,True,0.16422432645521756,0.0,0.9271941813363698,0.47190458852469314,0.52,1.0
381,Mixed LLLHHH,500,HF,context4,575.001,test,4,nan,position_4,7,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.9931494419240139,1.0,0.5382117216098824,0.30471878321834006,rid.context4.position_4.,False,True,0.17385304040964633,0.0,0.9815599427717772,0.4023456126285364,0.41,1.0
382,Mixed LLLHHH,500,HF,context4,575.501,test,5,nan,position_5,7,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9929547659352491,1.0,0.48074089506758344,0.2858995979782059,promise.context4.position_5.,False,True,0.18177536103121328,0.0,1.026296990252756,0.3531158410733277,0.34,1.0
383,Mixed LLLHHH,500,HF,context4,576.001,test,6,nan,position_6,7,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.9928011339598162,1.0,0.4384600098572716,0.27103435282266264,drive.context4.position_6.,False,True,0.18829412421952946,0.0,1.0631117171121676,0.3183569920512602,0.6,1.0
384,Pure HF,10000,HF,context1,586.001,study,1,even,position_1,8,1,,even.context1.position_1.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,even.context1.position_1.,True,True,1.1070776699189926,0.7344920078415011,3.6137890624999995,0.07195740569505976,,
385,Pure HF,1000,HF,context1,587.001,study,2,area,position_2,8,2,,area.context1.position_2.,False,0.39988849464178006,1.0,1.0,1.0,0.99,1.0,0.0,0.0,area.context1.position_2.,True,True,0.9534369650530722,0.6545021018767476,2.943891568362257,0.07195740569505976,,
386,Pure HF,1000,HF,context1,588.001,study,3,enough,position_3,8,3,,enough.context1.position_3.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,enough.context1.position_3.,True,True,0.8347619243864678,0.585498063076138,2.427634779090435,0.07195740569505976,,
387,Pure HF,1000,HF,context1,589.001,study,4,father,position_4,8,4,,father.context1.position_4.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,father.context1.position_4.,True,True,0.7434856277057846,0.5262004061047564,2.0300530304852176,0.07195740569505976,,
388,Pure HF,1000,HF,context1,590.001,study,5,visit,position_5,8,5,,visit.context1.position_5.,False,0.3994348604761487,1.0,1.0,1.0,0.99,1.0,0.0,0.0,visit.context1.position_5.,True,True,0.6738219138716649,0.4753507495169574,1.7237475785606828,0.07195740569505976,,
389,Pure HF,1000,HF,context1,591.001,study,6,jump,position_6,8,6,,jump.context1.position_6.,False,0.399814311108767,1.0,1.0,1.0,0.99,1.0,0.0,0.0,jump.context1.position_6.,True,True,0.619044816984229,0.43222515166701514,1.4871058404702682,0.07195740569505976,,
390,Pure HF,500,HF,context1,591.501,test,1,nan,position_1,8,7,,nan.context1.position_1.,False,0.99,0.99,1.0,1.0,0.9954196620568273,1.0,1.2658514716620957,0.5243999846538374,even.context1.position_1.,False,True,0.1924558380269568,0.0,1.0866511113766641,0.9183583541065459,0.92,1.0
391,Pure HF,500,HF,context1,592.001,test,2,nan,position_2,8,8,,nan.context1.position_2.,False,0.99,0.99,1.0,1.0,0.994899580009036,1.0,0.9731534406081248,0.4740714706579198,area.context1.position_2.,False,True,0.1970862707083504,0.0,1.1127853612403324,0.7684804480057378,0.81,1.0
392,Pure HF,500,HF,context1,592.501,test,3,nan,position_3,8,9,,nan.context1.position_3.,False,0.99,0.99,1.0,1.0,0.994452149254048,1.0,0.8098901137402597,0.4307846090806109,enough.context1.position_3.,False,True,0.20089611111584055,0.0,1.134289178422607,0.6426554692219704,0.69,1.0
393,Pure HF,500,HF,context1,593.001,test,4,nan,position_4,8,10,,nan.context1.position_4.,False,0.99,0.99,1.0,1.0,0.994070484588498,1.0,0.695649543750036,0.39385519491073856,father.context1.position_4.,False,True,0.20403061531493585,0.0,1.1519831551973916,0.5429483868227255,0.56,1.0
394,Pure HF,500,HF,context1,593.501,test,5,nan,position_5,8,11,,nan.context1.position_5.,False,0.99,0.99,1.0,1.0,0.9937477735224998,1.0,0.6097242295609648,0.3626067885998028,visit.context1.position_5.,False,True,0.20660937563233087,0.0,1.1665426277730808,0.465747505625761,0.45,1.0
395,Pure HF,500,HF,context1,594.001,test,6,nan,position_6,8,12,,nan.context1.position_6.,False,0.99,0.99,1.0,1.0,0.9934806305524992,1.0,0.5448097689441076,0.33677452861732565,jump.context1.position_6.,False,True,0.20873083624722236,0.0,1.178523340031375,0.40811496803240116,0.67,1.0
396,Pure LF,10000,LF,context2,604.001,study,1,cheated,position_1,8,1,,cheated.context2.position_1.,False,0.34148299670928867,1.0,1.0,1.0,0.99,1.0,0.0,0.0,cheated.context2.position_1.,True,True,1.1979452769981314,0.7210565582185928,3.6137890624999995,0.07195740569505976,,
397,Pure LF,1000,LF,context2,605.001,study,2,portable,position_2,8,2,,portable.context2.position_2.,False,0.2659359907928721,1.0,1.0,1.0,0.99,1.0,0.0,0.0,portable.context2.position_2.,True,True,1.1305277814511692,0.6088552298030288,2.8530239612831183,0.07195740569505976,,
398,Pure LF,1000,LF,context2,606.001,study,3,pianists,position_3,8,3,,pianists.context2.position_3.,False,0.20317453598894297,1.0,1.0,1.0,0.99,1.0,0.0,0.0,pianists.context2.position_3.,True,True,1.0461450761915079,0.4895376712839935,2.159676355613199,0.07195740569505976,,
399,Pure LF,1000,LF,context2,607.001,study,4,oasis,position_4,8,4,,oasis.context2.position_4.,False,0.23493862630166354,1.0,1.0,1.0,0.99,1.0,0.0,0.0,oasis.context2.position_4.,True,True,0.8387267199913854,0.3914445477654618,1.5507114552029413,0.07195740569505976,,
400,Pure LF,1000,LF,context2,608.001,study,5,swished,position_5,8,5,,swished.context2.position_5.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,swished.context2.position_5.,True,True,0.7767167484705275,0.28311822386372004,1.149164910992806,0.07195740569505976,,
401,Pure LF,1000,LF,context2,609.001,study,6,kayakers,position_6,8,6,,kayakers.context2.position_6.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,kayakers.context2.position_6.,True,True,0.6844944288834814,0.16410522675834827,0.8096283383035284,0.07195740569505976,,
402,Pure LF,500,LF,context2,609.501,test,1,nan,position_1,8,7,,nan.context2.position_1.,False,0.99,0.99,1.0,1.0,0.9953579761532737,1.0,1.242696306601034,0.5148075731628319,cheated.context2.position_1.,False,True,0.06088185283070598,0.0,0.343723997310672,0.9101826622638546,0.83,1.0
403,Pure LF,500,LF,context2,610.001,test,2,nan,position_2,8,8,,nan.context2.position_2.,False,0.99,0.99,1.0,1.0,0.9946369240554592,1.0,0.9052829013322956,0.44100835334649985,portable.context2.position_2.,False,True,0.08881488424450577,0.0,0.5014322323705911,0.7192958043775106,0.65,1.0
404,Pure LF,500,LF,context2,610.501,test,3,nan,position_3,8,9,,nan.context2.position_3.,False,0.99,0.99,1.0,1.0,0.9938232064176423,1.0,0.6771529152347994,0.3601810281768332,pianists.context2.position_3.,False,True,0.1118015190397321,0.0,0.6312074360167104,0.526366874491,0.48,1.0
405,Pure LF,500,LF,context2,611.001,test,4,nan,position_4,8,10,,nan.context2.position_4.,False,0.99,0.99,1.0,1.0,0.9930947349797079,1.0,0.5174990705010427,0.2929919225988189,oasis.context2.position_4.,False,True,0.1307166433740238,0.0,0.7379960048676033,0.38437759433075436,0.35,1.0
406,Pure LF,500,LF,context2,611.501,test,5,nan,position_5,8,11,,nan.context2.position_5.,False,0.99,0.99,1.0,1.0,0.9922932999952515,1.0,0.3631508756331884,0.2159680826287228,swished.context2.position_5.,False,True,0.14628194107775236,0.0,0.8258694493842045,0.26037852275905005,0.27,1.0
407,Pure LF,500,LF,context2,612.001,test,6,nan,position_6,8,12,,nan.context2.position_6.,False,0.99,0.99,1.0,1.0,0.9913576734813551,1.0,0.20685082838865962,0.12786498002725943,kayakers.context2.position_6.,False,True,0.1590908382039936,0.0,0.898177596197077,0.1599271956353181,0.45,1.0
408,Mixed HHHLLL,10000,HF,context3,622.001,study,1,cold,position_1,8,1,,cold.context3.position_1.,False,0.39999955510961566,1.0,1.0,1.0,0.99,1.0,0.0,0.0,cold.context3.position_1.,True,True,1.1070783343710398,0.7344919104958808,3.6137890624999995,0.07195740569505976,,
409,Mixed HHHLLL,1000,HF,context3,623.001,study,2,clean,position_2,8,2,,clean.context3.position_2.,False,0.3999989144653338,1.0,1.0,1.0,0.99,1.0,0.0,0.0,clean.context3.position_2.,True,True,0.9532848228887525,0.6545270058847918,2.94389090391021,0.07195740569505976,,
410,Mixed HHHLLL,1000,HF,context3,624.001,study,3,church,position_3,8,3,,church.context3.position_3.,False,0.3998115047805554,1.0,1.0,1.0,0.99,1.0,0.0,0.0,church.context3.position_3.,True,True,0.8350391561285924,0.5854749506871134,2.4277862568027073,0.07195740569505976,,
411,Mixed HHHLLL,1000,LF,context3,625.001,study,4,dun,position_4,8,4,,dun.context3.position_4.,False,0.2049380175943335,1.0,1.0,1.0,0.99,1.0,0.0,0.0,dun.context3.position_4.,True,True,1.0085366607254267,0.4688466732442991,2.029927276455365,0.07195740569505976,,
412,Mixed HHHLLL,1000,LF,context3,626.001,study,5,gigawatts,position_5,8,5,,gigawatts.context3.position_5.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,gigawatts.context3.position_5.,True,True,0.8597775408411392,0.358982564172692,1.4585707915111885,0.07195740569505976,,
413,Mixed HHHLLL,1000,LF,context3,627.001,study,6,palookas,position_6,8,6,,palookas.context3.position_6.,False,0.20356779352833987,1.0,1.0,1.0,0.99,1.0,0.0,0.0,palookas.context3.position_6.,True,True,0.7426490283361177,0.2512516955231667,1.0359734264512994,0.07195740569505976,,
414,Mixed HHHLLL,500,HF,context3,627.501,test,1,nan,position_1,8,7,,nan.context3.position_1.,False,0.99,0.99,1.0,1.0,0.9954196616121954,1.0,1.26585130389295,0.5243999151526838,cold.context3.position_1.,False,True,0.09066854935988629,0.0,0.5119144860058067,0.9183582969742636,0.92,1.0
415,Mixed HHHLLL,500,HF,context3,628.001,test,2,nan,position_2,8,8,,nan.context3.position_2.,False,0.99,0.99,1.0,1.0,0.9948997050275388,1.0,0.9731904693984734,0.4740895092244652,clean.context3.position_2.,False,True,0.11332541691200744,0.0,0.6398360245365454,0.7685059040310067,0.81,1.0
416,Mixed HHHLLL,500,HF,context3,628.501,test,3,nan,position_3,8,9,,nan.context3.position_3.,False,0.99,0.99,1.0,1.0,0.9944520687692031,1.0,0.8098581435313785,0.430767603966335,church.context3.position_3.,False,True,0.13196930548839203,0.0,0.7451006955151629,0.6426285576856138,0.68,1.0
417,Mixed HHHLLL,500,LF,context3,629.001,test,4,nan,position_4,8,10,,nan.context3.position_4.,False,0.99,0.99,1.0,1.0,0.9937239303298194,1.0,0.6198265348092263,0.3509265590287723,dun.context3.position_4.,False,True,0.1473125650195279,0.0,0.8317214779173958,0.47481338975647286,0.45,1.0
418,Mixed HHHLLL,500,LF,context3,629.501,test,5,nan,position_5,8,11,,nan.context3.position_5.,False,0.99,0.99,1.0,1.0,0.9929076278702084,1.0,0.4604607599513336,0.2738388755887275,gigawatts.context3.position_5.,False,True,0.15993871989404707,0.0,0.9029990007884929,0.33626826331263526,0.34,1.0
419,Mixed HHHLLL,500,LF,context3,630.001,test,6,nan,position_6,8,12,,nan.context3.position_6.,False,0.99,0.99,1.0,1.0,0.9920778680670009,1.0,0.3166969290353723,0.19576642173129608,palookas.context3.position_6.,False,True,0.1703283844492916,0.0,0.9616503687850708,0.22754123092443385,0.54,1.0
420,Mixed LLLHHH,10000,LF,context4,640.001,study,1,inconsolable,position_1,8,1,,inconsolable.context4.position_1.,False,0.20571670710667905,1.0,1.0,1.0,0.99,1.0,0.0,0.0,inconsolable.context4.position_1.,True,True,1.433527960142916,0.6849977743850778,3.6137890624999995,0.07195740569505976,,
421,Mixed LLLHHH,1000,LF,context4,641.001,study,2,clamps,position_2,8,2,,clamps.context4.position_2.,False,0.22047448071391304,1.0,1.0,1.0,0.99,1.0,0.0,0.0,clamps.context4.position_2.,True,True,1.1416750255524448,0.5635645859391422,2.6174412781383336,0.07195740569505976,,
422,Mixed LLLHHH,1000,LF,context4,642.001,study,3,subdeltoid,position_3,8,3,,subdeltoid.context4.position_3.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,subdeltoid.context4.position_3.,True,True,0.9825070297691313,0.4474854853004382,1.912946428367139,0.07195740569505976,,
423,Mixed LLLHHH,1000,HF,context4,643.001,study,4,couldn,position_4,8,4,,couldn.context4.position_4.,False,0.3999999999999997,1.0,1.0,1.0,0.99,1.0,0.0,0.0,couldn.context4.position_4.,True,True,0.59140502319399,0.40871991282890585,1.3676195743792576,0.07195740569505976,,
424,Mixed LLLHHH,1000,HF,context4,644.001,study,5,pregnant,position_5,8,5,,pregnant.context4.position_5.,False,0.99,1.0,1.0,1.0,0.99,1.0,0.0,0.0,pregnant.context4.position_5.,True,True,0.21509146133658305,0.46351751867272933,1.2133947269665177,0.07195740569505976,,
425,Mixed LLLHHH,1000,HF,context4,645.001,study,6,dying,position_6,8,6,,dying.context4.position_6.,False,0.3997533247620111,1.0,1.0,1.0,0.99,1.0,0.0,0.0,dying.context4.position_6.,True,True,0.6072596082028929,0.42219080353279725,1.4354834414111846,0.07195740569505976,,
426,Mixed LLLHHH,500,LF,context4,645.501,test,1,nan,position_1,8,7,,nan.context4.position_1.,False,0.99,0.99,1.0,1.0,0.9951891530144149,1.0,1.1805512266073928,0.4890629421974098,inconsolable.context4.position_1.,False,True,0.1854017792472986,0.0,1.0468139210989167,0.8852591764742324,0.83,1.0
427,Mixed LLLHHH,500,LF,context4,646.001,test,2,nan,position_2,8,8,,nan.context4.position_2.,False,0.99,0.99,1.0,1.0,0.9943212058156925,1.0,0.8379420237749637,0.4082032606171871,clamps.context4.position_2.,False,True,0.19128358640560905,0.0,1.0800022297422431,0.6659818924235916,0.66,1.0
428,Mixed LLLHHH,500,LF,context4,646.501,test,3,nan,position_3,8,9,,nan.context4.position_3.,False,0.99,0.99,1.0,1.0,0.9934958870232151,1.0,0.6189842348632312,0.329240815659759,subdeltoid.context4.position_3.,False,True,0.1961235146139958,0.0,1.1073087312272591,0.47405693965954937,0.52,1.0
429,Mixed LLLHHH,500,HF,context4,647.001,test,4,nan,position_4,8,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.9931617005362993,1.0,0.5403375170037003,0.3059223426351394,couldn.context4.position_4.,False,True,0.20010283342782761,0.0,1.1297753045038883,0.40420215892088246,0.41,1.0
430,Mixed LLLHHH,500,HF,context4,647.501,test,5,nan,position_5,8,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9935358643222333,1.0,0.5945459479088464,0.3535801701721556,pregnant.context4.position_5.,False,True,0.20337300145593604,0.0,1.1482625589666857,0.4521612221493275,0.34,1.0
431,Mixed LLLHHH,500,HF,context4,648.001,test,6,nan,position_6,8,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.9933998493142632,1.0,0.5321617060828339,0.32895611997116064,dying.context4.position_6.,False,True,0.20606690700980107,0.0,1.1634796454013747,0.397074056007663,0.6,1.0
432,Pure HF,10000,HF,context1,658.001,study,1,seat,position_1,9,1,,seat.context1.position_1.,False,0.39992420194402667,1.0,1.0,1.0,0.99,1.0,0.0,0.0,seat.context1.position_1.,True,True,1.1071908816324534,0.7344754215607933,3.6137890624999995,0.07195740569505976,,
433,Pure HF,1000,HF,context1,659.001,study,2,rules,position_2,9,2,,rules.context1.position_2.,False,0.39976370697988295,1.0,1.0,1.0,0.99,1.0,0.0,0.0,rules.context1.position_2.,True,True,0.9535827634032091,0.6544595165934818,2.9437783566487963,0.07195740569505976,,
434,Pure HF,1000,HF,context1,660.001,study,3,everybody,position_3,9,3,,everybody.context1.position_3.,False,0.3999999999999998,1.0,1.0,1.0,0.99,1.0,0.0,0.0,everybody.context1.position_3.,True,True,0.8347024611955869,0.5854613878429415,2.4273757690268374,0.07195740569505976,,
435,Pure HF,1000,HF,context1,661.001,study,4,grow,position_4,9,4,,grow.context1.position_4.,False,0.39947831046754373,1.0,1.0,1.0,0.99,1.0,0.0,0.0,grow.context1.position_4.,True,True,0.7440746783235215,0.5260391149335794,2.0298534836125004,0.07195740569505976,,
436,Pure HF,1000,HF,context1,662.001,study,5,send,position_5,9,5,,send.context1.position_5.,False,0.3999999968862496,1.0,1.0,1.0,0.99,1.0,0.0,0.0,send.context1.position_5.,True,True,0.6729833820115544,0.4753620532018864,1.7229589810702288,0.07195740569505976,,
437,Pure HF,1000,HF,context1,663.001,study,6,machine,position_6,9,6,,machine.context1.position_6.,False,0.39982212649607896,1.0,1.0,1.0,0.99,1.0,0.0,0.0,machine.context1.position_6.,True,True,0.6190475146158015,0.43223691157097593,1.4871557748399247,0.07195740569505976,,
438,Pure HF,500,HF,context1,663.501,test,1,nan,position_1,9,7,,nan.context1.position_1.,False,0.99,0.99,1.0,1.0,0.9954195862975289,1.0,1.2658228862348624,0.5243881426661019,seat.context1.position_1.,False,True,0.19246420416077087,0.0,1.086698348114748,0.9183486191599315,0.92,1.0
439,Pure HF,500,HF,context1,664.001,test,2,nan,position_2,9,8,,nan.context1.position_2.,False,0.99,0.99,1.0,1.0,0.9948993306292856,1.0,0.9730901222248673,0.4740406251223465,rules.context1.position_2.,False,True,0.19709315617459885,0.0,1.1128242318446022,0.76843691517016,0.81,1.0
440,Pure HF,500,HF,context1,664.501,test,3,nan,position_3,9,9,,nan.context1.position_3.,False,0.99,0.99,1.0,1.0,0.9944518703741978,1.0,0.8098393827290775,0.43075762500159875,everybody.context1.position_3.,False,True,0.20090177735326323,0.0,1.1343211635606283,0.6426127650902588,0.69,1.0
441,Pure HF,500,HF,context1,665.001,test,4,nan,position_4,9,10,,nan.context1.position_4.,False,0.99,0.99,1.0,1.0,0.9940694779700538,1.0,0.6954363129574738,0.39373447024970765,grow.context1.position_4.,False,True,0.20403528200417667,0.0,1.15200947409799,0.5427576031429063,0.56,1.0
442,Pure HF,500,HF,context1,665.501,test,5,nan,position_5,9,11,,nan.context1.position_5.,False,0.99,0.99,1.0,1.0,0.9937476221279342,1.0,0.6097387286031806,0.3626154112703163,send.context1.position_5.,False,True,0.20661321114093434,0.0,1.1665642799844385,0.46576050557775434,0.45,1.0
443,Pure HF,500,HF,context1,666.001,test,6,nan,position_6,9,12,,nan.context1.position_6.,False,0.99,0.99,1.0,1.0,0.9934807221643004,1.0,0.5448245920300271,0.3367836915179521,machine.context1.position_6.,False,True,0.20873399123931097,0.0,1.178541156734129,0.4081279523485283,0.67,1.0
444,Pure LF,10000,LF,context2,676.001,study,1,harassments,position_1,9,1,,harassments.context2.position_1.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,harassments.context2.position_1.,True,True,1.4426544394416148,0.683562585273868,3.6137890624999995,0.07195740569505976,,
445,Pure LF,1000,LF,context2,677.001,study,2,cays,position_2,9,2,,cays.context2.position_2.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,cays.context2.position_2.,True,True,1.170976825204423,0.5561787053895549,2.608314798839635,0.07195740569505976,,
446,Pure LF,1000,LF,context2,678.001,study,3,eardrop,position_3,9,3,,eardrop.context2.position_3.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,eardrop.context2.position_3.,True,True,0.9727060884430568,0.44054768836060626,1.874518149416462,0.07195740569505976,,
447,Pure LF,1000,LF,context2,679.001,study,4,pudgy,position_4,9,4,,pudgy.context2.position_4.,False,0.21221130526217336,1.0,1.0,1.0,0.99,1.0,0.0,0.0,pudgy.context2.position_4.,True,True,0.8128935548214331,0.33648717341020395,1.3389922367546552,0.07195740569505976,,
448,Pure LF,1000,LF,context2,680.001,study,5,abscessed,position_5,9,5,,abscessed.context2.position_5.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,abscessed.context2.position_5.,True,True,0.7259963233321135,0.22597884951406957,0.9632788577144721,0.07195740569505976,,
449,Pure LF,1000,LF,context2,681.001,study,6,turbocharger,position_6,9,6,,turbocharger.context2.position_6.,False,0.2007984021312017,1.0,1.0,1.0,0.99,1.0,0.0,0.0,turbocharger.context2.position_6.,True,True,0.6484529369981897,0.07481749950364294,0.6744627101636086,0.07195740569505976,,
450,Pure LF,500,LF,context2,681.501,test,1,nan,position_1,9,7,,nan.context2.position_1.,False,0.99,0.99,1.0,1.0,0.9951823313420848,1.0,1.1780777670882383,0.488038270533377,harassments.context2.position_1.,False,True,0.043327445962494986,0.0,0.24459986105604387,0.8841742764381706,0.83,1.0
451,Pure LF,500,LF,context2,682.001,test,2,nan,position_2,9,8,,nan.context2.position_2.,False,0.99,0.99,1.0,1.0,0.994277779838899,1.0,0.8269602483946534,0.40285349131284665,cays.context2.position_2.,False,True,0.07437032846087833,0.0,0.4198625029841739,0.656920219927517,0.65,1.0
452,Pure LF,500,LF,context2,682.501,test,3,nan,position_3,9,9,,nan.context2.position_3.,False,0.99,0.99,1.0,1.0,0.9934419054832859,1.0,0.6093875282179751,0.32413627931525957,eardrop.context2.position_3.,False,True,0.09991536305420987,0.0,0.5640822624139206,0.4654456269384946,0.48,1.0
453,Pure LF,500,LF,context2,683.001,test,4,nan,position_4,9,10,,nan.context2.position_4.,False,0.99,0.99,1.0,1.0,0.992669569545281,1.0,0.4448441049168391,0.25185693460307923,pudgy.context2.position_4.,False,True,0.12093586734025827,0.0,0.6827569872503356,0.32351320125565075,0.35,1.0
454,Pure LF,500,LF,context2,683.501,test,5,nan,position_5,9,11,,nan.context2.position_5.,False,0.99,0.99,1.0,1.0,0.9918303462800178,1.0,0.289859183049682,0.17238105756021688,abscessed.context2.position_5.,False,True,0.13823361982709714,0.0,0.7804112078007024,0.20968673324376103,0.27,1.0
455,Pure LF,500,LF,context2,684.001,test,6,nan,position_6,9,12,,nan.context2.position_6.,False,0.99,0.99,1.0,1.0,0.9906190185854797,1.0,0.09430572112785789,0.058295145552005614,turbocharger.context2.position_6.,False,True,0.15246959507870814,0.0,0.8607676758642302,0.10589949023325962,0.45,1.0
456,Mixed HHHLLL,10000,HF,context3,694.001,study,1,anybody,position_1,9,1,,anybody.context3.position_1.,False,0.3999999999720733,1.0,1.0,1.0,0.99,1.0,0.0,0.0,anybody.context3.position_1.,True,True,1.1070776699607014,0.7344920078353906,3.6137890624999995,0.07195740569505976,,
457,Mixed HHHLLL,1000,HF,context3,695.001,study,2,air,position_2,9,2,,air.context3.position_2.,False,0.3999998165709536,1.0,1.0,1.0,0.99,1.0,0.0,0.0,air.context3.position_2.,True,True,0.9532837337957425,0.6545272941676055,2.943891568320548,0.07195740569505976,,
458,Mixed HHHLLL,1000,HF,context3,696.001,study,3,other,position_3,9,3,,other.context3.position_3.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,other.context3.position_3.,True,True,0.8347971030080892,0.585519759184621,2.4277880103060556,0.07195740569505976,,
459,Mixed HHHLLL,1000,LF,context3,697.001,study,4,houselights,position_4,9,4,,houselights.context3.position_4.,False,0.20278049114742763,1.0,1.0,1.0,0.99,1.0,0.0,0.0,houselights.context3.position_4.,True,True,1.011810931619168,0.4681506229131502,2.0301710830792166,0.07195740569505976,,
460,Mixed HHHLLL,1000,LF,context3,698.001,study,5,comely,position_5,9,5,,comely.context3.position_5.,False,0.2072647729301893,1.0,1.0,1.0,0.99,1.0,0.0,0.0,comely.context3.position_5.,True,True,0.8507456156961805,0.36077704705724145,1.4555403272412986,0.07195740569505976,,
461,Mixed HHHLLL,1000,LF,context3,699.001,study,6,jest,position_6,9,6,,jest.context3.position_6.,False,0.2249069815782458,1.0,1.0,1.0,0.99,1.0,0.0,0.0,jest.context3.position_6.,True,True,0.7176154157644391,0.2642093600796888,1.0419748873263681,0.07195740569505976,,
462,Mixed HHHLLL,500,HF,context3,699.501,test,1,nan,position_1,9,7,,nan.context3.position_1.,False,0.99,0.99,1.0,1.0,0.9954196620567994,1.0,1.2658514716515645,0.5243999846494747,anybody.context3.position_1.,False,True,0.09616493820865894,0.0,0.542949559452554,0.9183583541029596,0.92,1.0
463,Mixed HHHLLL,500,HF,context3,700.001,test,2,nan,position_2,9,8,,nan.context3.position_2.,False,0.99,0.99,1.0,1.0,0.9948997066839199,1.0,0.973190898034854,0.47408971803457756,air.context3.position_2.,False,True,0.11784840032616946,0.0,0.66537470913452,0.7685061986947026,0.81,1.0
464,Mixed HHHLLL,500,HF,context3,700.501,test,3,nan,position_3,9,9,,nan.context3.position_3.,False,0.99,0.99,1.0,1.0,0.9944523142320715,1.0,0.8099201248792797,0.43080057215581263,other.context3.position_3.,False,True,0.13569126734381085,0.0,0.7661163966989755,0.6426807310281095,0.68,1.0
