,composition,duration,freq,list,onset,procedure,sp,stim1,stim2,subject,trial,testtype,epiname,reduce_wm,stim1.semB,stim1.semA,list.semB,list.semA,stim2.semB,stim2.semA,epiA,epiB,retrievedName,sameNode,relatedNode,wmSpent,epiS,wmAvailable,acc_pred,acc,experiment
279,Mixed LLLHHH,1000,HF,context4,427.001,study,4,welcome,position_4,5,4,,welcome.context4.position_4.,False,0.3999999967069048,1.0,1.0,1.0,0.99,1.0,0.0,0.0,welcome.context4.position_4.,True,True,0.5960680485984217,0.41281917448727173,1.3879307878676554,0.07195740569505976,,
280,Mixed LLLHHH,1000,HF,context4,428.001,study,5,idiot,position_5,5,5,,idiot.context4.position_5.,False,0.39973384665023864,1.0,1.0,1.0,0.99,1.0,0.0,0.0,idiot.context4.position_5.,True,True,0.5598773297085855,0.3794911967621129,1.2290429150504838,0.07195740569505976,,
281,Mixed LLLHHH,1000,HF,context4,429.001,study,6,last,position_6,5,6,,last.context4.position_6.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,last.context4.position_6.,True,True,0.5314221236335316,0.35175476512916887,1.1063457611231482,0.07195740569505976,,
282,Mixed LLLHHH,500,LF,context4,429.501,test,1,nan,position_1,5,7,,nan.context4.position_1.,False,0.99,0.99,1.0,1.0,0.9952506666778385,1.0,1.2029872747596402,0.49835744757194866,beeps.context4.position_1.,False,True,0.140541296554971,0.0,0.7935137253802416,0.8947707971529728,0.83,1.0
283,Mixed LLLHHH,500,LF,context4,430.001,test,2,nan,position_2,5,8,,nan.context4.position_2.,False,0.99,0.99,1.0,1.0,0.9943767084332882,1.0,0.8460307929438975,0.4121437026232623,cuckolds.context4.position_2.,False,True,0.15436773551577468,0.0,0.8715625167158956,0.6725953987030238,0.66,1.0
284,Mixed LLLHHH,500,LF,context4,430.501,test,3,nan,position_3,5,9,,nan.context4.position_3.,False,0.99,0.99,1.0,1.0,0.9935340625130418,1.0,0.6257038811345697,0.332815029177183,dodos.context4.position_3.,False,True,0.1657454421767653,0.0,0.935784869090746,0.4800940750284169,0.52,1.0
285,Mixed LLLHHH,500,HF,context4,431.001,test,4,nan,position_4,5,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.9931934108539636,1.0,0.5457568391274968,0.3089905947320874,welcome.context4.position_4.,False,True,0.17510484119620323,0.0,0.9886295148046058,0.40894475845194606,0.41,1.0
286,Mixed LLLHHH,500,HF,context4,431.501,test,5,nan,position_5,5,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9929918933768238,1.0,0.4867668301902898,0.28948325904532257,idiot.context4.position_5.,False,True,0.18280551773787893,0.0,1.0321147614990276,0.3581796869422818,0.34,1.0
287,Mixed LLLHHH,500,HF,context4,432.001,test,6,nan,position_6,5,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.9928325574540064,1.0,0.4433787149495866,0.2740748537154467,last.context4.position_6.,False,True,0.1891418818937206,0.0,1.0678993316517738,0.32232661015305175,0.6,1.0
288,Pure HF,10000,HF,context1,442.001,study,1,floor,position_1,6,1,,floor.context1.position_1.,False,0.3999914744064487,1.0,1.0,1.0,0.99,1.0,0.0,0.0,floor.context1.position_1.,True,True,1.1070904031225004,0.7344901423598754,3.6137890624999995,0.07195740569505976,,
289,Pure HF,1000,HF,context1,443.001,study,2,cute,position_2,6,2,,cute.context1.position_2.,False,0.3999690902197883,1.0,1.0,1.0,0.99,1.0,0.0,0.0,cute.context1.position_2.,True,True,0.9533231020310808,0.6545187284398302,2.9438788351587495,0.07195740569505976,,
290,Pure HF,1000,HF,context1,444.001,study,3,marriage,position_3,6,3,,marriage.context1.position_3.,False,0.39990997632911973,1.0,1.0,1.0,0.99,1.0,0.0,0.0,marriage.context1.position_3.,True,True,0.8349009279245053,0.5854911023444042,2.4277359089089185,0.07195740569505976,,
291,Pure HF,1000,HF,context1,445.001,study,4,dick,position_4,6,4,,dick.context1.position_4.,False,0.39900168121861795,1.0,1.0,1.0,0.99,1.0,0.0,0.0,dick.context1.position_4.,True,True,0.7446922324354244,0.5259458514284272,2.0300151567656632,0.07195740569505976,,
292,Pure HF,1000,HF,context1,446.001,study,5,table,position_5,6,5,,table.context1.position_5.,False,0.39999482896611893,0.9999999999999999,1.0,1.0,0.99,1.0,0.0,0.0,table.context1.position_5.,True,True,0.6728847305590515,0.47528118094261257,1.722503100111489,0.07195740569505976,,
293,Pure HF,1000,HF,context1,447.001,study,6,much,position_6,6,6,,much.context1.position_6.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,much.context1.position_6.,True,True,0.6187659751217319,0.43221806787846057,1.4867985453336874,0.07195740569505976,,
294,Pure HF,500,HF,context1,447.501,test,1,nan,position_1,6,7,,nan.context1.position_1.,False,0.99,0.99,1.0,1.0,0.9954196535361236,1.0,1.2658482566200855,0.5243986527693165,floor.context1.position_1.,False,True,0.192450798925045,0.0,1.0866226581025804,0.9183572592474925,0.92,1.0
295,Pure HF,500,HF,context1,448.001,test,2,nan,position_2,6,8,,nan.context1.position_2.,False,0.99,0.99,1.0,1.0,0.9948996596494069,1.0,0.9731781619910247,0.4740835136738092,cute.context1.position_2.,False,True,0.19708212354963822,0.0,1.1127619470681605,0.7684974432830053,0.81,1.0
296,Pure HF,500,HF,context1,448.501,test,3,nan,position_3,6,9,,nan.context1.position_3.,False,0.99,0.99,1.0,1.0,0.9944521418177417,1.0,0.8098804853090638,0.43077948766981894,marriage.context1.position_3.,False,True,0.20089269889339745,0.0,1.1342699114091472,0.6426473643800408,0.69,1.0
297,Pure HF,500,HF,context1,449.001,test,4,nan,position_4,6,10,,nan.context1.position_4.,False,0.99,0.99,1.0,1.0,0.9940689769044104,1.0,0.6953130163692254,0.393664663545696,dick.context1.position_4.,False,True,0.20402781558514643,0.0,1.1519673004063749,0.5426472816648098,0.56,1.0
298,Pure HF,500,HF,context1,449.501,test,5,nan,position_5,6,11,,nan.context1.position_5.,False,0.99,0.99,1.0,1.0,0.9937469867513463,1.0,0.609634995147351,0.3625537203394576,table.context1.position_5.,False,True,0.2066070676241478,0.0,1.1665295727118534,0.4656674981741746,0.45,1.0
299,Pure HF,500,HF,context1,450.001,test,6,nan,position_6,6,12,,nan.context1.position_6.,False,0.99,0.99,1.0,1.0,0.9934805001418412,1.0,0.544800839993095,0.33676900918019415,much.context1.position_6.,False,True,0.20872893351888985,0.0,1.1785125929783307,0.4081071467459648,0.67,1.0
300,Pure LF,10000,LF,context2,460.001,study,1,shadings,position_1,6,1,,shadings.context2.position_1.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,shadings.context2.position_1.,True,True,1.4433961438631808,0.683445815752885,3.6137890624999995,0.07195740569505976,,
301,Pure LF,1000,LF,context2,461.001,study,2,facades,position_2,6,2,,facades.context2.position_2.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,facades.context2.position_2.,True,True,1.1701297119844032,0.5561990990114177,2.607573094418069,0.07195740569505976,,
302,Pure LF,1000,LF,context2,462.001,study,3,wiggling,position_3,6,3,,wiggling.context2.position_3.,False,0.21108118612669535,1.0,1.0,1.0,0.99,1.0,0.0,0.0,wiggling.context2.position_3.,True,True,0.9578367469993211,0.44419031550117655,1.8746235582149158,0.07195740569505976,,
303,Pure LF,1000,LF,context2,463.001,study,4,appoint,position_4,6,4,,appoint.context2.position_4.,False,0.23690752576254148,1.0,1.0,1.0,0.99,1.0,0.0,0.0,appoint.context2.position_4.,True,True,0.784540357579673,0.35006911262906293,1.3539669869968447,0.07195740569505976,,
304,Pure LF,1000,LF,context2,464.001,study,5,albums,position_5,6,5,,albums.context2.position_5.,False,0.24156928529513721,1.0,1.0,1.0,0.99,1.0,0.0,0.0,albums.context2.position_5.,True,True,0.6878593420659073,0.26191373605236434,1.0066068051984218,0.07195740569505976,,
305,Pure LF,1000,LF,context2,465.001,study,6,bitterness,position_6,6,6,,bitterness.context2.position_6.,False,0.22630213766046645,1.0,1.0,1.0,0.99,1.0,0.0,0.0,bitterness.context2.position_6.,True,True,0.6402696598753057,0.15776937560872945,0.7559276389137646,0.07195740569505976,,
306,Pure LF,500,LF,context2,465.501,test,1,nan,position_1,6,7,,nan.context2.position_1.,False,0.99,0.99,1.0,1.0,0.9951817759645248,1.0,1.1778765220530256,0.4879549014369705,shadings.context2.position_1.,False,True,0.0592043982146914,0.0,0.3342480669290839,0.8840856876753761,0.83,1.0
307,Pure LF,500,LF,context2,466.001,test,2,nan,position_2,6,8,,nan.context2.position_2.,False,0.99,0.99,1.0,1.0,0.9942776650565401,1.0,0.8269905708691349,0.4028682628991881,facades.context2.position_2.,False,True,0.08743552839332594,0.0,0.49363375660501746,0.6569453683385335,0.65,1.0
308,Pure LF,500,LF,context2,466.501,test,3,nan,position_3,6,9,,nan.context2.position_3.,False,0.99,0.99,1.0,1.0,0.9934647198870143,1.0,0.6144261916999518,0.3268163696652305,wiggling.context2.position_3.,False,True,0.11066662241895703,0.0,0.6247883161023164,0.4699651583077037,0.48,1.0
309,Pure LF,500,LF,context2,467.001,test,4,nan,position_4,6,10,,nan.context2.position_4.,False,0.99,0.99,1.0,1.0,0.992766801203504,1.0,0.46279975396466405,0.2620228661687887,appoint.context2.position_4.,False,True,0.12978265006286377,0.0,0.7327117815739845,0.3381954541822345,0.35,1.0
310,Pure LF,500,LF,context2,467.501,test,5,nan,position_5,6,11,,nan.context2.position_5.,False,0.99,0.99,1.0,1.0,0.9921082147918827,1.0,0.33595224387095424,0.19979288728719308,albums.context2.position_5.,False,True,0.14551255728224324,0.0,0.8215192194017458,0.24086183543294826,0.27,1.0
311,Pure LF,500,LF,context2,468.001,test,6,nan,position_6,6,12,,nan.context2.position_6.,False,0.99,0.99,1.0,1.0,0.9913001416118273,1.0,0.1988646351105151,0.1229283092294752,bitterness.context2.position_6.,False,True,0.15845697041105772,0.0,0.8945967500101275,0.15558448333239167,0.45,1.0
312,Mixed HHHLLL,10000,HF,context3,478.001,study,1,years,position_1,6,1,,years.context3.position_1.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,years.context3.position_1.,True,True,1.1070776699189926,0.7344920078415011,3.6137890624999995,0.07195740569505976,,
313,Mixed HHHLLL,1000,HF,context3,479.001,study,2,summer,position_2,6,2,,summer.context3.position_2.,False,0.3999233635627677,1.0,1.0,1.0,0.99,1.0,0.0,0.0,summer.context3.position_2.,True,True,0.9533889665464554,0.6545099932735242,2.943891568362257,0.07195740569505976,,
314,Mixed HHHLLL,1000,HF,context3,480.001,study,3,chance,position_3,6,3,,chance.context3.position_3.,False,0.39999999999333025,1.0,1.0,1.0,0.99,1.0,0.0,0.0,chance.context3.position_3.,True,True,0.8347729438292766,0.5855048593011197,2.4276827775970515,0.07195740569505976,,
315,Mixed HHHLLL,1000,LF,context3,481.001,study,4,declare,position_4,6,4,,declare.context3.position_4.,False,0.30618569342081225,1.0,1.0,1.0,0.99,1.0,0.0,0.0,declare.context3.position_4.,True,True,0.8644000763573718,0.5008716261577392,2.030090009549025,0.07195740569505976,,
316,Mixed HHHLLL,1000,LF,context3,482.001,study,5,sentient,position_5,6,5,,sentient.context3.position_5.,False,0.20880050363338004,1.0,1.0,1.0,0.99,1.0,0.0,0.0,sentient.context3.position_5.,True,True,0.8882077171035516,0.3921799360490729,1.6028701089729034,0.07195740569505976,,
317,Mixed HHHLLL,1000,LF,context3,483.001,study,6,tiptoe,position_6,6,6,,tiptoe.context3.position_6.,False,0.2168478246553349,1.0,1.0,1.0,0.99,1.0,0.0,0.0,tiptoe.context3.position_6.,True,True,0.7569135932142405,0.29153748692458353,1.151842567650602,0.07195740569505976,,
318,Mixed HHHLLL,500,HF,context3,483.501,test,1,nan,position_1,6,7,,nan.context3.position_1.,False,0.99,0.99,1.0,1.0,0.9954196620568273,1.0,1.2658514716620957,0.5243999846538374,years.context3.position_1.,False,True,0.10866297303578314,0.0,0.6135190623269864,0.9183583541065459,0.92,1.0
319,Mixed HHHLLL,500,HF,context3,484.001,test,2,nan,position_2,6,8,,nan.context3.position_2.,False,0.99,0.99,1.0,1.0,0.9948996196897937,1.0,0.9731651740157062,0.47407718658467496,summer.context3.position_2.,False,True,0.12813304506045614,0.0,0.7234461771818284,0.7684885144905194,0.81,1.0
320,Mixed HHHLLL,500,HF,context3,484.501,test,3,nan,position_3,6,9,,nan.context3.position_3.,False,0.99,0.99,1.0,1.0,0.9944522009328013,1.0,0.8098995146175136,0.43078960945432104,chance.context3.position_3.,False,True,0.1441545016426267,0.0,0.8139032200119973,0.6426633824556822,0.68,1.0
321,Mixed HHHLLL,500,LF,context3,485.001,test,4,nan,position_4,6,10,,nan.context3.position_4.,False,0.99,0.99,1.0,1.0,0.9939198121719305,1.0,0.6621642898249755,0.3748968827407976,declare.context3.position_4.,False,True,0.15733876296573562,0.0,0.8883388062599957,0.5128952088341631,0.45,1.0
322,Mixed HHHLLL,500,LF,context3,485.501,test,5,nan,position_5,6,11,,nan.context3.position_5.,False,0.99,0.99,1.0,1.0,0.9931726872381709,1.0,0.5030424578056949,0.2991624759370603,sentient.context3.position_5.,False,True,0.16818888900836604,0.0,0.9495901311848851,0.3719797498636912,0.34,1.0
323,Mixed HHHLLL,500,LF,context3,486.001,test,6,nan,position_6,6,12,,nan.context3.position_6.,False,0.99,0.99,1.0,1.0,0.9924060046384106,1.0,0.36747623380393235,0.2271556834548716,tiptoe.context3.position_6.,False,True,0.17711710980234371,0.0,0.9999913300671441,0.26355563695180156,0.54,1.0
324,Mixed LLLHHH,10000,LF,context4,496.001,study,1,buries,position_1,6,1,,buries.context4.position_1.,False,0.21463675868812357,1.0,1.0,1.0,0.99,1.0,0.0,0.0,buries.context4.position_1.,True,True,1.4170744970698892,0.6875776034485545,3.6137890624999995,0.07195740569505976,,
325,Mixed LLLHHH,1000,LF,context4,497.001,study,2,strip,position_2,6,2,,strip.context4.position_2.,False,0.3583493336806697,1.0,1.0,1.0,0.99,1.0,0.0,0.0,strip.context4.position_2.,True,True,0.9387049239503378,0.6040099244940798,2.6338947412113605,0.07195740569505976,,
326,Mixed LLLHHH,1000,LF,context4,498.001,study,3,experiences,position_3,6,3,,experiences.context4.position_3.,False,0.3008813748614697,1.0,1.0,1.0,0.99,1.0,0.0,0.0,experiences.context4.position_3.,True,True,0.8970219087156508,0.5156197929518694,2.1323699930422726,0.07195740569505976,,
327,Mixed LLLHHH,1000,HF,context4,499.001,study,4,idiot,position_4,6,4,,idiot.context4.position_4.,False,0.39973384665023864,1.0,1.0,1.0,0.99,1.0,0.0,0.0,idiot.context4.position_4.,True,True,0.6617127607170414,0.46641322196127133,1.672528260107872,0.07195740569505976,,
328,Mixed LLLHHH,1000,HF,context4,500.001,study,5,stop,position_5,6,5,,stop.context4.position_5.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,stop.context4.position_5.,True,True,0.6098576630541935,0.4247101849763607,1.4479956751720806,0.07195740569505976,,
329,Mixed LLLHHH,1000,HF,context4,501.001,study,6,told,position_6,6,6,,told.context4.position_6.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,told.context4.position_6.,True,True,0.5702145918777788,0.38954835244227093,1.275318187899137,0.07195740569505976,,
330,Mixed LLLHHH,500,LF,context4,501.501,test,1,nan,position_1,6,7,,nan.context4.position_1.,False,0.99,0.99,1.0,1.0,0.9952013951501757,1.0,1.1849974021706036,0.49090484422881847,buries.context4.position_1.,False,True,0.16359677591126315,0.0,0.9236936839119834,0.8871911234702696,0.83,1.0
331,Mixed LLLHHH,500,LF,context4,502.001,test,2,nan,position_2,6,8,,nan.context4.position_2.,False,0.99,0.99,1.0,1.0,0.9945438200740613,1.0,0.8980786073832314,0.43749878323662017,strip.context4.position_2.,False,True,0.17333895436275407,0.0,0.9786869958913453,0.7137928968165921,0.66,1.0
332,Mixed LLLHHH,500,LF,context4,502.501,test,3,nan,position_3,6,9,,nan.context4.position_3.,False,0.99,0.99,1.0,1.0,0.9939694338833499,1.0,0.7132310063786064,0.37937114560891727,experiences.context4.position_3.,False,True,0.18135521717680086,0.0,1.0239381294192162,0.5586409083881014,0.52,1.0
333,Mixed LLLHHH,500,HF,context4,503.001,test,4,nan,position_4,6,10,,nan.context4.position_4.,False,0.99,0.99,1.0,1.0,0.993608102874023,1.0,0.6166094539116506,0.3491051476078319,idiot.context4.position_4.,False,True,0.18795027594711589,0.0,1.0611730001330404,0.4719247162640672,0.41,1.0
334,Mixed LLLHHH,500,HF,context4,503.501,test,5,nan,position_5,6,11,,nan.context4.position_5.,False,0.99,0.99,1.0,1.0,0.9933482968947418,1.0,0.5447684485289079,0.32397718193649877,stop.context4.position_5.,False,True,0.1933764436092489,0.0,1.0918128120765496,0.4080787738525751,0.34,1.0
335,Mixed LLLHHH,500,HF,context4,504.001,test,6,nan,position_6,6,12,,nan.context4.position_6.,False,0.99,0.99,1.0,1.0,0.9931368959252083,1.0,0.49101665432494906,0.3035222782881223,told.context4.position_6.,False,True,0.19784107195100545,0.0,1.1170264563579257,0.3617661160889072,0.6,1.0
336,Pure HF,10000,HF,context1,514.001,study,1,missed,position_1,7,1,,missed.context1.position_1.,False,0.3999742335657836,1.0,1.0,1.0,0.99,1.0,0.0,0.0,missed.context1.position_1.,True,True,1.1071161532418803,0.7344863698167837,3.6137890624999995,0.07195740569505976,,
337,Pure HF,1000,HF,context1,515.001,study,2,protect,position_2,7,2,,protect.context1.position_2.,False,0.39982212649607896,1.0,1.0,1.0,0.99,1.0,0.0,0.0,protect.context1.position_2.,True,True,0.9535194936879444,0.6544822059734667,2.9438530850393696,0.07195740569505976,,
338,Pure HF,1000,HF,context1,516.001,study,3,believe,position_3,7,3,,believe.context1.position_3.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,believe.context1.position_3.,True,True,0.834734142619832,0.5854809283453556,2.4275137671326754,0.07195740569505976,,
339,Pure HF,1000,HF,context1,517.001,study,4,evil,position_4,7,4,,evil.context1.position_4.,False,0.39986703676711505,1.0,1.0,1.0,0.99,1.0,0.0,0.0,evil.context1.position_4.,True,True,0.7436259926053335,0.5261526342541721,2.0299598002940935,0.07195740569505976,,
340,Pure HF,1000,HF,context1,518.001,study,5,kill,position_5,7,5,,kill.context1.position_5.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,kill.context1.position_5.,True,True,0.6731107951141689,0.4754588359446873,1.72351398347001,0.07195740569505976,,
341,Pure HF,1000,HF,context1,519.001,study,6,isn,position_6,7,6,,isn.context1.position_6.,False,0.4,1.0,1.0,1.0,0.99,1.0,0.0,0.0,isn.context1.position_6.,True,True,0.6189461527938493,0.4323685756686126,1.487583364137091,0.07195740569505976,,
342,Pure HF,500,HF,context1,519.501,test,1,nan,position_1,7,7,,nan.context1.position_1.,False,0.99,0.99,1.0,1.0,0.9954196363047606,1.0,1.2658417548757865,0.524395959313815,missed.context1.position_1.,False,True,0.1925578824649109,0.0,1.0872272992338667,0.9183550450921728,0.92,1.0
343,Pure HF,500,HF,context1,520.001,test,2,nan,position_2,7,8,,nan.context1.position_2.,False,0.99,0.99,1.0,1.0,0.9948994679848943,1.0,0.9731238581718327,0.47405705958100897,protect.context1.position_2.,False,True,0.19717024364699634,0.0,1.1132595046595808,0.7684601099725726,0.81,1.0
344,Pure HF,500,HF,context1,520.501,test,3,nan,position_3,7,9,,nan.context1.position_3.,False,0.99,0.99,1.0,1.0,0.9944520189609118,1.0,0.8098664121263048,0.43077200207340227,believe.context1.position_3.,False,True,0.20096521255897115,0.0,1.1346793489032094,0.642635518001956,0.69,1.0
345,Pure HF,500,HF,context1,521.001,test,4,nan,position_4,7,10,,nan.context1.position_4.,False,0.99,0.99,1.0,1.0,0.9940701764742288,1.0,0.6955863882190301,0.39381943820795984,evil.context1.position_4.,False,True,0.2040874797861758,0.0,1.1523042242348633,0.5428918807951751,0.56,1.0
346,Pure HF,500,HF,context1,521.501,test,5,nan,position_5,7,11,,nan.context1.position_5.,False,0.99,0.99,1.0,1.0,0.9937483851348179,1.0,0.6098628701625429,0.36268923902717704,kill.context1.position_5.,False,True,0.2066561644217428,0.0,1.1668068323393126,0.46587181334228456,0.45,1.0
347,Pure HF,500,HF,context1,522.001,test,6,nan,position_6,7,12,,nan.context1.position_6.,False,0.99,0.99,1.0,1.0,0.9934817121281599,1.0,0.5449905515683255,0.33688627951924355,isn.context1.position_6.,False,True,0.20876933653657226,0.0,1.1787407558081948,0.4082733318714673,0.67,1.0
348,Pure LF,10000,LF,context2,532.001,study,1,grieved,position_1,7,1,,grieved.context2.position_1.,False,0.21108118612669535,1.0,1.0,1.0,0.99,1.0,0.0,0.0,grieved.context2.position_1.,True,True,1.4236175770306758,0.6865528389279955,3.6137890624999995,0.07195740569505976,,
349,Pure LF,1000,LF,context2,533.001,study,2,corticospinal,position_2,7,2,,corticospinal.context2.position_2.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,corticospinal.context2.position_2.,True,True,1.1767705995651776,0.5587350406517954,2.627351661250574,0.07195740569505976,,
350,Pure LF,1000,LF,context2,534.001,study,3,plunger,position_3,7,3,,plunger.context2.position_3.,False,0.2179434475518466,1.0,1.0,1.0,0.99,1.0,0.0,0.0,plunger.context2.position_3.,True,True,0.9514572330044639,0.4488935316881109,1.8877612374666461,0.07195740569505976,,
351,Pure LF,1000,LF,context2,535.001,study,4,cookbooks,position_4,7,4,,cookbooks.context2.position_4.,False,0.204351952989758,1.0,1.0,1.0,0.99,1.0,0.0,0.0,cookbooks.context2.position_4.,True,True,0.8325799467728123,0.3411890600002131,1.373484180243432,0.07195740569505976,,
352,Pure LF,1000,LF,context2,536.001,study,5,dolor,position_5,7,5,,dolor.context2.position_5.,False,0.20119640718921294,1.0,1.0,1.0,0.99,1.0,0.0,0.0,dolor.context2.position_5.,True,True,0.7299953884801816,0.23106740101706857,0.9780844092518698,0.07195740569505976,,
353,Pure LF,1000,LF,context2,537.001,study,6,urbanite,position_6,7,6,,urbanite.context2.position_6.,False,0.2003996002665334,1.0,1.0,1.0,0.99,1.0,0.0,0.0,urbanite.context2.position_6.,True,True,0.6518424150034847,0.08481685965773869,0.6852691965529382,0.07195740569505976,,
354,Pure LF,500,LF,context2,537.501,test,1,nan,position_1,7,7,,nan.context2.position_1.,False,0.99,0.99,1.0,1.0,0.9951965354044657,1.0,1.1832312840064743,0.4901732004626267,grieved.context2.position_1.,False,True,0.04464095845997489,0.0,0.25201686944007845,0.8864265107473289,0.83,1.0
355,Pure LF,500,LF,context2,538.001,test,2,nan,position_2,7,8,,nan.context2.position_2.,False,0.99,0.99,1.0,1.0,0.9942977151866372,1.0,0.8307611627823441,0.4047051058665509,corticospinal.context2.position_2.,False,True,0.07545118321994577,0.0,0.42596599887072856,0.6600671173662381,0.65,1.0
356,Pure LF,500,LF,context2,538.501,test,3,nan,position_3,7,9,,nan.context2.position_3.,False,0.99,0.99,1.0,1.0,0.993497654783997,1.0,0.6209319148317567,0.3302767963929729,plunger.context2.position_3.,False,True,0.10080459317598038,0.0,0.5691049035414077,0.47580624333383287,0.48,1.0
357,Pure LF,500,LF,context2,539.001,test,4,nan,position_4,7,10,,nan.context2.position_4.,False,0.99,0.99,1.0,1.0,0.9927102302072058,1.0,0.45106011163815113,0.25537624480860494,cookbooks.context2.position_4.,False,True,0.12166768726331531,0.0,0.6868903982560524,0.32856643613433856,0.35,1.0
358,Pure LF,500,LF,context2,539.501,test,5,nan,position_5,7,11,,nan.context2.position_5.,False,0.99,0.99,1.0,1.0,0.9918715616917,1.0,0.29638618053080545,0.17626270352585838,dolor.context2.position_5.,False,True,0.13883582519113952,0.0,0.7838127988833621,0.21395147987901098,0.27,1.0
359,Pure LF,500,LF,context2,540.001,test,6,nan,position_6,7,12,,nan.context2.position_6.,False,0.99,0.99,1.0,1.0,0.990701795109803,1.0,0.10690968245248422,0.06608629280334558,urbanite.context2.position_6.,False,True,0.15296488344706013,0.0,0.8635670615828477,0.11119411094189702,0.45,1.0
360,Mixed HHHLLL,10000,HF,context3,550.001,study,1,lying,position_1,7,1,,lying.context3.position_1.,False,0.3999689042036166,1.0,1.0,1.0,0.99,1.0,0.0,0.0,lying.context3.position_1.,True,True,1.1071241130543101,0.7344852036537882,3.6137890624999995,0.07195740569505976,,
361,Mixed HHHLLL,1000,HF,context3,551.001,study,2,deep,position_2,7,2,,deep.context3.position_2.,False,0.39990373809579904,1.0,1.0,1.0,0.99,1.0,0.0,0.0,deep.context3.position_2.,True,True,0.9534053183941101,0.6544996691805041,2.9438451252269395,0.07195740569505976,,
362,Mixed HHHLLL,1000,HF,context3,552.001,study,3,goes,position_3,7,3,,goes.context3.position_3.,False,0.3999999999266984,1.0,1.0,1.0,0.99,1.0,0.0,0.0,goes.context3.position_3.,True,True,0.8347585275250935,0.5854959679734394,2.4276199826140794,0.07195740569505976,,
363,Mixed HHHLLL,1000,LF,context3,553.001,study,4,ordinance,position_4,7,4,,ordinance.context3.position_4.,False,0.99,1.0,1.0,1.0,0.99,1.0,0.0,0.0,ordinance.context3.position_4.,True,True,0.35974296919028426,0.5995590650046276,2.030041630870236,0.07195740569505976,,
364,Mixed HHHLLL,1000,LF,context3,554.001,study,5,trois,position_5,7,5,,trois.context3.position_5.,False,0.21500711469129216,1.0,1.0,1.0,0.99,1.0,0.0,0.0,trois.context3.position_5.,True,True,1.014332714793608,0.48503604773748576,2.1074788374612017,0.07195740569505976,,
365,Mixed HHHLLL,1000,LF,context3,555.001,study,6,muttered,position_6,7,6,,muttered.context3.position_6.,False,0.20474285804841816,1.0,1.0,1.0,0.99,1.0,0.0,0.0,muttered.context3.position_6.,True,True,0.8742931660222583,0.3757489657841117,1.5303262984488435,0.07195740569505976,,
366,Mixed HHHLLL,500,HF,context3,555.501,test,1,nan,position_1,7,7,,nan.context3.position_1.,False,0.99,0.99,1.0,1.0,0.9954196309782168,1.0,1.2658397450661112,0.524395126716795,lying.context3.position_1.,False,True,0.15490517027129788,0.0,0.8746232203172102,0.918354360646563,0.92,1.0
367,Mixed HHHLLL,500,HF,context3,556.001,test,2,nan,position_2,7,8,,nan.context3.position_2.,False,0.99,0.99,1.0,1.0,0.9948995533195706,1.0,0.9731498235277325,0.4740697085980539,deep.context3.position_2.,False,True,0.1661857917584168,0.0,0.9383081379365372,0.7684779613031787,0.81,1.0
368,Mixed HHHLLL,500,HF,context3,556.501,test,3,nan,position_3,7,9,,nan.context3.position_3.,False,0.99,0.99,1.0,1.0,0.9944521333228454,1.0,0.8098872156897452,0.4307830675930229,goes.context3.position_3.,False,True,0.17546810692468723,0.0,0.9907124340687454,0.6426530297616194,0.68,1.0
369,Mixed HHHLLL,500,LF,context3,557.001,test,4,nan,position_4,7,10,,nan.context3.position_4.,False,0.99,0.99,1.0,1.0,0.9944877128902926,1.0,0.7926314483661461,0.4487633412447176,ordinance.context3.position_4.,False,True,0.1831038272525361,0.0,1.0338344150346832,0.6280276850901547,0.45,1.0
370,Mixed HHHLLL,500,LF,context3,557.501,test,5,nan,position_5,7,11,,nan.context3.position_5.,False,0.99,0.99,1.0,1.0,0.9939200642647601,1.0,0.622147394984772,0.36999492228413156,trois.context3.position_5.,False,True,0.18939001236232123,0.0,1.0693206756727722,0.4768981621682443,0.34,1.0
371,Mixed HHHLLL,500,LF,context3,558.001,test,6,nan,position_6,7,12,,nan.context3.position_6.,False,0.99,0.99,1.0,1.0,0.9931068890587653,1.0,0.47362284781506325,0.29277028498304497,muttered.context3.position_6.,False,True,0.19456374488009745,0.0,1.098520751201076,0.3471676478577479,0.54,1.0
