,Unnamed: 0,subject,testtria,cond,wordcategory,studytria,stim1,stim2,resp,corr,conf,resptype,oldssn,oldresptype,ncorr,norec,incorr,simpleresp,expt,order,rt,blocknum,cond_prioritem1,cond_prioritem,cond_prioritem2,cond_prioritem3,cond_consec_value,cond_consec_lab,list,trial,procedure,duration,onset,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,ncorr_pred
60,61,1,16,new,2.0,6,035_c,activity,image,0,1.0,7,1.0,7.0,0,0,1,3,1,,,,new,new,rep,rep,-0.5,new1,context2,61,test,3000,240.001,context2.035_c.activity.,0.11867327905317997,0.16201169595667558,0.6703906432346596,1.0,1.0,False,context2.035_c.activity.,True,1.0,0.5585747572282784,1.0,0.5550675487082868,3.0,1.0936400507963566,0.16495724057885613
61,62,1,17,new,1.0,20,025_c,heavy,large,0,3.0,7,1.0,7.0,0,0,1,3,1,,,,new,new,rep,rep,-0.5,new1,context2,62,test,3000,243.001,context2.025_c.heavy.,0.13817490942590677,0.22047164085398718,0.6236226873168103,1.0,1.0,False,context2.025_c.heavy.,True,1.0,0.5693319889800336,1.0,0.6012895030871066,3.0,0.9537822316730078,0.18797772559738207
62,63,1,18,rep,2.0,18,077_c,smith,basis,0,2.0,3,1.0,11.0,0,0,1,3,1,,,,rep,rep,rep,new,1.5,rep2,context2,63,test,3000,246.001,context2.077_c.smith.,0.21639476099149907,0.3331042575069811,0.5335165939944151,1.0,1.0,False,context2.077_c.smith.,True,1.0,0.6864375356369576,1.0,0.5963575359533271,3.0,0.7130765536440102,0.29849008799815746
63,64,1,19,new,1.0,21,126_c,final,last,0,2.0,7,1.0,5.0,0,0,1,3,1,,,,new,new,new,rep,-1.5,new2,context2,64,test,3000,249.001,context2.126_c.final.,0.13711611657406544,0.21979830261977348,0.6241613579041813,1.0,1.0,False,context2.126_c.final.,True,1.0,0.5683672175402626,1.0,0.6006448486600315,3.0,0.9566628207769926,0.18667914839885436
64,65,1,20,rep,2.0,9,062_c,goods,market,0,3.0,7,1.0,7.0,0,0,1,3,1,,,,rep,rep,new,new,0.5,rep1,context2,65,test,3000,252.001,context2.062_c.goods.,0.19936487726660257,0.30343803488430227,0.5572495720925582,1.0,1.0,False,context2.062_c.goods.,True,1.0,0.6755524405609172,1.0,0.5521648714009615,3.0,0.8120662434630659,0.2721272820305093
65,66,1,21,new,2.0,22,017_c,membership,open,0,1.0,7,1.0,7.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,66,test,3000,255.001,context2.017_c.membership.,0.0,0.0,0.8,1.0,1.0,True,context2.017_c.membership.,True,1.0,0.5599488427199718,1.0,0.49587059138387846,3.0,1.37436316721266,0.0
66,67,1,22,new,2.0,5,143_c,orders,orders,1,3.0,1,1.0,1.0,1,0,0,1,1,,,,rep,rep,rep,rep,2.5,rep3,context2,67,test,3000,258.001,context2.143_c.orders.,0.1340033639749461,0.2202345231091273,0.6238123815126984,1.0,1.0,False,context2.143_c.orders.,True,1.0,0.5539957878725812,1.0,0.5880071910654885,3.0,0.9937325360730235,0.18289372385480068
67,68,1,23,new,1.0,23,111_c,east,east,1,2.0,1,1.0,1.0,1,0,0,1,1,,,,new,new,new,new,-2.5,new3,context2,68,test,3000,261.001,context2.111_c.east.,0.13697442398971216,0.2179235387551887,0.6256611689958491,1.0,1.0,False,context2.111_c.east.,True,1.0,0.5665177673795376,1.0,0.5989224875579416,3.0,0.9634228906975498,0.1865057890750189
68,69,1,24,new,1.0,24,003_c,exchange,jobs,0,1.0,5,1.0,3.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,69,test,3000,264.001,context2.003_c.exchange.,0.13553704162966165,0.19682124071827373,0.6425430074253811,1.0,1.0,False,context2.003_c.exchange.,True,1.0,0.5665177673795376,1.0,0.5822044331107015,3.0,1.007283586279256,0.18475280794926557
46,116,2,1,new,1.0,8,012_c,edge,edge,1,5.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,rep,rep,-0.5,new1,context2,47,test,63000,198.001,context2.012_c.edge.,0.14399354392994965,0.20892013892125608,0.6328638888629952,1.0,1.0,False,context2.012_c.edge.,True,1.0,0.5724047710573577,1.0,0.5927617456727059,3.0,0.9723530098141597,0.19521318881305605
47,117,2,2,rep,1.0,4,016_c,broke,broke,1,4.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,rep,rep,-0.5,new1,context2,48,test,3000,201.001,context2.016_c.broke.,0.1704361567280096,0.33450708228863396,0.5323943341690928,1.0,1.0,False,context2.016_c.broke.,True,1.0,0.687558917011777,1.0,0.6007005843107761,3.0,0.705009965025519,0.23017047643500083
48,118,2,3,rep,2.0,13,169_c,economic,economics,0,6.0,2,10.0,2.0,1,0,0,1,1,,,,rep,rep,new,rep,0.5,rep1,context2,49,test,3000,204.001,context2.169_c.economic.,0.25983401234518727,0.30372685613292577,0.5570185150936594,1.0,1.0,False,context2.169_c.economic.,True,1.0,0.6975862821897668,1.0,0.5289291549648687,3.0,0.8241659358222804,0.37043663118169323
49,119,2,4,new,1.0,19,124_c,really,happy,0,2.0,7,10.0,7.0,0,0,1,3,1,,,,rep,rep,new,new,0.5,rep1,context2,50,test,3000,207.001,context2.124_c.really.,0.14761162046082094,0.23496203696895465,0.6120303704248363,1.0,1.0,False,context2.124_c.really.,True,1.0,0.5822717877616321,1.0,0.6144047271645835,3.0,0.9045791568869161,0.19979642256456376
50,120,2,5,rep,1.0,12,142_c,help,help,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,rep,new,-0.5,new1,context2,51,test,3000,210.001,context2.142_c.help.,0.1739616868789728,0.34216118624208863,0.5262710510063292,1.0,1.0,False,context2.142_c.help.,True,1.0,0.693584141501391,1.0,0.6052967117452532,3.0,0.6864258329627038,0.23508216052789938
51,121,2,6,new,1.0,21,194_c,smile,smile,1,2.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,new,rep,-1.5,new2,context2,52,test,3000,213.001,context2.194_c.smile.,0.15171126821707617,0.23445528749629096,0.6124357700029672,1.0,1.0,False,context2.194_c.smile.,True,1.0,0.5822717877616321,1.0,0.6140155902318943,3.0,0.9055679483107706,0.2050671704522447
52,122,2,7,rep,2.0,23,031_c,object,object,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,new,new,-2.5,new3,context2,53,test,3000,216.001,context2.031_c.object.,0.21621543625016848,0.3595792153259273,0.5123366277392581,1.0,1.0,False,context2.031_c.object.,True,1.0,0.7067088879491453,1.0,0.6060031802277998,3.0,0.6581268655442637,0.29820652979220885
53,123,2,8,new,1.0,7,096_c,solid,leading,0,3.0,5,10.0,3.0,0,0,1,3,1,,,,rep,rep,rep,rep,2.5,rep3,context2,54,test,3000,219.001,context2.096_c.solid.,0.1744814097181177,0.25307811772224714,0.5975375058222022,1.0,1.0,False,context2.096_c.solid.,True,1.0,0.5647664013583718,1.0,0.5793257512405688,3.0,0.957927315322568,0.23581109091612812
54,124,2,10,rep,1.0,6,162_c,probably,probably,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,rep,rep,rep,new,1.5,rep2,context2,55,test,3000,222.001,context2.162_c.probably.,0.16265018721697833,0.32785218696024926,0.5377182504318005,1.0,1.0,False,context2.162_c.probably.,True,1.0,0.68219234297115,1.0,0.5967113121760641,3.0,0.7215060170872831,0.21952931936443598
55,125,2,11,rep,2.0,10,057_c,bear,bear,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,new,new,-2.5,new3,context2,56,test,3000,225.001,context2.057_c.bear.,0.17475440483143112,0.331739122552216,0.5346087019582273,1.0,1.0,False,context2.057_c.bear.,True,1.0,0.6853412120694824,1.0,0.5986142422036549,3.0,0.7123935039374814,0.23619447521793735
56,126,2,12,new,1.0,11,156_c,newspaper,newspaper,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,rep,rep,new,new,0.5,rep1,context2,57,test,3000,228.001,context2.156_c.newspaper.,0.1560607478751333,0.2251087849375448,0.6199129720499642,1.0,1.0,False,context2.156_c.newspaper.,True,1.0,0.5656304296589404,1.0,0.5865370709464559,3.0,0.9740710095307956,0.21074849979426824
57,127,2,13,rep,2.0,2,091_c,send,send,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,rep,rep,nan,nan,0.5,rep1,context2,58,test,3000,231.001,context2.091_c.send.,0.15659591096925793,0.3198130772484593,0.5441495382012326,1.0,1.0,False,context2.091_c.send.,True,1.0,0.6755524405609172,1.0,0.5918878442311433,3.0,0.7418774775829076,0.21145385759676516
58,128,2,14,rep,1.0,5,100_c,remain,remains,0,6.0,2,10.0,2.0,1,0,0,1,1,,,,rep,rep,new,rep,0.5,rep1,context2,59,test,3000,234.001,context2.100_c.remain.,0.171623366485657,0.32197937242652275,0.5424165020587818,1.0,1.0,False,context2.100_c.remain.,True,1.0,0.677358463696447,1.0,0.5882949454688831,3.0,0.7429080344809087,0.2318180267470087
59,129,2,15,new,2.0,3,137_c,hardly,broke,0,1.0,4,10.0,12.0,0,0,1,3,1,,,,rep,rep,rep,nan,1.5,rep2,context2,60,test,3000,237.001,context2.137_c.hardly.,0.139163604518601,0.2292487639885842,0.6166009888091327,1.0,1.0,False,context2.137_c.hardly.,True,1.0,0.5571972026709354,1.0,0.590447991389297,3.0,0.9768315002867216,0.18919535195665854
60,130,2,16,new,2.0,9,067_c,aside,driving,0,1.0,4,10.0,12.0,0,0,1,3,1,,,,new,new,new,rep,-1.5,new2,context2,61,test,3000,240.001,context2.067_c.aside.,0.1299797368891603,0.19837685663099425,0.6412985146952046,1.0,1.0,False,context2.067_c.aside.,True,1.0,0.5607596618585504,1.0,0.5819889554391839,3.0,1.0142245914747396,0.17807213326599675
61,131,2,17,rep,1.0,14,160_c,file,file,1,6.0,1,10.0,1.0,1,0,0,1,1,,,,rep,rep,rep,new,1.5,rep2,context2,62,test,3000,243.001,context2.160_c.file.,0.17514861255096242,0.32911473208153547,0.5367082143347716,1.0,1.0,False,context2.160_c.file.,True,1.0,0.6832195764259396,1.0,0.5958280781429139,3.0,0.720521095657522,0.2367486913236685
62,132,2,18,new,1.0,16,184_c,leading,leading,1,1.0,1,10.0,1.0,1,0,0,1,1,,,,new,new,rep,rep,-0.5,new1,context2,63,test,3000,246.001,context2.184_c.leading.,0.13341849959804486,0.1966953414292379,0.6426437268566098,1.0,1.0,False,context2.184_c.leading.,True,1.0,0.5647664013583718,1.0,0.5816155828989322,3.0,1.0107163285805167,0.18218785237712504
63,133,2,19,new,2.0,17,189_c,supported,support,0,2.0,2,10.0,2.0,1,0,0,1,1,,,,new,new,new,rep,-1.5,new2,context2,64,test,3000,249.001,context2.189_c.supported.,0.0,0.0,0.8,1.0,1.0,True,context2.189_c.supported.,True,1.0,0.5598325065614671,1.0,0.4996722215120053,3.0,1.3682697659085936,0.0
64,134,2,20,new,2.0,15,042_c,setting,help,0,1.0,4,10.0,12.0,0,0,1,3,1,,,,rep,rep,rep,rep,2.5,rep3,context2,65,test,3000,252.001,context2.042_c.setting.,0.1426053589391703,0.21682506461595383,0.6265399483072369,1.0,1.0,False,context2.042_c.setting.,True,1.0,0.5623034752160909,1.0,0.5803630775094304,3.0,0.9955258267157714,0.19347178842721868
65,135,2,21,new,2.0,22,108_c,doctor,success,0,1.0,7,10.0,7.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,66,test,3000,255.001,context2.108_c.doctor.,0.13237508231333397,0.2199479455727305,0.6240416435418157,1.0,1.0,False,context2.108_c.doctor.,True,1.0,0.5674296034876121,1.0,0.6007042493727219,3.0,0.9577648153244311,0.18093278981278732
66,136,2,22,new,2.0,20,167_c,experience,smart,0,1.0,7,10.0,7.0,0,0,1,3,1,,,,new,new,rep,new,-0.5,new1,context2,67,test,3000,258.001,context2.167_c.experience.,0.1325639116292303,0.21689093369165602,0.6264872530466752,1.0,1.0,False,context2.167_c.experience.,True,1.0,0.5647664013583718,1.0,0.5979317235711861,3.0,0.9682580165018448,0.18115951854851425
67,137,2,23,rep,2.0,24,069_c,driving,driving,1,5.0,1,10.0,1.0,1,0,0,1,1,,,,rep,rep,new,new,0.5,rep1,context2,68,test,3000,261.001,context2.069_c.driving.,0.16877259179153198,0.334507082288634,0.5323943341690928,1.0,1.0,False,context2.069_c.driving.,True,1.0,0.687558917011777,1.0,0.6006238629446736,3.0,0.7051103613982125,0.2278729235103037
68,138,2,24,rep,2.0,18,122_c,movement,leading,0,2.0,5,10.0,3.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,69,test,3000,264.001,context2.122_c.movement.,0.19607199026323194,0.31614754944060486,0.5470819604475161,1.0,1.0,False,context2.122_c.movement.,True,1.0,0.6802006666142515,1.0,0.5646619772682385,3.0,0.7778250646145335,0.2671665873183834
46,185,3,1,new,1.0,24,090_c,home,home,1,5.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,rep,rep,2.5,rep3,context2,47,test,63000,198.001,context2.090_c.home.,0.22460590966640587,0.3467249854987784,0.5226200116009773,1.0,1.0,False,context2.090_c.home.,True,1.0,0.5959749881486549,1.0,0.627053835214143,3.0,0.7689447618549385,0.31160312669543666
47,186,3,2,new,2.0,3,099_c,poor,look,0,2.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,new,nan,-1.5,new2,context2,48,test,3000,201.001,context2.099_c.poor.,0.1343489566192328,0.2190251622305411,0.6247798702155671,1.0,1.0,False,context2.099_c.poor.,True,1.0,0.5665177673795376,1.0,0.5998622239712322,3.0,0.9610861940987497,0.18331161996582385
48,187,3,3,rep,1.0,14,021_c,beat,busted,0,2.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,new,rep,-1.5,new2,context2,49,test,3000,204.001,context2.021_c.beat.,0.18101855457182367,0.34921266579213284,0.5206298673662938,1.0,1.0,False,context2.021_c.beat.,True,1.0,0.6989953623317322,1.0,0.6095273510218161,3.0,0.6696803586485731,0.24508527257056184
49,188,3,4,rep,1.0,16,178_c,bottom,flow,0,2.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,rep,new,-0.5,new1,context2,50,test,3000,207.001,context2.178_c.bottom.,0.18804969773841823,0.3511325373697945,0.5190939701041645,1.0,1.0,False,context2.178_c.bottom.,True,1.0,0.7004455159447776,1.0,0.609798092196247,3.0,0.6663080781782822,0.2552752472173957
50,189,3,5,rep,2.0,20,085_c,serve,served,0,5.0,2,11.0,2.0,1,0,0,1,1,,,,rep,rep,rep,rep,2.5,rep3,context2,51,test,3000,210.001,context2.085_c.serve.,0.1981818826271977,0.35734121194097246,0.5141270304472221,1.0,1.0,False,context2.085_c.serve.,True,1.0,0.7050678012389124,1.0,0.6115120685509715,3.0,0.6544792296353823,0.27033985638708113
51,190,3,6,rep,2.0,19,197_c,putting,putting,1,6.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,rep,rep,2.5,rep3,context2,52,test,3000,213.001,context2.197_c.putting.,0.18457432071476668,0.3531237870030965,0.5175009703975227,1.0,1.0,False,context2.197_c.putting.,True,1.0,0.7019391652924798,1.0,0.6117298887936623,3.0,0.6607261379592856,0.2502109968517313
52,191,3,7,new,2.0,12,063_c,growing,doing,0,3.0,7,11.0,7.0,0,0,1,3,1,,,,rep,rep,new,rep,0.5,rep1,context2,53,test,3000,216.001,context2.063_c.growing.,0.1407000478529402,0.21472211053562104,0.6282223115715032,1.0,1.0,False,context2.063_c.growing.,True,1.0,0.570325407642592,1.0,0.5967554601109979,3.0,0.9641012461853161,0.19109716867101256
53,192,3,8,new,1.0,4,182_c,drink,work,0,3.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,54,test,3000,219.001,context2.182_c.drink.,0.1289864854642164,0.2147624447740228,0.6281900441807817,1.0,1.0,False,context2.182_c.drink.,True,1.0,0.5623034752160909,1.0,0.5959724386585789,3.0,0.9765113535174745,0.17689434614451088
54,193,3,9,new,2.0,6,064_c,indicate,golden,0,1.0,6,11.0,4.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,55,test,3000,222.001,context2.064_c.indicate.,0.10061009096950109,0.12510217593366166,0.6999182592530707,1.0,1.0,False,context2.064_c.indicate.,True,1.0,0.563103921524162,1.0,0.53826898756791,3.0,1.1525542116345222,0.14533773417109586
55,194,3,10,new,1.0,2,146_c,laid,house,0,2.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,nan,nan,-0.5,new1,context2,56,test,3000,225.001,context2.146_c.laid.,0.13079736076419293,0.20396403319280765,0.636828773445754,1.0,1.0,False,context2.146_c.laid.,True,1.0,0.5592865920772397,1.0,0.5863956618293548,3.0,1.0046279960146265,0.17904536407355148
56,195,3,11,rep,1.0,9,045_c,greater,safe,0,2.0,4,11.0,12.0,0,0,1,3,1,,,,new,new,rep,new,-0.5,new1,context2,57,test,3000,228.001,context2.045_c.greater.,0.19639667681645148,0.3226307834135278,0.5418953732691778,1.0,1.0,False,context2.045_c.greater.,True,1.0,0.6832195764259396,1.0,0.5705410119710075,3.0,0.7606866585699428,0.2676536877804063
57,196,3,12,rep,2.0,7,192_c,fresh,fresh,1,5.0,1,11.0,1.0,1,0,0,1,1,,,,new,new,new,new,-2.5,new3,context2,58,test,3000,231.001,context2.192_c.fresh.,0.1653631926683334,0.32541897905467126,0.539664816756263,1.0,1.0,False,context2.192_c.fresh.,True,1.0,0.6802006666142515,1.0,0.5946723256632838,3.0,0.7283902131176669,0.22320475911611032
58,197,3,13,rep,1.0,17,191_c,forced,forced,1,5.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,new,rep,0.5,rep1,context2,59,test,3000,234.001,context2.191_c.forced.,0.18676738540527066,0.3374338292000516,0.5300529366399588,1.0,1.0,False,context2.191_c.forced.,True,1.0,0.6898814485751443,1.0,0.5930511484533175,3.0,0.7102645804119126,0.2534004701770705
59,198,3,14,rep,1.0,22,054_c,interested,interested,1,6.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,rep,rep,2.5,rep3,context2,60,test,3000,237.001,context2.054_c.interested.,0.17541773494402849,0.34383748171559997,0.52493001462752,1.0,1.0,False,context2.054_c.interested.,True,1.0,0.6948826347765259,1.0,0.6062777414949044,3.0,0.6824450271256647,0.23712746055960732
60,199,3,16,rep,1.0,11,055_c,noted,safe,0,4.0,3,11.0,11.0,0,0,1,3,1,,,,new,new,rep,new,-0.5,new1,context2,61,test,3000,240.001,context2.055_c.noted.,0.21167674340689704,0.2670989528274824,0.5863208377380141,1.0,1.0,False,context2.055_c.noted.,True,1.0,0.6811863142030792,1.0,0.5126372570648385,3.0,0.8999899028908529,0.2910709294970184
61,200,3,17,new,1.0,15,052_c,least,square,0,2.0,5,11.0,3.0,0,0,1,3,1,,,,rep,rep,new,new,0.5,rep1,context2,62,test,3000,243.001,context2.052_c.least.,0.14276188477688098,0.23846350371373834,0.6092291970290094,1.0,1.0,False,context2.052_c.least.,True,1.0,0.5647664013583718,1.0,0.5982459088191504,3.0,0.9465177802996526,0.19366766598613983
62,201,3,18,rep,2.0,21,087_c,television,television,1,5.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,rep,rep,2.5,rep3,context2,63,test,3000,246.001,context2.087_c.television.,0.1906929607885173,0.3374338292000516,0.5300529366399588,1.0,1.0,False,context2.087_c.television.,True,1.0,0.6898814485751443,1.0,0.5979934517248146,3.0,0.7037078404081569,0.2591625306331633
63,202,3,19,new,2.0,5,117_c,sexual,cross,0,2.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,new,new,-2.5,new3,context2,64,test,3000,249.001,context2.117_c.sexual.,0.1326210070593773,0.2028028114357804,0.6377577508513758,1.0,1.0,False,context2.117_c.sexual.,True,1.0,0.5558771858382042,1.0,0.5851000800418732,3.0,1.0125208950567068,0.18122810847345705
64,203,3,20,new,2.0,8,199_c,square,square,1,5.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,new,new,0.5,rep1,context2,65,test,3000,252.001,context2.199_c.square.,0.14317888100445894,0.22367750225039212,0.6210579981996864,1.0,1.0,False,context2.199_c.square.,True,1.0,0.5571972026709354,1.0,0.5855703258794317,3.0,0.9889389937950024,0.19419008795799608
65,204,3,21,new,1.0,10,163_c,closed,closed,1,5.0,1,11.0,1.0,1,0,0,1,1,,,,rep,rep,new,rep,0.5,rep1,context2,66,test,3000,255.001,context2.163_c.closed.,0.12685607551764003,0.2096145101754991,0.6323083918596007,1.0,1.0,False,context2.163_c.closed.,True,1.0,0.5578785002114985,1.0,0.5912783182721638,3.0,0.9943454198788728,0.17438477786310214
66,205,3,22,rep,2.0,18,188_c,conflict,resolve,0,4.0,7,11.0,7.0,0,0,1,3,1,,,,rep,rep,rep,new,1.5,rep2,context2,67,test,3000,258.001,context2.188_c.conflict.,0.22563663846223828,0.3181844695656283,0.5454524243474974,1.0,1.0,False,context2.188_c.conflict.,True,1.0,0.68219234297115,1.0,0.5404481299800332,3.0,0.8094976714395579,0.3132666640483003
67,206,3,23,new,2.0,13,180_c,boat,open,0,2.0,7,11.0,7.0,0,0,1,3,1,,,,new,new,rep,new,-0.5,new1,context2,68,test,3000,261.001,context2.180_c.boat.,0.13039408271834288,0.21098014937916726,0.6312158804966664,1.0,1.0,False,context2.180_c.boat.,True,1.0,0.5585747572282784,1.0,0.592521141379875,3.0,0.9902923343473091,0.17856491821413906
68,207,3,24,rep,2.0,23,105_c,safe,scared,0,4.0,7,11.0,7.0,0,0,1,3,1,,,,rep,rep,rep,rep,2.5,rep3,context2,69,test,3000,264.001,context2.105_c.safe.,0.16387030080711495,0.331739122552216,0.5346087019582273,1.0,1.0,False,context2.105_c.safe.,True,1.0,0.6853412120694824,1.0,0.5990433928303045,3.0,0.7118288210899002,0.22117794778438882
